bootstrap_sample,selected_trace_indices,fit_start_ns,fit_stop_ns,ambient_temperature_K,S_e_mW_per_K,C_th_pJ_per_K,tau_th_ns,fit_rmse_K
210.0,"2,0,2",13.0,33.0,314.4526332471906,0.003773067689481632,0.11518908931531456,30.529293083300068,2.024559664793979
211.0,"1,2,1",14.0,37.0,314.41876032902667,0.003549112982096008,0.08415274498511617,23.71092309814772,1.151596355962677
212.0,"0,1,0",16.0,35.0,314.42607050643323,0.003716904890285655,0.03800709314349542,10.22546830370321,1.0614586018266514
213.0,"2,1,1",17.0,37.0,314.4262847204408,0.0035346974511810056,0.04339563859928876,12.277044697217155,1.2409819291617845
214.0,"0,1,0",13.0,33.0,314.3548172326909,0.0036804689621829987,0.05874482144337191,15.961232670884572,1.2222075098981868
215.0,"2,1,2",17.0,34.0,314.4319014440987,0.003609468008797759,0.04558365867172978,12.628913335877654,1.0562422738536377
216.0,"1,2,2",14.0,34.0,314.5247286375863,0.0034747572053690575,0.04461241648586647,12.839002511292911,1.1031952302358727
217.0,"0,2,1",16.0,33.0,314.46926107312225,0.003598476881755103,0.03936949580085822,10.940599896714172,1.0799690145654188
218.0,"1,1,1",14.0,34.0,314.31707639469914,0.0037255003099571403,0.04387402357862043,11.776679621085623,0.9688804816947051
219.0,"2,2,1",14.0,34.0,314.4270160682915,0.003756817226505022,0.039976557067178786,10.641070527769351,1.5481481157353931
220.0,"0,0,0",15.0,33.0,314.53422926725085,0.0037367876676438986,0.03601472639564648,9.637884086240927,1.2063278275895983
221.0,"0,0,1",14.0,34.0,314.5130771937212,0.004192366107893382,0.05825576744238605,13.895677510774204,1.3775735871395267
222.0,"0,0,1",17.0,34.0,314.313869883193,0.0034111243574513985,0.015452019541411996,4.529890417996042,1.4204122134810877
223.0,"1,0,0",13.0,37.0,314.48342171618503,0.003796820668247582,0.037538025204040586,9.886699553120115,1.3670511238573502
224.0,"2,1,1",16.0,35.0,314.5309782839064,0.0037889645370494103,0.058423796566701054,15.419462493095162,0.9093231056491071
225.0,"0,2,0",15.0,35.0,314.4186995442018,0.0040257166899668375,0.11243751482856566,27.929813120925775,1.7486031176071788
226.0,"0,1,0",17.0,33.0,314.29692741380984,0.003690096988887466,0.0330031783503742,8.943715693587878,0.9646041834390422
227.0,"1,0,1",14.0,35.0,314.38503165908156,0.0034562578176489875,0.04231013951647342,12.241603997370078,1.1282150038939767
228.0,"2,0,2",13.0,35.0,314.5078806570776,0.003531632641666969,0.03956440048502354,11.202864085645306,1.4171799433439052
229.0,"2,0,2",15.0,34.0,314.52127120619207,0.003445565160315538,0.04057307995186035,11.77544990852669,1.2503563391423393
230.0,"2,0,0",13.0,34.0,314.47120997913055,0.003706523559045126,0.09442842326805057,25.476277639626606,1.7452657030321574
231.0,"1,1,2",16.0,37.0,314.4705243480898,0.0035856180048291935,0.035762341349896004,9.973829142348809,1.189220906532253
232.0,"0,1,1",13.0,35.0,314.3425261651619,0.0036579217904214698,0.040535780338594916,11.081642162153592,1.233239848959116
233.0,"0,0,2",13.0,37.0,314.3488811704523,0.0036790857480632497,0.0438890520185179,11.92933653194195,1.3855215210885716
234.0,"0,1,1",14.0,37.0,314.4104174954152,0.0035775451849918614,0.05365792238877891,14.99853100776447,1.1846269858809955
235.0,"2,2,1",15.0,33.0,314.3727300933768,0.003685001031222856,0.04290849882724387,11.644094116577442,1.0013257861191742
236.0,"0,1,2",14.0,35.0,314.46999654341533,0.003937580680400946,0.05107653599281375,12.971552874343352,1.1907696114433082
237.0,"2,1,0",15.0,36.0,314.25423293300855,0.0033581826289005644,0.06321706238271202,18.824783928862338,1.293602139194679
238.0,"0,1,0",13.0,36.0,314.39717234098305,0.003816391732553978,0.033261204599043845,8.71535390754686,1.3614073164671332
239.0,"2,0,0",17.0,33.0,314.25176797051734,0.0037107549911843097,0.04178707562509501,11.261071055450744,1.0096578239714025
240.0,"2,0,1",15.0,35.0,314.4444634219674,0.003618483590738355,0.04732638072425029,13.079064624027575,0.9554669256095297
241.0,"1,1,0",15.0,34.0,314.30975407228317,0.003951561168584466,0.052294672851987405,13.233927205211524,1.1257723687608332
242.0,"0,2,1",14.0,35.0,314.34120580424997,0.003628504846670294,0.03573812371174968,9.849269939530286,1.1176910714020836
243.0,"2,2,1",16.0,35.0,314.30200395277996,0.003646945673744632,0.06593943317637661,18.080728114787338,1.0384760661062598
244.0,"2,0,1",17.0,37.0,314.4126233855638,0.004013285690833269,0.04758604776245257,11.857129401762672,1.1283029288375106
245.0,"2,1,1",13.0,37.0,314.44725249936386,0.0037250230428627178,0.09157141066225383,24.58277696770441,1.5028660543359404
246.0,"1,0,2",14.0,34.0,314.4836673144341,0.0035882621181063607,0.0793500603868768,22.113785942915545,1.2511310402457507
247.0,"1,2,1",14.0,37.0,314.54059353760573,0.003490861572127276,0.04950919034412833,14.182513205173647,1.0821530264060297
248.0,"2,2,2",14.0,33.0,314.275328527912,0.003906978036967526,0.04684560018968272,11.990238938236473,1.2581461389845037
249.0,"2,1,0",16.0,36.0,314.2942886987242,0.0036246125180656942,0.024159227982361337,6.665327083087523,1.555841011425402
250.0,"2,2,1",17.0,33.0,314.5407541266519,0.0035376562855761818,0.06376673648509691,18.025136230754864,1.0115086479858557
251.0,"1,1,0",17.0,33.0,314.4783620189718,0.0037111708290918834,0.026582941293758804,7.1629527494059335,0.990028401672725
252.0,"2,0,1",13.0,37.0,314.41022991483595,0.0037917064541492097,0.06593887322531344,17.390289576124093,1.5060500501500513
253.0,"0,1,0",17.0,36.0,314.47974948892494,0.0034720491718877844,0.04987226971315223,14.363929554038034,1.041957771974424
254.0,"2,1,1",14.0,35.0,314.34561129525304,0.003611182603892065,0.04372512875347533,12.108257473977973,1.2248028543951073
255.0,"2,0,0",15.0,35.0,314.47934995185136,0.003642613411810262,0.053092479270238316,14.575381262831582,1.2961969777002662
256.0,"1,1,1",13.0,33.0,314.3614761397425,0.0036483200444206144,0.064747233687648,17.747136462620958,1.1837809513947712
257.0,"0,0,0",15.0,34.0,314.3328439619795,0.0034865484214783803,0.02389320793361158,6.852968909429425,1.16096004541024
258.0,"2,1,2",17.0,34.0,314.30124720117084,0.003516252802689032,0.05052949180868358,14.370267055327044,0.9704653380568729
259.0,"1,0,0",16.0,35.0,314.3463573576481,0.0037839882309891634,0.09138304877162463,24.1499294377394,1.3784533172153737
260.0,"2,2,2",13.0,37.0,314.4444634219674,0.003618483590738355,0.04741686532174501,13.104070844237144,1.4493538472315546
261.0,"0,2,2",16.0,36.0,314.39257629360105,0.003716598629400937,0.036490003697843484,9.81811794504298,1.2017105335268305
262.0,"0,2,1",14.0,34.0,314.2641735071526,0.003575986778034931,0.03913098740723688,10.94271031637876,1.3661559696559389
263.0,"1,1,1",14.0,34.0,314.470444765002,0.003708330657367549,0.029501223877684904,7.955391954887616,1.085955894905012
264.0,"1,2,2",17.0,33.0,314.5034099385083,0.0036876039503395634,0.0559212287976254,15.16465150561411,1.0860549991599782
265.0,"2,1,1",15.0,35.0,314.4603161788194,0.003805358727982675,0.06995443574970564,18.38313829266509,1.4248061293233816
266.0,"0,1,0",17.0,36.0,314.26586019684316,0.0035096428506430207,0.027570729781903208,7.855708103419077,1.1245046279668816
267.0,"0,2,2",15.0,34.0,314.4320783774048,0.004049445028600873,0.03259563589288668,8.049408168938355,1.409489063041443
268.0,"2,1,1",17.0,33.0,314.4117355167248,0.0035205653678068564,0.03450545102717189,9.80111073712775,0.9721521454788592
269.0,"0,2,0",17.0,36.0,314.28398707285805,0.003851950155722485,0.038453162492255465,9.98277779766417,1.3065959877424462
270.0,"2,2,0",13.0,37.0,314.31688598280766,0.0036815910941483177,0.05034022048445223,13.673495832947115,1.479552013086029
271.0,"2,1,0",16.0,35.0,314.35926278450404,0.0036568934064303412,0.04983585482989076,13.627921104361034,1.0361008642499159
272.0,"0,0,2",17.0,34.0,314.4983398041485,0.0035155736520370347,0.03575942210565129,10.171717518969102,1.2671929726234263
273.0,"2,1,0",15.0,33.0,314.2784413820403,0.003744369806104004,0.048640108558684975,12.990198905939458,0.9988056894168552
274.0,"0,0,1",13.0,37.0,314.3027185106012,0.003544346714921313,0.025660489022546216,7.239836022395427,1.4955644390634377
275.0,"2,2,1",14.0,35.0,314.38802318771775,0.003603981880086291,0.05678590266537834,15.756434009601264,1.2165005009914633
276.0,"0,2,0",13.0,35.0,314.25411642974166,0.0036833443552979467,0.05937199562148438,16.119045599439144,1.3268015036047134
277.0,"1,1,0",17.0,34.0,314.4272257053512,0.0034574618458782648,0.029375289328846126,8.496200576693338,1.0095147278290462
278.0,"1,0,0",15.0,36.0,314.26834673424355,0.003743622775693551,0.03234962595255368,8.641262191958036,1.3203903001446393
279.0,"2,2,2",15.0,33.0,314.3744737072109,0.0035226741302621855,0.050919364450240916,14.45474732187365,1.0058121254900314
280.0,"1,2,2",15.0,37.0,314.5442110982336,0.004018441297753949,0.028689238064470546,7.139394590759852,1.505708811836338
281.0,"2,1,2",15.0,34.0,314.30411622852023,0.0034848115971875954,0.04762771584201638,13.667228346133305,0.9406121330797077
282.0,"2,1,2",17.0,37.0,314.4195453521712,0.0037832368094441442,0.039401599755678536,10.414785470822181,1.225633728973871
283.0,"2,2,1",17.0,35.0,314.34308563445853,0.003731259349419325,0.056194534737438864,15.06047408529351,0.9701977551372533
284.0,"0,1,0",15.0,35.0,314.52103927731736,0.004090165971670363,0.040585351636136385,9.922666199181627,1.0957996072615737
285.0,"2,1,2",14.0,36.0,314.33059783632706,0.0035369164415580256,0.06405691983447565,18.11095085024353,1.6333820180016336
286.0,"1,0,0",16.0,36.0,314.3478822030358,0.003711462006278077,0.02288011212531615,6.1647167845484026,1.4301473478697093
287.0,"0,0,0",13.0,34.0,314.47743242135897,0.004049313047134403,0.05069824949593876,12.520209948158156,1.1715920965068711
288.0,"0,1,1",16.0,36.0,314.35380096173714,0.0035387995633284395,0.041036553226472594,11.596179012714531,1.0896982969877387
289.0,"2,0,1",15.0,35.0,314.4104174954152,0.0035775451849918614,0.06018402395280341,16.8227152532639,1.2156185015453567
290.0,"0,2,0",15.0,37.0,314.417357849371,0.003662994515000241,0.07827220888050983,21.36836638984284,1.3777397226288495
291.0,"2,2,1",16.0,34.0,314.52670754653656,0.0038429663111542,0.04051803710325718,10.543427608421569,1.107385948685377
292.0,"0,0,1",17.0,34.0,314.2771491703233,0.0037302286743880753,0.0680777516291249,18.250289076524968,0.9522609797180813
293.0,"1,1,1",17.0,37.0,314.289147239787,0.003974521471702465,0.019290177933082256,4.853459232871979,1.2413589133333234
294.0,"0,1,0",14.0,35.0,314.37398379735214,0.0035917425204056498,0.026750006981043947,7.44764047786555,1.3490686180310387
295.0,"1,2,2",17.0,35.0,314.30124720117084,0.003516252802689032,0.05346536926113137,15.205211985965306,0.9176927651599533
296.0,"2,2,1",16.0,37.0,314.52963121670086,0.0035819637688583295,0.08044229686599497,22.45759646296873,1.2629141685755052
297.0,"2,0,0",15.0,37.0,314.4568256958001,0.003521995103038103,0.08362348248382542,23.74321372897171,1.3600937186184647
298.0,"1,1,2",14.0,36.0,314.54301084083306,0.0035827713050097824,0.060482095763115556,16.881372159742252,1.4538043569939048
299.0,"1,1,0",17.0,35.0,314.44438180651684,0.0036365330104738323,0.05984823447704333,16.457497925818426,0.8736533574686421
300.0,"1,0,0",17.0,34.0,314.5100782502808,0.0036613247588440376,0.03233339181858251,8.831063603544115,1.2089315782565784
301.0,"0,2,2",15.0,34.0,314.3497132352441,0.003658049949750498,0.06016693345427821,16.447816262974204,1.3660800972660017
302.0,"0,0,2",13.0,37.0,314.4568256958001,0.003521995103038103,0.03513115502405243,9.974788151678005,1.5982944477895862
303.0,"1,1,1",13.0,37.0,314.3321062475717,0.0035514041580961405,0.038564506484853885,10.858946143017356,1.021955765029633
304.0,"2,0,2",15.0,35.0,314.25979815700634,0.0038816178176445102,0.059421193849385975,15.308357659344384,1.1598087293000645
305.0,"2,0,0",13.0,36.0,314.49584887862,0.0036382521349949903,0.04904229091556794,13.479629529753707,1.4661759607091194
306.0,"0,0,2",13.0,36.0,314.4269318022331,0.0037252847777365585,0.025887363924904618,6.949096638092053,1.6879492725635157
307.0,"0,2,1",16.0,35.0,314.31366951706616,0.003592697023012914,0.05392791443031819,15.01042645257436,1.1637524962403731
308.0,"2,2,2",16.0,34.0,314.392266167273,0.0037235469861748925,0.04696872844763374,12.613974960440487,1.074266273814109
309.0,"0,1,2",13.0,34.0,314.47120997913055,0.003706523559045126,0.05199585109224343,14.028199271890935,1.1616619183080164
310.0,"2,1,1",15.0,33.0,314.40023281549827,0.004005987353843455,0.052866679693534646,13.196916271543616,1.2958794342072677
311.0,"2,2,1",16.0,33.0,314.38197430559114,0.003621302618420541,0.035608568081814146,9.833082687064993,1.0467294507224034
312.0,"0,0,1",16.0,33.0,314.4280716767939,0.003933103240644728,0.05341580895120222,13.581084879543134,0.9759624062690532
313.0,"0,0,0",17.0,37.0,314.4456959376937,0.0038465155274514298,0.04240881600099474,11.025255376804205,1.269484341854549
314.0,"2,0,2",17.0,33.0,314.4104717549834,0.0035353588609903044,0.0344009258784637,9.730532947602246,1.100640642837829
315.0,"1,0,2",17.0,37.0,314.3614761397425,0.0036483200444206144,0.030102377325558885,8.251024295852151,1.4061147884417242
316.0,"0,1,2",14.0,36.0,314.3497992473323,0.004004057836919562,0.05183462608594779,12.94552381536668,1.174221526692707
317.0,"2,2,0",14.0,37.0,314.48488053553945,0.004103654958454976,0.03237092438108043,7.888315345417849,1.5425918193316022
318.0,"0,2,1",15.0,37.0,314.30292889944116,0.003625259728522507,0.02829357088511665,7.804563811665941,1.4531224474583906
319.0,"1,0,0",13.0,36.0,314.440082029793,0.003703187688027566,0.058503103477505126,15.798038988584377,1.3658544885865227
320.0,"2,1,1",14.0,33.0,314.4319014440987,0.003609468008797759,0.05013187100618318,13.888991641979144,0.9581385947092078
321.0,"0,1,0",15.0,35.0,314.2794581950081,0.004084917263167266,0.01582085407162624,3.872992536294221,1.5974780437724976
322.0,"1,1,1",15.0,34.0,314.3885618569048,0.003678688689214768,0.039432075963034885,10.71905760295575,0.8202342075181098
323.0,"2,1,0",14.0,37.0,314.48390967836775,0.0039185909565794055,0.030790293832437667,7.857491168028152,1.4191849430930654
324.0,"2,2,0",15.0,37.0,314.3741787716274,0.0035754707030535905,0.033391456485653496,9.33903792223382,1.3312188563756453
325.0,"1,2,0",15.0,35.0,314.4404011316397,0.003665774334784877,0.0528053611606916,14.404967774370771,1.1848596608091897
326.0,"2,1,2",14.0,34.0,314.39848400333887,0.0034948010454847237,0.07071794634911582,20.235185187575492,1.3791736503210814
327.0,"1,2,0",13.0,33.0,314.33128152820524,0.00380509483374691,0.04737887191759582,12.45142998734185,1.4474727984223785
328.0,"1,2,1",15.0,35.0,314.48513419670127,0.0038513853401072815,0.06108195254450772,15.859735432966637,1.1531142144567932
329.0,"1,1,2",16.0,34.0,314.28272188849513,0.0035074812365899983,0.051995164280420156,14.824074819847155,0.9437271640917744
330.0,"2,1,2",16.0,33.0,314.25927504450436,0.003647354858728745,0.07377853359090329,20.22795599784831,1.0393820317706153
331.0,"1,1,2",17.0,37.0,314.42770846212807,0.0035741723646505927,0.029037324221958313,8.124209260063754,1.1340726908825693
332.0,"1,0,1",14.0,37.0,314.485344906487,0.0034807487427228,0.026371996807404055,7.576529866609872,1.4501319754863526
333.0,"0,0,1",14.0,35.0,314.3319348343518,0.003929519318225502,0.047270431301093534,12.02957091516221,1.209538494099881
334.0,"0,1,1",16.0,34.0,314.4107267833164,0.0036763207655914464,0.05845246746534404,15.8997190920962,0.8896990009916291
335.0,"0,0,0",16.0,35.0,314.3096898590263,0.0037555542114126057,0.09713289503211332,25.863797874875562,1.2525406730463426
336.0,"2,2,2",16.0,33.0,314.3579649801692,0.003693499364187067,0.06184481484042318,16.744233243975422,1.348304668412734
337.0,"1,1,0",16.0,36.0,314.53904490592504,0.0036758936759390785,0.030110938080115376,8.191460562967167,1.2225542995092205
338.0,"0,1,2",14.0,36.0,314.28914098356455,0.0035009541436917856,0.06402725329015922,18.288515262482687,1.1593469132761083
339.0,"1,1,2",15.0,33.0,314.2520781859619,0.0037664740215454244,0.03554515002366002,9.437248158444875,1.0607075346576915
340.0,"0,2,2",13.0,34.0,314.33915248051846,0.003678212309236753,0.04336061144713644,11.788501533271736,1.3248215978697981
341.0,"0,0,1",16.0,36.0,314.5426167375124,0.0035256957937293137,0.015581013054714293,4.419273234640994,1.7422266136216207
342.0,"0,1,2",17.0,36.0,314.52160435417227,0.0035940242502771904,0.06929340008098912,19.280170431695012,1.2350481779471747
343.0,"2,2,2",13.0,37.0,314.4287848056071,0.0037823962482699982,0.035253248787004664,9.320347862318465,1.464340434757394
344.0,"1,1,0",13.0,36.0,314.43826078692103,0.003532414631477198,0.021703887881616916,6.144207332914569,1.4819781487599126
345.0,"0,0,1",15.0,35.0,314.3258017696426,0.00360784248544592,0.089379856618304,24.773769081899616,1.4210445512315588
346.0,"2,2,2",17.0,33.0,314.4590292244246,0.0036897041276309508,0.04996973321057845,13.543019028645674,0.900808644096908
347.0,"2,2,1",16.0,35.0,314.4675404592396,0.00401837004334485,0.041707118119913435,10.379113339496444,1.1286351226485847
348.0,"1,0,2",14.0,34.0,314.4126233855638,0.004013285690833269,0.06429766394923166,16.021202800511738,1.0953090012103672
349.0,"0,1,2",16.0,37.0,314.3085329853435,0.0036753962065333504,0.04092952897421836,11.13608619975784,1.1522478187794327
350.0,"2,0,0",15.0,34.0,314.3894011420785,0.003933281639500482,0.04745532549623872,12.065071826960613,1.1466099666901106
351.0,"0,2,2",16.0,35.0,314.4675404592396,0.00401837004334485,0.05311551228264828,13.218173465785515,1.2535651676433386
352.0,"1,0,2",17.0,35.0,314.49471468651996,0.0036176653135377656,0.0743890263422877,20.562716529888615,1.0779309629940856
353.0,"1,0,2",16.0,37.0,314.4687221520937,0.0038213386066287113,0.051587463531741325,13.499840983014375,1.1982244069059347
354.0,"2,1,1",15.0,37.0,314.36906297333144,0.003596167142903104,0.06592404748933332,18.331752910715473,1.2633755610337418
355.0,"0,2,2",14.0,34.0,314.47974948892494,0.0034720491718877844,0.0689373355288813,19.854942172780188,1.2661676322385074
356.0,"0,2,0",15.0,35.0,314.5100144049124,0.004144678479809477,0.047918551260215186,11.561464054123183,1.3871376365190546
357.0,"0,2,0",13.0,35.0,314.43357154316715,0.0036029531400318194,0.0664030923637687,18.430184846418033,1.274132151012312
358.0,"0,1,0",16.0,36.0,314.3619583938995,0.0034975544701518146,0.034779343705322804,9.94390337652502,1.1453188377299486
359.0,"0,1,2",17.0,36.0,314.3123401228291,0.003572426044747202,0.03785938487408598,10.597667915268222,1.152951484366219
360.0,"2,0,2",15.0,37.0,314.25492195959373,0.003684498670491266,0.03504708776344196,9.512037022602323,1.5287176095324544
361.0,"2,0,1",15.0,35.0,314.42770846212807,0.0035741723646505927,0.04881540261655424,13.657819947171568,1.2693403681902935
362.0,"0,1,2",15.0,33.0,314.27215431894484,0.003881822061895572,0.036843536699627095,9.491299733001068,1.1342988675205186
363.0,"2,0,2",17.0,36.0,314.42120959862785,0.003700965488090282,0.061847150014768947,16.711085313762926,1.0879004104198167
364.0,"0,2,0",17.0,34.0,314.5260949530503,0.003964966028771742,0.055657975502852536,14.037440699105845,1.0254934446275936
365.0,"2,1,2",17.0,37.0,314.29734585615927,0.003614685577832238,0.04890955633196597,13.530791345148616,1.0239511982883585
366.0,"0,0,0",17.0,34.0,314.28598739313543,0.0037602855306891475,0.03247599862039326,8.636577822440357,1.1195927675182555
367.0,"2,2,0",17.0,33.0,314.38068823936896,0.0035441045793931664,0.02719512686790541,7.673342097755437,1.2575717855997974
368.0,"0,1,2",14.0,37.0,314.53431669735085,0.003820173899464829,0.038084769511196735,9.96938111025052,1.3823945032255334
369.0,"0,1,0",14.0,37.0,314.4880188670206,0.0036909567710437007,0.051225587947718094,13.87867458909114,1.2370361308079039
370.0,"2,2,0",13.0,34.0,314.38068823936896,0.0035441045793931664,0.0673578790770484,19.0056127205427,1.3595403716370698
371.0,"1,2,0",16.0,33.0,314.35735316514274,0.003844293949201676,0.024142964945007873,6.2802078259446095,1.3743203116192573
372.0,"0,2,1",17.0,33.0,314.33306786094346,0.003611488534482549,0.03514378889278305,9.731109086247846,1.0297621069552514
373.0,"2,1,0",14.0,37.0,314.3136004814429,0.0038134596873578832,0.027125505778664356,7.11309624396685,1.52398200209748
374.0,"2,1,0",15.0,33.0,314.29452734977457,0.00379825212457547,0.058918461954648345,15.511993417560097,0.9736035191270559
375.0,"2,0,2",13.0,37.0,314.5436185196083,0.004023661890341273,0.041502993347336196,10.314731823507183,1.435811633164856
376.0,"1,1,2",16.0,33.0,314.28398707285805,0.003851950155722485,0.044378115453090304,11.520947483487515,0.8854097389646515
377.0,"2,2,1",13.0,33.0,314.3678180957839,0.003607041697529854,0.05771009418543673,15.99928667998413,1.236122396678187
378.0,"1,1,0",17.0,34.0,314.4110831667348,0.0034911904211026405,0.10132854079137411,29.02406588276872,1.0582241202149298
379.0,"1,0,1",13.0,33.0,314.3153181867358,0.003651973679938345,0.05208761774925196,14.262867784450007,1.154451621522007
380.0,"1,2,2",17.0,35.0,314.3074205011162,0.0035690080695093963,0.037186070572660705,10.419161248288347,1.024231090250616
381.0,"2,0,0",15.0,37.0,314.49454585626466,0.003685764954248172,0.051344421397016296,13.930465462220342,1.2985216984994952
382.0,"1,0,1",14.0,35.0,314.5100144049124,0.004144678479809477,0.02153791320888142,5.196522073739114,1.504032266963261
383.0,"2,0,1",16.0,36.0,314.3045964134967,0.003499275289448555,0.033154538721338715,9.47468717917403,1.211142645148753
384.0,"2,2,2",15.0,34.0,314.45851905763544,0.003635349415439064,0.061416778224423464,16.89432602092962,1.3388348485886223
385.0,"0,1,1",14.0,33.0,314.53578912668956,0.0034642465876002265,0.029887348715908778,8.627373358145535,0.9544754134534796
386.0,"2,0,2",14.0,36.0,314.4082898537512,0.003813806129856709,0.04006673612699279,10.505708670749387,1.4440180053231972
387.0,"0,1,2",15.0,34.0,314.47974948892494,0.0034720491718877844,0.07151783315311384,20.598162529544176,1.057190867034386
388.0,"0,2,2",16.0,35.0,314.43340227761144,0.0037759933381025707,0.06422348667711426,17.00836864012754,1.5494532980374425
389.0,"1,0,1",17.0,33.0,314.474986000899,0.003740928096551946,0.03845844357981511,10.280455167064739,0.9162735551585559
390.0,"1,2,0",15.0,35.0,314.3659780881142,0.0036198995292320312,0.03999230941702726,11.047905913983117,1.2562540715772497
391.0,"0,0,0",15.0,33.0,314.4294565328269,0.003545837721785954,0.04805464291946188,13.552408962262916,0.9951352161861394
392.0,"0,0,2",14.0,36.0,314.48545468825006,0.004101958799794962,0.054145142247882555,13.199825958902615,1.5324793739569906
393.0,"2,0,0",15.0,33.0,314.28664785191523,0.004091467861068216,0.030745316007150976,7.514495298790853,1.3460114344331955
394.0,"0,0,2",14.0,37.0,314.5222806652514,0.003675299287767423,0.07046245128885516,19.171894795990312,1.3508320345646374
395.0,"0,2,0",15.0,36.0,314.37468915673185,0.00360432423807355,0.051959614599822554,14.415910214446768,1.416066664765636
396.0,"0,0,2",14.0,35.0,314.2641735071526,0.003575986778034931,0.0379228993954228,10.604876849198563,1.2298569195891977
397.0,"2,1,0",13.0,37.0,314.3709502858357,0.003521191134086303,0.03719023508754604,10.56183367256954,1.232702767480461
398.0,"1,0,1",13.0,36.0,314.25683503043615,0.0035133975092273557,0.04144917980462162,11.797463764280081,1.0555596224772827
399.0,"2,1,0",16.0,35.0,314.4696383345782,0.00394688500242879,0.03796816198568743,9.619779132739618,1.0508143484724684
400.0,"1,1,1",15.0,35.0,314.2702948982325,0.0037184486622872256,0.042793644527385405,11.508467216826638,1.0964765013437143
401.0,"0,2,0",15.0,36.0,314.4620248037716,0.0036382808440875076,0.046006879136696495,12.645224793864193,1.377786710073726
402.0,"0,0,1",16.0,35.0,314.4117355167248,0.0035205653678068564,0.05644406005919374,16.032669234133746,1.0621530766260598
403.0,"0,1,1",15.0,34.0,314.3015027333923,0.0038379016721270705,0.03356099758500343,8.744621528149523,1.0220506932276143
404.0,"2,1,2",17.0,34.0,314.3820126184464,0.003924471076935938,0.07449432529644043,18.982003902192716,1.0873256702766179
405.0,"1,0,2",14.0,37.0,314.48755182099535,0.003555244851871197,0.05309540914387306,14.934388869427062,1.1544880981705379
406.0,"2,1,0",14.0,34.0,314.28860403964023,0.0035947809466321643,0.04162534672816983,11.579383374435455,1.2567749112638813
407.0,"2,0,0",15.0,37.0,314.4956020196703,0.003643900830321646,0.05743782791371901,15.762730817416069,1.5462566023151458
408.0,"0,2,1",16.0,35.0,314.4101575951942,0.003661373022441369,0.0519568208015002,14.190529203947618,1.2285583323113853
409.0,"1,1,0",16.0,33.0,314.3232165430105,0.0037985563809501558,0.04974172080126065,13.09490127636817,0.8473508694459781
410.0,"0,2,1",15.0,36.0,314.3439606516724,0.0034952196187928142,0.05063603543642518,14.487225685095561,1.2782656636199543
411.0,"1,1,2",13.0,33.0,314.41520989344343,0.003633266632918981,0.03041829692113487,8.372162022333244,1.1883485273904024
412.0,"1,0,1",15.0,36.0,314.474986000899,0.003740928096551946,0.03058635449144765,8.176140706804663,1.2828406727399377
413.0,"1,2,2",13.0,35.0,314.48234948199405,0.0037240523298388093,0.061538224763376795,16.52453277047275,1.3397330621462926
414.0,"1,2,0",14.0,35.0,314.4096059657145,0.0035183544723388386,0.03944686402673717,11.211736718646979,1.1037740004913041
415.0,"2,0,1",17.0,34.0,314.45108722812074,0.0035797483688173796,0.050572969665201084,14.127520835188921,0.9880811718910518
416.0,"0,1,0",17.0,33.0,314.4862578422255,0.003767175778192597,0.030186466035011635,8.013022967963124,1.009022735683548
417.0,"2,0,2",13.0,36.0,314.3828722676199,0.0034392374350942618,0.06932766845021007,20.15786050209411,1.3262620556462479
418.0,"1,0,0",15.0,37.0,314.27217995639137,0.0035108774150872505,0.044371187605301385,12.638204744667423,1.1732647436809227
419.0,"2,2,1",17.0,37.0,314.3628936107278,0.0035590598595155645,0.07812643838421672,21.951425788846038,1.1071764755743356
420.0,"0,0,0",14.0,33.0,314.4276458599812,0.0037548064467563865,0.0435531410051495,11.599303884964073,1.1407578622083694
421.0,"2,1,0",16.0,33.0,314.5100782502808,0.0036613247588440376,0.09484731791315083,25.905191197269335,1.4369717123034778
422.0,"0,0,0",14.0,37.0,314.54281222240775,0.00357624201957293,0.06487463147908006,18.140447744872507,1.500734842866234
423.0,"1,2,1",15.0,34.0,314.2645399128103,0.003709839986363536,0.048718631476482255,13.132272997099612,0.9928438725147352
424.0,"2,1,0",15.0,34.0,314.34961083392636,0.0034560094754084504,0.03883711165279267,11.237559366992963,1.1722732114404093
425.0,"2,0,1",14.0,37.0,314.2870530777102,0.0037702378234451958,0.04207627899063088,11.160112693416805,1.3416860076204873
426.0,"1,1,2",16.0,33.0,314.38204045466557,0.003680841621485873,0.050691628252916086,13.77174936216164,1.0243523246838102
427.0,"0,1,2",14.0,37.0,314.3303607024855,0.003963373121955987,0.05442510064814619,13.732015375147556,1.368188164038302
428.0,"2,0,2",15.0,34.0,314.4283486487158,0.0035471069642992164,0.04269169117453524,12.035636817332238,1.042880297352799
429.0,"2,2,1",14.0,36.0,314.3166261927692,0.003727673268121636,0.053290039565983126,14.295791431537085,1.3063581269574873
430.0,"1,2,1",14.0,34.0,314.3137696904098,0.0035607673980528384,0.06748647168870035,18.95278858304659,1.0932521419860601
431.0,"2,2,1",15.0,33.0,314.39662043448465,0.0034762558749824157,0.05598651367875374,16.105406417770368,0.9810062371886156
432.0,"0,0,0",14.0,37.0,314.2828449535232,0.0036823818809421822,0.05944506029222952,16.143100366608305,1.38300287702565
