I_target_uA,C_pF,C_th_mW_ns_per_K,S_e_mW_per_K,T0_K,T_init_K,R_init_ohm,R_fast_ohm,tau_init_ns,tau_fast_ns,recommended_dt_ns,dt_ns,dt_over_tau_fast,dt_over_tau_init,dT_step_over_reversal,estimated_steps,feasible,turn_count,pulse_turn_count,n_cycles,V_pp_mV,V_std_mV,baseline_mean_mV,plateau_mean_mV,plateau_std_mV,onset_overshoot_mV,onset_undershoot_mV,turnoff_undershoot_mV,dominant_freq_MHz,spectral_purity,period_cv,amplitude_cv,late_to_early_vpp,unstable,zigzag,oscillatory,trace_score
650.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.019386431672222315,0.005597540804148793,0.0,12.295310315620876,0.0029224242963311396,0.01163884615372801,12.295310315620876,12.295310315620876,3.5716572430941014,0.7497668797736907,inf,inf,0.8110834936062227,0.0,0.0,0.0,0.12224813581842002
850.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.042641623836779274,0.012297929798024238,0.0,16.0667324675307,0.006405279973573357,0.0258858199520553,16.0667324675307,16.0667324675307,3.5716572430941014,0.7497861110087559,inf,inf,0.7975942097072425,0.0,0.0,0.0,0.12133760915523886
1050.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.07867844667728008,0.022670383715872294,0.0,19.82919093419463,0.011771482005602959,0.04832358056430763,19.82919093419463,19.82919093419463,3.5716572430941014,0.7498096484704302,inf,inf,0.7817225358280682,0.0,0.0,0.0,0.12026627116839461
1250.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.12934981250988997,0.037237112302262516,0.0,23.581067233278493,0.019261890822904408,0.08044307062900913,23.581067233278493,23.581067233278493,3.5716572430941014,0.7498373886805147,inf,inf,0.7633227992486621,0.0,0.0,0.0,0.11902428894928467
1450.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.1958908086772837,0.05633654355239301,0.0,27.321020643894496,0.029008514301109904,0.1234674933703026,27.321020643894496,27.321020643894496,3.5716572430941014,0.7498690198195588,inf,inf,0.7425019654561642,0.0,0.0,0.0,0.1176188826682911
1650.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.2788937115012473,0.08011520662019739,0.0,31.04801325599591,0.04102975805128335,0.178326042504505,31.04801325599591,31.04801325599591,3.5716572430941014,0.7499040856113672,inf,inf,0.7194618811978477,0.0,0.0,0.0,0.11606367698085471
1850.0,84.25309644612175,27.037216599403326,0.03696762129914227,342.62161863911854,342.62161863911854,18.935836222689055,18.197838136784316,1.5954028355581864,1.5332242116494015,0.04599672634948204,0.04599672634948204,0.03,0.02883079139908203,0.0033481639237193457,13044.406583225384,1.0,0.0,1.0,0.0,0.37831719113844287,0.10852971049237971,0.0,34.76132348542889,0.05523182782153354,0.24563891136877203,34.76132348542889,34.76132348542889,3.5716572430941014,0.7499419949364172,inf,inf,0.6944490347618902,0.0,0.0,0.0,0.11437530984642759
50.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,1.9685384361811664e-05,1.2709111663318538e-06,0.0,0.9438961918295503,4.3470068373082917e-07,1.44652738620632e-06,0.9438961918295503,0.9438961918295503,3.571995729130392,0.7455395702723969,inf,inf,0.06926540745046178,0.0,0.0,0.0,0.07217541500290617
250.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.00034198997895362737,0.00010111978223672653,0.0,4.719268258586059,5.4267373926163966e-05,0.00018878386817000603,4.719268258586059,4.719268258586059,3.571995729130392,0.7495187148435766,inf,inf,0.9905666144619774,0.0,0.0,0.0,0.13436324647618347
450.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.002006254096841076,0.0005919998110468487,0.0,8.493791564921837,0.0003155341752192225,0.0011162745856214684,8.493791564921837,8.493791564921837,3.571995729130392,0.749675038883169,inf,inf,0.9714329047192127,0.0,0.0,0.0,0.13307172106854684
650.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.006052758890559673,0.0017795807066988698,0.0,12.266795239997967,0.0009464363649290403,0.0033871817697157525,12.266795239997967,12.266795239997967,3.571995729130392,0.7497126796860618,inf,inf,0.9576136597649437,0.0,0.0,0.0,0.13213892203413372
850.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.013509273652850595,0.0039591279562394745,0.0,16.037622244383453,0.0021028303902282776,0.007598545606757767,16.037622244383453,16.037622244383453,3.571995729130392,0.7497288102933723,inf,inf,0.9454524166133375,0.0,0.0,0.0,0.13131803812140028
1050.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.025356117654993682,0.007410646619347105,0.0,19.80563525634537,0.0039315769594687475,0.014332805295197204,19.80563525634537,19.80563525634537,3.571995729130392,0.749738514436375,inf,inf,0.9337055602861443,0.0,0.0,0.0,0.13052512531931473
1250.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.0425106011542411,0.012394682168316264,0.0,23.570222279790272,0.006568069294501748,0.02415094092656389,23.570222279790272,23.570222279790272,3.571995729130392,0.749745872204564,inf,inf,0.9218180799905311,0.0,0.0,0.0,0.12972272039936084
1450.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,1.0,1.0,0.0,0.0658134949697029,0.01914853525687284,0.0,27.33080189778699,0.010133987939192544,0.03758658237488888,27.33080189778699,27.33080189778699,3.571995729130392,0.749752331692253,inf,inf,0.9095037766871318,0.0,0.0,0.0,0.12889150492638138
1650.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,0.0,1.0,0.0,0.0960135965171105,0.027882947585886945,0.0,31.086828102887953,0.014735323666807916,0.055140542101938195,31.086828102887953,31.086828102887953,3.571995729130392,0.7497584861206817,inf,inf,0.8966744526354927,0.0,0.0,0.0,0.12802552555289576
1850.0,100.0,89.98762274814216,0.048155248404763276,342.7541406523872,342.7541406523872,18.877959312048,18.197838136784316,1.8877959312048,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.028919182157316717,0.0039739357542312205,10990.316459389136,1.0,0.0,1.0,0.0,0.13372639842278744,0.0387793147833044,0.0,34.83779464403568,0.020460703229057176,0.07727644267939837,34.83779464403568,34.83779464403568,3.571995729130392,0.7497645889183786,inf,inf,0.8836756046290867,0.0,0.0,0.0,0.12714810331246335
50.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,1.0,1.0,0.0,1.3716753181070018e-06,3.426507478347667e-07,0.0,0.9174223104445705,1.844719982805833e-07,6.485290958702095e-07,0.9174223104445705,0.9174223104445705,3.5719712409777253,0.7490524808261041,inf,inf,0.4160854272258491,0.0,0.0,0.0,0.0955857663377448
250.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,1.0,1.0,0.0,0.00014786006464451162,4.339942705593158e-05,0.0,4.587019028633192,2.300211504238759e-05,8.38216351803922e-05,4.587019028633192,4.587019028633192,3.5719712409777253,0.7497508201007356,inf,inf,0.9268716745283123,0.0,0.0,0.0,0.13006383803066107
450.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,1.0,1.0,0.0,0.000863993351519099,0.00025206330369379734,0.0,8.256247346756817,0.00013337762889748314,0.0004933007771512621,8.256247346756817,8.256247346756817,3.5719712409777253,0.7497734301262509,inf,inf,0.9102256928405916,0.0,0.0,0.0,0.12894023426673995
650.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,1.0,1.0,0.0,0.002594405207318573,0.0007536879777598418,0.0,11.924819277018297,0.0003983411639812425,0.0014902732534807228,11.924819277018297,11.924819277018297,3.5719712409777253,0.7497830398292996,inf,inf,0.8961917944533623,0.0,0.0,0.0,0.12799294612560194
850.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.005754988202152589,0.0016670482862498445,0.0,15.592458194566312,0.0008798648527232497,0.0033273022062214608,15.592458194566312,15.592458194566312,3.5719712409777253,0.7497915648365578,inf,inf,0.8827702847634451,0.0,0.0,0.0,0.12708699422153255
1050.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.010714904059501151,0.0030989492864575306,0.0,19.25890349840679,0.0016328597608972928,0.006242795346050656,19.25890349840679,19.25890349840679,3.5719712409777253,0.7498007218850802,inf,inf,0.8696552081149924,0.0,0.0,0.0,0.126201726547762
1250.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.017794569142839833,0.005141283189223839,0.0,22.92391486363892,0.0027034274178925045,0.010456334294577374,22.92391486363892,22.92391486363892,3.5719712409777253,0.7498108090919766,inf,inf,0.8555314779237938,0.0,0.0,0.0,0.1252483747598561
1450.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.02725575749299125,0.007868630415979001,0.0,26.587275983067173,0.004127425564882957,0.01616465106709697,26.587275983067173,26.587275983067173,3.5719712409777253,0.7498217487674103,inf,inf,0.8399485894642734,0.0,0.0,0.0,0.12419652978883844
1650.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.03929552235428346,0.011336479599207437,0.0,30.24879771378935,0.005929394180385904,0.023538355069394612,30.24879771378935,30.24879771378935,3.5719712409777253,0.7498333087130158,inf,inf,0.8227816146425172,0.0,0.0,0.0,0.12303775898836991
1850.0,82.80373253233897,43.7560648815406,0.03421968293474861,345.2002668109669,345.2002668109669,18.34846165056642,18.197838136784316,1.5193211108933808,1.5068489217450862,0.04520546765235259,0.04520546765235259,0.030000000000000002,0.02975372837791425,0.0032905671329406068,13272.730737224765,1.0,0.0,1.0,0.0,0.05404263493583983,0.015580112977891363,0.0,33.908320564418275,0.008121872576003011,0.03271935392627512,33.908320564418275,33.908320564418275,3.5719712409777253,0.7498451659467915,inf,inf,0.8040385103544256,0.0,0.0,0.0,0.12177259944892374
50.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,0.3453440140698907,0.09974777232149834,0.0,1.5703719148848019,0.05406130577109037,-0.13055735416889935,1.5703719148848019,1.5703719137292305,3.571995729130392,0.7492985436839288,inf,inf,1.0951790264468884,0.0,0.0,0.0,0.135
250.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,1.69267661133944,0.4889108375622016,0.0,7.835158277945017,0.264854151438949,-0.6408476864255368,7.835158277945017,7.835158272670782,3.571995729130392,0.7492969544198638,inf,inf,1.088535959008694,0.0,0.0,0.0,0.135
450.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,2.9067978692645564,0.8395954382907034,0.0,14.033996977928526,0.45431270297650184,-1.1041639583956169,14.033996977928526,14.033996970242978,3.571995729130392,0.7492942031782238,inf,inf,1.0733135626871397,0.0,0.0,0.0,0.135
650.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,3.892516060347358,1.1242292395030462,0.0,20.117474029773426,0.6072055292798176,-1.4859721046183552,20.117474029773426,20.117474021774505,3.571995729130392,0.7492924904763784,inf,inf,1.050146534968892,0.0,0.0,0.0,0.135
850.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,4.572374523273261,1.3202768237404139,0.0,26.04157898194476,0.7112026243062519,-1.7566370824386262,26.04157898194476,26.041578975199442,3.571995729130392,0.749295017655357,inf,inf,1.0199432469821925,0.0,0.0,0.0,0.135
1050.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,4.891044451111554,1.4115496679034851,0.0,31.76942909173299,0.7576680211884956,-1.8929402734400647,31.76942909173299,31.769429086889005,3.571995729130392,0.7493057015128984,inf,inf,0.9837781183944423,0.0,0.0,0.0,0.13390502299162485
1250.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,4.816877187209272,1.3887427625071727,0.0,37.27237958059861,0.7420229293704003,-1.8790012137118808,37.27237958059861,37.27237957754976,3.571995729130392,0.749328888517514,inf,inf,0.9427536165125875,0.0,0.0,0.0,0.13113586911459968
1450.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,4.340866287874313,1.249244434853342,0.0,42.53049106340699,0.6636866659861824,-1.706579188360962,42.53049106340699,42.53049106168926,3.571995729130392,0.7493691944316688,inf,inf,0.8978025423057636,0.0,0.0,0.0,0.12810167160563904
1650.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,3.473667499860042,0.9963746482067273,0.0,47.532403844130116,0.5256640397143205,-1.374807964838439,47.532403844130116,47.5324038432483,3.571995729130392,0.7494318524858911,inf,inf,0.8492507233716973,0.0,0.0,0.0,0.12482442382758958
1850.0,100.0,32.4847271640352,0.03983800529864409,335.3984570845741,339.3921807805251,23.58912258316485,18.197838136784316,2.358912258316485,1.8197838136784317,0.05459351441035295,0.05459351441035295,0.03,0.02314351210727753,0.0039739357542312205,10990.316459389136,1.0,0.0,0.0,0.0,2.2414923427060103,0.6382612568940245,0.0,52.274726473309585,0.33388603625568813,-0.8894736682709805,52.274726473309585,52.27472647289038,3.571995729130392,0.7495259605255155,inf,inf,0.7948661088254785,0.0,0.0,0.0,0.12115346234571979
50.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,1.8018435149744079,0.5229051643674375,0.0,2.6797398329056796,0.2887749639606639,-0.6487337098847643,2.6797398329056796,2.6797398051997274,3.571903921929196,0.7485557194686187,inf,inf,1.3655079684882798,0.0,0.0,0.0,0.135
250.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,8.951384688251812,2.598131981468724,0.0,13.37722664030532,1.4347140272298338,-3.226635080392768,13.37722664030532,13.377226510422544,3.571903921929196,0.7485477026101178,inf,inf,1.360587243607175,0.0,0.0,0.0,0.135
450.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,15.87257122894027,4.608574053503626,0.0,23.989443249848748,2.5444262442296783,-5.736987539899417,23.989443249848748,23.98944304864792,3.571903921929196,0.748529437379257,inf,inf,1.3492398043110336,0.0,0.0,0.0,0.135
650.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,22.394335655082738,6.505494871069641,0.0,34.45061656509603,3.5905633096846077,-8.128055781674274,34.45061656509603,34.450616335365645,3.571903921929196,0.7485019582791907,inf,inf,1.3317792033160032,0.0,0.0,0.0,0.13586196083582977
850.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,28.364403715158637,8.245182844683361,0.0,44.699019066202816,4.548451948802889,-10.351913351576101,44.699019066202816,44.69901884786051,3.571903921929196,0.7484668260634548,inf,inf,1.3086744075258085,0.0,0.0,0.0,0.1380111853374571
1050.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,33.65532910573737,9.790613784169519,0.0,54.67846402316936,5.397020314093455,-12.365836992030168,54.67846402316936,54.67846384268235,3.571903921929196,0.748426046758037,inf,inf,1.2805209558766084,0.0,0.0,0.0,0.13991591847806545
1250.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,38.168399610118186,11.112582070111968,0.0,64.33950377931224,6.119472758224954,-14.133408685521573,64.33950377931224,64.33950364670343,3.571903921929196,0.7483819709353446,inf,inf,1.2480063069074037,0.0,0.0,0.0,0.14154062385964256
1450.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,41.835282624888436,12.190257822934528,0.0,73.64028602652232,6.703682908835175,-15.625281582815155,73.64028602652232,73.64028593878481,3.571903921929196,0.7483371812375987,inf,inf,1.2118727663477364,0.0,0.0,0.0,0.14286070174495985
1650.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,44.6175509105362,13.011192496400483,0.0,82.5470514708284,7.142302811410779,-16.81959435475541,82.5470514708284,82.54705141807962,3.571903921929196,0.7482943768963146,inf,inf,1.1728812748344333,0.0,0.0,0.0,0.14386231832779306
1850.0,50.79369852325513,100.0,0.15643266335344755,332.2675237329884,339.5150413782824,23.196932872841145,18.197838136784316,1.1782580150072797,0.9243355040948174,0.02773006512284452,0.02773006512284452,0.03,0.023534798634637928,0.0020185089465120506,21637.165197484854,1.0,0.0,0.0,0.0,46.504443107426454,13.570848520029873,0.0,91.03428331965475,7.432611006689334,-17.7020453951595,91.03428331965475,91.03428329063543,3.571903921929196,0.7482562637149838,inf,inf,1.1317788172185648,0.0,0.0,0.0,0.14454159951867354
