I_target_uA,time_ns,I_in_uA,V_vo2_mV,T_K,R_ohm,P_W
390.0,18.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,18.360000610351562,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,18.719999313354492,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,19.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,19.479999542236328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,19.8799991607666,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,20.239999771118164,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,20.600000381469727,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,21.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,21.360000610351562,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,21.719999313354492,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,22.1200008392334,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,22.479999542236328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,22.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,23.239999771118164,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,23.600000381469727,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,24.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,24.360000610351562,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,24.760000228881836,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,25.1200008392334,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,25.479999542236328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,25.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,26.239999771118164,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,26.600000381469727,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,27.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,27.360000610351562,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,27.760000228881836,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,28.1200008392334,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,28.48000144958496,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,28.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,29.239999771118164,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,29.600000381469727,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,29.999998092651367,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,30.35999870300293,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,30.759998321533203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,31.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,31.479999542236328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,31.8799991607666,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,32.23999786376953,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,32.599998474121094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,33.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,33.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,33.7599983215332,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,34.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,34.47999954223633,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,34.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,35.23999786376953,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,35.599998474121094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,36.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,36.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,36.7599983215332,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,37.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,37.47999954223633,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,37.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,38.23999786376953,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,38.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,39.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,39.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,39.7599983215332,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,40.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,40.47999954223633,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,40.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,41.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,41.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,42.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,42.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,42.7599983215332,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,43.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,43.47999954223633,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,43.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,44.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,44.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,45.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,45.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,45.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,46.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,46.47999954223633,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,46.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,47.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,47.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,48.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,48.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,48.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,49.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,49.52000045776367,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,49.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,50.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,50.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,51.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,51.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,51.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,52.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,52.52000045776367,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,52.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,53.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,53.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,54.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,54.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,54.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,55.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,55.52000045776367,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,55.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,56.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,56.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,57.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,57.36000061035156,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,57.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,58.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,58.52000045776367,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,58.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,59.2400016784668,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,59.6400032043457,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,59.999996185302734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,60.39999771118164,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,60.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,61.119998931884766,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,61.519996643066406,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,61.880001068115234,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,62.23999786376953,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,62.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,63.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,63.400001525878906,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,63.7599983215332,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,64.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,64.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,64.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,65.24000549316406,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,65.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,66.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,66.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,66.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,67.1199951171875,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,67.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,67.8800048828125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,68.23999786376953,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,68.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,69.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,69.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,69.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,70.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,70.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,70.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,71.24000549316406,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,71.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,72.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,72.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,72.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,73.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,73.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,73.8800048828125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,74.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,74.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,75.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,75.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,75.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,76.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,76.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,76.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,77.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,77.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,78.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,78.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,78.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,79.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,79.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,79.8800048828125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,80.2800064086914,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,80.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,81.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,81.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,81.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,82.12000274658203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,82.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,82.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,83.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,83.64000701904297,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,84.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,84.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,84.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,85.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,85.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,85.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,86.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,86.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,87.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,87.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,87.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,88.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,88.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,88.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,89.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,89.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,90.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,90.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,90.75999450683594,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,91.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,91.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,91.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,92.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,92.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,93.0,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,93.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,93.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,94.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,94.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,94.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,95.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,95.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,96.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,96.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,96.75999450683594,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,97.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,97.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,97.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,98.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,98.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,99.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,99.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,99.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,100.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,100.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,100.8800048828125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,101.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,101.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,102.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,102.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,102.75999450683594,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,103.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,103.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,103.87999725341797,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,104.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,104.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,105.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,105.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,105.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,106.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,106.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,106.8800048828125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,107.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,107.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,108.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,108.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,108.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,109.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,109.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,109.92000579833984,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,110.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,110.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,111.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,111.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,111.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,112.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,112.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,112.91999816894531,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,113.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,113.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,114.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,114.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,114.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,115.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,115.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,115.92000579833984,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,116.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,116.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,117.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,117.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,117.76000213623047,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,118.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,118.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,118.91999816894531,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,119.2800064086914,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,119.64000701904297,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,120.04000091552734,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,120.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,120.79999542236328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,121.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,121.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,121.91999816894531,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,122.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,122.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,123.03999328613281,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,123.4000015258789,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,123.80000305175781,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,124.15999603271484,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,124.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,124.92000579833984,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,125.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,125.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,126.04000854492188,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,126.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,126.80000305175781,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,127.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,127.5199966430664,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,127.92000579833984,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,128.28001403808594,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,128.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,129.04000854492188,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,129.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,129.8000030517578,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,130.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,130.51998901367188,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,130.9199981689453,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,131.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,131.63999938964844,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,132.0399932861328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,132.40000915527344,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,132.8000030517578,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,133.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,133.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,133.9199981689453,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,134.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,134.67999267578125,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,135.0399932861328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,135.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,135.79998779296875,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,136.16000366210938,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,136.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,136.9199981689453,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,137.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,137.6800079345703,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,138.0399932861328,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,138.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,138.8000030517578,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,139.1599884033203,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,139.52000427246094,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,139.9199981689453,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,140.27999877929688,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,140.6800079345703,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,141.04000854492188,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,141.39999389648438,0.0,0.0,333.0,1722.5977783203125,0.0
390.0,141.8000030517578,0.0,0.0,333.0,1722.5977783203125,0.0
