parameter,original_estimate,constrained_fit,physical_lower,physical_upper,relaxed_fit,relaxed_outside_physical_bounds
C_pF,0.39,0.025442683578730113,0.0,0.39,6.835494476281914,True
C_th_pJ_per_K,0.047873236,0.0921453591719944,0.0219179631,0.092623508,0.044214193020215925,False
S_e_mW_per_K,0.0036751265,0.003931460997755996,0.0034344414,0.0040850485,0.003712762043427252,False
T0_K,314.4,314.4144824033379,314.25,314.55,314.363069805982,False
Tc_K,333.49356636598696,333.71806607727376,333.1368881,333.8383135,333.3384172420717,False
w_K,6.882302959338694,7.166174736129903,6.6290543,7.2681478,7.041456087548133,False
beta_per_K,0.2991563242902104,0.3092248496446856,0.2809174,0.3202061,0.314437701821341,False
gamma,0.956269682,1.6930282230402354,0.2,2.0,0.15696370990041864,True
