evaluation,stage,C_pF,C_th_pJ_per_K,S_e_mW_per_K,T0_K,Tc_K,w_K,beta_per_K,gamma,objective_total,objective_waveform,objective_mean_voltage,objective_amplitude,objective_relative_amplitude,objective_spectrum,objective_frequency,objective_classification,objective_false_positive,objective_sustain,objective_edge,objective_prior,best_total_so_far,global_evaluations,fit_mode
368,local,7.096279056017272,0.044214193020215925,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,39.67295770939248,1.3530922761323487,1.0360939172884351,12.626582151496265,1.6311736436147144,0.7171828813949557,3.901477594689891,0.0,0.0,2.591991612676517,1.4527706105597258,0.0,38.975691012816384,352,relaxed
369,local,7.09622045245397,0.044214193020215925,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,39.64037319512713,1.3539974585526666,1.038768652951528,12.609446460274125,1.630057036600182,0.7289927316957876,3.901477594689891,0.0,0.0,2.586169869378267,1.45277128865703,0.0,38.975691012816384,352,relaxed
370,local,7.096184233459987,0.04892507805871821,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,281.3621776856406,1.2083026484681467,1.0382859153977477,10.133864219167169,1.319382778702081,0.711136347274558,2.8160804413196003,0.1,0.0,2.0766340548791695,1.495912541008472,0.0,38.975691012816384,352,relaxed
371,local,7.096184233459987,0.06561639304128178,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,521.8773432801835,0.981782595761038,1.111321834526084,7.091048765302743,1.014476021022875,0.5538842012664087,1.19062503416002,0.2,0.0,1.9630649409195873,1.626021612849407,0.0,38.975691012816384,352,relaxed
372,local,7.096184233459987,0.03860927808256357,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,297.1352083516855,1.4235900708883382,1.0462178214530637,15.382527526020041,2.003426614887627,0.6825972147869444,4.540448583194598,0.1,0.0,2.294155312713218,1.4060843486972892,0.0,38.975691012816384,352,relaxed
373,local,7.096184233459987,0.0450625957396031,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,289.2430739234573,1.3408641793950467,1.0114815788571065,12.178328272006869,1.5738116674545128,0.7317973791902921,4.208259830097154,0.1,0.0,2.572552513635481,1.4571244665649736,0.0,38.975691012816384,352,relaxed
374,local,7.096184233459987,0.055300593065127135,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,274.1329673345978,1.1222574218278496,0.9840029858145221,7.769099410912778,1.0319935235882185,0.6368789051234757,1.6028078296060226,0.1,0.0,2.533157937148687,1.5422580082770423,0.0,38.975691012816384,352,relaxed
375,local,7.096184233459987,0.058516194076315184,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,272.64166785477136,1.092537269873387,0.9842888489067938,7.015507367498134,0.955722425162741,0.6176846257242994,1.6135158165044856,0.1,0.0,2.5409423050590343,1.5755611563679692,0.0,38.975691012816384,352,relaxed
376,local,7.096184233459987,0.06022719620831169,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,272.42302950485873,1.0649477806295404,0.9853711708296032,6.910431116275673,0.9733851255989603,0.5965455407417186,1.5428853338483453,0.1,0.0,2.3964112281637666,1.5939393756451563,0.0,38.975691012816384,352,relaxed
377,local,7.096184233459987,0.06030854900367984,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,272.41692915869857,1.0628883815174546,0.9854916504210534,6.904841221971869,0.9739222477323759,0.5947982138591865,1.5428853338483453,0.1,0.0,2.390869878069428,1.5953544528525707,0.0,38.975691012816384,352,relaxed
378,local,7.096184233459987,0.0623359650190603,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,396.98312754250185,1.027849898580615,1.0296948847312912,6.806382892917066,1.001044735755197,0.5821917969706656,1.3085492231937987,0.15,0.0,2.253023686020119,1.6100750798407901,0.0,38.975691012816384,352,relaxed
379,local,7.096184233459987,0.06154068027891019,0.003712762043427252,314.363069805982,333.3384172420717,7.041456087548133,0.314437701821341,0.15696370990041864,271.8431167717947,1.0332512423810738,0.9908464197535846,6.851918713305319,0.9896580190053346,0.5750013796802863,1.249379768545275,0.1,0.0,2.30382262857284,1.6062899295573403,0.0,38.975691012816384,352,relaxed
