evaluation,stage,C_pF,C_th_pJ_per_K,S_e_mW_per_K,T0_K,Tc_K,w_K,beta_per_K,gamma,objective_total,objective_waveform,objective_mean_voltage,objective_amplitude,objective_spectrum,objective_frequency,objective_classification,objective_edge,objective_prior,best_total_so_far,global_evaluations,fit_mode
11,global,0.11602048033948917,0.036722812106805496,0.0038029336349215946,314.4987684125507,333.35730531825857,7.144098831322621,0.2947067324120936,1.9542397280478871,2.8000670577191435,0.9222200148477313,1.5360497260543666,10.534971589541836,0.5455285271178419,3.0588235294117645,0.7647058823529411,0.6823126288115455,1.538566859042725,0.8730628482670495,192,constrained
12,global,0.015548409880998981,0.033001935620774206,0.004010899183157032,314.36209383886603,333.3473589862552,7.174693670506097,0.2943015464983302,1.4232545340267222,1.8021149115846218,0.8354545674848917,1.7813805976079224,4.802919822912315,0.6459599303809613,2.1525299636579622,0.4117647058823529,0.635345119602555,1.3118538891002016,0.8730628482670495,192,constrained
13,global,0.05798971231184502,0.04608354811701157,0.003994377049105001,314.33930900369546,333.4577961319466,6.854630811415054,0.31709148489104183,1.2790121621031454,1.0458181403129334,0.44287167510228675,1.045633756696975,1.4976948091920652,0.6841506856341875,1.8823529411764706,0.47058823529411764,0.793711765151788,1.0348575353134286,0.8730628482670495,192,constrained
14,global,0.028569007004625058,0.08194350772265399,0.004043877391526437,314.5374279980723,333.16346720712284,6.813185259521248,0.28769159818431733,0.4548121110714829,0.978948466169739,0.43156726002120344,0.9706191996353288,0.7027961258080887,0.6131902302315819,1.8823529411764706,0.47058823529411764,1.1604020627145923,2.2736270598173984,0.8730628482670495,192,constrained
15,global,0.1433154689661177,0.03759271281748299,0.0037248326101915106,314.4651570494046,333.39343904336283,7.002077499245199,0.31148883416793965,0.34638965897782725,0.896827045292488,0.4734513677360867,0.8507719322536426,0.8368539888724134,0.7082694706842855,1.8823529411764706,0.47058823529411764,0.6702038605126727,0.7458381725904257,0.8730628482670495,192,constrained
16,global,0.22601003830367206,0.05838893337701429,0.00356557108575792,314.41953652115404,333.5459420240413,7.265648195067755,0.2827426361871409,1.6209079914787194,1.0770766723502008,0.5541552283691988,0.9539659188454366,1.2172245124664551,0.6629596351990538,2.1176470588235294,0.5294117647058824,0.9274043034352785,1.5293274058313155,0.8730628482670495,192,constrained
17,global,0.12782628181860128,0.08127555940061983,0.003946827944887067,314.51252292960066,333.6363390166777,6.704262390125971,0.30404011315326795,0.5724939071017929,0.939203043818571,0.4403337456313469,0.976007465894407,0.6965872033058121,0.6139461279994055,1.8823529411764706,0.47058823529411764,1.1787786960696687,1.4200820461654358,0.8730628482670495,192,constrained
18,global,0.3425730374823903,0.05692811047084207,0.0035155456120900463,314.43020343041957,333.83209737189134,6.715131792236709,0.3028591646691111,0.3098563282648088,0.9150308445271759,0.5019953268648293,0.7885745943077384,0.8195336949203975,0.6581296031922276,1.8823529411764706,0.47058823529411764,0.9319758514117031,1.1851361659860205,0.8730628482670495,192,constrained
19,global,0.2681858771605102,0.0686350638878248,0.003458786912309749,314.5289676482374,333.66486356648295,7.193613891247233,0.2835303087630318,1.929703554038361,1.1233221768784523,0.5536801768975402,0.8697786719172332,1.6609682629529916,0.584851754619083,1.8823529411764706,0.47058823529411764,1.0405871080725504,2.4063256874035313,0.8730628482670495,192,constrained
20,global,0.1587770822555953,0.04307629150869339,0.003788545273660608,314.3209326797043,333.1950819532663,6.968345559157337,0.29757287705848545,1.670281821214465,1.6566888170754106,0.6704825022683842,1.267294149893988,5.043321593468903,0.6360870645325791,1.8823529411764706,0.47058823529411764,0.7509071733817713,1.0053012913548578,0.8730628482670495,192,constrained
21,global,0.15209651631981216,0.06632339686106674,0.003896143687634845,314.3956813538813,333.1424851842075,7.154818798145298,0.31488093265804995,0.6388544838756464,0.9541126725793422,0.4558686244746654,0.9391287487341025,0.7832957332060736,0.6506945163721385,1.8823529411764706,0.47058823529411764,1.0235566760721568,1.5885012398273308,0.8730628482670495,192,constrained
22,global,0.09272403923250037,0.02296638977065467,0.003494970153230142,314.404289702705,333.2697989990485,6.900866486421031,0.2892997969002894,0.734399073395448,0.8847355405667814,0.5151217817685145,0.7616729022909766,0.8579090709853879,0.7336098268763808,1.8823529411764706,0.47058823529411764,0.47545817343773417,0.7492819139569763,0.8730628482670495,192,constrained
23,global,0.17395785623002152,0.04880115898519043,0.004067055034835534,314.37450223507403,333.56998086681335,7.063440795461021,0.31584840114615614,1.7775497737899935,2.032217528314273,0.8247762216054773,2.062874144137248,5.983603277470822,0.6360431236475884,1.8823529411764706,0.47058823529411764,0.8605732842234514,1.7860013216182336,0.8730628482670495,192,constrained
24,global,0.2825853797916725,0.07053468230627363,0.0038714580103186907,314.33080363327684,333.8083378340928,6.935259524343035,0.28700575734805733,1.3444394970302598,0.9255087739002507,0.42172631191469856,0.9306314027635959,0.7578549102946777,0.633210762011131,1.8823529411764706,0.47058823529411764,1.0980996315370144,1.2412126767197478,0.8730628482670495,192,constrained
25,global,0.2558227478503511,0.04686117445631149,0.0038339733212088313,314.3077988672793,333.46760383277365,6.66213324221811,0.3098387258832279,1.7687025804230352,1.7377802070050659,0.6855914208829798,1.5430907548879007,5.1041474428862434,0.6272146900100999,1.8823529411764706,0.47058823529411764,0.8202686113165549,1.2382851328945643,0.8730628482670495,192,constrained
26,global,0.21309309851173908,0.07494126413523959,0.0034455845084464887,314.4172044855964,333.5020963482351,7.208534065232129,0.30513065311497034,0.20748592129649923,0.9262616657785152,0.5207145818440042,0.7785536552102493,0.7384875876783731,0.6232801722933817,1.8823529411764706,0.47058823529411764,1.1075652020740236,1.5470565912463554,0.8730628482670495,192,constrained
27,global,0.2955437767059838,0.07886909139380856,0.003637304738522264,314.2838256812637,333.7112209190956,6.770605719723817,0.29628584579431744,1.5508804854053981,1.3584383753619367,0.47198418245514256,0.7271999445452706,3.5711345520725692,0.6026591424835885,2.1176470588235294,0.5294117647058824,1.1734634051524855,1.2654218045337697,0.8730628482670495,192,constrained
28,global,0.32985626147830305,0.05961514350057755,0.0037461077399364878,314.54744577380234,333.25385818531646,6.986865014165564,0.2852407096994991,0.8923810876642619,0.9156681518317714,0.4653496583047362,0.8133434436960381,0.8298009367657145,0.6746832790741198,1.8823529411764706,0.47058823529411764,0.9477051390428568,1.1491975479523253,0.8730628482670495,192,constrained
