parameter,original_estimate,constrained_fit,physical_lower,physical_upper,relaxed_fit,relaxed_outside_physical_bounds
C_pF,0.39,0.24078342803195812,0.0,0.39,5.418657435827773,True
C_th_pJ_per_K,0.047873236,0.06146114804654929,0.021918,0.092624,0.10642516500656404,True
S_e_mW_per_K,0.0036751265,0.0036210135881640485,0.003434,0.004085,0.0048942833583874345,True
T0_K,314.4,314.4162995230139,314.25,314.55,317.84352155675776,True
Tc_K,333.49356636598696,333.4762714678246,333.136889,333.838313,332.9269525165631,True
w_K,6.882302959338694,6.87256743391767,6.629055,7.268148,2.5567505579059038,True
beta_per_K,0.2991563242902104,0.29542145471717884,0.280917,0.320206,0.11613135198841384,True
gamma,0.956269682,0.9795567269969591,0.2,2.0,1.0354559688819527,False
