selected_trace,first_oscillating_trace,baseline_start_ns,baseline_stop_ns,steady_start_ns,steady_stop_ns,current_baseline_uA,voltage_baseline_mV,current_corrected_uA,voltage_corrected_mV,effective_resistance_ohm,power_uW,resistance_drift_fraction,power_drift_fraction,inferred_temperature_K,inferred_temperature_ci95_lower_K,inferred_temperature_ci95_upper_K,ambient_temperature_K,ambient_ci_lower_K,ambient_ci_upper_K,delta_temperature_K,S_e_uW_per_K,S_e_mW_per_K,S_e_ci95_lower_mW_per_K,S_e_ci95_upper_mW_per_K,S_e_without_baseline_correction_mW_per_K,bootstrap_samples
250mv0_converted.csv,300mv0_converted.csv,-200.0,-50.0,100.0,250.0,5.72975594257005,-2.826667,190.16221538217096,319.213367,1679.7588645990738,60.65805682667344,0.0014547749556885372,0.008285052092113053,330.9050253511536,329.3430395396463,332.11057073411473,314.4,314.25,314.55,16.50502535115362,3.675126546984294,0.003675126546984294,0.003434441374464172,0.004085048480879843,0.003559870686195279,1000.0
