bootstrap_sample,effective_resistance_ohm,power_uW,inferred_temperature_K,ambient_temperature_K,delta_temperature_K,S_e_uW_per_K
228.0,1679.0354266421664,60.65552902631116,330.67283943177785,314.32224763325956,16.35059179851828,3.709684014728315
229.0,1680.4114712761734,60.63798409689032,331.177122352756,314.27780437233497,16.899317980421017,3.5881912019848055
230.0,1681.1319125664158,60.56037826912721,331.1030647906783,314.49750881734354,16.60555597333473,3.646994919433912
231.0,1682.653043555147,60.78001047608077,331.2986451547759,314.3560958318898,16.942549322886123,3.5874182401805776
232.0,1682.4812586623957,60.66433842502213,331.48317970038266,314.4856215045905,16.99755819579218,3.5690031312874018
233.0,1682.4183294026723,60.60328061147485,329.48853030632176,314.5017823134797,14.986747992842083,4.043791264150166
234.0,1678.729799279782,60.55759443134328,330.9238144385411,314.33517660088626,16.588637837654858,3.6505465381782267
235.0,1680.6356036448703,60.76584456611526,330.48141185083307,314.4195453521712,16.061866498661857,3.7832368094441438
236.0,1681.7641132811898,60.745153551211374,330.9678068140502,314.46272030388127,16.50508651016895,3.680389891551654
237.0,1679.2890594745552,60.681958232649976,332.13918449514364,314.49510515111314,17.6440793440305,3.4392249688664216
238.0,1681.2908937326795,60.63797134395693,330.23431584928863,314.25310338279945,15.981212466489183,3.794328588716781
239.0,1683.1991680979897,60.78001047608068,331.35646158261306,314.34202656893063,17.01443501368243,3.5722614607657244
240.0,1684.7440231911953,60.74515355121145,330.571373294337,314.3327038178655,16.2386694764715,3.7407715970342394
241.0,1681.9216970943453,60.800136641125455,329.1022389895857,314.2650841052153,14.83715488437042,4.097829881466885
242.0,1680.2309217519023,60.68195195100577,330.79942040860425,314.31688598280766,16.482534425796587,3.6815910941483176
243.0,1678.308223449765,60.55758167770207,330.960234181903,314.3614761397425,16.59875804216051,3.6483200444206143
244.0,1679.8497904567153,60.681958232649976,330.4129908804026,314.49227608613813,15.920714794264484,3.811509660012938
245.0,1678.566898048072,60.61486929937127,330.67672354147066,314.38400184271256,16.2927216987581,3.720364861077299
246.0,1681.9220508237809,60.742882648863,330.02319453987866,314.510683154606,15.51251138527266,3.915734927777804
247.0,1682.567496758355,60.594839781121806,331.4367697437299,314.2826285273742,17.154141216355697,3.5323738458762
248.0,1681.2908937326795,60.580604489609044,331.67092023262717,314.31589575598883,17.355024476638334,3.4906666119173058
249.0,1679.8472279105897,60.69870378790712,331.41759518469036,314.3628936107278,17.054701573962575,3.5590598595155645
250.0,1680.2513607973563,60.49693311484089,330.2689566886247,314.52670754653656,15.742249142088156,3.8429663111542003
251.0,1677.5404783420813,60.55758167770207,329.845251030312,314.3739297152253,15.471321315086698,3.9141829223500113
252.0,1679.5990515431688,60.54003661371492,332.1102730715941,314.54410520010646,17.566167871487664,3.4463997530149886
253.0,1681.2910681331568,60.62117236550317,331.52043845603254,314.38546579486894,17.1349726611636,3.5378622168975498
254.0,1683.0483517454409,60.72256049645529,331.4302898936166,314.3321062475717,17.0981836460449,3.5514041580961404
255.0,1681.2026940023338,60.59736505227861,329.66695711816726,314.27879138040794,15.388165737759323,3.9379199629742367
