I_target_uA,C_pF,C_th_mW_ns_per_K,S_e_mW_per_K,T_init_K,R_init_ohm,R_fast_ohm,tau_init_ns,tau_fast_ns,recommended_dt_ns,dt_ns,dt_over_tau_fast,dt_over_tau_init,dT_step_over_reversal,estimated_steps,feasible,turn_count,n_cycles,V_pp_mV,V_std_mV,dominant_freq_MHz,spectral_purity,period_cv,amplitude_cv,late_to_early_vpp,unstable,zigzag,oscillatory,trace_score
650.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,1713.696670587847,492.968467689635,3.5712992979100506,0.7473805805805797,inf,inf,0.5111266372074473,0.0,0.0,0.0,0.19200104801150272
850.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,2205.5757226961287,635.7540711176118,3.5712992979100506,0.7468040059696139,inf,inf,0.4924355222095647,1.0,0.0,0.0,0.0
1050.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,2667.705727317318,771.1506621381408,3.5712992979100506,0.7459998677705831,inf,inf,0.4678958570894035,1.0,0.0,0.0,0.0
1250.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,3091.475999007287,897.1195202353149,3.5712992979100506,0.7449071442759614,inf,inf,0.4369034016118594,1.0,0.0,0.0,0.0
1450.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,3467.4194022170745,1011.4742717490191,3.5712992979100506,0.743442484600248,inf,inf,0.3987614920889815,1.0,0.0,0.0,0.0
1650.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,3785.3547302713205,1111.9194070413648,3.5712992979100506,0.7414954057604937,inf,inf,0.3527494703048728,1.0,0.0,0.0,0.0
1850.0,50.0,20.0,0.5,334.26021311347546,136.74746726647172,18.197838136784316,6.837373363323586,0.9098919068392158,0.027296757205176474,0.027296757205176474,0.03,0.003992287060349702,0.0019869678771156103,10990.316459389136,1.0,0.0,0.0,4034.902571865099,1196.159969114481,3.5712992979100506,0.7389246215697896,inf,inf,0.29825645965905184,1.0,0.0,0.0,0.0
50.0,75.12883754865025,3.375779220024404,0.12119546704811496,317.6361269396118,2298.722766529228,18.197838136784316,172.70036929595827,1.367182425115101,0.041015472753453026,0.041015472753453026,0.029999999999999995,0.00023749499158953402,0.0029855717370841023,7314.312864399289,1.0,0.0,0.0,112.86167699803094,32.42975567494018,3.5712674500261157,0.7492208765212237,inf,inf,0.6336617274795906,0.0,0.0,0.0,0.14370237032416353
250.0,75.12883754865025,3.375779220024404,0.12119546704811496,317.6361269396118,2298.722766529228,18.197838136784316,172.70036929595827,1.367182425115101,0.041015472753453026,0.041015472753453026,0.029999999999999995,0.00023749499158953402,0.0029855717370841023,7314.312864399289,1.0,0.0,0.0,561.0122476482204,161.3310889589918,3.5712674500261157,0.7490361348041972,inf,inf,0.6259797255879574,0.0,0.0,0.0,0.1997536314771871
450.0,75.12883754865025,3.375779220024404,0.12119546704811496,317.6361269396118,2298.722766529228,18.197838136784316,172.70036929595827,1.367182425115101,0.041015472753453026,0.041015472753453026,0.029999999999999995,0.00023749499158953402,0.0029855717370841023,7314.312864399289,1.0,0.0,0.0,995.4712175829984,286.86147719958166,3.5712674500261157,0.7485646074153339,inf,inf,0.6072342455382977,0.0,0.0,0.0,0.19848831157383512
