I_target_uA,C_pF,C_th_mW_ns_per_K,S_e_mW_per_K,T0_K,T_init_K,R_init_ohm,R_fast_ohm,tau_init_ns,tau_fast_ns,recommended_dt_ns,dt_ns,dt_over_tau_fast,dt_over_tau_init,dT_step_over_reversal,estimated_steps,feasible,turn_count,n_cycles,V_pp_mV,V_std_mV,dominant_freq_MHz,spectral_purity,period_cv,amplitude_cv,late_to_early_vpp,unstable,zigzag,oscillatory,trace_score
50.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,0.0,0.0,54.69882141001514,15.332690005615493,3.5711460142648552,0.7485858723104629,inf,inf,0.3786481941742711,0.0,0.0,0.0,0.10555032881436874
250.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,0.0,0.0,271.6201987124601,76.23066333474857,3.5711460142648552,0.7482152690344588,inf,inf,0.37075411702217353,0.0,0.0,0.0,0.18252590289899673
450.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,0.0,0.0,480.5320344015038,135.31443455394455,3.5711460142648552,0.7472539682834503,inf,inf,0.35089100439912907,0.0,0.0,0.0,0.1811851427969412
650.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,0.0,0.0,672.6974502585131,190.7751237730011,3.5711460142648552,0.7454351753996593,inf,inf,0.3150251392642832,0.0,0.0,0.0,0.17876419690033912
850.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,0.0,0.0,834.0826386294352,240.09330252335423,3.5711460142648552,0.7422335533940763,inf,inf,0.25484155038715356,0.0,0.0,0.0,0.17470180465113286
1050.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,1.0,0.0,962.0232609330071,279.5865159759004,3.5711460142648552,0.7367397117338721,inf,inf,0.181938975693981,0.0,0.0,0.0,0.16978088085934373
1250.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,1.0,0.0,1073.6073902931619,304.6236647112977,3.5711460142648552,0.7277360205230369,inf,inf,0.14128197638719753,0.0,0.0,0.0,0.16703653340613583
1450.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,1.0,0.0,1172.006200929125,316.11443847201616,3.5711460142648552,0.7147611977898546,inf,inf,0.3865449351972395,0.0,0.0,0.0,0.18359178312581365
1650.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,1.0,0.0,1259.5632450445933,346.2576818913446,3.5711460142648552,0.6976683175148197,inf,inf,0.7263230429846305,0.0,0.0,0.0,0.20652680540146257
1850.0,98.27974997368831,80.31580625597194,0.1903052077842768,327.5786481718484,327.5786481718484,1467.8732094844486,18.197838136784316,144.262212021207,1.7884789821448126,0.053654369464344376,0.053654369464344376,0.03,0.0003719225479258353,0.003905574123373449,7455.124419378689,1.0,1.0,0.0,1338.058031729386,427.6677811724816,3.5711460142648552,0.6653721502894417,inf,inf,0.9400282891884352,0.0,0.0,0.0,0.2209519095202194
50.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,0.24647248508456343,0.027189225484358554,3.57113834766777,0.8112454819737249,inf,inf,2.923571943360566e-09,0.0,0.0,0.0,0.0675000001973411
250.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,1.2134100370617418,0.13340006663508638,3.57113834766777,0.8119710826244528,inf,inf,2.5161811897735862e-09,0.0,0.0,0.0,0.06750000016984223
450.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,2.1061742529779046,0.22971385699923363,3.57113834766777,0.8136699304913892,inf,inf,1.758471393360147e-09,0.0,0.0,0.0,0.06750000011869682
650.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,2.871778416480687,0.3093170330861906,3.57113834766777,0.8163561627365645,inf,inf,9.89403186539137e-10,0.0,0.0,0.0,0.06750000006678472
850.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,3.467389742697371,0.3671201994974298,3.57113834766777,0.820053218964389,inf,inf,4.410853498414203e-10,0.0,0.0,0.0,0.06750000002977326
1050.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,3.863343561566154,0.4001874208338353,3.57113834766777,0.8247970114821186,inf,inf,1.532083027051247e-10,0.0,0.0,0.0,0.06750000001034157
1250.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,4.044826200698054,0.407881293463795,3.57113834766777,0.830643461456978,inf,inf,4.028748404510469e-11,0.0,0.0,0.0,0.0675000000027194
1450.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,4.012190480056077,0.3917366275962745,3.57113834766777,0.837684700202751,inf,inf,7.314063261198581e-12,0.0,0.0,0.0,0.0675000000004937
1650.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,3.780032065106326,0.355116191992739,3.57113834766777,0.846082477806245,inf,inf,4.32337150611707e-13,0.0,0.0,0.0,0.06750000000002918
1850.0,97.43980172204088,2.0,0.9731571142309089,335.5674768776952,337.7694253784989,32.779549965946075,18.197838136784316,3.1940328492195174,1.7731937398180577,0.05319581219454173,0.05319581219454173,0.03,0.016654747995951413,0.003872195119484191,7519.388904847718,1.0,0.0,0.0,3.3752625480902054,0.30272557261074146,3.57113834766777,0.8561360738947466,inf,inf,0.0,0.0,0.0,0.0,0.0675
50.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,0.0,0.0,5.978875760511501,0.8806791876280037,3.5714432458068597,0.7577209137123722,inf,inf,2.2373525584966608e-06,0.0,0.0,0.0,0.0675001510212977
250.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,0.0,0.0,29.539350782527457,4.329682553044782,3.5714432458068597,0.7582091717511772,inf,inf,1.5271624248804533e-06,0.0,0.0,0.0,0.07093426936517357
450.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,0.0,0.0,51.71570814501085,7.49384742847784,3.5714432458068597,0.7593610933827454,inf,inf,4.91346042959774e-07,0.0,0.0,0.0,0.07891768809806181
650.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,1.0,0.0,71.53729528532534,10.183000300467295,3.5714432458068597,0.7611807627683014,inf,inf,7.984003413860226e-08,0.0,0.0,0.0,0.08605343169191942
850.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,2.0,1.0,88.24467416827355,12.263034573045324,3.5714432458068597,0.7635869365834643,inf,0.0,6.36131950811962e-08,0.0,0.0,0.0,0.11456808699446915
1050.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,2.0,1.0,101.36483311668661,13.664908464156195,3.5714432458068597,0.7662473976260438,0.0,0.9991530312336054,8.371210079386323e-08,0.0,0.0,0.0,0.209291345572574
1250.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,3.0,1.0,110.7480722173471,14.382564096657049,3.5714432458068597,0.7682220001291328,0.0,0.9964296461136959,3.781358204045553e-08,0.0,0.0,0.0,0.21266930855066174
1450.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,4.0,2.0,116.50629922079827,14.462715228095522,3.5714432458068597,0.767163136000732,0.0,1.4042574226245883,8.114270547402631e-08,0.0,0.0,0.0,0.23724227319662
1650.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,4.0,2.0,118.91603548493663,13.990593312686357,3.5714432458068597,0.7576169253977435,0.0006162696857392322,1.7103239828767605,4.2704587037108594e-08,0.0,0.0,0.0,0.23805434554531785
1850.0,30.796164731570293,14.047462236172938,2.0,332.4365435261095,337.8922859762562,31.724605963763295,18.197838136784316,0.9769961913042118,0.5604236210188619,0.016812708630565856,0.016812708630565856,0.03,0.017208571312977417,0.0012238198011998167,23791.526326269144,1.0,5.0,2.0,118.34175057447078,13.075418084323086,3.5714432458068597,0.7296463146014848,0.00022150733219091938,1.6952811626011222,8.393811546229716e-08,0.0,0.0,0.0,0.23788310462765203
