I_target_uA,time_ns,I_in_uA,V_vo2_mV,T_K,R_ohm,P_uW
450.0,18583.0,450.0,8258.285,317.40518,75564.21,902.5341
450.0,18595.0,450.0,8285.721,320.8749,63449.46,1082.0133
450.0,18607.0,450.0,8311.491,323.3976,56038.07,1232.749
450.0,18619.0,450.0,8335.819,324.51776,53048.098,1309.8657
450.0,18631.0,450.0,8359.574,326.45236,48209.742,1449.551
450.0,18643.0,450.0,8382.676,325.9424,49456.043,1420.8428
450.0,18655.0,450.0,8406.19,325.42108,50754.78,1392.2638
450.0,18667.0,450.0,8430.379,323.33148,56207.082,1264.4543
450.0,18679.0,450.0,8454.655,324.28403,53654.797,1332.2426
450.0,18691.0,450.0,8477.971,326.98056,46852.543,1534.0895
450.0,18703.0,450.0,8499.625,328.0309,44366.84,1628.3248
450.0,18715.0,450.0,8519.139,331.56482,37599.8,1930.2156
450.0,18727.0,450.0,8536.352,332.9241,35318.887,2063.182
450.0,18739.0,450.0,8553.071,335.12167,31959.418,2288.9973
450.0,18751.0,450.0,8567.201,337.33813,28951.736,2535.1482
450.0,18763.0,450.0,8579.295,340.00092,25766.537,2856.5852
450.0,18775.0,450.0,8588.906,339.8791,25904.416,2847.7505
450.0,18787.0,450.0,8599.398,338.73718,27224.533,2716.2874
450.0,18799.0,450.0,8610.402,339.55078,26275.91,2821.5586
450.0,18811.0,450.0,8621.263,340.0634,25694.621,2892.674
450.0,18823.0,450.0,8630.179,340.5986,25108.629,2966.31
450.0,18835.0,450.0,8638.763,339.66998,26137.59,2855.2065
450.0,18847.0,450.0,8652.187,336.75504,29707.723,2519.8945
450.0,18859.0,450.0,8667.605,332.80453,35506.074,2115.9023
450.0,18871.0,450.0,8684.712,334.82016,32400.02,2327.9062
450.0,18883.0,450.0,8699.171,333.4913,34409.492,2199.2644
450.0,18895.0,450.0,8716.574,330.28452,39893.586,1904.5336
450.0,18907.0,450.0,8736.909,328.22864,43853.074,1740.6666
450.0,18919.0,450.0,8758.335,326.3969,47914.84,1600.9327
450.0,18931.0,450.0,8780.1045,327.8804,44624.402,1727.5355
450.0,18943.0,450.0,8799.09,331.28506,37149.293,2084.1304
450.0,18955.0,450.0,8818.045,328.23245,43252.125,1797.7825
450.0,18967.0,450.0,8836.149,331.20294,37396.426,2087.834
450.0,18979.0,450.0,8852.715,332.6484,34900.344,2245.5525
450.0,18991.0,450.0,8869.024,331.12152,37482.67,2098.5588
450.0,19003.0,450.0,8885.737,334.04666,32442.623,2433.7222
450.0,19015.0,450.0,8901.065,333.03546,34178.02,2318.1267
450.0,19027.0,450.0,8915.988,333.66928,33223.574,2392.7239
450.0,19039.0,450.0,8930.566,334.50156,31978.492,2494.0205
450.0,19051.0,450.0,8947.146,329.17953,41548.797,1926.6847
450.0,19063.0,450.0,8965.895,329.29022,41359.62,1943.6172
450.0,19075.0,450.0,8985.325,327.69067,44676.047,1807.1443
450.0,19087.0,450.0,9005.79,327.59106,45383.21,1787.098
450.0,19099.0,450.0,9027.312,324.5239,52586.2,1549.6907
450.0,19111.0,450.0,9049.898,325.56302,49964.55,1639.1753
450.0,19123.0,450.0,9072.298,325.68735,49669.383,1657.0891
450.0,19135.0,450.0,9093.269,328.49188,43461.477,1902.5476
450.0,19147.0,450.0,9111.825,329.9951,40277.812,2061.3171
450.0,19159.0,450.0,9129.318,332.52786,35646.562,2338.0784
450.0,19171.0,450.0,9145.573,329.6545,40747.92,2052.6572
450.0,19183.0,450.0,9165.748,326.36716,47670.426,1762.3281
450.0,19195.0,450.0,9187.197,325.51236,49682.88,1698.867
450.0,19207.0,450.0,9210.365,325.5798,49534.574,1712.5579
450.0,19219.0,450.0,9230.51,328.1684,43422.977,1962.1481
450.0,19231.0,450.0,9249.323,327.88318,44145.39,1937.9141
450.0,19243.0,450.0,9270.354,326.5745,47013.688,1827.9667
450.0,19255.0,450.0,9290.809,327.98212,43948.777,1964.0848
450.0,19267.0,450.0,9311.389,327.87515,44171.56,1962.846
450.0,19279.0,450.0,9330.6,330.3793,38509.04,2260.7703
450.0,19291.0,450.0,9344.223,332.73962,32577.984,2680.1692
450.0,19303.0,450.0,9356.221,334.71295,28077.88,3117.7158
450.0,19315.0,450.0,9365.927,333.92703,29146.248,3009.6697
450.0,19327.0,450.0,9379.055,332.78592,31801.285,2766.1357
450.0,19339.0,450.0,9392.716,332.404,32345.326,2727.538
450.0,19351.0,450.0,9404.7,333.6474,30613.64,2889.1821
450.0,19363.0,450.0,9416.519,333.8241,30369.705,2919.713
450.0,19375.0,450.0,9426.109,334.802,28185.121,3152.427
450.0,19387.0,450.0,9436.651,332.79468,31083.268,2864.8977
450.0,19399.0,450.0,9450.541,330.82794,34559.207,2584.339
450.0,19411.0,450.0,9465.612,329.0205,37807.453,2369.8452
450.0,19423.0,450.0,9480.929,329.67978,36571.816,2457.8489
450.0,19435.0,450.0,9495.209,331.42838,33266.9,2710.1714
450.0,19447.0,450.0,9511.242,328.51028,39104.055,2313.4104
450.0,19459.0,450.0,9529.543,324.1307,49590.656,1831.2358
450.0,19471.0,450.0,9551.166,327.81354,42245.02,2159.4207
450.0,19483.0,450.0,9570.464,326.09366,46048.453,1989.0741
450.0,19495.0,450.0,9590.532,326.4002,45370.348,2027.2781
450.0,19507.0,450.0,9610.562,324.9329,48914.375,1888.2566
450.0,19519.0,450.0,9629.625,328.84387,40324.332,2299.5964
450.0,19531.0,450.0,9646.649,327.5359,43056.27,2161.3076
450.0,19543.0,450.0,9667.092,324.7293,49974.99,1869.9885
450.0,19555.0,450.0,9688.079,324.43564,50695.445,1851.4261
450.0,19567.0,450.0,9710.44,323.53424,52824.9,1785.004
450.0,19579.0,450.0,9734.273,321.08817,60752.11,1559.7167
450.0,19591.0,450.0,9757.049,322.43512,56757.863,1677.3005
450.0,19603.0,450.0,9780.915,318.78656,68673.445,1393.0612
450.0,19615.0,450.0,9805.995,320.23053,63809.805,1506.9398
450.0,19627.0,450.0,9831.033,319.35416,66698.76,1449.0406
450.0,19639.0,450.0,9855.982,319.1389,67423.91,1440.7411
450.0,19651.0,450.0,9880.456,321.45496,59978.363,1627.6438
450.0,19663.0,450.0,9903.286,322.39847,57114.77,1717.1578
450.0,19675.0,450.0,9926.824,319.8648,64936.227,1517.5172
450.0,19687.0,450.0,9950.95,320.4736,62994.344,1571.9097
450.0,19699.0,450.0,9974.661,322.57492,56510.91,1760.6133
450.0,19711.0,450.0,9998.301,321.9147,59295.1,1685.9067
450.0,19723.0,450.0,10022.373,321.2756,61220.656,1640.7529
450.0,19735.0,450.0,10045.811,323.2641,55492.246,1818.602
450.0,19747.0,450.0,10068.606,323.1355,56036.617,1809.1177
450.0,19759.0,450.0,10091.002,322.80585,56984.664,1786.9424
450.0,19771.0,450.0,10113.391,320.48053,64115.715,1595.2512
450.0,19783.0,450.0,10137.499,320.32974,64607.87,1590.6558
450.0,19795.0,450.0,10161.501,319.8212,66332.46,1556.6451
450.0,19807.0,450.0,10185.529,321.78003,60085.293,1726.6292
450.0,19819.0,450.0,10208.1045,321.56625,60713.117,1716.357
450.0,19831.0,450.0,10230.931,321.94653,59558.203,1757.473
450.0,19843.0,450.0,10253.486,323.75177,54455.62,1930.6361
450.0,19855.0,450.0,10275.134,321.77512,60036.336,1758.5746
450.0,19867.0,450.0,10297.8125,321.6861,60271.03,1759.4679
450.0,19879.0,450.0,10319.701,324.65237,52077.375,2044.9615
450.0,19891.0,450.0,10341.072,323.24738,55769.637,1917.491
450.0,19903.0,450.0,10361.78,326.3508,47949.035,2239.1794
450.0,19915.0,450.0,10381.234,325.517,49915.715,2159.04
450.0,19927.0,450.0,10400.4795,325.01523,51650.703,2094.2593
450.0,19939.0,450.0,10420.596,326.6017,47868.195,2268.496
450.0,19951.0,450.0,10440.693,323.91766,54523.215,1999.2965
450.0,19963.0,450.0,10462.201,325.4308,50655.996,2160.8035
450.0,19975.0,450.0,10481.714,325.89902,49510.586,2219.0474
450.0,19987.0,450.0,10500.191,326.0493,49166.727,2242.452
450.0,20000.0,450.0,10520.918,326.8002,47309.93,2339.6719
450.0,20012.0,450.0,10538.608,327.58112,45375.727,2447.6143
450.0,20024.0,450.0,10556.3955,328.87955,42474.69,2623.6208
450.0,20036.0,450.0,10573.322,327.75992,44828.777,2493.8252
450.0,20048.0,450.0,10589.638,329.9923,40326.55,2780.8088
450.0,20060.0,450.0,10605.509,329.20276,41829.902,2688.9094
450.0,20072.0,450.0,10621.456,329.06296,42080.95,2680.912
450.0,20084.0,450.0,10639.297,326.95544,46546.285,2431.8726
450.0,20096.0,450.0,10656.404,327.55542,45493.785,2496.142
450.0,20108.0,450.0,10674.934,326.77274,47303.184,2409.0176
450.0,20120.0,450.0,10693.403,326.52957,47974.727,2383.5232
450.0,20132.0,450.0,10712.128,325.66306,50052.758,2292.5747
450.0,20144.0,450.0,10731.659,326.50247,48151.81,2391.7793
450.0,20156.0,450.0,10748.565,329.63358,41442.08,2787.7864
450.0,20168.0,450.0,10765.104,326.59647,47838.766,2422.459
450.0,20180.0,450.0,10783.117,327.78125,45221.406,2571.2517
450.0,20192.0,450.0,10800.352,326.6481,47725.656,2444.1274
450.0,20204.0,450.0,10817.758,328.9995,41920.87,2791.542
450.0,20216.0,450.0,10833.605,329.68405,40665.94,2886.1255
450.0,20228.0,450.0,10848.632,330.02884,40011.414,2941.481
450.0,20240.0,450.0,10860.047,333.45163,33140.03,3558.8562
450.0,20252.0,450.0,10869.963,335.95306,29353.238,4025.317
450.0,20264.0,450.0,10875.82,337.04672,28021.941,4221.1016
450.0,20276.0,450.0,10879.159,338.73523,25975.26,4556.493
450.0,20288.0,450.0,10881.151,338.30008,26486.383,4470.2007
450.0,20300.0,450.0,10886.562,336.29276,28997.604,4087.1384
450.0,20312.0,450.0,10894.16,333.6905,32697.875,3629.6772
450.0,20324.0,450.0,10904.424,332.3637,34791.11,3417.7253
450.0,20336.0,450.0,10914.315,334.74197,31154.201,3823.6345
450.0,20348.0,450.0,10923.276,336.13498,29203.604,4085.727
450.0,20360.0,450.0,10928.596,338.738,25969.197,4599.0723
450.0,20372.0,450.0,10930.648,340.3421,24184.877,4940.2393
450.0,20384.0,450.0,10929.791,340.59402,23908.271,4996.6113
450.0,20396.0,450.0,10926.919,341.7901,22675.053,5265.5913
450.0,20408.0,450.0,10918.812,346.51614,18498.38,6444.913
450.0,20420.0,450.0,10905.307,345.9753,18925.568,6283.865
450.0,20432.0,450.0,10893.969,346.43008,18565.77,6392.3315
450.0,20444.0,450.0,10881.461,349.15955,16567.29,7146.987
450.0,20456.0,450.0,10867.815,345.25607,19517.457,6051.475
450.0,20468.0,450.0,10857.6,344.71494,19972.965,5902.3516
450.0,20480.0,450.0,10846.767,349.3578,16430.764,7160.491
450.0,20492.0,450.0,10832.763,346.7012,18350.81,6394.7446
450.0,20504.0,450.0,10818.039,349.20602,16531.3,7079.296
450.0,20516.0,450.0,10795.461,353.2201,14044.857,8297.839
450.0,20528.0,450.0,10765.39,355.93945,12617.999,9184.785
450.0,20540.0,450.0,10730.381,357.32376,11959.899,9627.261
450.0,20552.0,450.0,10696.446,355.73462,12719.45,8995.197
450.0,20564.0,450.0,10656.131,362.78238,9738.111,11660.692
450.0,20576.0,450.0,10596.233,365.79538,8730.916,12860.066
450.0,20588.0,450.0,10531.741,365.3379,8874.233,12498.834
450.0,20600.0,450.0,10464.911,368.70798,7884.122,13890.497
450.0,20612.0,450.0,10395.05,368.13464,8041.9604,13436.657
450.0,20624.0,450.0,10320.473,372.71146,7542.761,14121.108
450.0,20636.0,450.0,10244.861,371.56424,7542.761,13914.956
450.0,20648.0,450.0,10170.074,370.65662,7542.761,13712.539
450.0,20660.0,450.0,10096.104,374.1833,7542.761,13513.793
450.0,20672.0,450.0,10022.939,373.9011,7542.761,13318.641
450.0,20684.0,450.0,9950.575,374.06894,7542.761,13127.015
450.0,20696.0,450.0,9879.0,377.84183,7542.761,12938.847
450.0,20708.0,450.0,9808.206,376.8397,7542.761,12754.068
450.0,20720.0,450.0,9738.186,379.76566,7542.761,12572.62
450.0,20732.0,450.0,9668.93,375.8645,7542.761,12394.428
450.0,20744.0,450.0,9600.431,377.37296,7542.761,12219.433
450.0,20756.0,450.0,9532.678,376.7257,7542.761,12047.569
450.0,20768.0,450.0,9465.665,375.7357,7542.761,11878.781
450.0,20780.0,450.0,9399.384,373.94962,7542.761,11713.007
450.0,20792.0,450.0,9333.826,375.4858,7542.761,11550.188
450.0,20804.0,450.0,9268.982,373.02133,7542.761,11390.265
450.0,20816.0,450.0,9204.85,377.87656,7542.761,11233.1875
450.0,20828.0,450.0,9141.416,377.6611,7542.761,11078.896
450.0,20840.0,450.0,9078.674,377.77048,7542.761,10927.339
450.0,20852.0,450.0,9016.618,377.8271,7542.761,10778.465
450.0,20864.0,450.0,8955.239,375.25397,7542.761,10632.222
450.0,20876.0,450.0,8894.529,374.66428,7542.761,10488.554
450.0,20888.0,450.0,8834.483,376.56873,7542.761,10347.417
450.0,20900.0,450.0,8775.093,379.05048,7542.761,10208.763
450.0,20912.0,450.0,8716.351,377.7928,7542.761,10072.54
450.0,20924.0,450.0,8658.249,376.10092,7542.761,9938.704
450.0,20936.0,450.0,8600.782,377.56647,7542.761,9807.212
450.0,20948.0,450.0,8543.943,376.17392,7542.761,9678.017
450.0,20960.0,450.0,8487.725,377.16772,7542.761,9551.073
450.0,20972.0,450.0,8432.12,375.55023,7542.761,9426.343
450.0,20984.0,450.0,8377.122,380.13208,7542.761,9303.777
450.0,20996.0,450.0,8322.726,377.51337,7542.761,9183.342
450.0,21008.0,450.0,8268.921,379.0595,7542.761,9064.99
450.0,21020.0,450.0,8215.705,379.3456,7542.761,8948.6875
450.0,21032.0,450.0,8163.07,379.17978,7542.761,8834.391
450.0,21044.0,450.0,8111.009,378.23126,7542.761,8722.066
450.0,21056.0,450.0,8059.516,377.96378,7542.761,8611.674
450.0,21068.0,450.0,8008.586,373.243,7542.761,8503.179
450.0,21080.0,450.0,7958.212,372.16525,7542.761,8396.546
450.0,21092.0,450.0,7908.388,375.26392,7542.761,8291.738
450.0,21104.0,450.0,7859.1074,375.29346,7542.761,8188.7217
450.0,21116.0,450.0,7810.365,379.44308,7542.761,8087.464
450.0,21128.0,450.0,7762.1553,378.3114,7542.761,7987.9307
450.0,21140.0,450.0,7714.4707,381.24728,7542.761,7890.0894
450.0,21152.0,450.0,7667.307,380.29584,7542.761,7793.909
450.0,21164.0,450.0,7620.6577,378.99515,7542.761,7699.3594
450.0,21176.0,450.0,7574.5186,373.78607,7542.761,7606.41
450.0,21188.0,450.0,7528.883,372.7905,7542.761,7515.03
450.0,21200.0,450.0,7483.7456,372.92682,7542.761,7425.1914
450.0,21212.0,450.0,7439.1006,369.81625,7590.088,7291.117
450.0,21224.0,450.0,7398.719,367.80896,8133.363,6730.432
450.0,21236.0,450.0,7359.9575,368.09283,8053.4155,6726.2114
450.0,21248.0,450.0,7320.0776,369.01715,7800.3203,6869.402
450.0,21260.0,450.0,7282.902,367.96268,8090.548,6555.8794
450.0,21272.0,450.0,7245.188,370.0921,7541.9893,6960.066
450.0,21284.0,450.0,7207.714,366.82675,8417.496,6171.8047
450.0,21296.0,450.0,7174.4927,366.16418,8616.52,5973.798
450.0,21308.0,450.0,7148.744,361.60324,10163.85,5028.0693
450.0,21320.0,450.0,7122.416,363.50473,9478.739,5351.852
450.0,21332.0,450.0,7099.244,363.49274,9483.025,5314.682
450.0,21344.0,450.0,7077.0107,360.70834,10507.178,4766.654
450.0,21356.0,450.0,7063.3403,355.4048,12877.284,3874.3242
450.0,21368.0,450.0,7056.0186,355.65836,12749.635,3905.0056
450.0,21380.0,450.0,7048.6953,354.7973,13187.195,3767.6018
450.0,21392.0,450.0,7042.7515,353.43002,13920.177,3563.198
450.0,21404.0,450.0,7037.0176,354.6544,13261.429,3734.109
450.0,21416.0,450.0,7029.9565,354.8603,13154.458,3756.9229
450.0,21428.0,450.0,7021.031,357.49734,11872.851,4151.899
450.0,21440.0,450.0,7009.2437,356.87985,12158.377,4040.794
450.0,21452.0,450.0,7002.694,353.13943,14081.745,3482.361
450.0,21464.0,450.0,7002.351,348.8733,16745.938,2928.0488
450.0,21476.0,450.0,7005.2954,349.96194,16013.136,3064.6191
450.0,21488.0,450.0,7006.8135,350.19928,15857.712,3095.9976
450.0,21500.0,450.0,7008.056,347.60034,17658.168,2781.3105
450.0,21512.0,450.0,7012.861,346.65018,18381.328,2675.553
450.0,21524.0,450.0,7017.5215,347.1846,17973.645,2739.8787
450.0,21536.0,450.0,7025.7476,342.0432,22396.81,2203.9358
450.0,21548.0,450.0,7036.662,343.5872,20947.654,2363.7307
450.0,21560.0,450.0,7048.66,342.05667,22382.32,2219.7703
450.0,21572.0,450.0,7060.7227,341.29605,23140.266,2154.418
450.0,21584.0,450.0,7071.197,342.03284,22406.787,2231.5479
450.0,21596.0,450.0,7081.062,341.38284,23053.455,2175.0076
450.0,21608.0,450.0,7094.3096,338.83307,25805.703,1950.3141
450.0,21620.0,450.0,7108.5137,341.0949,23338.43,2165.1401
450.0,21632.0,450.0,7119.579,340.5819,23845.104,2125.7366
450.0,21644.0,450.0,7133.0264,337.55975,27287.094,1864.6204
450.0,21656.0,450.0,7147.386,337.66605,27159.639,1880.9208
450.0,21668.0,450.0,7164.258,334.7157,31077.916,1651.5455
450.0,21680.0,450.0,7181.2993,336.49246,28653.06,1799.8447
450.0,21692.0,450.0,7197.781,337.9027,26859.197,1928.8754
450.0,21704.0,450.0,7214.0137,336.9613,28025.143,1856.9751
450.0,21716.0,450.0,7230.955,334.7613,30994.676,1686.9579
450.0,21728.0,450.0,7247.8276,337.13876,27805.963,1889.1991
450.0,21740.0,450.0,7263.788,337.29718,27601.125,1911.6112
450.0,21752.0,450.0,7279.4297,337.562,27252.092,1944.4415
450.0,21764.0,450.0,7295.6636,336.90323,28077.135,1895.7313
450.0,21776.0,450.0,7312.2085,336.5828,28487.27,1876.9225
450.0,21788.0,450.0,7330.6704,333.60004,32644.738,1646.1682
450.0,21800.0,450.0,7348.6323,334.29434,31439.166,1717.679
450.0,21812.0,450.0,7367.582,333.19412,33108.57,1639.4928
450.0,21824.0,450.0,7384.9204,336.4876,28104.074,1940.539
450.0,21836.0,450.0,7401.462,334.08868,31411.469,1744.0012
450.0,21848.0,450.0,7417.884,336.17712,28501.182,1930.6218
450.0,21860.0,450.0,7434.912,333.93835,31613.512,1748.5536
450.0,21872.0,450.0,7452.071,332.71817,33473.836,1659.0079
450.0,21884.0,450.0,7470.2407,333.38318,32355.857,1724.7107
450.0,21896.0,450.0,7485.596,334.05627,24782.676,2261.021
450.0,21908.0,450.0,7498.5044,333.67468,26862.822,2093.137
450.0,21920.0,450.0,7512.1772,333.2094,27347.31,2063.5598
450.0,21932.0,450.0,7529.07,330.7246,33101.477,1712.5187
450.0,21944.0,450.0,7546.1973,331.8341,30095.145,1892.169
450.0,21956.0,450.0,7563.691,328.84137,35520.96,1610.5822
450.0,21968.0,450.0,7584.4526,328.56863,34155.19,1684.1926
450.0,21980.0,450.0,7604.1455,329.69833,31029.037,1863.5135
450.0,21992.0,450.0,7621.276,328.77502,32624.947,1780.3507
450.0,22004.0,450.0,7637.532,330.26553,28719.744,2031.073
450.0,22016.0,450.0,7653.5747,328.86722,30994.8,1889.9042
450.0,22028.0,450.0,7666.9565,333.68094,23787.627,2471.126
450.0,22040.0,450.0,7677.628,334.53464,22763.805,2589.4604
450.0,22052.0,450.0,7667.577,337.88666,10294.581,5710.9404
450.0,22064.0,450.0,7639.5005,337.42072,10597.989,5506.8906
450.0,22076.0,450.0,7478.9985,345.7255,1727.9042,32371.83
450.0,22088.0,450.0,7068.2305,355.06897,1287.4829,38804.31
450.0,22100.0,450.0,6663.186,358.59866,1286.5088,34510.49
450.0,22112.0,450.0,6283.103,366.29474,1286.2703,30691.36
450.0,22124.0,450.0,5926.706,376.0367,1286.2029,27309.72
450.0,22136.0,450.0,5592.572,380.41708,1286.2029,24317.205
450.0,22148.0,450.0,5279.3135,381.50806,1286.2029,21669.326
450.0,22160.0,450.0,4985.6274,381.55496,1286.2029,19325.477
450.0,22172.0,450.0,4710.292,381.58118,1286.2029,17249.885
450.0,22184.0,450.0,4452.158,382.72937,1286.2029,15411.029
450.0,22196.0,450.0,4210.153,381.44876,1286.2029,13781.174
450.0,22208.0,450.0,3983.2673,381.0093,1286.2029,12335.86
450.0,22220.0,450.0,3770.5579,378.95377,1286.2029,11053.549
450.0,22232.0,450.0,3571.1384,378.52747,1286.2029,9915.254
450.0,22244.0,450.0,3384.1785,376.04517,1286.2029,8904.243
450.0,22256.0,450.0,3208.8994,372.89276,1286.2029,8005.763
450.0,22268.0,450.0,3044.572,375.00525,1286.2029,7206.8096
450.0,22280.0,450.0,2890.5117,372.2853,1286.2029,6495.9097
450.0,22292.0,450.0,2746.0771,370.6067,1286.2029,5862.9473
450.0,22304.0,450.0,2610.6672,371.94397,1286.2072,5298.9775
450.0,22316.0,450.0,2483.7175,369.8235,1286.2092,4796.15
450.0,22328.0,450.0,2364.7,371.4575,1286.2065,4347.5176
450.0,22340.0,450.0,2253.118,370.91953,1286.2065,3946.9087
450.0,22352.0,450.0,2148.5073,370.37732,1286.2065,3588.9136
450.0,22364.0,450.0,2050.4348,366.55435,1286.2544,3268.6248
450.0,22376.0,450.0,1958.4917,365.54138,1286.2708,2982.0237
450.0,22388.0,450.0,1872.297,363.71466,1286.3032,2725.2488
450.0,22400.0,450.0,1791.4918,359.95303,1286.3865,2494.9292
450.0,22412.0,450.0,1715.7386,359.916,1286.3849,2288.397
450.0,22424.0,450.0,1644.7203,358.65466,1286.4281,2102.803
450.0,22436.0,450.0,1578.1401,356.18018,1286.5724,1935.784
450.0,22448.0,450.0,1515.7194,358.50867,1286.3506,1785.9868
450.0,22460.0,450.0,1457.1962,357.10345,1286.3363,1650.7506
450.0,22472.0,450.0,1402.3187,358.95715,1286.122,1529.0135
450.0,22484.0,450.0,1350.8636,358.34628,1286.1636,1418.8185
450.0,22496.0,450.0,1302.6254,353.3038,1286.3043,1319.1536
450.0,22509.0,450.0,1253.768,353.84,1286.2955,1222.063
450.0,22521.0,450.0,1211.6047,349.25812,1286.4205,1141.14
450.0,22533.0,450.0,1172.081,347.97992,1286.4557,1067.875
450.0,22545.0,450.0,1135.027,346.9861,1286.6378,1001.28107
450.0,22557.0,450.0,1100.3065,344.50565,1286.8536,940.80194
450.0,22569.0,450.0,1067.7617,341.97165,1287.0122,885.86206
450.0,22581.0,450.0,1037.246,342.64554,1287.1619,835.8539
450.0,22593.0,450.0,1008.64734,342.6227,1287.1227,790.42145
450.0,22605.0,450.0,981.8355,341.0024,1287.2489,748.88464
450.0,22617.0,450.0,956.7021,340.38577,1287.3015,711.00586
450.0,22629.0,450.0,933.14026,341.54233,1287.2017,676.468
450.0,22641.0,450.0,911.0502,339.68436,1287.36,644.7399
450.0,22653.0,450.0,890.3363,340.74152,1287.2644,615.80096
450.0,22665.0,450.0,870.918,338.17093,1287.507,589.12164
450.0,22677.0,450.0,852.72504,334.17886,1288.0199,564.5409
450.0,22689.0,450.0,835.6877,331.9863,1288.3265,542.07837
450.0,22701.0,450.0,819.72705,330.18515,1288.6382,521.4439
450.0,22713.0,450.0,804.7812,327.40213,1289.2095,502.3798
450.0,22725.0,450.0,790.77356,329.3951,1288.7827,485.20422
450.0,22737.0,450.0,777.61444,332.81323,1288.1866,469.40726
450.0,22749.0,450.0,765.2693,331.07892,1288.4673,454.52228
450.0,22761.0,450.0,753.6974,331.91873,1288.3243,440.92914
450.0,22773.0,450.0,742.844,333.61584,1288.0619,428.4089
450.0,22785.0,450.0,732.6622,333.68857,1288.0499,416.74924
450.0,22797.0,450.0,723.12396,329.85492,1288.7231,405.75687
450.0,22809.0,450.0,714.2102,328.545,1288.997,395.73117
450.0,22821.0,450.0,705.84576,329.51416,1288.7936,386.57724
450.0,22833.0,450.0,698.0062,327.915,1289.1239,377.94095
450.0,22845.0,450.0,690.65326,329.14706,1288.8606,370.09583
450.0,22857.0,450.0,683.7559,328.54584,1288.9829,362.70627
450.0,22869.0,450.0,677.3038,325.38174,1289.7346,355.68588
450.0,22881.0,450.0,671.2746,324.91074,1289.8589,349.34796
450.0,22893.0,450.0,665.6131,326.2381,1289.5052,343.57428
450.0,22905.0,450.0,660.28015,332.15012,1288.298,338.40765
450.0,22917.0,450.0,655.2671,327.6934,1289.1564,333.06665
450.0,22929.0,450.0,650.5921,326.90668,1289.3856,328.27267
450.0,22941.0,450.0,646.2049,326.8543,1289.3956,323.85773
450.0,22953.0,450.0,642.08734,327.7823,1289.1744,319.79855
450.0,22965.0,450.0,638.22565,328.56085,1289.001,316.00595
450.0,22977.0,450.0,634.60614,327.1159,1289.3226,312.35385
450.0,22989.0,450.0,631.2053,327.92532,1289.1342,309.06027
450.0,23001.0,450.0,628.0027,331.0791,1288.4796,306.0874
450.0,23013.0,450.0,624.99744,331.52652,1288.3988,303.18393
450.0,23025.0,450.0,622.18536,328.90793,1288.895,300.34613
450.0,23037.0,450.0,619.5521,328.32083,1289.0143,297.78168
450.0,23049.0,450.0,617.083,329.924,1288.688,295.4877
450.0,23061.0,450.0,614.755,333.4524,1288.0989,293.3965
450.0,23073.0,450.0,612.56946,330.88058,1288.51,291.22113
450.0,23085.0,450.0,610.53076,331.1973,1288.4523,289.29886
450.0,23097.0,450.0,608.6099,332.08957,1288.2992,287.51553
450.0,23109.0,450.0,606.81134,331.15063,1288.4521,285.78476
450.0,23121.0,450.0,605.136,330.297,1288.5973,284.17688
450.0,23133.0,450.0,603.55884,332.3267,1288.2523,282.77322
450.0,23145.0,450.0,602.07025,335.1112,1287.854,281.46716
450.0,23157.0,450.0,600.6725,330.9722,1288.4764,280.0264
450.0,23169.0,450.0,599.37573,329.33527,1288.7749,278.75406
450.0,23181.0,450.0,598.15967,331.0771,1288.454,277.69327
450.0,23193.0,450.0,597.0102,331.3643,1288.4052,276.63748
450.0,23205.0,450.0,595.9301,332.94614,1288.1473,275.6926
450.0,23217.0,450.0,594.90924,334.43054,1287.9348,274.7942
450.0,23229.0,450.0,593.95953,329.14255,1288.86,273.7209
450.0,23241.0,450.0,593.10016,327.52567,1289.3049,272.8352
450.0,23253.0,450.0,592.2975,324.55493,1290.0879,271.9321
450.0,23265.0,450.0,591.56165,323.2484,1290.4811,271.1742
450.0,23277.0,450.0,590.89795,322.12546,1290.8643,270.48578
450.0,23289.0,450.0,590.26904,322.8545,1290.6105,269.96335
450.0,23301.0,450.0,589.6553,327.09763,1289.395,269.6562
450.0,23313.0,450.0,589.05786,330.2691,1288.7106,269.253
450.0,23325.0,450.0,588.49225,331.82443,1288.4248,268.79578
450.0,23337.0,450.0,587.9402,337.75287,1287.6084,268.46176
450.0,23349.0,450.0,587.411,335.61633,1287.8655,267.92523
450.0,23361.0,450.0,586.91626,337.15027,1287.6763,267.51346
450.0,23373.0,450.0,586.45984,333.24014,1288.1929,266.9904
450.0,23385.0,450.0,586.048,329.15494,1288.9149,266.46616
450.0,23397.0,450.0,585.6937,325.56143,1289.8456,265.9521
450.0,23409.0,450.0,585.3715,325.11548,1289.9656,265.63483
450.0,23421.0,450.0,585.07117,321.83005,1291.0238,265.1448
450.0,23433.0,450.0,584.8107,323.7514,1290.3684,265.04337
450.0,23445.0,450.0,584.5667,321.1875,1291.2571,264.63995
450.0,23457.0,450.0,584.3773,316.63702,1293.3577,264.03897
450.0,23469.0,450.0,584.2603,312.8062,1295.8141,263.43298
450.0,23481.0,450.0,584.1842,315.01822,1294.2994,263.67255
450.0,23493.0,450.0,584.0517,317.3283,1292.9757,263.8227
450.0,23505.0,450.0,583.9209,316.38016,1293.4779,263.60217
