I_target_uA,time_ns,I_in_uA,V_vo2_mV,T_K,R_ohm,P_uW
200.0,23253.0,200.0,3759.0176,327.6205,45154.305,312.9317
200.0,23265.0,200.0,3768.9417,326.74094,47240.953,300.69083
200.0,23277.0,200.0,3779.3513,325.24942,50759.02,281.3982
200.0,23289.0,200.0,3789.5854,325.52008,50083.68,286.73926
200.0,23301.0,200.0,3799.3296,326.72644,47294.195,305.21515
200.0,23313.0,200.0,3808.951,328.8166,42950.125,337.78964
200.0,23325.0,200.0,3817.419,331.63422,37597.92,387.5929
200.0,23337.0,200.0,3826.0605,328.91553,42673.92,343.03714
200.0,23349.0,200.0,3835.0046,331.8953,36221.973,406.03143
200.0,23361.0,200.0,3842.2556,334.17963,32536.025,453.74097
200.0,23373.0,200.0,3849.044,334.40994,32206.5,460.0046
200.0,23385.0,200.0,3855.9639,332.1058,35817.54,415.11667
200.0,23397.0,200.0,3863.9219,329.39743,40684.246,366.96988
200.0,23409.0,200.0,3873.222,326.72968,46394.35,323.355
200.0,23421.0,200.0,3882.4011,327.29208,45045.195,334.62036
200.0,23433.0,200.0,3892.1145,325.31314,49612.75,305.3359
200.0,23445.0,200.0,3901.8994,326.93304,45842.336,332.11264
200.0,23457.0,200.0,3911.5947,324.72638,51051.0,299.71152
200.0,23469.0,200.0,3922.088,323.97794,52730.273,291.72565
200.0,23481.0,200.0,3932.671,323.5699,53811.973,287.40628
200.0,23493.0,200.0,3943.0662,322.46646,56933.285,273.08752
200.0,23505.0,200.0,3953.7349,326.33853,46827.188,333.82358
200.0,23517.0,200.0,3962.6594,330.03787,39382.168,398.72537
200.0,23529.0,200.0,3970.9924,330.39374,38751.15,406.9242
200.0,23541.0,200.0,3978.9875,331.49353,35408.5,447.1339
200.0,23553.0,200.0,3986.2424,333.2306,33590.14,473.0593
200.0,23565.0,200.0,3993.287,330.9691,37394.836,426.43164
200.0,23577.0,200.0,4000.3987,333.61536,32711.578,489.22095
200.0,23589.0,200.0,4006.0059,336.10165,29102.996,551.4237
200.0,23601.0,200.0,4011.6887,336.31046,28818.555,558.4474
200.0,23613.0,200.0,4016.8796,335.3046,30184.377,534.55865
200.0,23625.0,200.0,4023.0679,333.2047,33264.16,486.56198
200.0,23637.0,200.0,4029.8691,331.04855,36831.812,440.91898
200.0,23649.0,200.0,4037.6458,331.25592,36084.617,451.78763
200.0,23661.0,200.0,4046.0361,328.8107,41880.844,390.88058
200.0,23673.0,200.0,4054.822,327.53647,44500.254,369.47165
200.0,23685.0,200.0,4064.1755,324.86124,50693.273,325.83264
200.0,23697.0,200.0,4074.3154,324.30722,51977.188,319.37183
200.0,23709.0,200.0,4084.5466,324.64926,51112.52,326.4077
200.0,23721.0,200.0,4093.9011,326.96234,45438.605,368.8499
200.0,23733.0,200.0,4103.2114,325.03787,49907.637,337.35004
200.0,23745.0,200.0,4113.117,323.08813,54951.34,307.86752
200.0,23757.0,200.0,4123.3994,323.67462,53133.543,319.99414
200.0,23769.0,200.0,4133.0806,325.85742,47712.875,358.024
200.0,23781.0,200.0,4142.1943,327.18362,44685.266,383.9694
200.0,23793.0,200.0,4150.8174,327.70767,43547.797,395.64078
200.0,23805.0,200.0,4159.0034,328.55954,42073.832,411.11798
200.0,23817.0,200.0,4167.1704,328.6225,42257.85,410.9369
200.0,23829.0,200.0,4175.6035,327.55563,44537.11,391.48618
200.0,23841.0,200.0,4184.5664,325.74026,48657.914,359.87152
200.0,23853.0,200.0,4194.0664,324.32706,52170.402,337.1681
200.0,23865.0,200.0,4204.494,320.93442,62247.31,283.99252
200.0,23877.0,200.0,4214.7686,324.37552,52160.004,340.57266
200.0,23889.0,200.0,4225.0356,324.37793,51299.938,347.97168
200.0,23901.0,200.0,4235.2583,320.84174,61580.24,291.28516
200.0,23913.0,200.0,4246.669,317.40784,73877.1,244.11078
200.0,23925.0,200.0,4258.3667,317.1743,74771.34,242.52187
200.0,23937.0,200.0,4270.2007,317.29642,74301.48,245.4139
200.0,23949.0,200.0,4281.8784,318.579,69622.62,263.3409
200.0,23961.0,200.0,4293.108,318.4748,70038.68,263.1514
200.0,23973.0,200.0,4304.042,321.13153,61152.883,302.92566
200.0,23985.0,200.0,4313.8926,325.91016,48231.758,385.83844
200.0,23997.0,200.0,4322.986,326.01248,47999.168,389.3444
200.0,24009.0,200.0,4331.771,327.92426,43772.164,428.6797
200.0,24021.0,200.0,4340.762,326.30142,47333.8,398.07108
200.0,24033.0,200.0,4348.9546,329.10956,41334.94,457.5646
200.0,24045.0,200.0,4357.115,327.89008,44511.16,426.50998
200.0,24057.0,200.0,4365.7085,325.96826,49012.3,388.86993
200.0,24069.0,200.0,4374.7646,327.18655,46225.426,414.02676
200.0,24081.0,200.0,4383.9126,326.21265,48431.84,396.8193
200.0,24093.0,200.0,4391.833,330.41214,39483.523,488.5125
200.0,24105.0,200.0,4399.325,329.391,40737.215,475.09537
200.0,24117.0,200.0,4406.7905,330.0381,39573.11,490.73233
200.0,24129.0,200.0,4413.6147,331.57678,36770.914,529.7664
200.0,24141.0,200.0,4420.2373,331.53354,35290.56,553.64667
200.0,24153.0,200.0,4426.536,330.04327,37980.21,515.90607
200.0,24165.0,200.0,4433.715,328.30923,41312.152,475.83643
200.0,24177.0,200.0,4441.5024,328.28177,41374.12,476.7943
200.0,24189.0,200.0,4449.276,329.53375,38766.086,510.654
200.0,24201.0,200.0,4456.745,330.76056,36096.723,550.2598
200.0,24213.0,200.0,4462.1167,332.91766,31807.564,625.967
200.0,24225.0,200.0,4465.5674,336.12903,26333.6,757.25665
200.0,24237.0,200.0,4467.718,339.32672,22443.004,889.38635
200.0,24249.0,200.0,4468.6616,336.81635,25390.049,786.4868
200.0,24261.0,200.0,4470.7285,338.12,23805.248,839.6221
200.0,24273.0,200.0,4472.227,336.26874,26055.322,767.6287
200.0,24285.0,200.0,4473.852,337.03598,25076.027,798.18677
200.0,24297.0,200.0,4475.7085,337.4042,24643.686,812.86414
200.0,24309.0,200.0,4476.4175,336.5127,25591.562,783.00476
200.0,24321.0,200.0,4478.9165,335.82156,26466.834,757.95593
200.0,24333.0,200.0,4482.428,333.08487,30286.072,663.41254
200.0,24345.0,200.0,4484.886,335.53027,25388.846,792.2457
200.0,24357.0,200.0,4485.263,338.60638,21417.291,939.31525
200.0,24369.0,200.0,4483.6865,341.40558,18645.637,1078.1849
200.0,24381.0,200.0,4479.668,342.22214,17998.166,1114.9707
200.0,24393.0,200.0,4474.3745,343.49362,16957.195,1180.6212
200.0,24405.0,200.0,4469.3027,342.83405,17484.871,1142.3972
200.0,24417.0,200.0,4464.3306,343.0527,17300.223,1152.0226
200.0,24429.0,200.0,4458.79,344.15994,16434.156,1209.7249
200.0,24441.0,200.0,4453.857,341.52603,18585.08,1067.353
200.0,24453.0,200.0,4452.251,338.93622,21036.191,942.3064
200.0,24465.0,200.0,4449.0205,343.00586,17294.682,1144.5011
200.0,24477.0,200.0,4446.075,340.7793,19209.004,1029.0793
200.0,24489.0,200.0,4443.3525,340.72934,19252.777,1025.4823
200.0,24501.0,200.0,4442.5713,339.25385,20517.021,961.95435
200.0,24513.0,200.0,4440.994,340.14487,19666.89,1002.8239
200.0,24525.0,200.0,4440.7896,336.8932,23039.105,855.96265
200.0,24537.0,200.0,4438.3296,341.68423,17169.36,1147.3212
200.0,24549.0,200.0,4433.788,339.76828,18839.219,1043.4868
200.0,24561.0,200.0,4430.7544,339.3518,19215.84,1021.6354
200.0,24573.0,200.0,4427.592,340.99835,17743.945,1104.8033
200.0,24585.0,200.0,4422.597,342.41782,16540.883,1182.4863
200.0,24597.0,200.0,4417.366,341.02634,17680.059,1103.6798
200.0,24609.0,200.0,4412.5654,342.8331,16208.38,1201.2756
200.0,24621.0,200.0,4406.4033,342.8897,16164.276,1201.1914
200.0,24633.0,200.0,4401.6353,340.48337,18147.396,1067.6128
200.0,24645.0,200.0,4399.2007,338.66583,19833.69,975.7624
200.0,24657.0,200.0,4397.996,338.03833,20469.203,944.9498
200.0,24669.0,200.0,4394.2686,340.3373,17206.945,1122.1978
200.0,24681.0,200.0,4389.8833,340.90216,16753.14,1150.2964
200.0,24693.0,200.0,4383.292,344.90958,13742.977,1398.0415
200.0,24705.0,200.0,4374.313,343.62003,14575.885,1312.7583
200.0,24717.0,200.0,4365.8145,343.56775,14610.867,1304.5316
200.0,24729.0,200.0,4360.4717,339.41864,17950.904,1059.2064
200.0,24741.0,200.0,4356.0293,340.51447,17012.852,1115.3328
200.0,24753.0,200.0,4352.67,339.2754,18089.469,1047.335
200.0,24765.0,200.0,4348.7764,340.04697,17334.268,1091.0098
200.0,24777.0,200.0,4345.734,337.2089,19997.055,944.4093
200.0,24789.0,200.0,4342.6816,340.09363,16988.309,1110.1094
200.0,24801.0,200.0,4339.078,335.41702,21802.455,863.55396
200.0,24813.0,200.0,4338.1284,336.76694,19699.43,955.3251
200.0,24825.0,200.0,4335.803,335.85928,20231.574,929.2005
200.0,24837.0,200.0,4335.508,335.3256,21665.588,867.5799
200.0,24849.0,200.0,4329.229,335.21518,16778.215,1117.0569
200.0,24861.0,200.0,4324.386,334.49115,17996.355,1039.1167
200.0,24873.0,200.0,4322.4995,330.88208,22209.887,841.24713
200.0,24885.0,200.0,4321.3154,334.27545,17938.959,1040.9614
200.0,24897.0,200.0,4318.7236,331.1642,22080.738,844.6898
200.0,24909.0,200.0,4319.6753,329.1643,25250.758,738.9717
200.0,24921.0,200.0,4322.2334,330.45383,20833.31,896.72253
200.0,24933.0,200.0,4321.84,331.92126,17860.672,1045.7781
200.0,24945.0,200.0,4317.7334,331.93384,17882.723,1042.5045
200.0,24957.0,200.0,4316.7007,330.77872,21918.098,850.1606
200.0,24969.0,200.0,4315.7983,332.02103,20281.27,918.38995
200.0,24981.0,200.0,4314.6343,332.64557,19457.615,956.7498
200.0,24993.0,200.0,4315.666,329.12823,25227.303,738.28644
200.0,25006.0,200.0,4317.468,329.2319,24644.78,756.3682
200.0,25018.0,200.0,4313.373,332.53754,6785.957,2741.719
200.0,25030.0,200.0,4284.9883,333.0539,5573.5034,3294.3599
200.0,25042.0,200.0,4240.8765,333.2055,6139.451,2929.4207
200.0,25054.0,200.0,4186.6724,336.75598,4471.6396,3919.8655
200.0,25066.0,200.0,4128.2275,336.64767,4497.4775,3789.294
200.0,25078.0,200.0,4068.471,337.76926,4232.5225,3910.778
200.0,25090.0,200.0,4012.2605,334.51843,5205.803,3092.3633
200.0,25102.0,200.0,3973.4521,333.20987,5055.76,3122.8384
200.0,25114.0,200.0,3918.7017,332.9555,5808.2305,2643.8728
200.0,25126.0,200.0,3895.2007,333.71768,5492.4326,2762.4531
200.0,25138.0,200.0,3842.7686,335.41342,4012.3296,3680.3735
200.0,25150.0,200.0,3778.3958,336.82556,3699.6755,3858.7908
200.0,25162.0,200.0,3718.3323,334.87897,4170.303,3315.3455
200.0,25174.0,200.0,3679.3066,331.2277,10160.275,1332.3751
200.0,25186.0,200.0,3661.285,328.06027,10877.532,1232.3573
200.0,25198.0,200.0,3650.309,326.9928,11491.768,1159.5045
200.0,25210.0,200.0,3639.7988,328.08313,10781.097,1228.8301
200.0,25222.0,200.0,3629.1545,325.26666,12890.676,1021.7278
200.0,25234.0,200.0,3625.6865,323.27283,15037.048,874.2143
200.0,25246.0,200.0,3624.7415,319.97263,18444.354,712.3454
200.0,25258.0,200.0,3624.293,320.54752,17781.408,738.721
200.0,25270.0,200.0,3623.1528,321.7494,16500.953,795.54407
200.0,25282.0,200.0,3621.7551,320.8649,17431.799,752.48175
200.0,25294.0,200.0,3619.7625,322.58475,15670.456,836.13904
200.0,25306.0,200.0,3614.025,325.83063,12853.256,1016.17645
200.0,25318.0,200.0,3606.3088,326.7506,12165.294,1069.0629
200.0,25330.0,200.0,3600.343,323.98413,14403.271,899.9671
200.0,25342.0,200.0,3594.418,326.46124,12385.175,1043.1699
200.0,25354.0,200.0,3587.7925,326.31216,12491.783,1030.4576
200.0,25366.0,200.0,3581.729,323.8545,14483.682,885.7404
200.0,25378.0,200.0,3577.0564,324.75854,13699.369,934.0089
200.0,25390.0,200.0,3570.5078,324.6859,13757.789,926.64056
200.0,25402.0,200.0,3565.275,325.9933,12737.813,997.9096
200.0,25414.0,200.0,3558.03,327.7167,11472.968,1103.4266
200.0,25426.0,200.0,3549.4397,328.2956,11089.879,1136.0378
200.0,25438.0,200.0,3536.7366,329.67972,14836.579,843.0855
200.0,25450.0,200.0,3538.39,328.3923,21655.807,578.1453
200.0,25462.0,200.0,3542.8032,325.16977,28849.477,435.06702
200.0,25474.0,200.0,3549.2522,326.32642,27004.27,466.4889
200.0,25486.0,200.0,3555.1667,328.15543,23799.586,531.06854
200.0,25498.0,200.0,3558.165,332.16348,17671.117,716.4538
200.0,25510.0,200.0,3556.8152,335.6189,14385.087,879.44794
200.0,25522.0,200.0,3554.9446,333.53195,16355.099,772.7028
200.0,25534.0,200.0,3553.0234,334.0723,15892.659,794.3274
200.0,25546.0,200.0,3549.285,335.78067,14822.125,849.9067
200.0,25558.0,200.0,3547.6348,332.7816,17527.07,718.0729
200.0,25570.0,200.0,3547.2808,332.10178,18208.174,691.0743
200.0,25582.0,200.0,3547.1555,331.8915,18488.703,680.5406
200.0,25594.0,200.0,3548.4,329.95688,20465.617,615.2339
200.0,25606.0,200.0,3551.4272,328.9168,21841.98,577.4492
200.0,25618.0,200.0,3555.9143,330.0233,24852.264,508.78775
200.0,25630.0,200.0,3561.1924,327.86017,28937.629,438.25604
200.0,25642.0,200.0,3567.812,326.16467,31409.766,405.2651
200.0,25654.0,200.0,3574.877,326.31506,31654.604,403.72473
200.0,25666.0,200.0,3583.618,323.33542,40623.094,316.13342
200.0,25678.0,200.0,3593.1326,322.6253,42612.203,302.97897
200.0,25690.0,200.0,3602.4954,322.5146,42816.234,303.1087
200.0,25702.0,200.0,3611.541,324.46188,38558.848,338.26813
200.0,25714.0,200.0,3620.293,325.0773,37309.277,351.29388
200.0,25726.0,200.0,3627.7888,329.39136,28472.559,462.22934
200.0,25738.0,200.0,3633.7146,328.38168,30074.213,439.04333
200.0,25750.0,200.0,3641.11,327.9527,34760.152,381.40466
200.0,25762.0,200.0,3650.986,322.77747,53972.62,246.97153
200.0,25774.0,200.0,3662.243,321.72174,57359.76,233.82283
200.0,25786.0,200.0,3673.8909,319.8698,63135.254,213.78664
200.0,25798.0,200.0,3685.2615,323.38577,52784.836,257.29266
200.0,25810.0,200.0,3696.0247,324.90375,48919.35,279.2473
200.0,25822.0,200.0,3706.0312,327.20792,43641.86,314.71317
200.0,25834.0,200.0,3715.9453,325.9893,46483.145,297.05927
200.0,25846.0,200.0,3726.3525,325.36212,48205.035,288.05502
200.0,25858.0,200.0,3736.6187,323.18805,53329.668,261.8115
200.0,25870.0,200.0,3747.459,322.32022,55885.918,251.28777
200.0,25882.0,200.0,3758.0913,323.32925,53644.17,263.27652
200.0,25894.0,200.0,3768.7937,322.47284,56098.477,253.19415
200.0,25906.0,200.0,3779.6985,324.34772,51071.164,279.72968
200.0,25918.0,200.0,3789.5295,327.29578,43937.023,326.8436
200.0,25930.0,200.0,3799.5654,324.73505,49857.703,289.55798
200.0,25942.0,200.0,3810.0,325.0973,48500.727,299.29654
200.0,25954.0,200.0,3819.7769,328.15756,41477.023,351.77777
200.0,25966.0,200.0,3828.7844,328.91666,39962.598,366.83276
200.0,25978.0,200.0,3837.5059,327.76932,42323.223,347.952
200.0,25990.0,200.0,3847.28,324.27655,49781.12,297.33286
200.0,26002.0,200.0,3857.162,325.9829,44805.074,332.0539
200.0,26014.0,200.0,3866.4646,327.81418,40532.12,368.83215
200.0,26026.0,200.0,3874.8394,328.31714,39222.727,382.79797
200.0,26038.0,200.0,3884.2615,324.31494,49586.188,304.2679
200.0,26050.0,200.0,3894.3203,325.1088,47967.242,316.1685
200.0,26062.0,200.0,3904.7014,324.16055,50304.664,303.0871
200.0,26074.0,200.0,3914.5876,323.91013,50856.562,301.31802
200.0,26086.0,200.0,3924.49,323.15225,53457.234,288.1111
200.0,26098.0,200.0,3935.176,322.78772,54213.777,285.63977
200.0,26110.0,200.0,3946.1287,322.57565,55371.992,281.22397
200.0,26122.0,200.0,3956.772,322.0827,56649.418,276.36728
200.0,26134.0,200.0,3967.9897,319.30377,65629.65,239.90593
200.0,26146.0,200.0,3979.3438,320.4971,61758.02,256.40677
200.0,26158.0,200.0,3990.2175,321.44424,58847.83,270.55942
200.0,26170.0,200.0,4001.073,323.054,54235.293,295.16916
200.0,26182.0,200.0,4011.7754,320.2312,64796.426,248.38321
200.0,26194.0,200.0,4023.1357,321.49463,60547.55,267.32083
200.0,26206.0,200.0,4034.3804,321.1065,61704.21,263.7782
200.0,26218.0,200.0,4045.0205,323.97983,53453.035,306.10406
200.0,26230.0,200.0,4054.9297,324.97818,50887.723,323.11243
200.0,26242.0,200.0,4064.7354,326.29095,47747.64,346.0291
200.0,26254.0,200.0,4073.771,327.1186,45899.645,361.5629
200.0,26266.0,200.0,4083.8308,323.34415,55221.605,302.01355
200.0,26278.0,200.0,4094.598,322.04388,58930.98,284.49777
200.0,26290.0,200.0,4104.553,327.93985,44069.14,382.29373
200.0,26302.0,200.0,4113.197,327.10956,45858.79,368.92355
200.0,26314.0,200.0,4122.586,326.63287,46970.785,361.83585
200.0,26326.0,200.0,4131.452,330.43576,39075.285,436.8208
200.0,26338.0,200.0,4139.295,329.12805,41679.96,411.0792
200.0,26350.0,200.0,4147.725,327.73724,45083.246,381.5968
200.0,26362.0,200.0,4156.256,328.4892,43381.062,398.20282
200.0,26374.0,200.0,4164.9995,328.18036,43985.86,394.38177
200.0,26386.0,200.0,4174.612,323.62854,54842.996,317.76865
200.0,26398.0,200.0,4184.814,321.98602,59479.73,294.43088
200.0,26410.0,200.0,4195.7114,320.08597,65467.285,268.89758
200.0,26422.0,200.0,4206.424,321.8666,59655.957,296.6007
200.0,26434.0,200.0,4217.653,320.17316,65294.97,272.4344
200.0,26446.0,200.0,4229.074,319.957,66022.91,270.89185
200.0,26458.0,200.0,4240.2314,320.81473,63106.953,284.90622
200.0,26470.0,200.0,4250.724,322.2905,58322.18,309.80762
200.0,26482.0,200.0,4261.191,323.1303,55807.46,325.36414
200.0,26494.0,200.0,4270.8364,326.1604,48073.215,379.42218
200.0,26506.0,200.0,4279.839,326.28937,47791.33,383.27084
200.0,26518.0,200.0,4288.9116,324.42737,52356.027,351.33997
200.0,26530.0,200.0,4299.0884,321.86636,59496.59,310.6424
200.0,26542.0,200.0,4310.2656,319.98917,65913.39,281.86063
200.0,26554.0,200.0,4321.1777,323.6087,54942.11,339.85916
200.0,26566.0,200.0,4330.84,327.13922,46319.934,404.92657
200.0,26578.0,200.0,4339.811,327.27924,46026.836,409.19513
200.0,26590.0,200.0,4348.451,328.80286,42467.78,445.25583
200.0,26602.0,200.0,4356.976,327.84885,45019.137,421.67047
200.0,26614.0,200.0,4365.1177,329.61023,41429.188,459.92334
200.0,26626.0,200.0,4372.8667,329.77896,41106.863,465.1769
200.0,26638.0,200.0,4380.3726,329.3294,41982.645,457.038
200.0,26650.0,200.0,4388.334,330.44382,39837.074,483.4058
200.0,26662.0,200.0,4395.9756,329.15463,42303.867,456.80463
200.0,26674.0,200.0,4403.768,327.7455,45210.37,428.95407
200.0,26686.0,200.0,4412.757,326.0656,49078.965,396.75702
200.0,26698.0,200.0,4421.958,325.14294,51431.492,380.18948
200.0,26710.0,200.0,4431.2974,325.1423,51433.188,381.78455
200.0,26722.0,200.0,4440.994,325.93207,49423.086,399.05298
200.0,26734.0,200.0,4450.3794,324.00772,54289.195,364.8217
200.0,26746.0,200.0,4459.9604,321.88303,60223.105,330.29263
200.0,26758.0,200.0,4470.8833,320.23285,65391.63,305.67822
200.0,26770.0,200.0,4480.963,323.67743,55154.242,364.05228
200.0,26782.0,200.0,4490.973,323.48102,55683.633,362.20407
200.0,26794.0,200.0,4501.091,322.58893,58186.656,348.18674
200.0,26806.0,200.0,4510.9707,322.50668,58429.33,348.2644
200.0,26818.0,200.0,4521.22,323.83994,54739.31,373.43243
200.0,26830.0,200.0,4530.915,322.94226,57194.59,358.93594
200.0,26842.0,200.0,4541.691,320.21515,65492.91,314.94943
200.0,26854.0,200.0,4552.3174,321.83374,60429.7,342.9373
200.0,26866.0,200.0,4562.1523,324.74643,52401.055,397.19113
200.0,26878.0,200.0,4571.907,323.60886,55398.277,377.31018
200.0,26890.0,200.0,4581.6074,323.24142,56400.266,372.18134
200.0,26902.0,200.0,4591.687,321.51495,61400.906,343.3759
200.0,26914.0,200.0,4602.039,322.52884,58403.527,362.62814
200.0,26926.0,200.0,4612.0845,323.6443,55299.96,384.65347
200.0,26938.0,200.0,4621.7847,321.11853,62624.816,341.0931
200.0,26950.0,200.0,4632.2734,319.7998,66889.01,320.7994
200.0,26962.0,200.0,4643.106,317.52057,75050.16,287.25366
200.0,26974.0,200.0,4654.8975,313.47015,92601.05,233.9938
200.0,26986.0,200.0,4667.4185,311.064,105195.76,207.08817
200.0,26998.0,200.0,4679.801,315.0156,85462.71,256.25842
200.0,27010.0,0.0,4677.813,317.04605,76912.94,284.50266
200.0,27022.0,0.0,4672.8086,317.5498,74941.7,291.36166
200.0,27034.0,0.0,4667.2666,318.49896,71286.64,305.57443
200.0,27046.0,0.0,4661.9404,318.67664,70593.53,307.87085
200.0,27058.0,0.0,4656.37,318.5935,70925.12,305.69965
200.0,27070.0,0.0,4650.6387,319.4673,67842.55,318.80347
200.0,27082.0,0.0,4645.4175,316.47598,79159.39,272.61334
200.0,27094.0,0.0,4639.964,320.50348,64493.434,333.82098
200.0,27106.0,0.0,4633.243,324.32077,53431.34,401.76685
200.0,27118.0,0.0,4626.4546,323.62454,55271.973,387.25024
200.0,27130.0,0.0,4619.061,325.8382,49591.574,430.2288
200.0,27142.0,0.0,4610.954,327.36325,45867.484,463.52875
200.0,27154.0,0.0,4603.1636,324.68655,52360.21,404.67972
200.0,27166.0,0.0,4596.6504,322.99228,56875.348,371.5001
200.0,27178.0,0.0,4589.824,323.42575,55668.44,378.42783
200.0,27190.0,0.0,4582.8623,323.40836,55728.227,376.87595
200.0,27202.0,0.0,4575.9165,321.9454,59916.055,349.47244
200.0,27214.0,0.0,4569.3594,322.17523,59231.887,352.49667
200.0,27226.0,0.0,4563.0684,321.06445,62582.797,332.7047
200.0,27238.0,0.0,4556.5947,320.84006,63284.82,328.08115
200.0,27250.0,0.0,4549.864,323.3876,55793.305,371.03488
200.0,27262.0,0.0,4541.991,330.6933,37669.836,547.64465
200.0,27274.0,0.0,4532.6226,329.51498,40595.875,506.07767
200.0,27286.0,0.0,4522.523,332.78278,32728.072,624.944
200.0,27298.0,0.0,4511.911,330.66864,37740.406,539.40436
200.0,27310.0,0.0,4501.93,331.68146,34923.445,580.3372
200.0,27322.0,0.0,4490.8184,332.3815,33772.992,597.1473
200.0,27334.0,0.0,4479.543,331.8221,34606.48,579.84235
200.0,27346.0,0.0,4470.023,329.06528,40073.402,498.6127
200.0,27358.0,0.0,4457.235,334.05762,24502.613,810.80914
200.0,27370.0,0.0,4442.8687,333.0661,26089.748,756.58386
200.0,27382.0,0.0,4429.3076,330.5117,30498.85,643.26245
200.0,27394.0,0.0,4417.1855,331.9621,28265.367,690.298
200.0,27406.0,0.0,4403.835,334.37805,24029.994,807.0647
200.0,27418.0,0.0,4388.6997,334.52347,23474.578,820.4911
200.0,27430.0,0.0,4366.2563,338.79507,15353.432,1241.6895
200.0,27442.0,0.0,4343.9727,336.7551,17244.236,1094.2843
200.0,27454.0,0.0,4324.5186,336.63245,18547.318,1008.3108
200.0,27466.0,0.0,4304.8345,336.97894,18212.29,1017.53265
200.0,27478.0,0.0,4288.489,330.5523,26187.52,702.2863
200.0,27490.0,0.0,4274.92,331.1827,25326.945,721.5612
200.0,27503.0,0.0,4260.8184,329.01544,28351.684,640.3349
200.0,27515.0,0.0,4248.5566,331.09222,24983.648,722.48193
200.0,27527.0,0.0,4231.5327,334.9335,19556.715,915.58673
200.0,27539.0,0.0,4210.7886,339.96396,14340.021,1236.4515
200.0,27551.0,0.0,4183.8203,343.2813,11604.345,1508.4309
200.0,27563.0,0.0,4154.226,345.059,10460.875,1649.7278
200.0,27575.0,0.0,4120.26,343.97107,10687.919,1588.3859
200.0,27587.0,0.0,4089.4194,343.4675,10971.747,1524.2195
200.0,27599.0,0.0,4058.3906,342.67493,11423.595,1441.7997
200.0,27611.0,0.0,4028.037,344.0937,10634.278,1525.7343
200.0,27623.0,0.0,3998.2046,342.76227,11369.963,1405.9534
200.0,27635.0,0.0,3970.1016,339.97794,13129.369,1200.4923
200.0,27647.0,0.0,3945.4272,338.4604,14200.123,1096.2156
200.0,27659.0,0.0,3921.0437,341.0904,12375.516,1242.3387
200.0,27671.0,0.0,3898.189,336.29623,16975.291,895.17633
200.0,27683.0,0.0,3879.07,337.6162,15184.383,990.9645
200.0,27695.0,0.0,3852.1416,337.29294,12776.024,1161.472
200.0,27707.0,0.0,3823.0198,340.7534,8164.2393,1790.1827
200.0,27719.0,0.0,3779.4182,342.1798,6982.4814,2045.6915
200.0,27731.0,0.0,3734.3582,343.34073,6587.646,2116.9065
200.0,27743.0,0.0,3682.6392,345.74524,5830.315,2326.0886
200.0,27755.0,0.0,3633.015,343.01898,6665.2915,1980.2281
200.0,27767.0,0.0,3587.7988,344.6041,6171.3164,2085.8274
200.0,27779.0,0.0,3542.4517,342.11133,6986.1836,1796.2544
200.0,27791.0,0.0,3496.5894,342.6199,6696.2373,1825.8219
200.0,27803.0,0.0,3454.0786,343.59558,6372.31,1872.266
200.0,27815.0,0.0,3410.6587,342.7773,6523.768,1783.1094
200.0,27827.0,0.0,3369.0898,340.5721,7429.2153,1527.8553
200.0,27839.0,0.0,3331.7769,340.65802,7467.08,1486.6235
200.0,27851.0,0.0,3289.7644,346.109,4072.8547,2657.2393
200.0,27863.0,0.0,3165.8945,350.24948,1909.2454,5249.6597
200.0,27875.0,0.0,3032.132,348.19843,1997.4807,4602.711
200.0,27887.0,0.0,2910.0571,346.67606,2072.5881,4085.9216
200.0,27899.0,0.0,2797.7244,346.34433,2089.5435,3745.9192
200.0,27911.0,0.0,2698.7332,341.8567,2781.246,2618.6682
200.0,27923.0,0.0,2640.5369,340.32837,3882.2068,1795.9977
200.0,27935.0,0.0,2576.745,340.91904,3407.9973,1948.2454
200.0,27947.0,0.0,2517.6174,340.83826,3579.0305,1770.9817
200.0,27959.0,0.0,2469.2607,339.12213,4336.756,1405.9469
200.0,27971.0,0.0,2417.9941,341.88052,2654.3872,2202.654
200.0,27983.0,0.0,2332.8438,340.53595,2748.7546,1979.864
200.0,27995.0,0.0,2268.5974,338.1872,3060.4177,1681.6443
200.0,28007.0,0.0,2206.971,339.25186,2932.9883,1660.6685
200.0,28019.0,0.0,2149.984,336.97464,3236.458,1428.2375
200.0,28031.0,0.0,2089.1047,340.18753,2702.1826,1615.1234
200.0,28043.0,0.0,2024.5695,342.01196,2516.6362,1628.7144
200.0,28055.0,0.0,1963.1353,341.72253,2418.659,1593.4037
200.0,28067.0,0.0,1892.4071,340.51398,2585.4956,1385.1133
200.0,28079.0,0.0,1836.352,336.79877,3106.3247,1085.5881
200.0,28091.0,0.0,1788.0961,336.67612,3119.5222,1024.9286
200.0,28103.0,0.0,1740.643,337.1959,3048.6577,993.8268
200.0,28115.0,0.0,1693.901,339.4462,2795.2715,1026.4836
200.0,28127.0,0.0,1647.1534,336.29953,3164.0596,857.47906
200.0,28139.0,0.0,1602.9802,336.43057,3040.3354,845.1521
200.0,28151.0,0.0,1564.7994,335.07938,3628.5923,674.80634
200.0,28163.0,0.0,1539.4387,333.86783,4149.157,571.1694
200.0,28175.0,0.0,1505.7432,335.73834,2485.0212,912.37146
