evaluation,stage,C_pF,C_th_pJ_per_K,S_e_mW_per_K,T0_K,Tc_K,w_K,beta_per_K,gamma,objective_total,objective_waveform,objective_mean_voltage,objective_amplitude,objective_spectrum,objective_frequency,objective_classification,objective_false_positive,objective_sustain,objective_edge,objective_prior,best_total_so_far,global_evaluations,fit_mode
44,global,2.3080309416580214,0.05423534173612633,0.003391839598117866,315.7191721763629,337.22447143460084,16.131011115352898,0.8127922187659369,0.9578007297304821,118.99332569512684,0.7853280718486636,2.6097380281681657,0.5944552801579657,0.47847854165428105,1.8823529411764706,0.47058823529411764,0.0,0.5847899904940413,1.492560387755309,0.0,3.8453121965169816,416,relaxed
45,global,5.105617674902694,0.17870435195414364,0.00792997224443305,312.5528370298631,330.80458725100476,7.676953271585008,0.1574123809947277,0.47923806427880633,119.06601592890816,0.6422053571998719,6.278266875773889,3.4367527158958575,0.5108529831027094,1.8823529411764706,0.47058823529411764,0.0,0.5109628722263687,2.397957770376381,0.0,3.8453121965169816,416,relaxed
46,global,5.80041397062495,0.08744496439064342,0.009952095071702406,312.73712818628525,337.0623873883739,10.82607844229062,0.7923612148312076,0.5548799500108472,224.2773944358476,3.4910372243724392,25.05906404504296,110.75892219230121,0.5729457533076948,2.9828206907397306,0.5882352941176471,0.29411764705882354,0.9291045637005314,2.595797953311961,0.0,3.8453121965169816,416,relaxed
47,global,26.979589215095146,0.10285871854615987,0.002972646123248648,313.2528933029946,338.67043898869747,9.930949531293875,0.99415037811566,0.10886493957125598,119.86174380673941,2.513494501166604,1.4827465473533608,62.9293175375736,0.6333356576013223,1.8823529411764706,0.47058823529411764,0.0,1.028129113730526,1.8559176530310646,0.0,3.8453121965169816,416,relaxed
48,global,2.7426718676879673,0.19985353707634623,0.016548989626916498,316.8726444392581,334.9161957022081,3.3346788943736403,0.9960035429155004,1.6434197710456309,225.7842878439279,3.7729558435960606,29.619164673546347,151.67456591710737,0.5795074591073878,2.5656219097379234,0.5882352941176471,0.29411764705882354,3.338862903034465,3.024670095476988,0.0,3.8453121965169816,416,relaxed
49,global,12.626865687994995,0.17249107701550614,0.00149378976378557,310.7842996596582,328.45617498634886,2.415936356541865,0.5689194913620872,1.387339823547264,119.54362369874609,1.9397710884990147,6.067189497514356,31.585686714917273,0.588187705053593,1.8823529411764706,0.47058823529411764,0.0,0.8578594230785498,2.1053228967052338,0.0,3.8453121965169816,416,relaxed
50,global,12.423712241551272,0.13984230293813357,0.0010690557951476849,319.8240345483645,337.00733799173565,11.177672973650512,0.6405337160526694,0.13247040922356268,119.31043894272669,1.6335264300956864,5.2317777360034325,21.1187719058357,0.5755974733777157,1.8823529411764706,0.47058823529411764,0.0,0.6527661187649947,1.8546913177323396,0.0,3.8453121965169816,416,relaxed
51,global,6.992903381605343,0.09558231181012536,0.0005349475445389617,312.46105257767516,336.2361927742529,12.614328280214998,0.31333730198850884,0.15801425217396226,119.20699941924536,1.5875725352672814,8.788887783717932,7.112915667488555,0.5924216273761421,1.8823529411764706,0.47058823529411764,0.0,0.5835128762140328,1.8728242597314253,0.0,3.8453121965169816,416,relaxed
52,global,3.561202144510405,0.17001269035836236,0.008711994924785875,318.20902971113236,334.6975628161533,14.756532252368157,0.2500021714059769,0.7258975565203296,119.09668502861405,0.41720929358096326,8.310263017480326,0.9174277855702213,0.48983259482278996,1.8823529411764706,0.47058823529411764,0.0,0.5554364333024543,2.2516164027113486,0.0,3.8453121965169816,416,relaxed
53,global,17.553806515559025,0.14099398536566699,0.0022208065560118083,318.92493033005536,336.999723085257,18.151584377062008,0.7268813016065443,0.11248150781004074,223.9409997993263,2.2305048756266346,0.5010358563257198,47.75140343176808,0.6193861608949653,4.324666033490622,0.5882352941176471,0.29411764705882354,1.2163402672296735,1.9147197847025619,0.0,3.8453121965169816,416,relaxed
54,global,1.6279661744132383,0.06311695905191356,0.005657375508080473,312.4755169800529,333.80964517126904,8.209544789109287,0.5263025849659652,0.9886833894308215,119.02113120014803,0.39738199631621185,3.757169372155701,0.7586878377536922,0.5184834330322703,1.8823529411764706,0.47058823529411764,0.0,0.6015016864238439,1.554298541987967,0.0,3.8453121965169816,416,relaxed
55,global,9.972461964987408,0.19314716314994163,0.005111303655093277,315.49801854264865,338.64878600443063,3.986547295423776,0.41417681869308487,0.1316437273538642,164.24702771007662,1.385059224401498,3.128265537488044,54.65706132043154,0.6513282843523918,2.523210662504829,0.47058823529411764,0.17647058823529413,1.055022729299175,2.380160916196292,0.0,3.8453121965169816,416,relaxed
56,global,7.687531620848508,0.16482819305177765,0.002624581831269215,317.37254488928744,337.220429587267,11.18231239810287,0.494653672690265,1.3513329330256285,119.16181610773316,1.5324957324293094,3.0730874109645314,17.472793047106247,0.6219972586528072,1.8823529411764706,0.47058823529411764,0.0,0.5077737220869976,2.1754496300442336,0.0,3.8453121965169816,416,relaxed
57,global,4.793656652483213,0.030823539318024992,0.0012216625600442663,311.7315754650126,340.505720945228,9.1680671161883,0.6509716310043375,1.566102852042494,60.48854286025102,2.0151901970339954,4.436397875346377,17.12127463246621,0.6493979119563184,1.9865138479082711,0.11764705882352941,0.11764705882352941,0.6485037747220834,1.4790233801060304,0.0,3.8453121965169816,416,relaxed
58,global,26.87921849462839,0.025683868393088546,0.0017763903704679472,313.2217460751286,333.66042729077753,5.635635526119419,0.2884119422693322,2.177977666754259,222.8750621539351,2.0975905613972414,3.173740818001216,19.99077032943049,0.6761874295967524,3.468795851674003,0.6470588235294118,0.23529411764705882,0.3978748904289362,1.4347786403855447,0.0,3.8453121965169816,416,relaxed
59,global,13.099983314746417,0.051990106787927794,0.015405119778091836,319.3015304895015,335.75721821212426,9.613987615061326,0.8212810566062885,1.3742819807087252,239.99917739803496,3.0349229245027773,22.01596418173787,96.93077062150098,0.590084128193661,4.1220323433865955,0.6470588235294118,0.29411764705882354,2.2471446282544743,2.064161040607681,0.0,3.8453121965169816,416,relaxed
60,global,15.42468295245393,0.036361713261658865,0.015091287428225372,318.2667822464522,337.9583229142853,5.92650927217353,0.5608247633775799,1.3831985920418852,239.87882490558871,2.9856569881107013,23.514038736611525,91.49275730790431,0.5834427910124937,4.07957510572147,0.6470588235294118,0.29411764705882354,2.101735058154628,1.9958549467700037,0.0,3.8453121965169816,416,relaxed
