source_file,nominal_drive_mV,included_in_primary_fit,C_th_pJ_per_K,tau_th_ns,fit_rmse_K
100mv0_converted.csv,100.0,True,0.04806441120556594,13.078301002997094,1.20404714727832
150mv0_converted.csv,150.0,True,0.043261332882412136,11.771385918101561,0.9622986598473027
200mv0_converted.csv,200.0,True,0.0498299898309841,13.558714018126313,1.2197196035740814
250mv0_converted.csv,250.0,False,0.02285772175137289,6.219574063409951,2.379660732997135
