selected_traces,near_transition_check_trace,baseline_start_ns,baseline_stop_ns,integration_start_ns,integration_stop_ns,fit_start_ns,fit_stop_ns,ambient_temperature_K,S_e_mW_per_K,electrical_capacitance_pF,C_th_pJ_per_K,C_th_ci95_lower_pJ_per_K,C_th_ci95_upper_pJ_per_K,tau_th_ns,tau_th_ci95_lower_ns,tau_th_ci95_upper_ns,fit_rmse_K,near_transition_check_C_th_pJ_per_K,near_transition_check_rmse_K,bootstrap_samples
"100mv0_converted.csv,150mv0_converted.csv,200mv0_converted.csv",250mv0_converted.csv,-200.0,-50.0,-50.0,80.0,15.0,35.0,314.4,0.003675126546984294,0.39,0.04787323600217188,0.021917963122829596,0.09262350801174495,13.026282330728263,5.86506841281473,25.17444266332735,1.1451681130739024,0.02285772175137289,2.379660732997135,1000.0
