source_file,nominal_drive_mV,time_ns,input_current_uA,output_voltage_mV,output_power_uW,current_corrected_uA,voltage_corrected_mV,effective_resistance_ohm,corrected_power_uW
250mv0_converted.csv,250.0,-255.0,6.48172051551919,-3.893333,-0.02523549637984788,0.7519645729491398,-1.0666660000000001,-1418.5056562128036,-0.0008020950431693672
250mv0_converted.csv,250.0,-254.0,5.35906984133288,-4.32,-0.02315118171455804,-0.3706861012371707,-1.4933330000000002,,0.0005535577876188079
250mv0_converted.csv,250.0,-253.0,5.54970788569613,-3.893333,-0.02160686085174097,-0.18004805687392,-1.0666660000000001,,0.00019205114063347678
250mv0_converted.csv,250.0,-252.0,6.29108167682745,-4.96,-0.031203765117064155,0.5613257342573998,-2.133333,-3800.5259153533575,-0.0011974947126405415
250mv0_converted.csv,250.0,-251.0,6.67235935421093,-3.893333,-0.025977716861608106,0.9426034116408797,-1.0666660000000001,-1131.616952396929,-0.0010054430106813306
250mv0_converted.csv,250.0,-250.0,5.35906984133288,-4.533333,-0.024294448161019104,-0.3706861012371707,-1.7066659999999998,,0.0006326373656540371
250mv0_converted.csv,250.0,-249.0,5.35906984133288,-4.106666,-0.02200790990902713,-0.3706861012371707,-1.2799989999999997,,0.00047447783889747715
250mv0_converted.csv,250.0,-248.0,6.48172051551919,-4.96,-0.03214933375697518,0.7519645729491398,-2.133333,-2837.0126422754906,-0.0016041908383033073
250mv0_converted.csv,250.0,-247.0,6.67235935421093,-3.893333,-0.025977716861608106,0.9426034116408797,-1.0666660000000001,-1131.616952396929,-0.0010054430106813306
250mv0_converted.csv,250.0,-246.0,5.35906984133288,-4.32,-0.02315118171455804,-0.3706861012371707,-1.4933330000000002,,0.0005535577876188079
250mv0_converted.csv,250.0,-245.0,5.16843100264114,-4.106666,-0.02122501987189228,-0.5613249399289106,-1.2799989999999997,,0.0007184953617840655
250mv0_converted.csv,250.0,-244.0,6.48172051551919,-4.533333,-0.029383797509780155,0.7519645729491398,-1.7066659999999998,-2269.609581880439,-0.0012833523698568164
250mv0_converted.csv,250.0,-243.0,6.67235935421093,-3.68,-0.024554282423496224,0.9426034116408797,-0.8533330000000001,-905.2937740958542,-0.0008043545970657468
250mv0_converted.csv,250.0,-242.0,5.54970788569613,-4.106666,-0.022790796684120186,-0.18004805687392,-1.2799989999999997,,0.00023046133275056067
250mv0_converted.csv,250.0,-241.0,5.16843100264114,-4.106666,-0.02122501987189228,-0.5613249399289106,-1.2799989999999997,,0.0007184953617840655
250mv0_converted.csv,250.0,-240.0,6.67235935421093,-4.32,-0.02882459241019122,0.9426034116408797,-1.4933330000000002,-1584.2643698906343,-0.00140762078051591
250mv0_converted.csv,250.0,-239.0,6.48172051551919,-3.466667,-0.022469966614373366,0.7519645729491398,-0.6400000000000001,-851.1039256676357,-0.0004812573266874495
250mv0_converted.csv,250.0,-238.0,5.54970788569613,-3.893333,-0.02160686085174097,-0.18004805687392,-1.0666660000000001,,0.00019205114063347678
250mv0_converted.csv,250.0,-237.0,4.98838294576722,-3.893333,-0.019421435939392728,-0.7413729968028306,-1.0666660000000001,,0.0007907973690076883
250mv0_converted.csv,250.0,-236.0,6.48172051551919,-4.106666,-0.02661826126258513,0.7519645729491398,-1.2799989999999997,-1702.2065214853867,-0.0009625139014103257
250mv0_converted.csv,250.0,-235.0,6.48172051551919,-3.04,-0.019704430367178342,0.7519645729491398,-0.213333,-283.70086527258394,-0.00016041885824095883
250mv0_converted.csv,250.0,-234.0,5.54970788569613,-3.68,-0.02042292501936176,-0.18004805687392,-0.8533330000000001,,0.0001536409485163928
250mv0_converted.csv,250.0,-233.0,4.98838294576722,-3.893333,-0.019421435939392728,-0.7413729968028306,-1.0666660000000001,,0.0007907973690076883
250mv0_converted.csv,250.0,-232.0,6.48172051551919,-4.106666,-0.02661826126258513,0.7519645729491398,-1.2799989999999997,-1702.2065214853867,-0.0009625139014103257
250mv0_converted.csv,250.0,-231.0,6.29108167682745,-2.826667,-0.01778279297019282,0.5613257342573998,0.0,0.0,0.0
250mv0_converted.csv,250.0,-230.0,5.72975594257005,-3.253333,-0.01864080408990925,0.0,-0.426666,,-0.0
250mv0_converted.csv,250.0,-229.0,4.98838294576722,-3.466667,-0.01729306254145401,-0.7413729968028306,-0.6400000000000001,,0.0004744787179538117
250mv0_converted.csv,250.0,-228.0,6.48172051551919,-4.106666,-0.02661826126258513,0.7519645729491398,-1.2799989999999997,-1702.2065214853867,-0.0009625139014103257
250mv0_converted.csv,250.0,-227.0,6.29108167682745,-2.386667,-0.015014717032388741,0.5613257342573998,0.43999999999999995,783.8585925195349,0.0002469833230732559
250mv0_converted.csv,250.0,-226.0,5.72975594257005,-2.826667,-0.016196112040916658,0.0,0.0,,0.0
250mv0_converted.csv,250.0,-225.0,4.79774410707548,-3.466667,-0.016632181170443034,-0.9320118354945706,-0.6400000000000001,,0.0005964875747165253
250mv0_converted.csv,250.0,-224.0,6.29108167682745,-3.68,-0.02315118057072502,0.5613257342573998,-0.8533330000000001,-1520.2100098419828,-0.0004789977727910699
250mv0_converted.csv,250.0,-223.0,6.48172051551919,-1.96,-0.012704172210417612,0.7519645729491398,0.8666670000000001,1152.5370092915512,0.0006517028805441122
250mv0_converted.csv,250.0,-222.0,5.72975594257005,-2.6,-0.014897365450682133,0.0,0.22666699999999995,,0.0
250mv0_converted.csv,250.0,-221.0,4.98838294576722,-3.253333,-0.01622887085410171,-0.7413729968028306,-0.426666,,0.0003163186510538765
250mv0_converted.csv,250.0,-220.0,6.11103361995353,-3.466667,-0.021184918586183446,0.38127767738347984,-0.6400000000000001,-1678.5666666666762,-0.00024401771352542716
250mv0_converted.csv,250.0,-219.0,6.67235935421093,-1.746667,-0.011654389896141542,0.9426034116408797,1.08,1145.7628804036906,0.0010180116845721501
250mv0_converted.csv,250.0,-218.0,5.35906984133288,-2.6,-0.013933581587465488,-0.3706861012371707,0.22666699999999995,,-8.402230650912577e-05
250mv0_converted.csv,250.0,-217.0,4.98838294576722,-3.04,-0.015164684155132349,-0.7413729968028306,-0.213333,,0.00015815932552693825
250mv0_converted.csv,250.0,-216.0,6.11103361995353,-3.253333,-0.01988122733990428,0.38127767738347984,-0.426666,-1119.042695937506,-0.0001626782214984998
250mv0_converted.csv,250.0,-215.0,6.67235935421093,-1.746667,-0.011654389896141542,0.9426034116408797,1.08,1145.7628804036906,0.0010180116845721501
250mv0_converted.csv,250.0,-214.0,5.35906984133288,-2.6,-0.013933581587465488,-0.3706861012371707,0.22666699999999995,,-8.402230650912577e-05
250mv0_converted.csv,250.0,-213.0,5.16843100264114,-3.04,-0.015712030248029064,-0.5613249399289106,-0.213333,,0.0001197491334098543
250mv0_converted.csv,250.0,-212.0,6.11103361995353,-3.253333,-0.01988122733990428,0.38127767738347984,-0.426666,-1119.042695937506,-0.0001626782214984998
250mv0_converted.csv,250.0,-211.0,6.85240741108485,-2.173333,-0.01489256315595527,1.1226514685147997,0.6533340000000001,581.9562155513158,0.0007334663745306482
250mv0_converted.csv,250.0,-210.0,5.35906984133288,-2.826667,-0.015148305871190888,-0.3706861012371707,0.0,,-0.0
250mv0_converted.csv,250.0,-209.0,5.16843100264114,-3.04,-0.015712030248029064,-0.5613249399289106,-0.213333,,0.0001197491334098543
250mv0_converted.csv,250.0,-208.0,6.11103361995353,-3.466667,-0.021184918586183446,0.38127767738347984,-0.6400000000000001,-1678.5666666666762,-0.00024401771352542716
250mv0_converted.csv,250.0,-207.0,6.85240741108485,-2.826667,-0.01936947389946898,1.1226514685147997,0.0,0.0,0.0
250mv0_converted.csv,250.0,-206.0,5.35906984133288,-3.04,-0.016291572317651954,-0.3706861012371707,-0.213333,,7.907957803522935e-05
250mv0_converted.csv,250.0,-205.0,4.98838294576722,-3.253333,-0.01622887085410171,-0.7413729968028306,-0.426666,,0.0003163186510538765
250mv0_converted.csv,250.0,-204.0,6.11103361995353,-3.893333,-0.02379228885667454,0.38127767738347984,-1.0666660000000001,-2797.6093626041825,-0.00040669593502392693
250mv0_converted.csv,250.0,-203.0,6.85240741108485,-3.04,-0.020831318529697947,1.1226514685147997,-0.213333,-190.0260285431477,-0.00023949860573266776
250mv0_converted.csv,250.0,-202.0,5.35906984133288,-3.253333,-0.01743483876411302,-0.3706861012371707,-0.426666,,0.0001581591560704587
250mv0_converted.csv,250.0,-201.0,4.79774410707548,-3.253333,-0.015608659229104193,-0.9320118354945706,-0.426666,,0.0003976577618031265
250mv0_converted.csv,250.0,-200.0,6.11103361995353,-3.893333,-0.02379228885667454,0.38127767738347984,-1.0666660000000001,-2797.6093626041825,-0.00040669593502392693
250mv0_converted.csv,250.0,-199.0,6.85240741108485,-2.6,-0.017816259268820613,1.1226514685147997,0.22666699999999995,201.90326771661978,0.00025446804041384403
250mv0_converted.csv,250.0,-198.0,5.35906984133288,-3.466667,-0.018578110569643935,-0.3706861012371707,-0.6400000000000001,,0.00023723910479178932
250mv0_converted.csv,250.0,-197.0,4.60710526838374,-3.466667,-0.015971299799432057,-1.1226506741863105,-0.6400000000000001,,0.0007184964314792388
250mv0_converted.csv,250.0,-196.0,5.92039478126179,-3.893333,-0.02305006837491431,0.19063883869173992,-1.0666660000000001,-5595.218725208365,-0.00020334796751196347
250mv0_converted.csv,250.0,-195.0,6.85240741108485,-2.386667,-0.016354414638591646,1.1226514685147997,0.43999999999999995,391.92929625976745,0.0004939666461465118
250mv0_converted.csv,250.0,-194.0,5.16843100264114,-3.253333,-0.01681462713911551,-0.5613249399289106,-0.426666,,0.0002394982668197086
250mv0_converted.csv,250.0,-193.0,4.60710526838374,-3.466667,-0.015971299799432057,-1.1226506741863105,-0.6400000000000001,,0.0007184964314792388
250mv0_converted.csv,250.0,-192.0,6.11103361995353,-3.466667,-0.021184918586183446,0.38127767738347984,-0.6400000000000001,-1678.5666666666762,-0.00024401771352542716
250mv0_converted.csv,250.0,-191.0,6.85240741108485,-1.96,-0.013430718525726306,1.1226514685147997,0.8666670000000001,771.9822440944636,0.000972964980263316
250mv0_converted.csv,250.0,-190.0,5.16843100264114,-2.826667,-0.014609433356942623,-0.5613249399289106,0.0,,-0.0
250mv0_converted.csv,250.0,-189.0,4.79774410707548,-3.04,-0.01458514208550946,-0.9320118354945706,-0.213333,,0.00019882888090156324
250mv0_converted.csv,250.0,-188.0,6.11103361995353,-3.253333,-0.01988122733990428,0.38127767738347984,-0.426666,-1119.042695937506,-0.0001626782214984998
250mv0_converted.csv,250.0,-187.0,6.85240741108485,-1.533333,-0.010507022412860965,1.1226514685147997,1.293334,1152.0351919291595,0.00145196331438012
250mv0_converted.csv,250.0,-186.0,5.16843100264114,-2.6,-0.013437920606866964,-0.5613249399289106,0.22666699999999995,,-0.00012723384015886637
250mv0_converted.csv,250.0,-185.0,4.79774410707548,-2.6,-0.012474134678396248,-0.9320118354945706,0.22666699999999995,,-0.00021125632671604777
250mv0_converted.csv,250.0,-184.0,6.11103361995353,-3.04,-0.018577542204658733,0.38127767738347984,-0.213333,-559.521347968753,-8.13391107492499e-05
250mv0_converted.csv,250.0,-183.0,6.67235935421093,-1.32,-0.008807514347558427,0.9426034116408797,1.506667,1598.4102978973956,0.0014201894544067293
250mv0_converted.csv,250.0,-182.0,5.16843100264114,-1.96,-0.010130124765176633,-0.5613249399289106,0.8666670000000001,,-0.00048648180171336923
250mv0_converted.csv,250.0,-181.0,4.98838294576722,-1.96,-0.00977723057370375,-0.7413729968028306,0.8666670000000001,,-0.0006425235110201189
250mv0_converted.csv,250.0,-180.0,6.29108167682745,-2.826667,-0.01778279297019282,0.5613257342573998,0.0,0.0,0.0
250mv0_converted.csv,250.0,-179.0,6.67235935421093,-1.533333,-0.010230948785670308,0.9426034116408797,1.293334,1372.0871195963211,0.0012191010407911456
250mv0_converted.csv,250.0,-178.0,4.98838294576722,-1.746667,-0.008713043874734393,-0.7413729968028306,1.08,,-0.0008006828365470573
250mv0_converted.csv,250.0,-177.0,4.98838294576722,-1.746667,-0.008713043874734393,-0.7413729968028306,1.08,,-0.0008006828365470573
250mv0_converted.csv,250.0,-176.0,6.29108167682745,-3.04,-0.01912488829755545,0.5613257342573998,-0.213333,-380.0520570862954,-0.00011974930286633388
250mv0_converted.csv,250.0,-175.0,6.48172051551919,-1.746667,-0.011321407327680357,0.7519645729491398,1.08,1436.2378745641352,0.0008121217387850711
250mv0_converted.csv,250.0,-174.0,4.98838294576722,-1.533333,-0.007648852187382088,-0.7413729968028306,1.293334,,-0.0009588429034469922
250mv0_converted.csv,250.0,-173.0,5.35906984133288,-1.746667,-0.009360510442551376,-0.3706861012371707,1.08,,-0.0004003409893361444
250mv0_converted.csv,250.0,-172.0,6.48172051551919,-3.04,-0.019704430367178342,0.7519645729491398,-0.213333,-283.70086527258394,-0.00016041885824095883
250mv0_converted.csv,250.0,-171.0,6.48172051551919,-1.96,-0.012704172210417612,0.7519645729491398,0.8666670000000001,1152.5370092915512,0.0006517028805441122
250mv0_converted.csv,250.0,-170.0,4.98838294576722,-1.533333,-0.007648852187382088,-0.7413729968028306,1.293334,,-0.0009588429034469922
250mv0_converted.csv,250.0,-169.0,5.54970788569613,-1.96,-0.010877427455964416,-0.18004805687392,0.8666670000000001,,-0.00015604170930674967
250mv0_converted.csv,250.0,-168.0,6.48172051551919,-3.04,-0.019704430367178342,0.7519645729491398,-0.213333,-283.70086527258394,-0.00016041885824095883
250mv0_converted.csv,250.0,-167.0,6.48172051551919,-2.173333,-0.014086937093154868,0.7519645729491398,0.6533340000000001,868.8361440189673,0.0004912840223031533
250mv0_converted.csv,250.0,-166.0,4.98838294576722,-1.746667,-0.008713043874734393,-0.7413729968028306,1.08,,-0.0008006828365470573
250mv0_converted.csv,250.0,-165.0,5.72975594257005,-2.173333,-0.012452667671933594,0.0,0.6533340000000001,,0.0
250mv0_converted.csv,250.0,-164.0,6.29108167682745,-3.04,-0.01912488829755545,0.5613257342573998,-0.213333,-380.0520570862954,-0.00011974930286633388
250mv0_converted.csv,250.0,-163.0,6.48172051551919,-2.173333,-0.014086937093154868,0.7519645729491398,0.6533340000000001,868.8361440189673,0.0004912840223031533
250mv0_converted.csv,250.0,-162.0,5.16843100264114,-1.96,-0.010130124765176633,-0.5613249399289106,0.8666670000000001,,-0.00048648180171336923
250mv0_converted.csv,250.0,-161.0,5.72975594257005,-2.386667,-0.013675019426185837,0.0,0.43999999999999995,,0.0
250mv0_converted.csv,250.0,-160.0,6.11103361995353,-3.253333,-0.01988122733990428,0.38127767738347984,-0.426666,-1119.042695937506,-0.0001626782214984998
250mv0_converted.csv,250.0,-159.0,6.48172051551919,-2.173333,-0.014086937093154868,0.7519645729491398,0.6533340000000001,868.8361440189673,0.0004912840223031533
250mv0_converted.csv,250.0,-158.0,5.16843100264114,-1.96,-0.010130124765176633,-0.5613249399289106,0.8666670000000001,,-0.00048648180171336923
250mv0_converted.csv,250.0,-157.0,5.54970788569613,-2.6,-0.01442924050280994,-0.18004805687392,0.22666699999999995,,-4.081095290744082e-05
250mv0_converted.csv,250.0,-156.0,6.29108167682745,-3.253333,-0.02046698362491808,0.5613257342573998,-0.426666,-760.1041141725908,-0.00023949860573266776
250mv0_converted.csv,250.0,-155.0,6.48172051551919,-1.96,-0.012704172210417612,0.7519645729491398,0.8666670000000001,1152.5370092915512,0.0006517028805441122
250mv0_converted.csv,250.0,-154.0,5.16843100264114,-1.96,-0.010130124765176633,-0.5613249399289106,0.8666670000000001,,-0.00048648180171336923
250mv0_converted.csv,250.0,-153.0,5.35906984133288,-2.6,-0.013933581587465488,-0.3706861012371707,0.22666699999999995,,-8.402230650912577e-05
250mv0_converted.csv,250.0,-152.0,6.11103361995353,-3.466667,-0.021184918586183446,0.38127767738347984,-0.6400000000000001,-1678.5666666666762,-0.00024401771352542716
250mv0_converted.csv,250.0,-151.0,6.67235935421093,-2.173333,-0.014501258772365303,0.9426034116408797,0.6533340000000001,693.1165238015416,0.0006158348573409825
250mv0_converted.csv,250.0,-150.0,5.54970788569613,-2.173333,-0.012061363288343629,-0.18004805687392,0.6533340000000001,,-0.00011763151718966566
250mv0_converted.csv,250.0,-149.0,5.35906984133288,-2.6,-0.013933581587465488,-0.3706861012371707,0.22666699999999995,,-8.402230650912577e-05
250mv0_converted.csv,250.0,-148.0,6.11103361995353,-3.253333,-0.01988122733990428,0.38127767738347984,-0.426666,-1119.042695937506,-0.0001626782214984998
250mv0_converted.csv,250.0,-147.0,6.48172051551919,-1.96,-0.012704172210417612,0.7519645729491398,0.8666670000000001,1152.5370092915512,0.0006517028805441122
250mv0_converted.csv,250.0,-146.0,5.54970788569613,-2.173333,-0.012061363288343629,-0.18004805687392,0.6533340000000001,,-0.00011763151718966566
250mv0_converted.csv,250.0,-145.0,5.35906984133288,-2.826667,-0.015148305871190888,-0.3706861012371707,0.0,,-0.0
250mv0_converted.csv,250.0,-144.0,5.92039478126179,-3.253333,-0.019261015714906765,0.19063883869173992,-0.426666,-2238.085391875012,-8.13391107492499e-05
250mv0_converted.csv,250.0,-143.0,6.29108167682745,-2.173333,-0.013672615413944433,0.5613257342573998,0.6533340000000001,1163.9124311026317,0.0003667331872653241
250mv0_converted.csv,250.0,-142.0,5.54970788569613,-2.386667,-0.013245304670430728,-0.18004805687392,0.43999999999999995,,-7.92211450245248e-05
250mv0_converted.csv,250.0,-141.0,5.35906984133288,-3.253333,-0.01743483876411302,-0.3706861012371707,-0.426666,,0.0001581591560704587
250mv0_converted.csv,250.0,-140.0,5.72975594257005,-3.466667,-0.01986315584416149,0.0,-0.6400000000000001,,-0.0
250mv0_converted.csv,250.0,-139.0,6.29108167682745,-2.6,-0.01635681235975137,0.5613257342573998,0.22666699999999995,403.80653543323956,0.00012723402020692201
250mv0_converted.csv,250.0,-138.0,5.16843100264114,-3.04,-0.015712030248029064,-0.5613249399289106,-0.213333,,0.0001197491334098543
250mv0_converted.csv,250.0,-137.0,5.16843100264114,-3.893333,-0.020122422980805837,-0.5613249399289106,-1.0666660000000001,,0.0005987462283742114
250mv0_converted.csv,250.0,-136.0,5.92039478126179,-4.106666,-0.024313083954785233,0.19063883869173992,-1.2799989999999997,-6714.261421145868,-0.00024401752288658835
250mv0_converted.csv,250.0,-135.0,6.11103361995353,-3.04,-0.018577542204658733,0.38127767738347984,-0.213333,-559.521347968753,-8.13391107492499e-05
250mv0_converted.csv,250.0,-134.0,4.98838294576722,-3.466667,-0.01729306254145401,-0.7413729968028306,-0.6400000000000001,,0.0004744787179538117
250mv0_converted.csv,250.0,-133.0,5.16843100264114,-4.32,-0.022327621931409726,-0.5613249399289106,-1.4933330000000002,,0.0008382450565188601
250mv0_converted.csv,250.0,-132.0,6.11103361995353,-4.533333,-0.027703350373444798,0.38127767738347984,-1.7066659999999998,-4476.176029270857,-0.0006507136485493539
250mv0_converted.csv,250.0,-131.0,6.29108167682745,-3.253333,-0.02046698362491808,0.5613257342573998,-0.426666,-760.1041141725908,-0.00023949860573266776
250mv0_converted.csv,250.0,-130.0,4.79774410707548,-3.68,-0.01765569831403777,-0.9320118354945706,-0.8533330000000001,,0.0007953164556180885
250mv0_converted.csv,250.0,-129.0,5.35906984133288,-4.32,-0.02315118171455804,-0.3706861012371707,-1.4933330000000002,,0.0005535577876188079
250mv0_converted.csv,250.0,-128.0,6.11103361995353,-4.746667,-0.029007041619723967,0.38127767738347984,-1.9200000000000004,-5035.700000000029,-0.0007320531405762815
250mv0_converted.csv,250.0,-127.0,6.29108167682745,-3.253333,-0.02046698362491808,0.5613257342573998,-0.426666,-760.1041141725908,-0.00023949860573266776
250mv0_converted.csv,250.0,-126.0,4.79774410707548,-3.68,-0.01765569831403777,-0.9320118354945706,-0.8533330000000001,,0.0007953164556180885
250mv0_converted.csv,250.0,-125.0,5.35906984133288,-3.68,-0.019721377016104998,-0.3706861012371707,-0.8533330000000001,,0.0003163186828270186
250mv0_converted.csv,250.0,-124.0,6.29108167682745,-4.32,-0.027177472843894587,0.5613257342573998,-1.4933330000000002,-2660.3679625976706,-0.0008382462427158059
250mv0_converted.csv,250.0,-123.0,6.48172051551919,-2.826667,-0.018321665484441085,0.7519645729491398,0.0,0.0,0.0
250mv0_converted.csv,250.0,-122.0,4.98838294576722,-2.826667,-0.014100497456162991,-0.7413729968028306,0.0,,-0.0
250mv0_converted.csv,250.0,-121.0,5.54970788569613,-3.04,-0.016871111972516235,-0.18004805687392,-0.213333,,3.841019211708398e-05
250mv0_converted.csv,250.0,-120.0,6.29108167682745,-3.68,-0.02315118057072502,0.5613257342573998,-0.8533330000000001,-1520.2100098419828,-0.0004789977727910699
250mv0_converted.csv,250.0,-119.0,6.29108167682745,-1.96,-0.012330520086581804,0.5613257342573998,0.8666670000000001,1543.9644881889271,0.000486482490131658
250mv0_converted.csv,250.0,-118.0,4.98838294576722,-1.96,-0.00977723057370375,-0.7413729968028306,0.8666670000000001,,-0.0006425235110201189
250mv0_converted.csv,250.0,-117.0,5.72975594257005,-2.386667,-0.013675019426185837,0.0,0.43999999999999995,,0.0
250mv0_converted.csv,250.0,-116.0,6.48172051551919,-3.04,-0.019704430367178342,0.7519645729491398,-0.213333,-283.70086527258394,-0.00016041885824095883
250mv0_converted.csv,250.0,-115.0,6.11103361995353,-1.32,-0.008066564378338659,0.38127767738347984,1.506667,3951.626568697938,0.0005744584943503353
