I_target_uA,time_ns,I_in_uA,V_vo2_mV,T_K,R_ohm,P_W
0.0,15.250479698181152,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,15.503600120544434,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,15.740900039672852,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,15.994020462036133,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,16.247140884399414,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,16.500261306762695,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,16.753379821777344,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,17.006500244140625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,17.243799209594727,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,17.496919631958008,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,17.75004005432129,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,18.00316047668457,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,18.25628089904785,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,18.493579864501953,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,18.746700286865234,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,18.999820709228516,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,19.252941131591797,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,19.506061553955078,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,19.74336051940918,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,19.996479034423828,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,20.24959945678711,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,20.50271987915039,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,20.755840301513672,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,20.993139266967773,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,21.246259689331055,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,21.499380111694336,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,21.752500534057617,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,22.0056209564209,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,22.25874137878418,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,22.49604034423828,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,22.749160766601562,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,23.00227928161621,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,23.255399703979492,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,23.508520126342773,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,23.745819091796875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,23.998939514160156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,24.252059936523438,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,24.50518035888672,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,24.75830078125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,24.9955997467041,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,25.248720169067383,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,25.501840591430664,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,25.754961013793945,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,26.008079528808594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,26.245378494262695,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,26.498498916625977,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,26.751619338989258,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,27.00473976135254,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,27.25786018371582,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,27.495159149169922,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,27.748279571533203,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,28.001399993896484,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,28.254520416259766,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,28.507640838623047,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,28.760761260986328,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,28.99806022644043,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,29.251178741455078,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,29.50429916381836,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,29.75741958618164,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,30.010540008544922,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,30.247838973999023,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,30.500959396362305,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,30.754079818725586,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,31.007200241088867,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,31.26032066345215,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,31.49761962890625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,31.75074005126953,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,32.00386047363281,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,32.256980895996094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,32.510101318359375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,32.74740219116211,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,33.00052261352539,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,33.25364303588867,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,33.50675964355469,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,33.75988006591797,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,34.01300048828125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,34.25029754638672,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,34.50341796875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,34.75653839111328,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,35.00965881347656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,35.262779235839844,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,35.50008010864258,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,35.75320053100586,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,36.00632095336914,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,36.25944137573242,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,36.5125617980957,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,36.74985885620117,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,37.00297927856445,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,37.256099700927734,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,37.509220123291016,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,37.7623405456543,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,37.99964141845703,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,38.25276184082031,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,38.505882263183594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,38.759002685546875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,39.012123107910156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,39.26524353027344,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,39.502540588378906,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,39.75565719604492,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,40.0087776184082,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,40.261898040771484,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,40.515018463134766,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,40.7523193359375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,41.00543975830078,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,41.25856018066406,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,41.511680603027344,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,41.764801025390625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,42.002098083496094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,42.255218505859375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,42.508338928222656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,42.76145935058594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,43.01457977294922,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,43.25188064575195,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,43.505001068115234,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,43.758121490478516,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,44.0112419128418,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,44.26436233520508,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,44.51748275756836,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,44.75477981567383,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,45.00790023803711,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,45.26102066040039,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,45.514137268066406,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,45.76725769042969,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,46.00455856323242,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,46.2576789855957,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,46.510799407958984,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,46.763919830322266,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,47.01704025268555,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,47.254337310791016,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,47.5074577331543,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,47.76057815551758,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,48.01369857788086,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,48.26681900024414,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,48.504119873046875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,48.757240295410156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,49.01036071777344,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,49.26348114013672,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,49.5166015625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,49.76972198486328,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,50.00701904296875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,50.26013946533203,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,50.51325988769531,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,50.766380310058594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,51.019500732421875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,51.25680160522461,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,51.50992202758789,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,51.763038635253906,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,52.01615905761719,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,52.26927947998047,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,52.5065803527832,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,52.75969696044922,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,53.0128173828125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,53.26593780517578,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,53.51905822753906,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,53.7563591003418,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,54.00947952270508,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,54.26259994506836,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,54.51572036743164,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,54.76884078979492,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,55.006141662597656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,55.25926208496094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,55.51237869262695,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,55.765499114990234,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,56.018619537353516,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,56.2717399597168,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,56.50904083251953,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,56.76216125488281,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,57.015281677246094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,57.268402099609375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,57.521522521972656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,57.75882339477539,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,58.011940002441406,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,58.26506042480469,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,58.5181770324707,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,58.771297454833984,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,59.00859832763672,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,59.26171875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,59.51483917236328,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,59.76796340942383,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,60.021080017089844,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,60.25838088989258,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,60.511505126953125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,60.76462173461914,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,61.017738342285156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,61.27085876464844,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,61.52397537231445,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,61.76127624511719,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,62.014400482177734,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,62.26751708984375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,62.5206413269043,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,62.77375793457031,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,63.01105880737305,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,63.264183044433594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,63.51729965209961,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,63.77042007446289,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,64.0235366821289,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,64.2608413696289,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,64.51396179199219,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,64.76708221435547,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,65.02020263671875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,65.2733154296875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,65.5106201171875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,65.76374053955078,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,66.01686096191406,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,66.26998138427734,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,66.52310180664062,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,66.77621459960938,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,67.01351928710938,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,67.26663970947266,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,67.51976013183594,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,67.77288055419922,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,68.0260009765625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,68.26329803466797,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,68.51641845703125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,68.76953887939453,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,69.02265930175781,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,69.2757797241211,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,69.51307678222656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,69.76620483398438,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,70.01931762695312,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,70.27244567871094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,70.52555847167969,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,70.76285552978516,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,71.01598358154297,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,71.26909637451172,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,71.52222442626953,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,71.77533721923828,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,72.0284652709961,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,72.26576232910156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,72.51888275146484,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,72.77200317382812,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,73.0251235961914,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,73.27823638916016,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,73.51553344726562,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,73.76866149902344,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,74.02177429199219,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,74.27490234375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,74.52801513671875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,74.76531982421875,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,75.01844024658203,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,75.27156066894531,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,75.5246810913086,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,75.77780151367188,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,76.01509857177734,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,76.26821899414062,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,76.5213394165039,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,76.77445983886719,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,77.02758026123047,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,77.28070068359375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,77.51800537109375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,77.7711181640625,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,78.02424621582031,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,78.27735900878906,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,78.53048706054688,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,78.76778411865234,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,79.0208969116211,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,79.27401733398438,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,79.52713775634766,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,79.78025817871094,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,80.0175552368164,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,80.27068328857422,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,80.52379608154297,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,80.77692413330078,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,81.03003692626953,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,81.267333984375,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,81.52046203613281,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,81.77357482910156,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,82.02670288085938,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,82.27981567382812,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,82.51712036132812,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,82.7702407836914,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,83.02336120605469,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,83.27648162841797,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,83.52960205078125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,83.78272247314453,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,84.02001953125,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,84.27313995361328,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,84.52626037597656,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,84.77938079833984,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,85.0324935913086,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,85.2697982788086,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,85.52291870117188,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,85.77603912353516,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,86.02915954589844,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,86.28227996826172,0.0,0.0,311.2193603515625,2817.621826171875,0.0
0.0,86.51957702636719,0.0,0.0,311.2193603515625,2817.621826171875,0.0
