I_target_uA,C_pF,C_th_mW_ns_per_K,S_e_mW_per_K,T0_K,T_init_K,sigma_W_sqrt_s,Rm_factor_scale,Tc_shift_K,w_scale,beta_scale,R_init_ohm,R_fast_ohm,tau_init_ns,tau_fast_ns,Rm_eff_ohm,Tc_eff_K,w_eff_K,beta_eff_per_K,reversal_threshold_K,recommended_dt_ns,dt_ns,dt_over_tau_fast,dt_over_tau_init,dT_step_over_reversal,estimated_steps,feasible,turn_count,pulse_turn_count,n_cycles,V_pp_mV,V_std_mV,baseline_mean_mV,plateau_mean_mV,plateau_std_mV,plateau_vpp_mV,plateau_turn_count,plateau_res_ohm,onset_overshoot_mV,onset_undershoot_mV,turnoff_undershoot_mV,dominant_freq_MHz,spectral_purity,period_cv,amplitude_cv,late_to_early_vpp,unstable,zigzag,oscillatory,trace_score
2000.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,9.0,9.0,4.0,736.2698488836724,136.8979762200735,0.0,917.91987415751,8.078526745546515,55.87922202353616,5.0,458.959937078755,509.12550366292396,917.91987415751,911.085899924985,3.571705228026265,0.21509231551673175,0.015369754873053617,1.6953527657419476,0.00714625529389608,0.0,0.0,1.0,0.7270999073369174
50.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,0.0,0.0,0.0,18.380051559207573,4.299072481496742,0.0,27.199225203956928,0.9109196739536884,3.402296847991817,0.0,543.9845040791387,-5.74731013103586,27.199225203956928,21.64249101074601,3.571880492033722,0.7486380847608393,inf,inf,0.06962255078354815,0.0,0.0,0.0,0.0721995221778895
200.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,0.0,0.0,0.0,70.12225872875334,16.410930649715766,0.0,107.38093667869548,3.023158520863367,11.33089679274029,0.0,536.9046833934775,-21.66620150735791,107.38093667869548,87.07020777565414,3.571880492033722,0.7410102937129098,inf,inf,0.037729032865549246,0.0,0.0,0.0,0.08809072286077577
350.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,114.46483668713574,25.99971888530526,0.0,182.52348708286286,3.1967917294333965,13.13034839700913,1.0,521.4956773796081,-32.88213011835509,182.52348708286286,153.4385509616376,3.571880492033722,0.7222693037134207,inf,inf,0.03671407756957335,0.0,0.0,0.0,0.10398554144331508
500.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,152.90674125286534,32.41577861421691,0.0,249.1302471355559,3.699447572797271,12.246268627120969,1.0,498.2604942711118,-36.15688672059326,249.1302471355559,218.6817670801154,3.571880492033722,0.6944975717131634,inf,inf,0.12970608561359367,0.0,0.0,0.0,0.12410158762994909
650.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,186.14669967507314,37.111141682067704,0.0,304.3775468256947,11.248836269066043,35.30485710533594,1.0,468.2731489626073,-28.935540877997084,304.3775468256947,278.1080737308493,3.571880492033722,0.6709656748624608,inf,inf,0.24223368561298123,0.0,0.0,0.0,0.14366358566190257
800.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,214.93791549799843,43.34730618065563,0.0,346.68781353491613,23.485540883661166,70.99300301646457,1.0,433.3597669186452,-9.924097155145148,346.68781353491613,326.7294828807082,3.571880492033722,0.660805659707883,inf,inf,0.3413732638767391,0.0,0.0,0.0,0.16072034489095935
950.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,239.92343339775474,53.383781861555015,0.0,376.1793713642217,38.033923423615086,115.63915066748694,1.0,395.9782856465492,20.456161529739063,376.1793713642217,362.0822820254281,3.571880492033722,0.6577771523813465,inf,inf,0.40477334775879575,0.0,0.0,0.0,0.17399463699691042
1100.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,261.63207263975914,66.58711122858021,0.0,394.5812995902763,52.380917915637426,163.091357345976,0.0,358.7102723547967,60.14936990003241,394.5812995902763,384.9302067060089,3.571880492033722,0.6548406545887835,inf,inf,0.424501083682864,0.0,0.0,0.0,0.18314136929890662
1250.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,280.4961448364678,81.07920896761972,0.0,404.5648921915664,64.30873472378669,205.30973069323323,0.0,323.65191375325315,106.1295398214989,404.5648921915664,397.98341675070213,3.571880492033722,0.6500633237107447,inf,inf,0.4070750810404028,0.0,0.0,0.0,0.18497756797022719
1400.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,296.87060277313674,95.37849264351709,0.0,408.9396203694867,72.46766524662578,238.39094849010985,0.0,292.0997288353476,155.20136958575114,408.9396203694867,404.3938638322479,3.571880492033722,0.6439180058705894,inf,inf,0.3665145542461886,0.0,0.0,0.0,0.18223973241161776
1550.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,313.80028168130553,108.66468110560193,0.0,410.1433065886578,76.45662092248872,260.5376295157234,0.0,264.6085848959083,204.50851633251688,410.1433065886578,406.9287676663688,3.571880492033722,0.6372771167890903,inf,inf,0.3169647841835189,0.0,0.0,0.0,0.17889512293238755
1700.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,349.37375031832266,120.56938385442828,0.0,410.079497169994,76.59223234547412,271.2780917051774,0.0,241.22323362940824,251.69764020496638,410.079497169994,407.73400251955377,3.571880492033722,0.630836321889214,inf,inf,0.2683367158240191,0.0,0.0,0.0,0.1756127283181213
1850.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,381.45451915573045,130.97502351096242,0.0,410.1429654416278,73.61821753462628,271.1827271628107,0.0,221.69890023871775,294.89920075111286,410.1429654416278,408.3669036135231,3.571880492033722,0.624974299174113,inf,inf,0.22547193433054732,0.0,0.0,0.0,0.17271935556731197
2000.0,80.0,40.0,0.1,334.60522963027233,334.9502461470692,0.0,8.0,4.0,1.2,1.2,519.9112583169818,145.58270509427453,41.59290066535854,11.646616407541961,145.58270509427453,337.5701800798817,8.280396403124948,0.356389763913571,0.003,0.04121368672270927,0.04121368672270927,0.0035386832776617126,0.0009908827242971032,0.024000000000000007,19411.02734590327,1.0,1.0,1.0,0.0,410.1748574053805,139.89367827331674,0.0,411.29811300891464,68.45804697575956,261.73965971214443,0.0,205.64905650445732,333.0541440251316,411.29811300891464,409.8969548604365,3.571880492033722,0.6199145759090766,inf,inf,0.18813909144138466,0.0,0.0,0.0,0.17019938867229345
50.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,10.413699139729985,2.3094194292865287,0.0,17.4436747616555,0.32308944610787976,1.2457912617190985,0.0,348.8734952331101,-2.7494679201554213,17.4436747616555,15.033404627515997,3.5711568651379046,0.7411961493597878,inf,inf,0.023994821969089496,0.0,0.0,0.0,0.06911965048291353
200.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,41.65479413346523,9.237677201731625,0.0,69.7746980158196,1.2923573711403527,4.983163458778861,0.0,348.873490079098,-10.997870730253318,69.7746980158196,60.13361860488738,3.5711568651379046,0.7411961370073803,inf,inf,0.023994783972876393,0.0,0.0,0.0,0.07691537380621663
350.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,72.89588084111458,16.165933188283358,0.0,122.10571766428369,2.2616238693554864,8.72053019892067,0.0,348.87347904081054,-19.24627022303899,122.10571766428369,105.23383279682594,3.5711568651379046,0.7411961110648557,inf,inf,0.023994705700956583,0.0,0.0,0.0,0.08816215973761582
500.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,104.13695460551008,23.094186296611042,0.0,174.43673138077622,3.230888088303365,12.457888311271006,0.0,348.87346276155245,-27.49466428415232,174.43673138077622,150.3340469379787,3.5711568651379046,0.7411960741517347,inf,inf,0.0239945980793268,0.0,0.0,0.0,0.0994089390283382
650.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,135.3780129218277,30.022435789344133,0.0,226.76773739825472,4.2001494915248,16.195235941141107,0.0,348.8734421511611,-35.743051351394996,226.76773739825472,195.43426023324034,3.5711568651379046,0.7411960299190542,inf,inf,0.023994475419343752,0.0,0.0,0.0,0.11065571174266367
800.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,166.61905563897318,36.950681343540985,0.0,279.0987346340264,5.1694079171285745,19.932572752331055,0.0,348.8734182925331,-43.991430537030084,279.0987346340264,240.53447142206593,3.5711568651379046,0.7411959826047858,inf,inf,0.023994352833282426,0.0,0.0,0.0,0.12190247884627693
950.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,197.8600846633067,43.87892304011647,0.0,331.4297227212758,6.1386635752743075,23.669899854424557,0.0,348.87339233818506,-52.23980165670423,331.4297227212758,285.63467901398633,3.5711568651379046,0.741195936537508,inf,inf,0.023994243771246558,0.0,0.0,0.0,0.13314924193334954
1100.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,229.1011033021765,50.8071612942564,0.0,383.7607019524588,7.107916990496592,27.40721949775275,0.0,348.8733654113263,-60.488165170500736,383.7607019524588,330.7348816088805,3.5711568651379046,0.7411958956603898,inf,inf,0.02399415819073332,0.0,0.0,0.0,0.14439600286665805
1250.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,260.34211545837684,57.735396748762106,0.0,436.09167315439356,8.077168904699926,31.144534623660718,0.0,348.87333852351486,-68.73652205600467,436.09167315439356,375.8350781950925,3.5711568651379046,0.741195863140742,inf,inf,0.02399410164422532,0.0,0.0,0.0,0.1556427634260009
1400.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,291.5831248857925,64.66363015606294,0.0,488.4226375233782,9.046420161952948,34.88184837538648,0.0,348.8733125166988,-76.98487364174531,488.4226375233782,420.93526833930815,3.5711568651379046,0.7411958411123597,inf,inf,0.023994075303742802,0.0,0.0,0.0,0.15911960008300266
1550.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,322.82413465528396,71.59186227160127,0.0,540.7535964503785,10.015671596344765,38.619163664873895,0.0,348.8732880325023,-85.23322143108174,540.7535964503785,466.0354522295504,3.5711568651379046,0.7411958305729313,inf,inf,0.02399407672105096,0.0,0.0,0.0,0.15911960017867094
1700.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,354.0651468908825,78.52009377365093,0.0,593.0845513619867,10.98492393989022,42.35648286054675,0.0,348.873265507051,-93.4815669422556,593.0845513619867,511.135630583833,3.5711568651379046,0.7411958314315127,inf,inf,0.0239941010025155,0.0,0.0,0.0,0.15911960181766982
1850.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,385.3061627540282,85.44832521550443,0.0,645.4155035946843,11.954177760637538,46.09380762248588,0.0,348.8732451863159,-101.72991158214779,645.4155035946843,556.235804472819,3.5711568651379046,0.7411958426779014,inf,inf,0.023994142068253836,0.0,0.0,0.0,0.15911960458960714
2000.0,105.74591021439521,69.94421886982519,0.048266994422652226,341.75210026530266,341.75210026530266,0.0,19.51391286116835,-5.926285736081954,1.3569827347062131,1.337655543001637,355.11144265544345,355.11102766285535,37.55158273114688,37.55153884737792,355.11102766285535,327.64389434379973,9.363629129636653,0.3972722859733609,0.004062537750964952,0.040008758878954734,0.040008758878954734,0.001065435934371792,0.0010654346892752878,0.05683020592408402,19995.621519287197,1.0,0.0,0.0,0.0,416.54718260107154,92.37655700806145,0.0,697.7464543104658,12.923433433763556,49.83113887617242,0.0,348.8732271552329,-109.97825656179202,697.7464543104658,601.3359751165774,3.5711568651379046,0.7411958626308692,inf,inf,0.023994193739801283,0.0,0.0,0.0,0.15911960807743658
50.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,0.0,0.0,0.0,22.84356137163295,4.026588797807575,0.0,66.23180182342139,0.6085144820250387,2.204750470023967,0.0,1324.636036468428,-3.367559092322878,66.23180182342139,65.33178987588545,3.571510933406961,0.8010607501648281,inf,inf,0.05001995210094827,0.0,0.0,0.0,0.07190002886060187
200.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,0.0,0.0,0.0,76.71622589222474,12.55072738035972,0.0,253.67627545908525,0.43136362376493254,1.752067973628499,0.0,1268.3813772954263,-5.865061704479615,253.67627545908525,250.86237370902032,3.571510933406961,0.769411914046122,inf,inf,0.007602427580976081,0.0,0.0,0.0,0.08843100518291679
350.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,108.49373498178073,15.247978219916023,0.0,398.40706680152937,6.560785419697581,22.799019432268324,0.0,1138.305905147227,20.196969933880666,398.40706680152937,395.69440046859245,3.571510933406961,0.6289039886755085,inf,inf,0.09831066295461702,0.0,0.0,0.0,0.10599371434287772
500.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,126.36631362390159,39.323708202428456,0.0,473.43070917647265,18.24046050033257,66.02954812394938,0.0,946.8614183529453,95.0047671443657,473.43070917647265,471.9062192643221,3.571510933406961,0.6717832100718656,inf,inf,0.16886609351456186,0.0,0.0,0.0,0.11719033421683751
650.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,237.6284347882903,78.85950345662559,0.0,486.6268049475252,21.241954475733536,82.84377528925774,0.0,748.6566229961926,217.38286253565138,486.6268049475252,485.9823922242673,3.571510933406961,0.6691377096947083,inf,inf,0.07241918405368256,0.0,0.0,0.0,0.1507345314474081
800.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,366.8155800119784,116.2496255181208,0.0,472.56634605491854,14.222214986558047,59.63164487383443,0.0,590.7079325686483,355.1223443098298,472.56634605491854,472.33042569299323,3.571510933406961,0.6615556856484625,inf,inf,0.022124661099448894,0.0,0.0,0.0,0.1589934146242128
950.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,493.81674736533233,145.9476543320348,0.0,453.7177227995486,7.736743604696006,32.82132666230194,0.0,477.59760294689323,487.68090157756103,453.7177227995486,453.6391684598253,3.571510933406961,0.6623976367898095,inf,inf,0.008155148809304116,0.0,0.0,0.0,0.15805047254462803
1100.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,614.5183573073882,167.52705159527775,0.0,435.8436580412876,4.612485241939351,19.128082011819743,0.0,396.22150731026153,610.8581441466376,435.8436580412876,435.8195113821,3.571510933406961,0.673907071795551,inf,inf,0.0038779107695005826,0.0,0.0,0.0,0.1577617589769413
1250.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,727.7714324096193,181.8992475842029,0.0,419.65121245180444,3.2230288727860987,13.178137721375492,0.0,335.72096996144353,725.2002247135947,419.65121245180444,419.64435026216324,3.571510933406961,0.6944475956692182,inf,inf,0.0023082883152055864,0.0,0.0,0.0,0.15765580946127636
1400.0,12.889568944311277,11.897159648511145,0.11407783987822093,334.6667133900249,339.100061697075,0.0,6.570262227967712,7.937003968081497,1.3341295353710025,1.19774338355293,352.4454909526095,119.56456854078432,4.542870454745296,1.5411357495032707,119.56456854078432,341.5071840479632,9.205934504990672,0.3557195680778921,0.019349369436219652,0.04623407248509812,0.04623407248509812,0.030000000000000002,0.01017728173093818,0.02211182771425642,17303.256170173005,1.0,1.0,1.0,0.0,833.6009471257189,190.09863701624437,0.0,405.3143296569019,2.5528589586571795,10.357112962347344,0.0,289.5102354692157,831.5368846756069,405.3143296569019,405.31253556236635,3.571510933406961,0.721476532337327,inf,inf,0.0016467693897087561,0.0,0.0,0.0,0.15761115693380534
