selected_traces,near_transition_check_trace,baseline_start_ns,baseline_stop_ns,integration_start_ns,integration_stop_ns,fit_start_ns,fit_stop_ns,ambient_temperature_K,S_e_mW_per_K,C_th_pJ_per_K,C_th_ci95_lower_pJ_per_K,C_th_ci95_upper_pJ_per_K,tau_th_ns,tau_th_ci95_lower_ns,tau_th_ci95_upper_ns,fit_rmse_K,near_transition_check_C_th_pJ_per_K,near_transition_check_rmse_K,bootstrap_samples
"100mv0_converted.csv,150mv0_converted.csv,200mv0_converted.csv",250mv0_converted.csv,-200.0,-50.0,-50.0,80.0,15.0,35.0,314.4,0.003675126546984294,0.04716260865806837,0.02012238146450977,0.0923531322897198,12.832921004249142,5.411761770234337,24.769335278780073,0.8062520911009592,0.022961939796479952,2.088957863818798,1000.0
