source_file,nominal_drive_mV,time_ns,current_corrected_uA,voltage_corrected_mV,current_smoothed_uA,voltage_smoothed_mV,effective_resistance_ohm,power_mW,temperature_inferred_K,temperature_model_K,fit_window,included_in_primary_fit
100mv0_converted.csv,100.0,-16.0,0.3706868955656599,7.08,1.292016113177022,7.557114008657998,5849.086502547806,9.763913068301932e-06,285.1992961509187,314.40029941972335,False,True
100mv0_converted.csv,100.0,-15.0,2.0546633040093703,8.573333,1.3407536234575153,9.04098130303029,6743.208554391628,1.2121728441649507e-05,,314.40050049915027,False,True
100mv0_converted.csv,100.0,-14.0,2.80662787695852,11.36,1.7850274030435638,10.627993883116869,5953.966793448432,1.8971260320742984e-05,,314.400781005868,False,True
100mv0_converted.csv,100.0,-13.0,2.0546633040093703,13.08,2.832714814492913,12.8128715194805,4523.177361140093,3.629521096942673e-05,293.71776984902664,314.40128841872775,False,True
100mv0_converted.csv,100.0,-12.0,2.61598903826677,14.786667,3.692652686657085,15.432266419913397,4179.181669501673,5.698600005670111e-05,296.4439505596532,314.4021459542276,False,True
100mv0_converted.csv,100.0,-11.0,5.05192684234565,17.786667,4.322522206166579,18.146899082251057,4198.219978225306,7.84403742560941e-05,296.28590510569893,314.403369146864,False,True
100mv0_converted.csv,100.0,-10.0,6.54526441209762,21.86667,5.355263584242271,21.05252732034629,3931.1841497947594,0.00011274183291491602,298.58797109629774,314.40507100156253,False,True
100mv0_converted.csv,100.0,-9.0,6.1745830768314205,24.86667,7.022917855687875,24.702223727272692,3517.373296238445,0.00017348168808946007,302.5683282727653,314.40761811087543,False,True
100mv0_converted.csv,100.0,-8.0,7.487870206724019,28.08,8.463025048770817,28.829322255411213,3406.503240776586,0.00024398327638663106,303.73467212790496,314.41131410881974,False,True
100mv0_converted.csv,100.0,-7.0,10.29449490636852,32.8,9.680308319808661,33.049986030302975,3414.1460104812277,0.0003199340547387019,303.6527630323338,314.41622743425216,False,True
100mv0_converted.csv,100.0,-6.0,12.53979943205512,38.373329999999996,11.312292695951744,37.532755238095184,3317.873418491619,0.00042458151293884867,304.70160607366637,314.422618164699,False,True
100mv0_converted.csv,100.0,-5.0,12.73043827074682,42.88,13.69069394136253,42.74637770562764,3122.294449697808,0.0005852275742696306,306.9542240189163,314.4312429752129,False,True
100mv0_converted.csv,100.0,-4.0,14.975742796433423,47.58667,15.852689156994764,48.3548053679653,3050.258848141828,0.0007665536987453356,307.8287474727516,314.44271176012444,False,True
100mv0_converted.csv,100.0,-3.0,18.34369561332092,53.81333,17.85082169414273,54.01402510822503,3025.856514266135,0.0009641947311898734,308.13086767399625,314.45718805506635,False,True
100mv0_converted.csv,100.0,-2.0,21.52100959151652,60.666669999999996,20.188875006479652,59.854718311688224,2964.737673222394,0.0012083994265427221,308.9011311088849,314.4750917094557,False,True
100mv0_converted.csv,100.0,-1.0,22.27296860416622,66.45333,23.228320895300996,66.37546909090901,2857.523339292963,0.001541790695619767,310.3015390990645,314.49755596114096,False,True
100mv0_converted.csv,100.0,5.546246e-13,25.07960124709572,72.45333,25.883096189312145,73.1333919047618,2825.527184609414,0.0018929186173216115,310.7322634434066,314.525319976384,False,True
100mv0_converted.csv,100.0,1.0,28.818235399249318,79.53334000000001,28.362684053176274,79.83492207792196,2814.787272186302,0.002264332671306047,310.8782113103824,314.558374589163,False,True
100mv0_converted.csv,100.0,2.0,32.376827054828524,87.46667,31.050838509148527,86.53974406926395,2787.03404559483,0.0026871316177177586,311.25861800521045,314.5970582828983,False,True
100mv0_converted.csv,100.0,3.0,33.31943284945492,93.68,34.451116163063226,93.67849545454531,2719.1715650415626,0.0032273287288855307,312.209140156415,314.6426792439127,False,True
100mv0_converted.csv,100.0,4.0,36.68738566634232,100.33332999999999,37.32234418374019,100.87578021645007,2702.825409889379,0.003764920589041679,312.44254486625414,314.6958723023004,False,True
100mv0_converted.csv,100.0,5.0,40.42602776178092,107.4,39.97955153279176,107.80392060606044,2696.476485426262,0.004309952399306985,312.5336795415879,314.7561204495658,False,True
100mv0_converted.csv,100.0,6.0,44.17525825605182,115.33330000000001,42.72419144451469,114.47412164502148,2679.3747938726337,0.004890814288604561,312.78050787149743,314.82333986985964,False,True
100mv0_converted.csv,100.0,7.0,44.73657843000972,121.54669999999999,46.1073196493916,121.39735679653661,2632.930253149914,0.005597306734409155,313.46093719302036,314.89866659956095,False,True
100mv0_converted.csv,100.0,8.0,48.28458168675652,127.54669999999999,48.81376745620676,128.14586870129853,2625.1993111628703,0.006255282635258791,313.57566184715284,314.9822562943711,False,True
100mv0_converted.csv,100.0,9.0,51.65253450364402,133.9867,51.24388423195174,134.40682813852797,2622.885250660258,0.0068875279411145605,313.6100828255441,315.0727352798819,False,True
100mv0_converted.csv,100.0,10.0,55.21112615922312,141.0533,53.653278799759235,140.1547580086578,2612.2309976941565,0.007519762306551306,313.76906086797226,315.1693279613501,False,True
100mv0_converted.csv,100.0,11.0,55.21112615922312,146.20000000000002,56.596077743439885,145.95596363636344,2578.905985287671,0.008260535065082309,314.27162522495445,315.27269727762433,False,True
100mv0_converted.csv,100.0,12.0,58.20838969755942,150.7067,58.74734343798258,151.48525324675305,2578.5889945248414,0.008899356198276765,314.2764450525163,315.38237451309146,False,True
100mv0_converted.csv,100.0,13.0,61.015022340488926,155.85330000000002,60.59981335687424,156.25852554112532,2578.5314654504605,0.00946923748321256,314.2773200215483,315.4961482261338,False,True
100mv0_converted.csv,100.0,14.0,63.82164704013343,161.4267,62.39699075699067,160.4034541125539,2570.6921466334184,0.010008692843650403,314.39675078271375,315.61270298265737,False,True
100mv0_converted.csv,100.0,15.0,63.450957761582316,164.85330000000002,64.72711264772977,164.50757445887422,2541.5558910249665,0.010648100303404344,314.8446754936574,315.73255667052865,True,True
100mv0_converted.csv,100.0,16.0,65.69626228726892,167.2133,66.2812910004386,168.27397619047593,2538.7854347822285,0.011153416383681811,314.887603004426,315.8550827952474,True,True
100mv0_converted.csv,100.0,17.0,67.94156681295551,170.85330000000002,67.48147252685084,171.1406597402595,2536.113296463155,0.011548823728489449,314.92906312544267,315.97759564188925,True,True
100mv0_converted.csv,100.0,18.0,69.99622455666542,174.5067,68.58541730485882,173.39958658008632,2528.228206432479,0.011892683006085217,315.0517249580491,316.09845722484255,True,True
100mv0_converted.csv,100.0,19.0,69.06421510415632,176.0,70.18929720410974,175.69922813852787,2503.2196522440786,0.012332205342347814,315.44396319907673,316.2182607622969,True,True
100mv0_converted.csv,100.0,20.0,70.37751017733382,176.4267,71.15037729142053,177.66131471861448,2496.983452258338,0.012640669572319222,315.54254181992525,316.33669454619974,True,True
100mv0_converted.csv,100.0,21.0,72.06147864249262,178.57330000000002,71.69185049740511,178.7199493506491,2492.8907276164937,0.012812763889750549,315.60740485814887,316.4511330382346,True,True
100mv0_converted.csv,100.0,22.0,73.74546299422123,180.5067,72.26601716385687,179.26193333333308,2480.5841025785653,0.012954545951092813,315.803253538374,316.5601897910611,True,True
100mv0_converted.csv,100.0,23.0,72.43216792104371,180.08,73.3540475532833,179.95382900432875,2453.2228964408946,0.01320034173017894,316.2430901968389,316.6650377291458,True,True
100mv0_converted.csv,100.0,24.0,72.80285719959492,179.2133,73.84306695045846,180.39168614718588,2442.9062009059185,0.013320675357472736,316.4105349526578,316.76574322217135,True,True
100mv0_converted.csv,100.0,25.0,74.48683360803862,179.8667,73.89730751696942,180.09933939393915,2437.1569877912266,0.013308856266796966,316.50423412733954,316.85998849136024,True,True
100mv0_converted.csv,100.0,26.0,75.42940762952522,180.72,74.02209972140896,179.49188268398242,2424.841815613467,0.013286366039217186,316.7058811313697,316.94681725066624,True,True
100mv0_converted.csv,100.0,27.0,73.74546299422123,179.2133,74.73252673573016,179.1383454545452,2397.0599319893977,0.013387461191076264,317.165537360012,317.0279548878388,True,True
100mv0_converted.csv,100.0,28.0,73.92550549079571,177.72,75.00340324025838,178.60015194805172,2381.227307458862,0.01339561921533114,317.4304939849804,317.10411194877514,True,True
100mv0_converted.csv,100.0,29.0,75.42940762952522,177.29330000000002,74.77434699621315,177.59529610389586,2375.0832101935966,0.013279572295767931,317.53391067818325,317.1734430159777,True,True
100mv0_converted.csv,100.0,30.0,76.17083384633712,177.29330000000002,74.80222558808882,176.3534571428569,2357.5963917701756,0.013191631084439335,317.83009367872745,317.23549985491775,True,True
100mv0_converted.csv,100.0,31.0,74.48683360803862,175.57330000000002,75.38111286969469,175.51265844155822,2328.337321643857,0.013230339516043271,318.3318789775326,317.29241919785363,True,True
100mv0_converted.csv,100.0,32.0,74.30678316817922,174.0667,75.51293243986842,174.57904372294348,2311.9092065715,0.013182975534067465,318.617092687698,317.3449718574321,True,True
100mv0_converted.csv,100.0,33.0,75.99075957662292,173.0,75.16255775150695,173.3865493506491,2306.820770041887,0.013032176528902671,318.7059491528088,317.39155008469265,True,True
100mv0_converted.csv,100.0,34.0,76.36147268502891,173.0,75.09258858675454,172.1705627705625,2292.7770371326815,0.012928733236879849,318.95246515447,317.43204977218625,True,True
100mv0_converted.csv,100.0,35.0,74.67747244673032,171.28,75.59156814113453,171.4124177489175,2267.612935729538,0.012957333456503914,319.3989314659132,317.4687675260294,True,True
100mv0_converted.csv,100.0,36.0,74.48683360803862,170.2133,75.70353390041842,170.6708770562768,2254.4638045666384,0.012920388527043995,319.6346872593803,317.50263891408474,False,True
100mv0_converted.csv,100.0,37.0,76.17083384633712,169.7867,75.33165268210077,169.89432251082226,2255.284683953179,0.012798420096046077,319.61992047027104,317.5323390750825,False,True
100mv0_converted.csv,100.0,38.0,76.55211152372063,169.7867,75.28474706869993,169.0647714285712,2245.670976011831,0.012727998555227547,319.7932948277952,317.5578573661022,False,True
100mv0_converted.csv,100.0,39.0,74.86811128542212,168.4933,75.73700528701252,168.7541125541123,2228.1592982796546,0.01278093111471591,320.11148128122034,317.581300624036,False,True
100mv0_converted.csv,100.0,40.0,74.67747244673032,168.0667,75.81710214007042,168.3880519480517,2220.9771568024125,0.012766694133712918,320.24287715662257,317.60337220200876,False,True
100mv0_converted.csv,100.0,41.0,76.17083384633712,167.85330000000002,75.4455375183956,168.0367004329002,2227.258310565134,0.012677619186977773,320.12793626745434,317.6227255677012,False,True
100mv0_converted.csv,100.0,42.0,76.55211152372063,168.4933,75.36906637947038,167.6689705627703,2224.639080953792,0.0126370537721229,320.1758176032715,317.63931230526254,False,True
100mv0_converted.csv,100.0,43.0,75.04815378199652,167.4267,75.8153582967395,167.80888398268377,2213.3890514093964,0.01272249066452316,320.3822696973526,317.6551299408788,False,True
100mv0_converted.csv,100.0,44.0,74.86811128542212,167.64000000000001,75.89879552462936,167.87497489177466,2211.8266005591454,0.012741508393013093,320.41104680069657,317.67081833854803,False,True
100mv0_converted.csv,100.0,45.0,76.17083384633712,167.64000000000001,75.61722178794908,167.94482510822488,2220.986451726395,0.012699521088346958,320.2427067887691,317.6850882943361,False,True
100mv0_converted.csv,100.0,46.0,76.73210636058542,168.9333,75.58163759071903,167.9874714285712,2222.5963446073715,0.012696768185295535,320.21320868444946,317.6978373788546,False,True
100mv0_converted.csv,100.0,47.0,75.23876879083342,168.0667,75.95971422742902,168.45580259740237,2217.699267443703,0.012795854625250878,320.303020217013,317.71062671951006,False,True
100mv0_converted.csv,100.0,48.0,75.23876879083342,168.4933,76.01491723810592,168.79882640692617,2220.6013311596175,0.012831228819211902,320.24976571301744,317.7238202330246,False,True
100mv0_converted.csv,100.0,49.0,76.17083384633712,168.9333,75.74862246159809,169.11386536796513,2232.56687543988,0.01281014234077952,320.03110375147867,317.7361629276164,False,True
100mv0_converted.csv,100.0,50.0,76.55211152372063,170.0,75.65382021543655,169.26273419913394,2237.332281663117,0.012805372462274502,319.9444229950366,317.74731879214215,False,True
100mv0_converted.csv,100.0,51.0,75.42940762952522,169.57330000000002,76.0269379728306,169.73903419913395,2232.6170003031402,0.012904739024625727,320.0301905323357,317.7586169397754,False,True
100mv0_converted.csv,100.0,52.0,75.42940762952522,169.7867,76.05810694154549,170.04276666666644,2235.6954899936295,0.012933130931769583,319.974170807497,317.7703617309786,False,True
100mv0_converted.csv,100.0,53.0,76.17083384633712,170.0,75.86745469211293,170.2244099567097,2243.7079330988286,0.01291449270988233,319.8288089943967,317.7813193140119,False,True
100mv0_converted.csv,100.0,54.0,76.73210636058542,170.85330000000002,75.806661053068,170.36201731601707,2247.3225300974036,0.012914575702992207,319.76344389027673,317.7912686862562,False,True
100mv0_converted.csv,100.0,55.0,75.42940762952522,170.64000000000001,76.09442425927351,170.69910519480496,2243.253784445345,0.012989250131371846,319.8370317123056,317.8012445319479,False,True
100mv0_converted.csv,100.0,56.0,75.60948189923943,170.64000000000001,76.06943832980559,170.9484571428569,2247.2685600976197,0.013003953118203968,319.76441859768806,317.81137615458164,False,True
100mv0_converted.csv,100.0,57.0,76.17083384633712,171.0667,75.87260510431696,170.98356190476167,2253.561238205503,0.012972968271729514,319.6509328295292,317.8205761407412,False,True
100mv0_converted.csv,100.0,58.0,76.55211152372063,171.28,75.7847730047288,170.98356536796513,2256.17308845533,0.012957950688950446,319.6039449712303,317.82861937487246,False,True
100mv0_converted.csv,100.0,59.0,75.42940762952522,171.0667,76.16247448456106,171.06575627705604,2246.06352977322,0.013028791297633421,319.7861960960039,317.8366403564879,False,True
100mv0_converted.csv,100.0,60.0,75.80012073793112,170.64000000000001,76.19584075157906,171.15996277056252,2246.316348533964,0.013041677266311981,319.7816270654052,317.84490629679425,False,True
100mv0_converted.csv,100.0,61.0,76.36147268502891,171.28,76.03004032420627,171.00203722943698,2249.13779474866,0.013001291786075515,319.7306680340088,317.8522650488759,False,True
100mv0_converted.csv,100.0,62.0,76.92274519927712,171.0667,75.95769591093607,170.88751731601707,2249.7722616071796,0.012980222075264846,319.719218159807,317.8584479180963,False,True
100mv0_converted.csv,100.0,63.0,75.42940762952522,171.0667,76.23673697763327,170.8477930735928,2241.016599696771,0.01302487826376061,319.8775629934925,317.86441654901625,False,True
100mv0_converted.csv,100.0,64.0,75.60948189923943,170.2133,76.17176125064432,170.937366233766,2244.1041591685666,0.013020600249572375,319.8216385949471,317.87034307570264,False,True
100mv0_converted.csv,100.0,65.0,76.36147268502891,170.85330000000002,75.92871151751376,170.71385757575734,2248.343928981073,0.01296208324391161,319.74499725203634,317.87517768038214,False,True
100mv0_converted.csv,100.0,66.0,76.73210636058542,170.85330000000002,75.83734792284379,170.52914415584394,2248.6169259154303,0.01293247803633152,319.74006866941244,317.87875491885416,False,True
100mv0_converted.csv,100.0,67.0,75.42940762952522,170.85330000000002,76.22435783226368,170.37122164502142,2235.128330237083,0.012986436962990018,319.98448302039816,317.8823234400151,False,True
100mv0_converted.csv,100.0,68.0,75.60948189923943,169.57330000000002,76.25002736564812,170.43338831168805,2235.1911756620702,0.012995550522786347,319.98334035222604,317.8862617857509,False,True
100mv0_converted.csv,100.0,69.0,76.55211152372063,170.0,76.01683108836662,170.0841320346318,2237.453595466451,0.01292925673568805,319.9422187255626,317.8893117171176,False,True
100mv0_converted.csv,100.0,70.0,76.92274519927712,170.2133,75.90597893636824,169.74930649350625,2236.3100887718815,0.012884987283159201,319.9629962202155,317.89100828174054,False,True
100mv0_converted.csv,100.0,71.0,75.42940762952522,170.2133,76.21045708360907,169.60991731601706,2225.546516929313,0.0129260493245668,320.15922014916345,317.8925562512317,False,True
100mv0_converted.csv,100.0,72.0,75.42940762952522,168.7067,76.2314534896165,169.7881675324673,2227.2718118328175,0.012943198796338495,320.1276896283478,317.8945787126173,False,True
100mv0_converted.csv,100.0,73.0,76.36147268502891,169.36,75.93911584533176,169.53986450216425,2232.576223924873,0.0128747074108317,320.0309334325013,317.8959145754879,False,True
100mv0_converted.csv,100.0,74.0,76.92274519927712,170.0,75.84092136947379,169.24006709956686,2231.513858792419,0.012835322621462716,320.0502885411765,317.8960539117562,False,True
100mv0_converted.csv,100.0,75.0,75.60948189923943,169.7867,76.17360230465287,169.18338961038938,2221.0238782425977,0.01288730823673494,320.2420207933548,317.8963234210694,False,True
100mv0_converted.csv,100.0,76.0,75.23876879083342,168.28,76.18657461740477,169.43474805194782,2223.944952280878,0.0129086530752409,320.1885180180442,317.8973165712233,False,True
100mv0_converted.csv,100.0,77.0,76.36147268502891,168.9333,76.09418166241086,169.35886584415576,2225.648034372856,0.012887224303685057,320.15736440040786,317.8982287478185,False,True
100mv0_converted.csv,100.0,78.0,76.73210636058542,169.7867,75.92327071119131,169.2094492207791,2228.6901978241194,0.01284693482008079,320.10178939036433,317.89844057496515,False,True
100mv0_converted.csv,100.0,79.0,75.42940762952522,169.57330000000002,75.6738417637462,168.98649818181804,2233.0899851681115,0.012787857523620482,320.02157853721764,317.8976205843059,False,True
100mv0_converted.csv,100.0,80.0,75.23876879083342,168.28,75.34589482007551,168.69001272727255,2238.874634511952,0.012710099956146277,319.9164169835396,317.8954640011986,False,True
150mv0_converted.csv,150.0,-50.0,-0.3706861012371707,-3.2133339999999997,-0.31041361527181077,-3.1318791818181797,,9.72177939422702e-07,,314.4,False,True
150mv0_converted.csv,150.0,-49.0,0.38127767738347984,-3.0,-0.24917818653601415,-3.11830371212121,,7.770132640548842e-07,,314.40001781429027,False,True
150mv0_converted.csv,150.0,-48.0,-1.4933375697519704,-2.7866669999999996,-0.20286647948367484,-3.1014958766233747,,6.291895496237179e-07,,314.40003080122233,False,True
150mv0_converted.csv,150.0,-47.0,0.7519645729491398,-3.853337,-0.17147849411479285,-3.0814556753246736,,5.28403378886157e-07,,314.40004028521656,False,True
150mv0_converted.csv,150.0,-46.0,-0.5613249399289106,-2.7866669999999996,-0.15501423042936785,-3.0581831082251036,,4.740619010336066e-07,,314.4000474822278,False,True
150mv0_converted.csv,150.0,-45.0,0.5613257342573998,-2.7866669999999996,-0.24868298702244526,-3.0646480519480472,,7.621258317309584e-07,,314.40005656881334,False,True
150mv0_converted.csv,150.0,-44.0,-1.3026987310602305,-2.573334000000001,0.13584999295505956,-3.029554095238091,-22300.730602468968,-4.1156490249506647e-07,,314.4000557480338,False,True
150mv0_converted.csv,150.0,-43.0,0.7519645729491398,-3.853337,-0.31539285002914835,-2.7524971471861437,,8.681179199481381e-07,,314.4000563947469,False,True
150mv0_converted.csv,150.0,-42.0,-0.5613249399289106,-2.573334000000001,-0.14410222698246367,-3.0129308354978313,,4.341700431393723e-07,,314.4000653917318,False,True
150mv0_converted.csv,150.0,-41.0,0.5613257342573998,-2.7866669999999996,-0.28650817750009694,-2.96952539393939,,8.50793308657832e-07,,314.40007365021046,False,True
150mv0_converted.csv,150.0,-40.0,-1.4933375697519704,-2.573334000000001,0.10201366227817069,-2.983378012987009,-29244.88687458292,-3.0434531706497664e-07,,314.4000735492349,False,True
150mv0_converted.csv,150.0,-39.0,0.7519645729491398,-3.853337,-0.31539285002914835,-2.7746615497835463,,8.751084140525263e-07,,314.40007401302915,False,True
150mv0_converted.csv,150.0,-38.0,-0.3706861012371707,-2.360000000000001,-0.11026589630557482,-3.1135944372294326,,3.433232813531552e-07,,314.4000808210303,False,True
150mv0_converted.csv,150.0,-37.0,0.5613257342573998,-3.2133339999999997,-0.2650509921928016,-3.059106805194801,,8.108192939406334e-07,,314.4000865953256,False,True
150mv0_converted.csv,150.0,-36.0,-1.4933375697519704,-2.7866669999999996,0.11934446579560157,-3.1145178441558397,-26096.876997128635,-3.717004683216473e-07,,314.4000844256238,False,True
150mv0_converted.csv,150.0,-35.0,0.7519645729491398,-3.853337,-0.34840390434806434,-2.9390483982683944,,1.0239759370246333e-06,,314.40008493404974,False,True
150mv0_converted.csv,150.0,-34.0,-0.5613249399289106,-2.360000000000001,-0.17628800494340668,-3.2318049004328957,,5.697284382636402e-07,,314.400094761053,False,True
150mv0_converted.csv,150.0,-33.0,0.5613257342573998,-3.426667,-0.3096159155233381,-3.0711119610389566,,9.508651414917507e-07,,314.40010321634793,False,True
150mv0_converted.csv,150.0,-32.0,-1.4933375697519704,-2.7866669999999996,0.08715868783465852,-3.082193961038957,-35363.01472190506,-2.686399812960641e-07,,314.40010227519986,False,True
150mv0_converted.csv,150.0,-31.0,0.7519645729491398,-3.640001,-0.35995777335968493,-2.9039539826839786,,1.0453008095459138e-06,,314.40010270330833,False,True
150mv0_converted.csv,150.0,-30.0,-0.5613249399289106,-2.360000000000001,-0.1589572014259758,-3.17206403463203,,5.04222421689097e-07,,314.4001107361173,False,True
150mv0_converted.csv,150.0,-29.0,0.5613257342573998,-3.2133339999999997,-0.3096159155233381,-2.9567103593073547,,9.154445848342846e-07,,314.40011696845517,False,True
150mv0_converted.csv,150.0,-28.0,-1.4933375697519704,-2.7866669999999996,0.06982788431722764,-2.895238484848481,-41462.49758471029,-2.0216837799078514e-07,,314.40011532655654,False,True
150mv0_converted.csv,150.0,-27.0,0.7519645729491398,-3.426667,-0.36573470786549517,-2.6542571212121175,,9.70753952826424e-07,,314.4001146752219,False,True
150mv0_converted.csv,150.0,-26.0,-0.5613249399289106,-1.92,-0.1152175544534122,-2.8140262943722902,,3.242252278051731e-07,,314.4001192004653,False,True
150mv0_converted.csv,150.0,-25.0,0.5613257342573998,-2.573334000000001,-0.21649720906150222,-2.531832874458871,,5.481347511305063e-07,,314.40011919143,False,True
150mv0_converted.csv,150.0,-24.0,-1.3026987310602305,-2.360000000000001,0.13580410415090466,-2.2949497445887417,-16898.971934151625,-3.1166359413522154e-07,,314.4001125540585,False,True
150mv0_converted.csv,150.0,-23.0,0.9426034116408797,-2.7866669999999996,-0.291964199855458,-1.91647934199134,,5.595433576240163e-07,,314.4001067598857,False,True
150mv0_converted.csv,150.0,-22.0,-0.5613249399289106,-1.0666670000000007,-0.06748908894390368,-1.9393941385281361,,1.3088794351241084e-07,,314.4001057415337,False,True
