Temperature,Resistance,frozen,prior_anchored,prior_amplitude,prior_joint_static,prior_joint_diagnostic,static_preserving,dynamic_diagnostic
323.101,2205.008,2071.4701664801237,2071.6335322953178,2071.6357705945625,2013.038408926018,1904.784063555215,2299.579983789882,1863.007635416078
323.7165,2163.828,2040.8152267781466,2041.0380846576518,2041.1051327960588,1982.6196824838403,1877.2842349883842,2265.882882855245,1825.8653043322593
324.3315,2127.1,2010.6548368922888,2010.9579286233677,2011.1362127091486,1952.6204014324567,1850.2520814238212,2232.59653408283,1788.778455007541
324.947,2085.574,1980.8880005888882,1981.2990177320933,1981.6607995648503,1922.914426667667,1823.6038135499402,2199.5680372941238,1751.4196929443435
325.548,2042.957,1952.1606271455457,1952.7121025826625,1953.359469151751,1894.117296740844,1797.9222633404804,2167.466824257081,1714.3794047878382
326.164,1999.003,1922.9731842811805,1923.7155335333377,1924.8207865516522,1864.6821517478627,1771.8697256133692,2134.544022801846,1675.4073813677035
326.779,1950.229,1893.9691505630208,1894.963192544926,1896.7761635380834,1835.1949401577178,1746.017556146772,2101.4176029565215,1634.9267057324168
327.395,1911.083,1864.8828875564127,1866.207106645785,1869.1045589463615,1805.3123785292644,1720.1097474041087,2067.656272560796,1592.0996234923
328.0045,1864.491,1835.8362038995058,1837.5833344722166,1842.1033238133145,1775.0741781426848,1694.2085562093905,2033.2482070115052,1546.6180709911368
328.6135,1813.314,1806.2280260131975,1808.5143355393022,1815.4605747806006,1743.7545716963489,1667.6858013169956,1997.2960933498232,1497.0575462847025
329.23,1757.532,1775.2077286753283,1778.1797423546063,1788.7841149665587,1710.3212304279257,1639.6024236001251,1958.5136597558342,1441.471904033603
329.8465,1677.67,1742.5035153690787,1746.3185407698,1762.345408816112,1674.3398041801527,1609.3998796960987,1916.2748037342592,1379.07389215114
330.4575,1623.589,1707.5768363365553,1712.3859854087561,1736.3069667276764,1635.1156423379216,1576.0894261385097,1869.644554441045,1309.1481513262518
331.07,1570.262,1668.9023456622995,1674.8433255879468,1710.2831850017074,1590.890069051389,1537.452981931899,1816.4148530249618,1229.79868775996
331.6895,1507.363,1624.5024910996083,1631.6534332559372,1683.9344489154132,1539.4590265843335,1490.336586224141,1753.8266372016915,1139.4152798736527
332.3085,1433.858,1572.821468958031,1581.0944086968707,1657.4452989341999,1479.3076756945213,1431.525030302371,1680.0087136387097,1039.0997931833856
332.9255,1368.26,1511.5839910194566,1520.6241587198979,1630.7155883287235,1408.4245439763863,1356.729522535162,1592.6166816234345,930.555644012824
333.5255,1148.025,1440.118474564247,1449.1918405123754,1604.2166733508104,1327.0423519385477,1264.0082993217106,1492.266011445336,819.4665376363212
334.137,1046.644,1352.6175955531974,1360.5167122982057,1576.4563206686398,1230.0435044692765,1145.853527669008,1373.2164489705663,704.4946688452706
334.747,987.3842,1248.6995218037653,1253.731505906509,1547.7112194455042,1118.9650059697256,1004.2296290056713,1238.1903579438915,592.560995319209
335.357,934.177,1127.9054984577078,1128.1210776723713,1517.5548377773375,995.3290704002654,844.5625039963616,1090.0142784801553,487.7887429103403
335.967,861.133,992.5573597216924,986.2601856671322,1485.5548862815754,863.1740133320259,678.5192104724443,934.4438455183105,393.68525220220204
336.5775,797.9533,847.9149938725411,834.3199108870327,1451.1697619071551,728.431268287461,520.6063097229189,779.043957854074,312.31373055560397
337.1765,714.726,704.6864108173269,684.5216096750777,1414.5629990944865,600.5672090921611,385.8090520804034,634.6919238992936,245.57172744106344
337.7895,633.214,565.4052773351282,540.4529372261803,1373.4901211540298,480.53703456985875,275.0762114408388,501.9912149776301,190.1542163988405
338.4025,549.194,440.92993365104553,413.87655777500834,1328.029424379746,376.02469636063574,192.19806792511935,388.67543266821974,146.41109375925166
339.0155,448.6495,335.8265642585484,309.2672825149045,1277.4193518546122,289.1466367221289,133.3325872917911,296.0619434218876,112.58199946801302
339.621,333.872,252.27432842307178,228.07855687565092,1221.6728491157837,220.48418491432588,93.48819247846879,223.88374764185977,87.1132611489654
