T0_K,T_switch_K,Delta_T_K,I_pre_switch_uA,V_pre_switch_mV,P_pre_switch_mW,S_e_mW_per_K
298.0,336.93471784565634,38.93471784565634,195.330698810493,316.035092039801,0.061731355376772795,0.0015855092522176764
325.0,336.93471784565634,11.934717845656337,195.330698810493,316.035092039801,0.061731355376772795,0.005172418499968145
330.0,336.93471784565634,6.934717845656337,195.330698810493,316.035092039801,0.061731355376772795,0.008901783280979361
333.0,336.93471784565634,3.934717845656337,195.330698810493,316.035092039801,0.061731355376772795,0.01568888997845679
