fit_mode,split,traces,classification_matches,predicted_oscillating_traces,objective_total,objective_waveform,objective_mean_voltage,objective_amplitude,objective_relative_amplitude,objective_spectrum,objective_frequency,objective_classification,objective_false_positive,objective_sustain,objective_edge,objective_prior
baseline,train,17,9,0,1202.7975036462078,0.4743473132960356,0.8259937430887878,0.8482599797519528,2.371145997413747,0.6960631947357697,1.8823529411764706,0.47058823529411764,0.0,0.6088365451661993,0.8146008078232624,0.1250000001315406
baseline,test,5,2,0,1529.0876839158357,0.38664769696421697,0.7333926161906709,0.7043140274397803,2.6390886014982353,0.8162116984144724,2.4,0.6,0.0,0.5809059235792022,0.8351374337988169,0.1250000001315406
baseline,all,22,11,0,1276.954362798396,0.4544155823115313,0.8049480324301249,0.8155449905900956,2.432042043796585,0.7233696728445657,2.0,0.5,0.0,0.6024886766237,0.8192682228177066,0.1250000001315406
constrained,train,17,9,0,1193.867454115691,0.5425477181075972,1.0103110451858768,2.828209940587419,1.2809343451651793,0.6096362050835707,1.8823529411764706,0.47058823529411764,0.0,0.5756957281115618,0.6804949278005217,1.2580894064203934
constrained,test,5,2,0,1516.3731728031828,0.5523627729186004,0.5323263750871328,3.688222331196058,1.0816630304568893,0.7657168130980535,2.4,0.6,0.0,0.4566047476147741,0.7046964814204719,1.2580894064203934
constrained,all,22,11,0,1267.1642083628483,0.5447784123828252,0.9016781656179805,3.023667302089382,1.2356454100042042,0.6451090705414078,2.0,0.5,0.0,0.5486295961804737,0.685995280895965,1.2580894064203934
relaxed,train,17,15,8,450.55432098616325,1.7729003677233977,7.028222015514133,2.318076094164379,0.53334785669548,0.46061039593223785,0.8237216871874611,0.11764705882352941,0.058823529411764705,0.35846806582154694,1.4896774738248408,0.0
relaxed,test,5,4,2,510.822153983807,1.8517666445541203,8.74934293161714,3.9163348416996286,0.496612660363372,0.7381409403567565,1.0578594910655938,0.2,0.0,0.24516463707586858,1.5836552106099142,0.0
relaxed,all,22,19,10,464.251555758355,1.7908245215485616,7.419385860082998,2.6813167186042084,0.5249989484381827,0.523685519665083,0.8769348244324914,0.13636363636363635,0.045454545454545456,0.3327172865611655,1.5110360503669034,0.0
