evaluation,stage,C_pF,C_th_pJ_per_K,S_e_mW_per_K,T0_K,Tc_K,w_K,beta_per_K,gamma,objective_total,objective_waveform,objective_mean_voltage,objective_amplitude,objective_relative_amplitude,objective_spectrum,objective_frequency,objective_classification,objective_false_positive,objective_sustain,objective_edge,objective_prior,best_total_so_far,global_evaluations,fit_mode
85,global,0.31858542869008843,0.08550447510420014,0.015970109260621836,311.7935944138165,337.49572751672605,3.302489232951876,0.42356884358471664,1.0146963027047917,1204.0141501202652,2.8198249485435842,65.33378258622378,0.7978741474768425,1.8245540332870942,0.7098385491970665,1.8823529411764706,0.47058823529411764,0.0,0.607170973407875,3.2727676115298636,0.0,65.16371939470066,352,relaxed
86,global,7.047790314946413,0.0706132785547938,0.0016435942720294614,312.91173971377634,336.1383910535313,15.567906447561919,0.11234746273361307,2.9367846496871572,1202.4991063009854,1.540020683774692,2.90209967667429,11.385277113817166,1.2903278406402103,0.5833084411869145,1.8823529411764706,0.47058823529411764,0.0,0.2635829469239481,1.6330123898158742,0.0,65.16371939470066,352,relaxed
87,global,13.942795672940091,0.18363338748554725,0.005111303655093277,317.08582180945893,334.59945932216755,3.986547295423776,0.37714124697322016,1.601595889349341,1847.4748439544449,1.9875020885374017,1.0992309188217033,52.61299278545236,2.7023536966253507,0.6706298843451189,2.3529411764705883,0.5882352941176471,0.11764705882352941,1.538756848412528,2.0734061989716457,0.0,65.16371939470066,352,relaxed
88,global,19.1398505770299,0.007845588711697063,0.004627119740761449,315.81781914713025,333.9588757374204,13.8905576427073,0.2913078512795485,2.580993107636929,1823.1735377026039,1.9132388881686093,0.37778068820520644,36.122221790915816,1.9826599118411536,0.638821210924128,2.6113131640357787,0.4117647058823529,0.29411764705882354,0.8939338490219592,1.3129965282861182,0.0,65.16371939470066,352,relaxed
89,global,14.76212664013028,0.07747419715379605,0.0012216625600442663,318.8325493439692,336.13228727062364,1.954457509771208,0.6709632207316455,1.7302565768465423,1194.9026183942312,1.7085350926483627,7.250842196998017,7.0368500748853915,0.9257823713765287,0.5360148053826641,1.8823529411764706,0.47058823529411764,0.0,0.21616195369498806,1.523936825018594,0.0,65.16371939470066,352,relaxed
90,global,16.2560007376242,0.07392962028698499,0.0017763903704679472,318.00679391368124,335.8799556340098,10.286678599120863,0.16747915556768617,2.44393601018455,1205.1786000268753,1.678738074508087,4.211776461239629,13.282178066101944,1.3466721756174005,0.586658619367239,1.8823529411764706,0.47058823529411764,0.0,0.3386363497288592,1.5790916738253689,0.0,65.16371939470066,352,relaxed
91,global,8.237647959394835,0.1459554551693555,0.004281847052376033,319.3015304895015,330.87362549634196,8.85215789079665,0.42114326090456233,1.4654900198299432,1196.7141636334463,1.3811136291619208,2.671529410071343,7.834684035054551,1.061276919766748,0.6735492953330585,1.8823529411764706,0.47058823529411764,0.0,0.3461116888321678,1.8107386276588213,0.0,65.16371939470066,352,relaxed
92,global,22.503333357336547,0.1255322948824776,0.006046804370159711,316.9575977617441,333.39519753224096,18.95301091144055,0.6962612712388256,1.9059806275536022,1297.7268326330652,3.140300695679464,2.596008173421626,91.38628508345684,2.688736842416976,0.6529862710806613,1.8823529411764706,0.47058823529411764,0.0,1.3634930069004294,1.949594931879035,0.0,65.16371939470066,352,relaxed
93,global,20.302471982482345,0.08823298164637498,0.0051134692537577915,313.7715092946588,331.07212544509696,14.858451142276714,0.5448993060233586,0.7323463479809497,969.6815665631818,2.1281211491057217,1.3632234405987707,57.437785328711705,2.6532847346407245,0.59720013281022,2.843815884036557,0.35294117647058826,0.0,1.490707537456045,1.8261379933264543,0.0,65.16371939470066,352,relaxed
94,global,18.86650792802948,0.12956127357363986,0.004587250581969817,314.60510576874407,331.46431279898445,14.39694458724818,0.18468145715653222,1.157089683607774,1239.3997464750835,1.5600506775147187,1.2689811709101892,37.217567922616006,2.34805771722522,0.6392029171203584,1.8823529411764706,0.47058823529411764,0.0,0.9042367216600066,1.938823805918614,0.0,65.16371939470066,352,relaxed
95,global,13.66352595386312,0.027887263061762035,0.003950492009077516,314.3940821343689,337.4862507367158,17.1381114586686,0.5190022190213868,1.2560149809019552,2156.0657269550134,2.571863744687457,1.2598098421603536,65.64712481013315,2.6063307420432,0.5842746527582603,4.227948252327782,0.5294117647058824,0.29411764705882354,2.944964292958104,1.5616034800474188,0.0,65.16371939470066,352,relaxed
96,global,29.214681033040282,0.10280828535474684,0.0016473893723911968,317.50998819043053,331.86039729164276,18.804866384749314,0.06893294723601634,0.3108548964871676,1213.3845046964693,1.7561193352351527,3.220828841065266,17.887260463054993,1.6958120641348886,0.662694098602727,1.8823529411764706,0.47058823529411764,0.0,0.5306551174000577,1.636977064635928,0.0,65.16371939470066,352,relaxed
97,global,10.934106874884357,0.06328400053555075,0.0027359978,316.32608451687855,332.1045269941019,12.773350937499998,0.16055617352801999,1.4145131281335441,1189.7952170337085,1.2164079644251893,2.1515740470849716,4.783636457011883,0.6737006585985976,0.6065741498726183,1.8823529411764706,0.47058823529411764,0.0,0.43486226961907676,1.5245699535465964,0.0,65.16371939470066,352,relaxed
98,global,4.980869419089823,0.04442559628736796,0.006988653304903593,319.50635666539506,330.94883054818564,8.031652485720546,0.8499468891442261,1.8203247118080648,1734.5935496266768,2.8717559360392615,0.7773113491468977,80.26352187064751,2.908983450721803,0.2950759607869681,1.481600469002821,0.35294117647058826,0.29411764705882354,6.4266753602965725,1.5622252943197927,0.0,65.16371939470066,352,relaxed
99,global,9.063480990948293,0.07402440803630352,0.00394319663109563,313.8121438298078,335.6579869498263,10.430261032995244,0.3449112769321143,1.6066769241269023,1688.8454058359594,2.1809173545359806,0.8704146647813669,43.21668612828818,2.380744771863737,0.6606416134713278,3.8210236212105997,0.47058823529411764,0.17647058823529413,1.8571126496834254,1.7695670968395585,0.0,65.16371939470066,352,relaxed
100,global,14.854476138608733,0.12569112426207477,0.0049151486335679865,319.02512001891733,333.45763635222346,14.334861456535876,0.5770335745216819,2.511042251119626,1884.2736246554286,3.032636040916062,1.2183765535579951,88.36606074081962,2.7517464709588437,0.6707439261136042,2.3529411764705883,0.5882352941176471,0.11764705882352941,1.9778422065358512,1.8864202624626727,0.0,65.16371939470066,352,relaxed
101,global,16.687891113157697,0.19883252767976817,0.005463667520946463,315.5778259876435,334.1378154135105,10.027528732753586,0.7034538190180074,2.074524063974172,1308.9838561600843,3.1254928566219546,2.4885517544363003,99.90216741799104,2.8753569685061824,0.6876684365310654,1.8823529411764706,0.47058823529411764,0.0,2.2422037454049186,2.198965049259529,0.0,65.16371939470066,352,relaxed
102,global,5.992723299883053,0.10853905136553726,0.004872109336496745,318.14947425930535,331.46478460343974,15.451140952652011,0.5883106615568559,0.18686970348286502,1525.249360502973,1.7467118375162831,1.2304529088990106,29.621349527583885,1.9938988833373565,0.5615593620128635,1.9633337880836341,0.35294117647058826,0.23529411764705882,3.729685687157615,1.7780927927852583,0.0,65.16371939470066,352,relaxed
103,global,2.8429284909589576,0.08007976489489288,0.00235809409175646,317.92290056957404,335.06286771500896,6.700445339771205,0.7656811309928229,2.4477003704719635,939.2765752165778,2.1439969807415213,3.4281160679312532,28.106226119518332,2.1198878293957932,0.3594607809249153,1.0730897461381952,0.23529411764705882,0.11764705882352941,6.457995872306037,1.5415749148023927,0.0,65.16371939470066,352,relaxed
104,global,22.911138734205913,0.09031723353195771,0.01412494154900371,319.73823789593945,330.0012878614642,17.167730695238433,0.4672099142136694,2.5513113402774654,1608.0805601531733,3.393912172816786,15.471997837806233,106.04696929793442,2.6569790426485316,0.626663479059089,2.1176470588235294,0.5294117647058824,0.058823529411764705,1.8295840247247417,1.8950115765669968,0.0,65.16371939470066,352,relaxed
105,global,18.285553139687533,0.04099488247306714,0.0007730257918645463,313.9242103731286,328.553698654243,13.672483208523948,0.21157922300024712,2.626088540377534,1185.8022799900543,1.6814730639868505,9.475422092033947,4.498342864161553,0.23405616752320213,0.6525440476897518,1.8823529411764706,0.47058823529411764,0.0,0.34217558204412674,1.4245621181541055,0.0,65.16371939470066,352,relaxed
106,global,12.165248652433668,0.019809355697099337,0.011630572162255298,313.5326162863669,334.4337564948139,10.553005683924786,0.16862855475534655,1.7149734707999276,2170.4569598129306,2.9550523009965426,15.939194962885505,83.83675255003344,2.231656098839637,0.6088871809305014,3.4716849061648527,0.5294117647058824,0.29411764705882354,1.7558407322495364,1.9060116461459113,0.0,65.16371939470066,352,relaxed
107,global,15.78404287303848,0.024742521590047195,0.00203880520045625,315.29760149366894,334.23904430670933,5.356857726675529,0.7107754619504443,0.6280200457672664,1818.0345640350902,2.207437050994354,1.5454931252592747,31.325351806931963,1.9512364157399475,0.6635863198525095,3.4109925049345975,0.4117647058823529,0.29411764705882354,0.3169603894056254,1.3428713167048856,0.0,65.16371939470066,352,relaxed
108,global,12.905794459453034,0.06268556405065726,0.003391839598117866,311.77154345137336,334.42012097354734,8.760156242442589,0.554462060740921,1.8675000109059137,1427.226915511271,2.859025769258943,0.189073296120831,73.02912951910714,2.656941392027452,0.6728559712730066,3.656566778775445,0.4117647058823529,0.11764705882352941,1.8641555862406416,1.7212913945053483,0.0,65.16371939470066,352,relaxed
109,global,1.4752504843076437,0.054037157121848874,0.0056355556243202634,317.9747477383901,331.6781927961296,14.795519990706842,0.7093527278061,2.0901245680641587,2060.8804327011526,2.9379724719571514,1.9173765654198263,105.4742931384923,3.8505118648707715,0.6499558495373517,2.464044278617132,0.47058823529411764,0.29411764705882354,3.320713992959513,1.652420531990359,0.0,65.16371939470066,352,relaxed
110,global,6.744181251376016,0.08744496439064342,0.001695468421050358,319.84357805863505,330.7605760783844,5.9530090328513525,0.5533656448741902,2.0000866058130935,1182.205715508645,1.5539162118293144,7.937710622870875,2.7889477378803442,0.07209156824147893,0.6337983217222947,1.8823529411764706,0.47058823529411764,0.0,0.2413619645645064,1.5091451130348703,0.0,65.16371939470066,352,relaxed
111,global,19.191570069255857,0.009629981348053221,0.009536546818686148,310.7520791594755,329.5900153664884,17.840005968638124,0.17546903009346698,1.9956967126717298,2165.59024289612,2.7780678145596,10.490981673719492,75.30196302939812,2.438901006583439,0.563613270018133,4.1531170016778685,0.5294117647058824,0.29411764705882354,3.58158587737233,1.7164867540833646,0.0,65.16371939470066,352,relaxed
112,global,13.044767431080937,0.19112086250319443,0.013144174355995509,318.49334871837317,335.36794554054916,4.589819842222255,0.2664828613070785,2.1789287803585182,2634.1335183040114,3.1561222478472573,13.703302970670846,102.28217335637498,2.637079735310115,0.6498787287663597,3.6725029400456837,0.7058823529411765,0.29411764705882354,1.8489352705233362,2.221522963025674,0.0,65.16371939470066,352,relaxed
113,global,1.6121584800386266,0.07166188267415322,0.004061547410585423,311.26038096807156,335.87665938006893,11.778616955445852,0.10953213551842639,2.6597534548345916,1057.9105177460704,0.7920550386774778,1.4801163361725838,9.398380017426819,1.6931595647835227,0.6248410134067437,2.6243814633603915,0.4117647058823529,0.0,0.5367128773005044,1.5086263559888529,0.0,65.16371939470066,352,relaxed
