fit_mode,trace_index,split,source_file,nominal_drive_mV,current_step_uA,measured_oscillation,predicted_oscillation,measured_frequency_MHz,predicted_frequency_MHz,measured_target_harmonic_amplitude_mV,predicted_target_harmonic_amplitude_mV,measured_mean_mV,predicted_mean_mV,measured_vpp_mV,predicted_vpp_mV,phase_tolerant_plateau_rmse_mV,edge_rmse_mV,waveform_component,mean_voltage_component,amplitude_component,relative_amplitude_component,spectrum_component,frequency_component,classification_component,false_positive_component,sustain_component,edge_component
constrained,5,train,300mv0_converted.csv,300.0,228.15229898524512,True,False,41.666666666666664,,44.923890533411225,0.24398825445207029,235.10242222388064,317.0937329479348,100.10669999999999,7.648703934317268,32.39642248528522,76.5394561896318,0.6479284497057044,2.6890300136993615,3.419392414592721,5.154380990478003,1.488545781820968,4.0,1.0,0.0,3.1983087943636646,0.765394561896318
constrained,6,train,350mv0_converted.csv,350.0,266.70376233691485,True,False,41.666666666666664,,50.79860282459164,1.427635354206973,192.0122066318408,306.4913737238949,130.3466,41.594477782009676,39.76268265038694,87.59027393505544,0.7952536530077389,5.242191879236179,3.150775679278836,1.1997734806739053,1.1805598078438888,4.0,1.0,0.0,3.9077149752829654,0.8759027393505544
constrained,7,test,400mv0_converted.csv,400.0,303.2005083702369,True,False,45.45454545454545,,40.372007281876584,7.7980822975012005,190.9832810945274,227.446071597335,90.2534,158.47327065947212,45.62216578149374,91.51754143761555,0.9124433156298748,0.5318140365006542,1.8615803011180423,0.3014219757084243,1.5363750883912777,4.0,1.0,0.0,1.9735205053612055,0.9151754143761555
constrained,8,train,450mv0_converted.csv,450.0,341.5718172250129,True,False,50.0,,29.485877059598405,5.3161987098487975,186.9897857363184,236.23883237120458,68.8133,150.61306899854182,32.53762649742539,96.53523039400169,0.6507525299485079,0.9701874377780777,2.6764808832859215,0.5781582880381609,1.2921421790030063,4.0,1.0,0.0,1.0649132307488465,0.9653523039400169
constrained,9,train,500mv0_converted.csv,500.0,380.88580812995247,True,False,52.63157894736842,,22.750064861626818,0.051347078893121095,187.0197034825871,224.85298203221268,58.51999999999998,4.4562590387585885,16.583896329059648,93.41832779304076,0.33167792658119294,0.5725427863254239,1.169155234689684,4.45340199089618,1.3445935802457594,4.0,1.0,0.0,0.8245362297949844,0.9341832779304076
constrained,10,train,550mv0_converted.csv,550.0,419.0559644140832,True,False,52.63157894736842,,17.93798697732822,0.08813692101277497,186.41220796353232,208.44908079224643,40.08000000000001,3.588265305861711,12.849274936942226,95.4978124326309,0.2569854987388445,0.1942495056275673,0.5326586803949508,3.526015552481966,1.5188891356263443,4.0,1.0,0.0,0.5101562278517868,0.9549781243263089
constrained,11,test,600mv0_converted.csv,600.0,457.8085803363978,True,False,55.55555555555556,,13.57309453626138,0.050760318030861326,186.8872940631841,193.80886514134554,31.933300000000003,2.9330226026301034,9.671314262054867,92.57268357660556,0.19342628524109734,0.019163258476016336,0.3364064356497614,3.1431982807417738,1.4831463657563164,4.0,1.0,0.0,0.2928290655905577,0.9257268357660555
constrained,12,train,650mv0_converted.csv,650.0,494.4853744265939,True,False,58.8235294117647,,9.768962539968772,0.04869562475095071,184.9093897164179,181.60963836578756,27.439999999999998,2.206370696401194,7.1214471877978935,94.56107146903963,0.14242894375595788,0.004355343590394714,0.2546944191325761,3.118312832205882,1.219879642239476,4.0,1.0,0.0,0.151334951232757,0.9456107146903964
constrained,13,train,700mv0_converted.csv,700.0,532.8566832813709,True,False,58.8235294117647,,7.127107565827509,0.05338014035243033,182.4161180746269,170.75490260639265,22.079999999999984,2.2453957061420056,5.207254813943202,99.45613565464222,0.10414509627886405,0.05439357847863427,0.15736461099757176,2.4483487795181955,1.3349823043177929,4.0,1.0,0.0,0.08024379032561943,0.9945613565464222
constrained,14,train,750mv0_converted.csv,750.0,570.0736739678696,True,False,62.5,,5.6751991517950255,0.10737119343797176,181.55648223880593,161.9711678604042,19.439999999999998,4.183380095573597,4.390126938161591,60.634539642780375,0.08780253876323181,0.15343381572033188,0.09310578036325595,1.2974919535157554,0.9842230553234681,4.0,1.0,0.0,0.0496191782959263,0.6063453964278037
constrained,15,test,800mv0_converted.csv,800.0,606.2950294894458,True,False,62.5,,3.2470448334327173,0.022335030300652477,181.56365024875626,153.15618176701065,13.893400000000014,1.160370067209044,2.8309901235905666,63.95168830072887,0.05661980247181133,0.3227937062165481,0.06485202050774033,1.9636948958342486,0.8090626113426733,4.0,1.0,0.0,0.01667416712210741,0.6395168830072887
constrained,16,train,850mv0_converted.csv,850.0,645.4819548424252,False,False,,,,,181.47794527363186,145.57333965571806,10.640000000000015,2.623970789756129,35.97550678053723,68.53009890254538,0.7195101356107446,0.515656281831171,0.025702689719793285,0.0,0.0,0.0,0.0,0.0,0.0,0.6853009890254538
constrained,17,train,900mv0_converted.csv,900.0,682.444649204679,False,False,,,,,178.6636184079602,138.46310325031902,9.733300000000014,0.9185209982805986,40.25582622615296,75.52502271792382,0.8051165245230593,0.6464325675758952,0.031080131539661413,0.0,0.0,0.0,0.0,0.0,0.0,0.7552502271792382
constrained,18,train,950mv0_converted.csv,950.0,721.2714260182299,False,False,,,,,177.73027726368161,132.36448609308775,9.706700000000012,2.582840468214812,45.419431159368784,76.97059585266844,0.9083886231873757,0.823222003413573,0.020299749851442738,0.0,0.0,0.0,0.0,0.0,0.0,0.7697059585266843
constrained,19,test,1000mv0_converted.csv,1000.0,756.6243660265701,False,False,,,,,175.6862324875622,109.23021841165273,11.573300000000017,212.63210978065666,72.47961061581186,93.42419316742588,1.4495922123162372,1.7665607227429907,16.169857996165714,0.0,0.0,0.0,0.0,0.0,0.0,0.9342419316742588
constrained,20,train,1100mv0_converted.csv,1100.0,834.7865599618726,False,False,,,,,176.02852154228853,97.59554365853722,14.346699999999998,250.41737988920622,82.31164118903676,90.87080057622764,1.6462328237807353,2.460692807885209,22.29174636134083,0.0,0.0,0.0,0.0,0.0,0.0,0.9087080057622764
constrained,21,train,1200mv0_converted.csv,1200.0,906.8051472486442,False,False,,,,,173.40669950248756,89.69227378177636,11.120000000000005,199.65087129913954,86.65975198862348,98.64096337694329,1.7331950397724696,2.8032420294993887,14.217555773125085,0.0,0.0,0.0,0.0,0.0,0.0,0.9864096337694329
relaxed,0,train,50mv0_converted.csv,50.0,37.99008122008859,False,False,,,,,88.34135940298506,79.01929178560539,4.506659999999982,14.940307472142564,9.818142943071859,43.32403111545147,0.19636285886143717,0.03476037786519949,0.04354439982917892,0.0,0.0,0.0,0.0,0.0,0.0,0.43324031115451467
relaxed,1,train,100mv0_converted.csv,100.0,76.17083384633712,False,False,,,,,170.70984975124378,133.87271224934477,6.653399999999976,17.334506851155368,36.9828974054359,92.31674055826093,0.739657948108718,0.5427898797335258,0.04563441742631946,0.0,0.0,0.0,0.0,0.0,0.0,0.9231674055826093
relaxed,2,train,150mv0_converted.csv,150.0,114.17150902555795,False,False,,,,,239.83873747761194,132.38408905859768,5.800000000000011,45.74933648835034,108.6067105921842,125.261815613198,2.172134211843684,4.618600586741586,0.6383797943437756,0.0,0.0,0.0,0.0,0.0,0.0,1.25261815613198
relaxed,3,test,200mv0_converted.csv,200.0,152.16154020295048,False,False,,,,,297.36232073134323,102.04631942419311,7.720000000000027,186.10503924298894,206.94593923545148,154.68754713242188,4.13891878470903,15.259336146645868,12.728488890289078,0.0,0.0,0.0,0.0,0.0,0.0,1.5468754713242188
relaxed,4,train,250mv0_converted.csv,250.0,189.60094286792295,False,True,,24.390243902439025,,,318.8617590398009,97.99173383527628,14.14670000000001,198.53842637883898,232.48741515403742,195.40498241048212,4.649748303080749,19.51342721353894,13.600123502787445,0.0,0.0,4.0,1.0,1.0,0.0,1.9540498241048212
relaxed,5,train,300mv0_converted.csv,300.0,228.15229898524512,True,True,41.666666666666664,27.77777777777778,44.923890533411225,39.76321978034111,235.10242222388064,91.22655731104506,100.10669999999999,205.32167392673057,75.7688499163987,181.85833050259214,1.515376998327974,8.280105801766606,4.428076295361039,0.49465764387691097,1.284545490059971,1.9290123456790116,0.0,0.0,0.22224946076897675,1.8185833050259215
relaxed,6,train,350mv0_converted.csv,350.0,266.70376233691485,True,True,41.666666666666664,31.25,50.79860282459164,47.1157464265793,192.0122066318408,83.27057161854972,130.3466,205.15641236795645,77.41917630644492,178.71918362977908,1.5483835261288985,4.729897274145525,2.23860321061154,0.19832595753721666,1.1100960138404883,1.0850694444444442,0.0,0.0,0.023862768512972896,1.7871918362977908
relaxed,7,test,400mv0_converted.csv,400.0,303.2005083702369,True,True,45.45454545454545,34.48275862068966,40.372007281876584,52.56382412415964,190.9832810945274,79.03845851552772,90.2534,196.99367756172597,72.88811962904951,174.60686792178996,1.4577623925809902,5.012657320897485,4.55739474158172,0.5821159496229065,1.5279946761954362,1.2038010632757137,0.0,0.0,0.2523879300744479,1.7460686792178997
relaxed,8,train,450mv0_converted.csv,450.0,341.5718172250129,True,True,50.0,38.46153846153846,29.485877059598405,46.41943771957688,186.9897857363184,72.27885727275674,68.8133,178.19397731038777,65.66078071630581,167.279112409289,1.3132156143261162,5.263438843588944,4.78565302755167,0.8565473986966702,1.3309680833786368,1.3313609467455625,0.0,0.0,0.5007519538042984,1.67279112409289
relaxed,9,train,500mv0_converted.csv,500.0,380.88580812995247,True,True,52.63157894736842,43.47826086956522,22.750064861626818,43.656192281013716,187.0197034825871,63.96246228411545,58.51999999999998,151.5839997939356,53.77184561601566,166.9417016681447,1.0754369123203131,6.05723384455153,3.4643632230582586,0.8489324644248039,0.9469783496929759,0.8378323183343884,0.0,0.0,0.7129802172091864,1.669417016681447
relaxed,10,train,550mv0_converted.csv,550.0,419.0559644140832,True,True,52.63157894736842,47.61904761904762,17.93798697732822,50.1507917333263,186.41220796353232,56.95303843655072,40.08000000000001,125.43932546881405,45.007061343335955,165.78463252118829,0.9001412268667192,6.703870629846307,2.91448577779637,1.1933328774079226,0.9429039965967606,0.2512547031739746,0.0,0.0,1.6617747069913835,1.657846325211883
relaxed,11,test,600mv0_converted.csv,600.0,457.8085803363978,True,True,55.55555555555556,52.63157894736842,13.57309453626138,38.07035824698374,186.8872940631841,52.84892399661545,31.933300000000003,104.71926348067598,31.32499175760351,164.57166634251698,0.6264998351520702,7.186513860040964,2.1191185919241184,1.2680739620179282,0.6736071351497558,0.08549639205225568,0.0,0.0,0.9693677692823458,1.6457166634251699
relaxed,12,train,650mv0_converted.csv,650.0,494.4853744265939,True,True,58.8235294117647,51.282051282051285,9.768962539968772,36.337657489677404,184.9093897164179,49.315187871144396,27.439999999999998,120.10544063564035,32.72993552352561,163.07470405301677,0.6545987104705122,7.354315029622709,3.4347535552789545,1.9524017273811005,0.5817960199616864,0.5687389238094579,0.0,0.0,1.1370113035373783,1.6307470405301678
relaxed,13,train,700mv0_converted.csv,700.0,532.8566832813709,True,False,58.8235294117647,,7.127107565827509,22.898883167434324,182.4161180746269,45.77190401322024,22.079999999999984,98.02206647832668,24.998059609880507,159.03815811507678,0.49996119219761015,7.468656494583812,2.3068789843994364,1.94119643651192,1.3760904488599255,4.0,1.0,0.0,0.4590688391279999,1.5903815811507678
relaxed,14,train,750mv0_converted.csv,750.0,570.0736739678696,True,True,62.5,62.5,5.6751991517950255,34.99235823495895,181.55648223880593,44.632888723271535,19.439999999999998,75.91960636026033,23.767682573420363,151.1253357874009,0.47535365146840725,7.499228184482916,1.275978373843984,1.581519057986615,0.2569983284575996,0.0,0.0,0.0,1.3762578690141016,1.511253357874009
relaxed,15,test,800mv0_converted.csv,800.0,606.2950294894458,True,False,62.5,,3.2470448334327173,2.1228471535838276,181.56365024875626,39.986032692576345,13.893400000000014,34.429397044133786,7.9216868065235255,151.55729045148087,0.15843373613047051,8.017688717153579,0.1686908698386684,0.6328733901760254,1.4891028904385903,4.0,1.0,0.0,0.004067486022549234,1.5155729045148087
relaxed,16,train,850mv0_converted.csv,850.0,645.4819548424252,False,False,,,,,181.47794527363186,37.55786128313428,10.640000000000015,28.647013598864067,144.0653383854028,150.271124008578,2.881306767708056,8.285196230332751,0.12970101549986995,0.0,0.0,0.0,0.0,0.0,0.0,1.50271124008578
relaxed,17,train,900mv0_converted.csv,900.0,682.444649204679,False,False,,,,,178.6636184079602,35.03970758357131,9.733300000000014,22.708691518479355,143.7483801800189,146.79975123244898,2.874967603600378,8.251131104196807,0.06734431402313024,0.0,0.0,0.0,0.0,0.0,0.0,1.46799751232449
relaxed,18,train,950mv0_converted.csv,950.0,721.2714260182299,False,False,,,,,177.73027726368161,32.4262680835811,9.706700000000012,18.773892689149207,145.36685617014288,146.99260531570974,2.9073371234028578,8.445302033524294,0.03288559330486424,0.0,0.0,0.0,0.0,0.0,0.0,1.4699260531570975
relaxed,19,test,1000mv0_converted.csv,1000.0,756.6243660265701,False,False,,,,,175.6862324875622,31.893685624487603,11.573300000000017,16.040154280295905,143.86092370990204,146.40423345674742,2.877218474198041,8.2705186133478,0.007981114864559075,0.0,0.0,0.0,0.0,0.0,0.0,1.4640423345674742
relaxed,20,train,1100mv0_converted.csv,1100.0,834.7865599618726,False,False,,,,,176.02852154228853,31.29665789988529,14.346699999999998,13.018741316511395,144.81034117844354,150.25515422131403,2.8962068235688707,8.378924941361282,0.0007053897060211138,0.0,0.0,0.0,0.0,0.0,0.0,1.5025515422131404
relaxed,21,train,1200mv0_converted.csv,1200.0,906.8051472486442,False,False,,,,,173.40669950248756,31.51857637499038,11.120000000000005,10.444119144017609,141.955838950823,148.00434234029868,2.83911677901646,8.052895793857521,0.00018272597259339822,0.0,0.0,0.0,0.0,0.0,0.0,1.4800434234029867
