I_target_uA,C_pF,C_th_mW_ns_per_K,S_e_mW_per_K,T0_K,T_init_K,sigma_W_sqrt_s,Rm_factor_scale,Tc_shift_K,w_scale,beta_scale,R_init_ohm,R_fast_ohm,tau_init_ns,tau_fast_ns,Rm_eff_ohm,Tc_eff_K,w_eff_K,beta_eff_per_K,reversal_threshold_K,recommended_dt_ns,dt_ns,dt_over_tau_fast,dt_over_tau_init,dT_step_over_reversal,estimated_steps,feasible,turn_count,pulse_turn_count,n_cycles,V_pp_mV,V_std_mV,baseline_mean_mV,plateau_mean_mV,plateau_std_mV,plateau_vpp_mV,plateau_turn_count,plateau_res_ohm,plateau_dRdT_ohm_per_K,plateau_trace_per_s,plateau_det_per_s2,plateau_discriminant_per_s2,plateau_underdamped,plateau_ring_freq_MHz,plateau_damping_ratio,plateau_tau_env_ns,onset_overshoot_mV,onset_undershoot_mV,turnoff_undershoot_mV,dominant_freq_MHz,spectral_purity,period_cv,amplitude_cv,late_to_early_vpp,unstable,zigzag,oscillatory,trace_score
1550.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,1.0,1.0,0.0,1026.9113758140786,286.5139077194311,0.0,1115.078583537796,116.49232559218974,401.51040136028405,1.0,719.40553776632,-266.30040140563267,-3766778.524084105,75303484368447.81,-287025317024290.0,1.0,1.3481873213740145,0.21703638846186363,530.9576836578947,-516.2433031599533,1115.078583537796,1039.816119326103,3.572125513638087,0.7098372931575794,inf,inf,0.6466716651355562,0.0,0.0,0.0,0.20115033739665006
1650.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,1.0,1.0,0.0,1058.242531514341,307.31382558389606,0.0,1156.3285950316465,110.3365649743032,393.2274885806014,1.0,700.8052091100889,-268.67692812514906,-2311080.8587402795,93460537980110.06,-368501057184804.56,1.0,1.52759949118333,0.11952837262105409,865.3959433899497,-518.966148414783,1156.3285950316465,1115.4032019881204,3.572125513638087,0.6951717907629988,inf,inf,0.8561303618498035,0.0,0.0,0.0,0.21528879942486173
1700.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,1.0,1.0,0.0,1073.237980242767,323.676660650365,0.0,1171.3653927483113,111.63108868022344,388.473443976344,1.0,689.038466322536,-269.06417632157206,-1430541.719018259,105188033288754.45,-418705683545166.1,1.0,1.6283380226201938,0.0697408705898173,1398.0717747767223,-514.7471382697652,1171.3653927483113,1138.7720331237254,3.572125513638087,0.6841939994084305,inf,inf,0.924876639017016,0.0,0.0,0.0,0.21992917313364857
1750.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,1.0,1.0,0.0,1087.8145833386639,342.2779568603115,0.0,1181.470714818374,120.71181387065573,433.9175647399618,1.0,675.1261227533566,-268.75762760200183,-425277.38787520584,119284626578831.7,-476957645458688.9,1.0,1.73792104943552,0.019469287504609443,4702.812933442127,-505.602090084486,1181.470714818374,1153.8324011498999,3.572125513638087,0.6694549821587902,inf,inf,0.9696307281381301,0.0,0.0,0.0,0.2229500741493238
1800.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,1.0,1.0,0.0,1101.9909733490863,361.6513741573935,0.0,1185.6675350176424,141.4723066902279,574.9782284189408,1.0,658.7041861209125,-267.6158308399411,726390.9748502634,136388991870330.5,-545028323632978.06,1.0,1.8578030518110067,-0.031099312208704103,,-490.55417215640045,1185.6675350176424,1160.8259165133763,3.572125513638087,0.6517200329980996,inf,inf,0.9958664924957474,0.0,0.0,0.0,0.22472098824346298
1850.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,2.0,2.0,1.0,1115.7849705444817,380.74398426523044,0.0,1183.2638633203176,175.03307868270585,729.4237160337567,1.0,639.6020882812528,-265.4785126386913,2050796.3664516825,157362323765277.6,-625243529324459.0,1.0,1.989824339858088,-0.08174141729062336,,-468.91159230392884,1183.2638633203176,1159.8680831683587,3.572125513638087,0.6317298039565871,0.0,0.9999983336275795,1.0094023752936683,0.0,0.0,0.0,0.3375
1900.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,2.0,2.0,1.0,1129.2129271419064,398.9468940295336,0.0,1174.2809912550474,218.75427345783592,878.5656122874142,1.0,618.0426269763408,-262.1658730892628,3580102.3140169345,183385211253294.0,-720723712434346.6,1.0,2.136360509472648,-0.1321853385562765,,-440.6958433661779,1174.2809912550474,1151.509921103945,3.572125513638087,0.61034491824742,0.0,0.9936631006636455,1.0182280299387036,0.0,0.0,0.0,0.3375
1950.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,2.0,2.0,1.0,1150.4532526934286,415.97930552104805,0.0,1159.6194963784421,267.8185554019822,1005.3010731308834,1.0,594.6766648094574,-257.4788241115397,5353787.345012359,216105877501641.22,-835760471070950.4,1.0,2.3005466764769595,-0.1820949206635822,,-406.80770782512343,1159.6194963784421,1137.0002462659493,3.572125513638087,0.5883780700914507,0.0,0.9791698818232243,1.0267470765718518,0.0,0.0,0.0,0.3375
2000.0,145.34619293,49.62776831,0.20558726,328.0,328.0,0.0,1.0,0.0,1.0,1.0,1382.6077353586656,18.197838136784316,200.956770649951,2.6449864927379654,18.197838136784316,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.07934959478213896,0.07934959478213896,0.03,0.0003948590262746557,0.005775964328259161,10081.96704969279,1.0,2.0,2.0,1.0,1180.2219711852667,431.7630219221896,0.0,1140.7296741109617,317.5720348891817,1102.8842583122223,1.0,570.3648370554808,-251.20080140747027,7420481.436602296,257872262032202.97,-976425503377852.6,1.0,2.4866215501761846,-0.23104670129107727,,-368.6976897953198,1140.7296741109617,1118.0183814248435,3.572125513638087,0.5665004736816176,0.0,0.9609362959417743,1.0351632273676696,0.0,0.0,0.0,0.3375
50.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,0.0,0.0,0.0,31.918287256802635,6.282045227023079,0.0,66.98651032781666,0.39192725681439944,1.631571841442863,0.0,1339.7302065563335,-232.47909222301564,-77044800.80146003,1490735417509593.5,-27040339501718.0,1.0,0.4138054497894093,0.9977300579249533,25.95892233083818,-5.418931145554545,66.98651032781666,62.82361243098713,3.571705228026265,0.7398031826953363,inf,inf,0.005009706875680118,0.0,0.0,0.0,0.07212873862655736
200.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,1.0,1.0,0.0,116.51274394933918,21.96251792398728,0.0,257.5757121280722,0.45333284325455314,2.381423466601916,1.0,1287.8785606403612,-242.73771957630285,-76857021.09559512,1627403229857552.0,-602611227741454.0,1.0,1.953478993854972,0.9525898838566477,26.022346058825136,-14.675300692976236,257.5757121280722,242.51440383626974,3.571705228026265,0.7217454121160493,inf,inf,0.0018202043230060307,0.0,0.0,0.0,0.10236745161356502
350.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,2.0,2.0,1.0,171.3347842684041,28.052342355636974,0.0,411.9491044968573,2.186256358244697,7.528168339954902,1.0,1176.9974414195922,-258.794249941944,-76308320.06699935,1978038226343911.5,-2089193193928031.0,1.0,3.637302634390489,0.8578760764551623,26.209461802382535,-0.9623071232129519,411.9491044968573,390.63931119899416,3.571705228026265,0.5912613766175592,0.0,0.990491482411934,0.00543212929076021,0.0,0.0,0.0,0.23484719106375185
500.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,3.0,3.0,1.0,198.95075940939307,26.223713545657194,0.0,512.8266519534822,3.379101400669035,16.402974742230924,2.0,1025.6533039069643,-268.59110306135454,-75469790.2649727,2609351183239313.5,-4741715490318286.0,1.0,5.479713872401653,0.7387149372712448,26.500669910146105,38.50828638749181,512.8266519534822,490.2395950288428,3.571705228026265,0.378478254672507,0.0,0.9344573410185559,0.006724766227060197,0.0,0.0,0.0,0.24487619510770806
650.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,4.0,4.0,2.0,207.19309262208827,31.643432201952916,0.0,565.2641341571319,3.2242750796291384,9.47259218017939,2.0,869.6371294725107,-265.52772703380236,-74789267.70312135,3567355498295813.5,-8675987429614104.0,1.0,7.4122420513066665,0.626089023751395,26.74180482604898,98.94194172140794,565.2641341571319,544.4872835018408,3.571705228026265,0.4116802977882222,0.06516442838614091,1.5326466718435583,0.005664922267386334,0.0,0.0,0.0,0.2647658925814485
800.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,5.0,5.0,2.0,201.8662906632003,49.41783522494429,0.0,588.8492309492583,6.308814034350152,28.921975163037132,2.0,736.061538686573,-250.63994710264294,-75563261.8016402,4899798910029563.0,-1.3889389106015036e+16,1.0,9.378463841064379,0.5397486597214725,26.46788865798521,173.73662768050542,588.8492309492583,571.039511623234,3.571705228026265,0.37002848823346346,0.015571503062656736,1.3953983672563013,0.014796963736827514,0.0,0.0,0.0,0.26759071227082815
950.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,6.0,6.0,3.0,313.1135995273045,70.187552102309,0.0,596.1817328491965,3.8782823322666835,24.158443083644897,3.0,627.5597187886278,-229.6354996317892,-78564727.88562796,6500990346823045.0,-1.9831544919549412e+16,1.0,11.206459088135668,0.48720064478115593,25.456716440379413,253.93513501880352,596.1817328491965,581.4285684691977,3.571705228026265,0.3154888267944962,0.019604882714776534,1.7216068369961204,0.00633648529683908,0.0,0.0,1.0,0.6971048884810069
1100.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,8.0,8.0,4.0,434.8125945347843,88.96226678576546,0.0,591.2111589404441,5.438001236777788,20.677792623908886,4.0,537.4646899458584,-207.06379787287867,-83142580.54614066,8381180143267667.0,-2.661203187319918e+16,1.0,12.98162780750206,0.45408893197767114,24.055062843401686,338.02637596472925,591.2111589404441,579.1963406866138,3.571705228026265,0.27916045221062213,0.17628541993778551,1.9812057534727485,0.004713603975752466,0.0,0.0,1.0,0.7207338016273532
1200.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,8.0,8.0,4.0,515.4840394430458,99.43020140132646,0.0,583.4814336086724,5.086232827808778,26.312473611519977,4.0,486.234528007227,-191.6627520944678,-87657540.16528296,9808237577485672.0,-3.1549105962114492e+16,1.0,14.13460460832516,0.4425514777496936,22.81606346959877,394.68902291044355,583.4814336086724,573.0575098634179,3.571705228026265,0.2658389068589818,0.051774796650375245,1.949419447926383,0.002365674883974209,0.0,0.0,1.0,0.7405096264154083
1250.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,9.0,9.0,4.0,554.8257398974679,103.9629858207312,0.0,578.9509789801342,4.282479590124312,26.11430359094959,4.0,463.1607831841074,-184.143914649619,-90396261.13303386,1.0554543754869862e+16,-3.40466909926478e+16,1.0,14.68343248035005,0.4399473844172281,22.12480886855101,422.6916767505377,578.9509789801342,569.2520274194976,3.571705228026265,0.26155260263007196,0.028395669350260812,1.9405132261323574,0.0024700569087113557,0.0,0.0,1.0,0.7448481847466313
1300.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,9.0,9.0,4.0,593.2374527571067,108.0143561061812,0.0,574.2169930785317,3.3503376087964,23.320443790849936,4.0,441.70537929117825,-176.86332939297674,-93392191.30506724,1.1316132185465158e+16,-3.654242734509835e+16,1.0,15.212088104056969,0.438966687922301,21.415066635142594,450.2893814156855,574.2169930785317,565.1977042787089,3.571705228026265,0.2584102416631614,0.02992446717508542,1.9356161811058146,0.0023249484389465665,0.0,0.0,1.0,0.7445377399780406
1350.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,9.0,9.0,4.0,630.5779481963691,111.5824200595675,0.0,569.4026059831855,2.543326679325194,18.913663334185003,5.0,421.779708135693,-169.8532532176042,-96599056.52460745,1.2092734267720638e+16,-3.903955934943825e+16,1.0,15.723259764915925,0.43921850995953654,20.704135961105624,477.3959838340621,569.4026059831855,561.0194409193057,3.571705228026265,0.25610525801740774,0.031798295659808136,1.93424455550576,0.0017260444836438567,0.0,0.0,1.0,0.7440952415853749
1400.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,10.0,10.0,5.0,666.7471831452119,114.67013231462947,0.0,564.5833500931479,2.0506323245405533,13.939480450152587,5.0,403.27382149510566,-163.11068868482343,-99994406.84815392,1.2886162499517058e+16,-4.15457685971541e+16,1.0,16.220100280196963,0.44043711688868636,20.001118692939407,503.9693690607984,564.5833500931479,556.7948242182357,3.571705228026265,0.2543487409720157,0.1675884843322649,2.221434844423897,0.0010335058669362258,0.0,0.0,1.0,0.7714482534887203
1450.0,20.0,5.0,0.2,328.39493232792864,331.84509749589733,0.0,4.0,0.0,1.0,1.0,493.98759373010444,72.79135254713727,9.879751874602087,1.4558270509427451,72.79135254713727,333.5701800798817,6.900330335937457,0.29699146992797587,0.01,0.03434473893559105,0.03434473893559105,0.02359122185107808,0.0034762754542329334,0.01,23293.232815083928,1.0,3.0,3.0,1.0,439.41881712899567,90.06441880851087,0.0,658.3110890433446,0.8055417875572081,3.675802921306854,0.0,454.00764761609975,-18.977986550901168,-142080284.61488298,5280653284915085.0,-935805863414188.0,1.0,2.4343499869132876,0.9775973055652758,14.076548378412378,431.48867702694554,658.3110890433446,657.8594078276076,3.571705228026265,0.6547368152829927,0.0,0.9626589278265842,0.00018884472504241136,0.0,0.0,0.0,0.2700127470189404
