Temperature,Resistance,frozen,prior_anchored,prior_amplitude,static_preserving,dynamic_diagnostic
325.2885,1633.596,1859.8649729671008,1859.661947506436,1845.9351148719027,1792.1007333341706,1658.1256686692632
324.6755,1699.233,1919.087802546317,1920.302931614071,1899.1623912633156,1852.0155731295897,1734.2546998402036
324.077,1788.582,1969.3436162357343,1971.1744798631614,1947.1215076861592,1903.2355736927736,1793.7410638502754
323.4655,1855.034,2015.1048885995228,2017.09663868735,1992.8413091702107,1950.0247702791244,1843.8687108987365
322.8545,1921.453,2056.86221785359,2058.757017146926,2035.9232105545668,1992.7109811289858,1886.6844645169676
322.2435,1983.88,2095.925288152446,2097.601955271489,2077.0158969268473,2032.5377244957083,1924.7650304732745
321.6455,2031.9,2132.452524833455,2133.8759253343364,2115.7997170853123,2069.632350904365,1959.1461269789922
321.0345,2081.884,2168.707835711607,2169.875361654103,2154.377071209979,2106.288362881548,1992.5031917744175
320.423,2149.507,2204.410925855513,2205.3469727081892,2192.2699733142504,2142.229075712378,2024.8986609606402
319.8115,2197.493,2239.8945841763116,2240.6323172785505,2229.7317311931124,2177.8097886140426,2056.8461767994636
319.2125,2245.818,2274.693189040967,2275.269943357097,2266.2335313149542,2212.5897926473613,2088.053973721101
318.6005,2291.134,2310.476323667865,2310.9200942169027,2303.515386818829,2248.259169406109,2120.0881629382493
317.9875,2393.351,2346.6900388709146,2347.028357348221,2340.9999069412497,2284.2819630544577,2152.4881783133733
317.375,2440.652,2383.3505465175635,2383.6066531512097,2378.722404522682,2320.6909333008557,2185.28685846871
316.7625,2486.022,2420.565739249243,2420.758422854583,2416.8175059507466,2357.607144434427,2218.5882227744787
316.163,2539.708,2457.586382242435,2457.7314861894088,2454.54778107272,2394.299550105284,2251.723256741784
315.5505,2583.229,2496.065098148677,2496.173213759748,2493.6203542409535,2432.4149762823135,2286.1699491529853
314.939,2622.267,2535.180441741229,2535.260717755709,2533.2178842688154,2471.1461873337926,2321.1906923549336
314.333,2663.471,2574.6658855613855,2574.7254454694034,2573.0907366421166,2510.235060980519,2356.5440205331997
313.727,2705.311,2614.8981539610854,2614.9422099625917,2613.6362967845357,2550.0590072802506,2392.56452527513
313.1325,2755.164,2655.117195145946,2655.1498838521693,2654.103642271596,2589.869123934868,2428.569408367077
312.5245,2798.407,2697.041583263039,2697.0656155457596,2696.2326392570503,2631.369215355843,2466.095039194687
311.916,2839.166,2739.8251037059204,2739.842728365019,2739.180370457919,2673.723898739635,2504.381945675231
311.3045,2877.579,2783.6731684078827,2783.686048066367,2783.160434345974,2717.138376638164,2543.6122823380215
310.705,2916.197,2827.5129993994183,2827.5224526974625,2827.1037726637846,2760.5517963003253,2582.8251125948354
310.0895,2950.284,2873.4230015064254,2873.4298713352546,2873.0986094806417,2806.023666805428,2623.878181182187
309.473,2991.937,2920.3446501120566,2920.349632099153,2920.0877874024122,2852.506996574099,2665.8234021283197
308.856,3035.18,2968.266737274144,2968.2703440562736,2968.063511685811,2899.9916784957295,2708.64972807687
308.2435,3074.318,3016.8151360052525,3016.8177499099625,3016.654158897864,2948.1077540979854,2752.022045684913
307.6305,3118.701,3066.4005589004914,3066.402450459176,3066.2731309336928,2997.262952530177,2796.306572351013
307.0095,3164.268,3117.675569403689,3117.6769309124666,3117.5750473134035,3048.105152870453,2842.0849966619576
306.386,3243.543,3170.238725040198,3170.2397026833305,3170.15953209475,3100.237328654847,2888.9977190710415
305.7635,3288.126,3223.825826871777,3223.826528550867,3223.763432974113,3153.398201902504,2936.8080765962077
305.1535,3342.256,3277.437784276732,3277.43829079952,3277.3884028173557,3206.5968871884265,2984.624416832429
304.5305,3394.523,3333.345101436536,3333.3454642399474,3333.30622182027,3262.0870889762064,3034.4709753126267
303.91,3440.385,3390.214896824081,3390.215156826053,3390.1842622431445,3318.54690658216,3085.158128826921
303.2915,3499.933,3448.1097128081815,3448.109899199004,3448.085560185914,3376.0389784840677,3136.7409809214055
302.688,3548.426,3505.792279293291,3505.792413906038,3505.77312954961,3433.3347331979694,3188.117067415578
302.0735,3597.12,3565.765957317795,3565.7660538992386,3565.750839968746,3492.9213019100944,3241.5153961878937
