mode,evaluation,elapsed_s,loss,mean,amplitude,robust,frequency,waveform,static_rmse_log10,screened,outside_domain,C_pF,S_e_mW_per_K,tau_th_ns,T0_K,Tc_K,w_K,beta_per_K,gamma,Rs_315K_ohm,Ea_over_k_K,Rm_ohm
static_preserving,105,77.32075666599849,16.52864059421244,6.810062847587066,1.4106969155955442,1.4836939238404654,0.177329536923358,12.614512286675843,0.0494603901340292,False,False,6.0829598414845485,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,106,78.05534679099947,16.569013136627,6.854933596530376,1.4143043339271115,1.4541686651899706,0.20573913117744233,12.654884829090403,0.0494603901340292,False,False,6.3984616423536425,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,107,78.79687979099981,10016.391530646524,6.8771402271899795,1.3602708374971182,1.3710356072546146,0.29682798410487826,12.477402338988387,0.0494603901340292,False,True,7.046503274838093,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,108,79.53607229099725,16.37360645078609,6.90048437371944,1.3466721566244833,1.3881702518233143,0.2616140956665787,12.459478143249495,0.0494603901340292,False,False,6.806105267445345,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,109,80.29030304099433,16.37427255884391,6.897623060462564,1.3527645648713826,1.3779687111034367,0.2525175702543304,12.460144251307314,0.0494603901340292,False,False,6.89694556145466,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,110,81.02757020799618,16.569540268128566,6.898208508494488,1.4119953199624422,1.4054237778380778,0.2315874287441548,12.65541196059197,0.0494603901340292,False,False,6.759252351489769,0.00373766559525938,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,111,81.75849000000017,10041.151639421389,27.329135794647584,2.4246822416383327,2.5786078480808596,0.11144149241642956,37.23751111385165,0.0494603901340292,False,True,6.806105267445345,0.0020459851112732685,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,112,82.49162937499932,20.739120126843954,10.172436452552505,1.55902387790084,1.7497842211693837,0.4513990237658978,16.824991819307357,0.0494603901340292,False,False,6.806105267445345,0.004887621099929092,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,113,83.22294129099464,63.48480861443257,41.638035844593645,4.399870542151515,4.402464199396538,0.6611372729025012,59.57068030689598,0.0494603901340292,False,False,6.806105267445345,0.008372110151103777,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,114,83.95803162499942,39.78935075205868,23.86796300584754,2.870009756741681,3.181719410853584,0.43102151519183735,35.87522244452209,0.0494603901340292,False,False,6.806105267445345,0.0063660322724567765,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
static_preserving,115,84.7078600829991,10015.530285420473,6.48821547786466,1.2332915999802248,1.3353083426801975,0.18551698489979757,11.61615711293543,0.0494603901340292,False,True,6.806105267445345,0.003504611419110753,15.859707975521072,314.5309907109604,333.31164381714086,6.371353450883506,0.2800453986889074,0.17568133847794906,2447.6992863634123,2575.1260666032454,20.063832211131665
