window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,candidate,dt_ns,source_mV,split
2,150.0,200.0,46.205692548478574,84.78834086494636,81.36311533097533,77.5793318357312,0.7955529328867557,prior_amplitude,0.0125,650.0,train
3,200.0,250.0,47.99461924009744,85.02305313613834,84.23168563120686,79.34854936554045,0.8106061864122225,prior_amplitude,0.0125,650.0,train
0,50.0,100.0,48.14786709630939,99.7466953125477,78.6030713573983,54.63625540829316,0.4652352569375481,prior_amplitude,0.0125,700.0,validation
1,100.0,150.0,43.54922073866215,71.32140174611918,62.496586275668726,49.6213808701898,0.638640831512657,prior_amplitude,0.0125,700.0,validation
2,150.0,200.0,46.98801269568081,100.55097699351867,77.87137777882239,51.228985405678564,0.5728227290900267,prior_amplitude,0.0125,700.0,validation
3,200.0,250.0,43.245436170156694,86.46721889863278,70.926002663136,51.14447811840509,0.4850387131301237,prior_amplitude,0.0125,700.0,validation
0,50.0,100.0,44.102341218887894,69.80096146550127,63.92548870082812,44.97990780714557,0.46044233596903483,prior_amplitude,0.0125,750.0,validation
1,100.0,150.0,43.208553940647505,83.36212353922244,75.4926529408402,73.037905129221,0.8294403508029689,prior_amplitude,0.0125,750.0,validation
2,150.0,200.0,43.84084203762934,76.3748383945306,72.66902118252595,71.39954809527413,0.8236416583303765,prior_amplitude,0.0125,750.0,validation
3,200.0,250.0,44.5289527691832,75.6254068011027,72.93076106301285,70.91745745613458,0.8235378621069487,prior_amplitude,0.0125,750.0,validation
0,50.0,100.0,40.06605375479078,33.500985632700434,30.57005831531041,34.26774942364835,0.6001796390347365,prior_amplitude,0.0125,800.0,train
1,100.0,150.0,39.76278755271845,26.987980331004103,25.293999456365224,16.70788546949672,0.7894121715923141,prior_amplitude,0.0125,800.0,train
2,150.0,200.0,39.94543465744278,25.68068456841335,23.9307193577974,17.541124189371168,0.6647083873789195,prior_amplitude,0.0125,800.0,train
3,200.0,250.0,40.44612719121399,25.2419569621341,23.63780536380142,28.18160203066075,0.8409224327526785,prior_amplitude,0.0125,800.0,train
0,50.0,100.0,38.21577516933385,28.032050822784843,23.613973642338735,34.564074847228724,0.8834629663063477,prior_amplitude,0.0125,850.0,validation
1,100.0,150.0,34.608988824061335,11.520120623796881,7.297452903842906,9.240903323399014,0.8957228412548343,prior_amplitude,0.0125,850.0,validation
2,150.0,200.0,38.34478059556991,22.087427750612168,20.709118822123152,26.593134740929436,0.660230997794584,prior_amplitude,0.0125,850.0,validation
3,200.0,250.0,39.71827058558175,22.00902844885955,19.823023293309348,32.53481431030137,0.9188876217007914,prior_amplitude,0.0125,850.0,validation
0,50.0,100.0,34.42626077290328,22.3465627179345,19.249170422818278,11.677019535837998,0.6921623933031267,prior_amplitude,0.0125,900.0,train
1,100.0,150.0,35.1541794249549,20.003952044291154,16.754800971821883,13.89089503763488,0.8930112884654686,prior_amplitude,0.0125,900.0,train
2,150.0,200.0,37.03004309421575,16.030940492541127,15.30243192888286,8.172574322301024,0.7217808774685415,prior_amplitude,0.0125,900.0,train
3,200.0,250.0,33.92570000382656,13.981044837270282,12.922799713836525,14.226328183316037,0.8575963876875317,prior_amplitude,0.0125,900.0,train
0,50.0,100.0,31.52285977236937,11.840907904445661,9.152776068376618,11.887510153423348,0.6501199246715172,prior_amplitude,0.0125,950.0,validation
1,100.0,150.0,37.112143003522036,17.722935662806034,16.774399295817535,18.22261645579424,0.9353856234764976,prior_amplitude,0.0125,950.0,validation
2,150.0,200.0,30.975595218479274,1.2035331670374312,1.1285003354236238,0.9865166481016143,0.7746454493588432,prior_amplitude,0.0125,950.0,validation
3,200.0,250.0,30.091607350055675,0.23366988328930915,0.1922484868776877,0.1375613091976535,0.4842282905048696,prior_amplitude,0.0125,950.0,validation
0,50.0,100.0,31.611693923648453,14.420044532108445,11.553447422564322,19.420285306446655,0.8824049990663287,prior_amplitude,0.0125,1000.0,validation
1,100.0,150.0,29.32707206357295,0.772217367019433,0.6086105428819479,0.8801118748989426,0.8476209628017441,prior_amplitude,0.0125,1000.0,validation
2,150.0,200.0,36.09301225688057,13.725847652175485,13.247452448434679,24.359800897620392,0.7935005521712356,prior_amplitude,0.0125,1000.0,validation
3,200.0,250.0,30.609080679386906,8.990508401439644,7.392895664762239,17.533061437172314,0.8434435322225501,prior_amplitude,0.0125,1000.0,validation
0,50.0,100.0,37.259998679531044,7.139139046442821,4.701333612855137,19.007138884096765,0.40927340196008777,prior_amplitude,0.0125,1100.0,validation
1,100.0,150.0,33.455917981414714,12.335425296019714,12.088710130036194,33.10600037231202,0.7588608893490842,prior_amplitude,0.0125,1100.0,validation
2,150.0,200.0,28.03304367435931,1.329464802489131,1.2661285834209934,2.793882443152048,0.8207614770125453,prior_amplitude,0.0125,1100.0,validation
3,200.0,250.0,29.153939264494642,8.177578437890421,6.41603427255151,10.781716141917386,0.9676793699375963,prior_amplitude,0.0125,1100.0,validation
0,50.0,100.0,32.36640691861655,8.706493317321854,8.260810724871025,11.073966354488052,0.762552219801598,prior_amplitude,0.0125,1200.0,train
1,100.0,150.0,35.835083973531255,1.8726588432668692,1.466820136893702,4.0346458981974544,0.5292984439561289,prior_amplitude,0.0125,1200.0,train
2,150.0,200.0,29.837612355602673,9.497272018629786,8.991146265539978,16.807064596313204,0.8276478203363073,prior_amplitude,0.0125,1200.0,train
3,200.0,250.0,27.769449061016694,1.710989531491414,1.378903296786845,1.7078089965282421,0.8971992598285445,prior_amplitude,0.0125,1200.0,train
0,50.0,100.0,73.99763215202836,12.105122565439373,10.70263631089513,2.0149843636071525,0.9065538085269091,prior_amplitude,0.00625,50.0,validation
1,100.0,150.0,79.98660415932585,2.170175395471219,1.8903333813802448,0.3649160743242433,0.8359058796133247,prior_amplitude,0.00625,50.0,validation
2,150.0,200.0,80.90044636268091,0.31787874331939747,0.2774717384293979,0.045269941148254486,0.24296426713069674,prior_amplitude,0.00625,50.0,validation
3,200.0,250.0,81.19928682116803,0.3268353832825426,0.29254288519457816,0.05245211913742541,0.3285979292856298,prior_amplitude,0.00625,50.0,validation
0,50.0,100.0,130.46630184325352,17.226674237980106,14.659211853387262,15.618743391323903,0.9957783179524243,prior_amplitude,0.00625,100.0,train
1,100.0,150.0,135.04121116860048,0.13929640892058615,0.1192440962691137,0.1648554723521631,0.4862696475447289,prior_amplitude,0.00625,100.0,train
2,150.0,200.0,134.96258194278025,0.14275296981543306,0.1139221514627593,0.13614045578764486,0.050961593914379155,prior_amplitude,0.00625,100.0,train
3,200.0,250.0,134.9825877375454,0.20217903828270778,0.1826066417358163,0.24437280846698678,0.17321862486437778,prior_amplitude,0.00625,100.0,train
0,50.0,100.0,156.41322137357366,31.681375108530773,29.974992527590814,23.841153375648815,0.9866720846156726,prior_amplitude,0.00625,150.0,validation
1,100.0,150.0,127.0637159356554,13.152175600937639,11.59862964195844,4.784161035888712,0.9864964992351569,prior_amplitude,0.00625,150.0,validation
2,150.0,200.0,123.2040941154031,0.35420083181409723,0.33295280209668476,0.3079526004606574,0.7807170586504175,prior_amplitude,0.00625,150.0,validation
3,200.0,250.0,123.46307442778938,0.28352411665061084,0.2500567834105709,0.04053015181156831,0.40508311250917794,prior_amplitude,0.00625,150.0,validation
0,50.0,100.0,101.4481462059624,185.83464187448442,184.7693186060108,100.82258274532875,0.41803349679151935,prior_amplitude,0.00625,200.0,validation
1,100.0,150.0,102.36731803238943,185.78157911080564,184.44882386387292,96.02044392490501,0.40467229185094955,prior_amplitude,0.00625,200.0,validation
2,150.0,200.0,102.94245531785819,185.93948159843717,184.94810595778222,87.24758428425277,0.37796882728381087,prior_amplitude,0.00625,200.0,validation
3,200.0,250.0,102.3310649003658,186.0206613881223,184.64168336927918,68.26836287456864,0.650140430691825,prior_amplitude,0.00625,200.0,validation
0,50.0,100.0,81.32290636338156,198.17717035445455,194.92071755433946,179.75815182991053,0.808610314249113,prior_amplitude,0.00625,250.0,train
1,100.0,150.0,94.80096149689878,198.42049474055707,193.44785241426695,177.06862446846813,0.7377031801759737,prior_amplitude,0.00625,250.0,train
2,150.0,200.0,107.80939415238538,198.2758594764627,194.16971265571658,173.25352389117512,0.7915840457071583,prior_amplitude,0.00625,250.0,train
3,200.0,250.0,106.66007890356141,198.5982523476858,197.35822498345698,194.8337679531975,0.7111335361433426,prior_amplitude,0.00625,250.0,train
0,50.0,100.0,87.84197162828605,204.37021502132677,198.6551792746891,176.35983795951944,0.786140697046231,prior_amplitude,0.00625,300.0,train
1,100.0,150.0,105.06141957273825,205.00573395583618,202.70325186351596,198.81555213984186,0.751026541326664,prior_amplitude,0.00625,300.0,train
2,150.0,200.0,71.83834683184989,204.37094776034013,198.66538546398303,183.7861268376836,0.8088429855999354,prior_amplitude,0.00625,300.0,train
3,200.0,250.0,107.3394982928169,205.02368469293415,196.78255424945417,184.25133830713958,0.8251205292985364,prior_amplitude,0.00625,300.0,train
0,50.0,100.0,99.42792396268347,204.89257358794333,197.28490902572332,182.2562048666191,0.8173813885041519,prior_amplitude,0.00625,350.0,train
1,100.0,150.0,67.19331779574287,204.37797766198835,196.4288974419993,188.39642845097202,0.7676694537768793,prior_amplitude,0.00625,350.0,train
2,150.0,200.0,103.62396810094704,204.0932110019351,199.1902346840409,192.59517231160174,0.7521913853987703,prior_amplitude,0.00625,350.0,train
3,200.0,250.0,67.27250053650006,204.10408170936856,189.37390861877537,179.48711417765605,0.8162734778721209,prior_amplitude,0.00625,350.0,train
0,50.0,100.0,87.62252590689022,196.70955042663792,190.82932942332278,185.81302530638652,0.779629979036318,prior_amplitude,0.00625,400.0,validation
1,100.0,150.0,79.28841612098701,195.28797135424642,181.1670741386665,168.32348761384898,0.8456594999482183,prior_amplitude,0.00625,400.0,validation
2,150.0,200.0,66.16417961154065,195.1038024579388,188.92384864345996,178.56227837384873,0.7715776938143648,prior_amplitude,0.00625,400.0,validation
3,200.0,250.0,81.3466673774027,194.94479851848206,188.68741023032948,180.43892730419975,0.7828491997862654,prior_amplitude,0.00625,400.0,validation
0,50.0,100.0,71.12767871109214,178.14324466796697,173.0824246941227,162.49753161670662,0.7606290681417582,prior_amplitude,0.00625,450.0,validation
1,100.0,150.0,71.77986643221647,176.4731609566518,172.3355424920371,160.6889089872681,0.7622984358888729,prior_amplitude,0.00625,450.0,validation
2,150.0,200.0,73.1029629152961,175.09883734305498,172.86498077561566,160.82068023291794,0.7628334344673655,prior_amplitude,0.00625,450.0,validation
3,200.0,250.0,72.6161637627359,174.99663754671343,167.722179444976,160.00092284442408,0.7958829289386228,prior_amplitude,0.00625,450.0,validation
0,50.0,100.0,64.99431997250863,151.6164920840002,145.74793858652666,130.986201847018,0.79191119265665,prior_amplitude,0.00625,500.0,train
1,100.0,150.0,68.10014948319116,149.57874975220005,144.46342631072383,136.81323092511704,0.8072250893289485,prior_amplitude,0.00625,500.0,train
2,150.0,200.0,61.261111818829164,148.79785041229303,146.61842693278254,137.28628752748287,0.7247576246179269,prior_amplitude,0.00625,500.0,train
3,200.0,250.0,58.55907799879366,147.21719993618348,142.44849056541057,133.93711657986702,0.7925431611255461,prior_amplitude,0.00625,500.0,train
0,50.0,100.0,63.64796073540816,126.14771784883911,121.10420011646868,112.24663556384179,0.8078946096664132,prior_amplitude,0.00625,550.0,validation
1,100.0,150.0,48.584715280284335,120.4566313912155,117.96339499314124,106.88562588814497,0.7888982559196992,prior_amplitude,0.00625,550.0,validation
2,150.0,200.0,59.50293828651199,119.42020289559011,113.89080835447591,103.75382443908993,0.8051902035594163,prior_amplitude,0.00625,550.0,validation
3,200.0,250.0,55.34732689975823,118.88459832960595,116.83091510519053,112.57367716136312,0.7713102702102818,prior_amplitude,0.00625,550.0,validation
0,50.0,100.0,54.128725123492885,104.5213919650507,93.16576869699266,81.93161317607988,0.71337673735741,prior_amplitude,0.00625,600.0,validation
1,100.0,150.0,51.44589805068965,91.690605269645,90.05501439873092,78.8240871244598,0.8277498207209346,prior_amplitude,0.00625,600.0,validation
2,150.0,200.0,48.82489659128136,91.77400848353494,91.11909216362591,86.75558151509411,0.7944029905114101,prior_amplitude,0.00625,600.0,validation
3,200.0,250.0,55.96495159244353,92.3279972674121,90.77108026380255,84.59887737056492,0.7655211857629929,prior_amplitude,0.00625,600.0,validation
0,50.0,100.0,49.04787094121824,103.56921354671013,90.76577654272802,82.59452354923386,0.7611972567273855,prior_amplitude,0.00625,650.0,train
1,100.0,150.0,51.48430586249852,112.29297276756121,95.74490982587146,71.18833377085105,0.6620901791846934,prior_amplitude,0.00625,650.0,train
2,150.0,200.0,47.11325025458222,88.89523480866586,84.48320298251704,80.37807288947663,0.8039479785003323,prior_amplitude,0.00625,650.0,train
3,200.0,250.0,47.753089155603064,86.46379798658691,85.34770867660946,81.76009456121413,0.8198157891635328,prior_amplitude,0.00625,650.0,train
0,50.0,100.0,48.047525326733684,100.61151029195287,79.21629550383784,52.335642349422,0.44973490775141334,prior_amplitude,0.00625,700.0,validation
1,100.0,150.0,42.5742410837566,67.34763957096374,59.73505577308009,33.37210234225144,0.3087250402436359,prior_amplitude,0.00625,700.0,validation
2,150.0,200.0,46.74232233067339,91.66462703008281,87.94473511224771,76.3871359505152,0.7574029370962939,prior_amplitude,0.00625,700.0,validation
3,200.0,250.0,48.10134471196637,96.92439081671611,83.77870883699512,60.29880327136888,0.5782852601446795,prior_amplitude,0.00625,700.0,validation
0,50.0,100.0,46.082174608809304,58.97750403008253,57.63756464059155,45.41083540338067,0.6540001284810124,prior_amplitude,0.00625,750.0,validation
1,100.0,150.0,39.39172182357483,58.40520861059962,57.765012092774455,46.02829250554955,0.6897670462756248,prior_amplitude,0.00625,750.0,validation
2,150.0,200.0,45.379839825728176,58.123459532479046,55.47418731357379,46.04258028035085,0.7567915884415054,prior_amplitude,0.00625,750.0,validation
3,200.0,250.0,41.69353168730251,49.33057745967527,46.23326957543367,35.1995248586987,0.6516287069345438,prior_amplitude,0.00625,750.0,validation
0,50.0,100.0,39.79330150451112,32.82313119792756,29.736161951199094,32.16845866913757,0.5958070032342393,prior_amplitude,0.00625,800.0,train
1,100.0,150.0,39.7469888645019,26.79325665789363,24.840280218331838,15.65946320602863,0.6695026894939031,prior_amplitude,0.00625,800.0,train
2,150.0,200.0,40.242064456168926,25.61412724262044,23.892617871937404,24.968160891210214,0.7497435051032071,prior_amplitude,0.00625,800.0,train
3,200.0,250.0,40.56042431619985,25.21802283166698,23.59072245078834,24.41159801546097,0.8423283974831519,prior_amplitude,0.00625,800.0,train
0,50.0,100.0,38.27556580014356,27.931744555963864,23.51045794996228,59.07179977036313,0.875950032134901,prior_amplitude,0.00625,850.0,validation
1,100.0,150.0,35.40327959910724,16.68942941452422,11.362660245168492,25.861802805759652,0.9566291536430974,prior_amplitude,0.00625,850.0,validation
2,150.0,200.0,37.52793499202387,22.130883207893447,20.73893586434088,22.17496294648774,0.7789045537895505,prior_amplitude,0.00625,850.0,validation
3,200.0,250.0,39.53084852313986,22.05110308487733,20.65479459515669,46.342402654973796,0.8776572307450389,prior_amplitude,0.00625,850.0,validation
0,50.0,100.0,34.40013556414232,22.252391333299443,19.09434017421317,14.215971238456449,0.7180478210109786,prior_amplitude,0.00625,900.0,train
1,100.0,150.0,35.241623504719215,19.96528450432285,16.89426344125782,15.086893842650635,0.8799529179149865,prior_amplitude,0.00625,900.0,train
2,150.0,200.0,31.95514192667623,1.3843005755396867,1.3127449899949397,1.0256774234039046,0.812610509743798,prior_amplitude,0.00625,900.0,train
3,200.0,250.0,31.243161098252603,0.2874047190839839,0.2658775761781378,0.21437855380130919,0.6522294282251353,prior_amplitude,0.00625,900.0,train
0,50.0,100.0,31.444582765858183,11.871129404980554,9.252374909633012,34.83061768101504,0.7117512879016967,prior_amplitude,0.00625,950.0,validation
1,100.0,150.0,37.50971921075908,17.497587165824037,15.416064697602202,32.218344221077544,0.9124697368152027,prior_amplitude,0.00625,950.0,validation
2,150.0,200.0,30.983242670201616,2.7892258240971195,2.2529905946955857,7.659949679813793,0.8408983044646293,prior_amplitude,0.00625,950.0,validation
3,200.0,250.0,30.604654030427945,1.2993372409734327,1.1916216000191788,3.1097484135692994,0.8357405921696767,prior_amplitude,0.00625,950.0,validation
0,50.0,100.0,31.7991333710632,13.902731962945918,11.502317399929659,10.63024580536962,0.9019283335332005,prior_amplitude,0.00625,1000.0,validation
1,100.0,150.0,37.27001732895846,12.891195331808099,11.761720763938193,10.936211443104218,0.8938462878021518,prior_amplitude,0.00625,1000.0,validation
2,150.0,200.0,29.652666709435472,3.5257516508560585,2.0569923530851746,1.938808139565325,0.38598232160444634,prior_amplitude,0.00625,1000.0,validation
3,200.0,250.0,29.002549602490767,0.4781928045879198,0.36573654769794217,0.38203062917033687,0.4836925273570547,prior_amplitude,0.00625,1000.0,validation
0,50.0,100.0,37.38356516262647,6.538209009232716,3.871671359535142,15.948806971158705,0.34006345651153,prior_amplitude,0.00625,1100.0,validation
1,100.0,150.0,32.90554061321071,12.413677533345858,12.016689503288994,34.86971896289244,0.8083345256941312,prior_amplitude,0.00625,1100.0,validation
2,150.0,200.0,28.095796489612905,1.353634532465552,1.236823381126218,2.1471771492262315,0.7774097760848817,prior_amplitude,0.00625,1100.0,validation
3,200.0,250.0,28.53444665772789,5.047783961031577,3.921672915476929,6.166003418549579,0.9625286594514133,prior_amplitude,0.00625,1100.0,validation
0,50.0,100.0,32.58107405281837,8.487927249794122,8.14656375920477,5.381008645403909,0.852170511799347,prior_amplitude,0.00625,1200.0,train
1,100.0,150.0,31.12061969982425,7.763480588844512,7.547286687708965,4.621936574340683,0.8622350783102496,prior_amplitude,0.00625,1200.0,train
2,150.0,200.0,26.843918746247986,1.121291587351088,1.0046673039461353,0.707588223164749,0.8881751846966234,prior_amplitude,0.00625,1200.0,train
3,200.0,250.0,26.02397338777259,0.46065643607582274,0.37162198922254674,0.14595890324648358,0.30352422133248425,prior_amplitude,0.00625,1200.0,train
0,50.0,100.0,91.78560310104889,3.554918021053254,2.966534881281106,3.117072963262591,0.9239861200304756,static_preserving,0.025,50.0,validation
1,100.0,150.0,93.01117480886894,0.4626816517540959,0.3762622814899288,1.094075102780276,0.5607594144236843,static_preserving,0.025,50.0,validation
2,150.0,200.0,92.91230161486308,0.23121466472635177,0.18955379245339543,0.41338600638053014,0.15027189683041042,static_preserving,0.025,50.0,validation
3,200.0,250.0,93.18091036800959,0.47169702310340256,0.42577406898456616,0.3201280009978653,0.33265255236484437,static_preserving,0.025,50.0,validation
0,50.0,100.0,173.27866664650753,6.549776281668358,5.102760816298968,9.381266615872688,0.9881143706140558,static_preserving,0.025,100.0,train
1,100.0,150.0,173.90557181651636,0.27564208622101205,0.22467379230084816,0.568079721872074,0.18966253402293998,static_preserving,0.025,100.0,train
2,150.0,200.0,173.83382398329965,0.2542283695889296,0.2104133250747111,0.2816100725371105,0.05864216680401668,static_preserving,0.025,100.0,train
3,200.0,250.0,173.91041646347142,0.3982635434309998,0.3518383264876661,0.47356179437367363,0.14031972319055985,static_preserving,0.025,100.0,train
0,50.0,100.0,241.00545394874874,4.982262863464911,4.647458423732672,3.2624488432611813,0.8036049306931179,static_preserving,0.025,150.0,validation
1,100.0,150.0,237.37024488686765,0.8407385969308905,0.6534134312446156,0.42449301352849844,0.7104534519399099,static_preserving,0.025,150.0,validation
2,150.0,200.0,237.29579346777444,0.3270954461199551,0.2724508599094122,0.22831194543257063,0.6853760944972918,static_preserving,0.025,150.0,validation
3,200.0,250.0,237.42438021276743,0.29617636661890856,0.25266820115197675,0.010854689389654344,0.017185589555485437,static_preserving,0.025,150.0,validation
0,50.0,100.0,292.5937599499935,17.676830439594823,17.35263900500081,3.910234946903894,0.9179556144064951,static_preserving,0.025,200.0,validation
1,100.0,150.0,283.8700336125788,0.5267860003420424,0.40441432664880494,0.36147093312770046,0.7781052325479126,static_preserving,0.025,200.0,validation
2,150.0,200.0,284.1792677995971,0.5214815681058553,0.4690946976809869,0.24854839408739393,0.7702278174653974,static_preserving,0.025,200.0,validation
3,200.0,250.0,284.4734097780689,0.6258772510807376,0.5453020984862178,0.34787330108283565,0.8842967464752258,static_preserving,0.025,200.0,validation
0,50.0,100.0,322.8617160605802,45.73193241523745,44.28976227000237,17.018358025813754,0.9980593512208458,static_preserving,0.025,250.0,train
1,100.0,150.0,310.9558040350508,3.7698454184595107,3.21592835765631,1.7775419012192732,0.977139606990931,static_preserving,0.025,250.0,train
2,150.0,200.0,311.3826016724828,0.39592448224658483,0.3432329925680051,0.34411641969340157,0.5664413467941067,static_preserving,0.025,250.0,train
3,200.0,250.0,311.43904793670544,0.3231485441663722,0.2968449465608387,0.18256445380432054,0.4995973476959241,static_preserving,0.025,250.0,train
0,50.0,100.0,293.10876833575117,214.31604571482512,195.89132744952292,190.97895446772952,0.869773441067324,static_preserving,0.025,300.0,train
1,100.0,150.0,306.0439438801448,48.758181489415676,42.3042413201095,41.91869574773536,0.9583558371802283,static_preserving,0.025,300.0,train
2,150.0,200.0,307.93080423660587,9.107800336682658,7.872472725224895,7.287160993707124,0.9729073822829034,static_preserving,0.025,300.0,train
3,200.0,250.0,308.1797134359791,1.9762514927443249,1.6647737937320244,1.7158811898487885,0.9871324562897569,static_preserving,0.025,300.0,train
0,50.0,100.0,177.10394024447564,312.97767750021916,290.152335875126,199.10849186219983,0.5851410071018661,static_preserving,0.025,350.0,train
1,100.0,150.0,218.67997927724423,226.02805580014302,220.7395492536427,223.12113312736773,0.9146854658673893,static_preserving,0.025,350.0,train
2,150.0,200.0,232.86348767556123,223.53999232413403,216.07990670785003,209.32305307314732,0.9075758695257161,static_preserving,0.025,350.0,train
3,200.0,250.0,211.78495061559127,224.4388451413435,220.0277074623299,210.52637784812507,0.9218628231455562,static_preserving,0.025,350.0,train
0,50.0,100.0,192.98562683958482,304.2790129327185,285.3621456244934,241.5757491885957,0.8069727155553635,static_preserving,0.025,400.0,validation
1,100.0,150.0,195.23618168596127,242.85011532057734,238.64685677378174,237.30208526079085,0.893889713965905,static_preserving,0.025,400.0,validation
2,150.0,200.0,195.13440836595072,243.0426568553013,234.07582300279785,236.05171477293,0.9110775470081006,static_preserving,0.025,400.0,validation
3,200.0,250.0,195.7905402774268,242.98168845568148,234.24715296527768,230.49295560071425,0.9078399314626484,static_preserving,0.025,400.0,validation
0,50.0,100.0,172.38804426175923,275.1421032889804,235.00372531788173,233.97055383872447,0.9034733795908874,static_preserving,0.025,450.0,validation
1,100.0,150.0,199.28388586885598,224.48943292623972,217.98091494863132,216.21320637139573,0.9157178361103389,static_preserving,0.025,450.0,validation
2,150.0,200.0,170.68639146646265,222.1445648954124,217.8532773946127,216.3350931266946,0.9156096078074285,static_preserving,0.025,450.0,validation
3,200.0,250.0,195.2362360904389,221.7733802547877,216.1880442238302,211.38241638010115,0.9198321200565343,static_preserving,0.025,450.0,validation
0,50.0,100.0,176.59551819192902,219.72481641369075,193.51749015819195,191.5567032092525,0.9128994720778079,static_preserving,0.025,500.0,train
1,100.0,150.0,167.8294522530753,175.10536347567597,166.83532730849274,166.12948619816052,0.9413192063026634,static_preserving,0.025,500.0,train
2,150.0,200.0,167.23663274099724,165.0811521987683,160.19114945448456,163.67443070726196,0.9451541289462914,static_preserving,0.025,500.0,train
3,200.0,250.0,169.1364062471217,161.89620784649355,158.9864746590789,162.72573414459282,0.9501920980576986,static_preserving,0.025,500.0,train
0,50.0,100.0,158.65563988278745,174.07112432791982,154.13708402974615,142.32867933811008,0.9218234061782411,static_preserving,0.025,550.0,validation
1,100.0,150.0,160.93776442115706,102.38826681099779,90.96728172584554,91.35402326594672,0.9691440165929803,static_preserving,0.025,550.0,validation
2,150.0,200.0,161.5155819358093,72.93607879407963,66.54039997866425,66.31319041640792,0.9810302552230006,static_preserving,0.025,550.0,validation
3,200.0,250.0,158.38895987764056,52.01683291864279,46.50195208588403,48.286323783124416,0.9876881873645122,static_preserving,0.025,550.0,validation
0,50.0,100.0,151.7456982420372,135.51578506827204,111.64519461663647,87.41994359556405,0.8084286677902645,static_preserving,0.025,600.0,validation
1,100.0,150.0,147.62316863390564,33.785640308328084,28.958974668275403,22.778331022195594,0.8416207045846641,static_preserving,0.025,600.0,validation
2,150.0,200.0,148.51109802924432,8.292288878943083,6.616761866160317,5.21479014333272,0.8277658209919545,static_preserving,0.025,600.0,validation
3,200.0,250.0,148.0797084097195,1.6525828875105049,1.2024467951572717,0.9556573929554946,0.7699686856508203,static_preserving,0.025,600.0,validation
0,50.0,100.0,142.12963895650486,100.90306792106537,79.85065348371825,34.965688251733674,0.31148626908034294,static_preserving,0.025,650.0,train
1,100.0,150.0,139.5242338456407,8.756399045311724,5.716186090082232,3.02165931602542,0.42286754696694084,static_preserving,0.025,650.0,train
2,150.0,200.0,139.45625825725702,0.47869997414707655,0.3327039775832361,0.1570568990840243,0.3060943661724229,static_preserving,0.025,650.0,train
3,200.0,250.0,139.40683412877905,0.2855504064057186,0.24754669436529753,0.04766642788105505,0.06105655193064197,static_preserving,0.025,650.0,train
0,50.0,100.0,133.5208641527196,76.2529785664124,57.377988418237734,7.026604832591901,0.0284407083613194,static_preserving,0.025,700.0,validation
1,100.0,150.0,131.6898652680162,0.9777844574691983,0.7703559418561952,0.06594298850211186,0.012800769075262508,static_preserving,0.025,700.0,validation
2,150.0,200.0,131.5148190956482,0.29084199490176843,0.2162204117059332,0.06056395010570544,0.11635342964230055,static_preserving,0.025,700.0,validation
3,200.0,250.0,131.49270173108906,0.17148293102195566,0.14761896289996912,0.028276426306749963,0.048358184333216925,static_preserving,0.025,700.0,validation
0,50.0,100.0,124.72007171257299,7.170491457276029,4.577646113020123,1.2028503267735868,0.10996152201186893,static_preserving,0.025,750.0,validation
1,100.0,150.0,124.89794768887091,0.3616349945350663,0.2814232547518287,0.022268132568577716,0.007354803116280784,static_preserving,0.025,750.0,validation
2,150.0,200.0,124.75000498449386,0.49699943668194635,0.3926336923698557,0.20443790511114854,0.29829602427266,static_preserving,0.025,750.0,validation
3,200.0,250.0,124.77402038652893,0.41653349246908533,0.25637958721404175,0.07922921836097879,0.09760474683507225,static_preserving,0.025,750.0,validation
0,50.0,100.0,118.78329241204332,2.967209111126209,1.2237583975401805,0.22248195383358854,0.03118816018345183,static_preserving,0.025,800.0,train
1,100.0,150.0,118.73631350167786,0.4725093245279055,0.389417947267404,0.09595332071774726,0.06643973361524846,static_preserving,0.025,800.0,train
2,150.0,200.0,118.67557445828221,0.4721283135674099,0.3814418930419947,0.13953351108407971,0.13601515023453048,static_preserving,0.025,800.0,train
3,200.0,250.0,118.7305187187058,0.48316225678064484,0.38495131273133154,0.083413498354037,0.04722708768496642,static_preserving,0.025,800.0,train
0,50.0,100.0,113.13799987879227,1.0732263681858143,0.4623008308220733,0.03937518159776896,0.006137942474373381,static_preserving,0.025,850.0,validation
1,100.0,150.0,113.03456451570483,0.4406746212383723,0.3679460261432155,0.06770100072962866,0.047472219341175514,static_preserving,0.025,850.0,validation
2,150.0,200.0,112.98391405090574,0.3557125279866966,0.24444226866349084,0.04126559339065362,0.028834596213235475,static_preserving,0.025,850.0,validation
3,200.0,250.0,112.92923847521499,0.3442892323486717,0.2720424389119387,0.0793339072044182,0.0802075435955405,static_preserving,0.025,850.0,validation
0,50.0,100.0,108.09336642813064,0.39955269481477274,0.31497155276525746,0.12306620643305208,0.20825838486996429,static_preserving,0.025,900.0,train
1,100.0,150.0,108.04521186231179,0.3571280963000021,0.2945121846487382,0.02665983590412401,0.012513407090239737,static_preserving,0.025,900.0,train
2,150.0,200.0,108.01883063483521,0.3583940676897157,0.2559416122627596,0.06963701184408068,0.07043608746128505,static_preserving,0.025,900.0,train
3,200.0,250.0,107.97428592028638,0.4286114545157602,0.3006445632842656,0.09677992494139387,0.11588906151949208,static_preserving,0.025,900.0,train
