C_pF,C_th_pJ_per_K,S_e_mW_per_K,name,gamma,replay_step_ns,source_file,source_setting_mV,current_uA,temperature_min_K,temperature_max_K,temperature_mean_K,measured_resistance_mean_ohm,replayed_resistance_mean_ohm,resistance_rmse_ohm,resistance_log_rmse,fraction_above_major_heating_branch,late_invalid_resistance_fraction,outside_temperature_calibration_fraction,smoothing_window
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,650mv0_converted.csv,650.0,495.4173600492479,338.889742787613,339.4844672435729,339.2005613665095,371.735189396038,291.09305051293705,83.32287782823015,0.2532109051972165,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,700mv0_converted.csv,700.0,533.4180352284689,340.492255591698,341.0699723271631,340.77832801805744,340.71030709535864,134.4278667940952,206.62275985407578,0.9320650084764653,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,750mv0_converted.csv,750.0,570.4337430744487,342.30243820057,342.73873548563756,342.50236944494156,317.68002974620157,58.057552828647125,259.7456356659037,1.7002413453381482,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,800mv0_converted.csv,800.0,606.6551780288738,344.12967927006065,344.4018840562654,344.2542070196053,298.2000820842029,31.636297811375986,266.5932685557078,2.2435011326254215,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,850mv0_converted.csv,850.0,646.2233016263873,345.98270533971333,346.31935210336195,346.130656448405,279.40763672939227,22.645104285514,256.7721254343572,2.512734577519979,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,900mv0_converted.csv,900.0,682.8259268820619,347.2624021627832,347.5585570600856,347.4249235327754,260.61732005286666,20.131718607232123,240.49153654677716,2.560752431498863,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,1.0,950mv0_converted.csv,950.0,722.372921341621,348.9199089000669,349.3918325708315,349.164219631939,245.0081761998012,18.886914262677184,226.12814754283642,2.5628100950802883,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,1000mv0_converted.csv,1000.0,759.2191989197131,350.22075568380944,350.67529487787806,350.49817787470556,230.5542164888722,18.427043404909643,212.13734349474387,2.5266414438056946,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,100mv0_converted.csv,100.0,76.17083384633712,317.92674556302546,317.9805152721002,317.9495267794199,2245.7264357654694,2350.58962136448,107.84944718631002,0.04705425182902538,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,1100mv0_converted.csv,1100.0,834.7865599618726,353.9690157507033,354.38060152748113,354.2034500317539,209.96068445973128,18.232160039467388,191.74830089731446,2.4436823645376196,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,1200mv0_converted.csv,1200.0,908.6058899457871,356.7847170456187,357.43604063115976,357.12182725558984,190.40696180854948,18.218328778106386,172.20739188035225,2.346684365185648,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,150mv0_converted.csv,150.0,114.17150902555795,321.8189501843452,321.8863173517594,321.8554419786208,2105.308296464096,2135.0980961865716,32.645984374728606,0.015435630990308303,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,200mv0_converted.csv,200.0,152.35217904164247,326.702018674466,326.775035693602,326.74480648665565,1957.2516462810129,1895.563667523979,62.572652087274825,0.032456390733324465,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,250mv0_converted.csv,250.0,189.60094286792295,330.8549945102252,330.9608631059185,330.9121943428987,1680.536009763378,1679.3031839805074,5.645158122699994,0.0033580621772385313,0.5445544554455446,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,300mv0_converted.csv,300.0,228.7136509323431,328.13180488598937,329.8420399934983,328.9585773429838,1017.4386421639383,1710.621172310102,707.0970598267033,0.5476343869089021,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,350mv0_converted.csv,350.0,267.07439601247086,327.0715254307726,329.200985248243,328.07167862111993,710.657784095842,1740.4312103573639,1037.7778631295967,0.9328411186718227,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,400mv0_converted.csv,400.0,303.3911472089279,329.20433197304106,330.9684395948795,330.1108778947528,619.1284819792245,1525.941379660427,910.7960022674699,0.9237783251832614,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,450mv0_converted.csv,450.0,341.9425303334189,330.95998236344536,332.37317393644616,331.6793758457626,543.6395699102709,1343.7948300201115,803.0498323098498,0.9167387418468013,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,500mv0_converted.csv,500.0,381.06588239966646,333.09510934975367,334.1958065887241,333.64470990770604,488.35678896426754,946.2600659663134,464.2497885734522,0.6698594528415583,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,50mv0_converted.csv,50.0,37.79944238139679,315.3054632981272,315.32906860905894,315.3184398997552,2317.522483844282,2511.188145401454,197.17469402136507,0.08196542325330555,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,550mv0_converted.csv,550.0,419.61731636118117,335.1308114848061,336.10562190953226,335.6346306371067,441.26149547968083,607.8042309449451,177.80137636920833,0.33537661827988274,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,600mv0_converted.csv,600.0,458.3699322834958,337.18991630393623,337.9948488450493,337.5771501601465,406.1416101751117,302.20227624874303,109.24106025478386,0.31797766474083733,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,650mv0_converted.csv,650.0,495.4173600492479,338.889742787613,339.4844672435729,339.2005613665095,371.735189396038,139.29349291206586,232.96155750076124,0.9875627788986808,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,700mv0_converted.csv,700.0,533.4180352284689,340.492255591698,341.0699723271631,340.77832801805744,340.71030709535864,87.0143634305142,253.8901644315529,1.3690395059406337,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,750mv0_converted.csv,750.0,570.4337430744487,342.30243820057,342.73873548563756,342.50236944494156,317.68002974620157,43.94298904721099,273.83601503472363,1.9792415098114287,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,800mv0_converted.csv,800.0,606.6551780288738,344.12967927006065,344.4018840562654,344.2542070196053,298.2000820842029,26.59658175175733,271.63040636799764,2.4170458205311975,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,850mv0_converted.csv,850.0,646.2233016263873,345.98270533971333,346.31935210336195,346.130656448405,279.40763672939227,21.27992072908005,258.13646651712514,2.574916094225155,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,900mv0_converted.csv,900.0,682.8259268820619,347.2624021627832,347.5585570600856,347.4249235327754,260.61732005286666,19.44368303884374,241.17915913094743,2.5955209181785257,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,1.0,950mv0_converted.csv,950.0,722.372921341621,348.9199089000669,349.3918325708315,349.164219631939,245.0081761998012,18.681326403476223,226.33350681631725,2.573751566038492,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,1000mv0_converted.csv,1000.0,759.2191989197131,350.22075568380944,350.67529487787806,350.49817787470556,230.5542164888722,18.48090638264571,212.0835378568535,2.523723389102303,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,100mv0_converted.csv,100.0,76.17083384633712,317.92674556302546,317.9805152721002,317.9495267794199,2245.7264357654694,2350.589812325959,107.84965700006889,0.04705434119591867,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,1100mv0_converted.csv,1100.0,834.7865599618726,353.9690157507033,354.38060152748113,354.2034500317539,209.96068445973128,18.239094743634215,191.74136928112532,2.4433021337947176,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,1200mv0_converted.csv,1200.0,908.6058899457871,356.7847170456187,357.43604063115976,357.12182725558984,190.40696180854948,18.219505668866752,172.2062162712405,2.346619793361288,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,150mv0_converted.csv,150.0,114.17150902555795,321.8189501843452,321.8863173517594,321.8554419786208,2105.308296464096,2135.0998100054144,32.6478464918808,0.015436502531466195,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,200mv0_converted.csv,200.0,152.35217904164247,326.702018674466,326.775035693602,326.74480648665565,1957.2516462810129,1895.5788912631497,62.55922716319917,0.03244929373346558,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,250mv0_converted.csv,250.0,189.60094286792295,330.8549945102252,330.9608631059185,330.91219434289866,1680.536009763378,1679.2491769318533,5.7366144816820865,0.003412521522938728,0.5445544554455446,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,300mv0_converted.csv,300.0,228.7136509323431,328.13180488598937,329.8420399934983,328.9585773429838,1017.4386421639383,1763.2037595239017,761.0901787201809,0.5785124327806787,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,350mv0_converted.csv,350.0,267.07439601247086,327.0715254307726,329.200985248243,328.07167862111993,710.657784095842,1789.0630100363553,1087.7729031243136,0.961051469828355,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,400mv0_converted.csv,400.0,303.3911472089279,329.20433197304106,330.9684395948795,330.1108778947528,619.1284819792245,1647.9878570254486,1033.8596114766683,1.0019998630672278,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,450mv0_converted.csv,450.0,341.9425303334189,330.95998236344536,332.37317393644616,331.6793758457626,543.6395699102709,1519.5194829053219,978.2680588248631,1.040598440737655,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,500mv0_converted.csv,500.0,381.06588239966646,333.09510934975367,334.1958065887241,333.64470990770604,488.35678896426754,1219.354847520885,732.5307183289164,0.9231557300224422,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,50mv0_converted.csv,50.0,37.79944238139679,315.3054632981272,315.32906860905894,315.3184398997552,2317.522483844282,2511.188145401454,197.17469402136507,0.08196542325330555,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,550mv0_converted.csv,550.0,419.61731636118117,335.1308114848061,336.10562190953226,335.6346306371067,441.26149547968083,835.0083732982673,395.3389413811935,0.6438603045132384,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,600mv0_converted.csv,600.0,458.3699322834958,337.18991630393623,337.9948488450493,337.5771501601465,406.1416101751117,442.999376353651,43.84482549791976,0.10503201523109094,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,650mv0_converted.csv,650.0,495.4173600492479,338.889742787613,339.4844672435729,339.2005613665095,371.735189396038,219.66929158125774,152.7139563045345,0.5270394911988636,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,700mv0_converted.csv,700.0,533.4180352284689,340.492255591698,341.0699723271631,340.77832801805744,340.71030709535864,111.42638049739422,229.4744116269632,1.1177408946935163,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,750mv0_converted.csv,750.0,570.4337430744487,342.30243820057,342.73873548563756,342.50236944494156,317.68002974620157,52.28075597781946,265.5070324618623,1.8043724790200648,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,800mv0_converted.csv,800.0,606.6551780288738,344.12967927006065,344.4018840562654,344.2542070196053,298.2000820842029,29.81508183243251,268.4132291142736,2.3027062182048668,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,850mv0_converted.csv,850.0,646.2233016263873,345.98270533971333,346.31935210336195,346.130656448405,279.40763672939227,22.124493778342067,257.2923785531427,2.535969197607728,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,900mv0_converted.csv,900.0,682.8259268820619,347.2624021627832,347.5585570600856,347.4249235327754,260.61732005286666,19.869357250704624,240.75372235881852,2.5738625581908545,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.956269682,0.5,950mv0_converted.csv,950.0,722.372921341621,348.9199089000669,349.3918325708315,349.164219631939,245.0081761998012,18.813414526457834,226.2015571767996,2.5667060968903237,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,1000mv0_converted.csv,1000.0,759.2191989197131,350.22075568380944,350.67529487787806,350.49817787470556,230.5542164888722,18.543971014494943,212.0205491169289,2.5203192007454702,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,100mv0_converted.csv,100.0,76.17083384633712,317.92674556302546,317.9805152721002,317.9495267794199,2245.7264357654694,2350.589969446163,107.84982822413669,0.047054414102525595,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,1100mv0_converted.csv,1100.0,834.7865599618726,353.9690157507033,354.38060152748113,354.2034500317539,209.96068445973128,18.248626255753017,191.7318414573391,2.4427797526526565,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,1200mv0_converted.csv,1200.0,908.6058899457871,356.7847170456187,357.43604063115976,357.12182725558984,190.40696180854948,18.220754547874527,172.20496928124888,2.3465512880781976,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,150mv0_converted.csv,150.0,114.17150902555795,321.8189501843452,321.8863173517594,321.8554419786208,2105.308296464096,2135.101066967048,32.64928815097699,0.01543717733025897,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,200mv0_converted.csv,200.0,152.35217904164247,326.702018674466,326.775035693602,326.74480648665565,1957.2516462810129,1895.5807174833694,62.55871193570335,0.032449014340589215,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,250mv0_converted.csv,250.0,189.60094286792295,330.8549945102252,330.9608631059185,330.91219434289866,1680.536009763378,1679.2835113223236,5.75679792454137,0.0034245733382488692,0.5445544554455446,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,300mv0_converted.csv,300.0,228.7136509323431,328.13180488598937,329.8420399934983,328.9585773429838,1017.4386421639383,1787.687929059019,785.486353185634,0.5920732099383712,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,350mv0_converted.csv,350.0,267.07439601247086,327.0715254307726,329.200985248243,328.07167862111993,710.657784095842,1831.6240053082456,1130.168379222401,0.9841652766508596,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,400mv0_converted.csv,400.0,303.3911472089279,329.20433197304106,330.9684395948795,330.1108778947528,619.1284819792245,1724.9320817701887,1110.8629728833982,1.0472929813927565,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,450mv0_converted.csv,450.0,341.9425303334189,330.95998236344536,332.37317393644616,331.6793758457626,543.6395699102709,1620.4643965617265,1079.499920761408,1.104711636859909,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,500mv0_converted.csv,500.0,381.06588239966646,333.09510934975367,334.1958065887241,333.64470990770604,488.35678896426754,1415.6028980217357,929.7104257777668,1.0720834436290856,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,50mv0_converted.csv,50.0,37.79944238139679,315.3054632981272,315.32906860905894,315.3184398997552,2317.522483844282,2511.188145401454,197.17469402136507,0.08196542325330555,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,550mv0_converted.csv,550.0,419.61731636118117,335.1308114848061,336.10562190953226,335.6346306371067,441.26149547968083,1056.0508048180307,618.9062498736591,0.8784195751695667,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,600mv0_converted.csv,600.0,458.3699322834958,337.18991630393623,337.9948488450493,337.5771501601465,406.1416101751117,603.7598629186649,204.9257557845585,0.40726150237991865,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,650mv0_converted.csv,650.0,495.4173600492479,338.889742787613,339.4844672435729,339.2005613665095,371.735189396038,304.71337044593133,72.59225937798081,0.2189291953066546,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,700mv0_converted.csv,700.0,533.4180352284689,340.492255591698,341.0699723271631,340.77832801805744,340.71030709535864,141.4814910888672,199.7423766475984,0.8840026991498972,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,750mv0_converted.csv,750.0,570.4337430744487,342.30243820057,342.73873548563756,342.50236944494156,317.68002974620157,63.216221271174966,254.60613926419265,1.616368448459907,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,800mv0_converted.csv,800.0,606.6551780288738,344.12967927006065,344.4018840562654,344.2542070196053,298.2000820842029,33.80446216847637,264.42657543883684,2.1773988742453416,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,850mv0_converted.csv,850.0,646.2233016263873,345.98270533971333,346.31935210336195,346.130656448405,279.40763672939227,23.088656208302716,256.32898640654264,2.493394762092558,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,900mv0_converted.csv,900.0,682.8259268820619,347.2624021627832,347.5585570600856,347.4249235327754,260.61732005286666,20.35578986441735,240.2675852530357,2.5496936407337323,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.1569637099,0.5,950mv0_converted.csv,950.0,722.372921341621,348.9199089000669,349.3918325708315,349.164219631939,245.0081761998012,18.961589964309542,226.05356702674618,2.558869636483771,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,1000mv0_converted.csv,1000.0,759.2191989197131,350.22075568380944,350.67529487787806,350.49817787470556,230.5542164888722,18.512037900414796,212.05244340842094,2.5220412363661113,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,100mv0_converted.csv,100.0,76.17083384633712,317.92674556302546,317.9805152721002,317.9495267794199,2245.7264357654694,2350.5898824257424,107.8497352196538,0.047054374511563635,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,1100mv0_converted.csv,1100.0,834.7865599618726,353.9690157507033,354.38060152748113,354.2034500317539,209.96068445973128,18.24368144498013,191.73678470579677,2.4430507281201486,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,1200mv0_converted.csv,1200.0,908.6058899457871,356.7847170456187,357.43604063115976,357.12182725558984,190.40696180854948,18.220167820996576,172.20555522182107,2.3465834734872053,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,150mv0_converted.csv,150.0,114.17150902555795,321.8189501843452,321.8863173517594,321.8554419786208,2105.308296464096,2135.1004844136755,32.648607905320254,0.015436858897786409,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,200mv0_converted.csv,200.0,152.35217904164247,326.702018674466,326.775035693602,326.74480648665565,1957.2516462810129,1895.5795185353497,62.55933953225011,0.03244934879392113,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,250mv0_converted.csv,250.0,189.60094286792295,330.8549945102252,330.9608631059185,330.91219434289866,1680.536009763378,1679.269910755724,5.747311038989043,0.003418910202402763,0.5445544554455446,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,300mv0_converted.csv,300.0,228.7136509323431,328.13180488598937,329.8420399934983,328.9585773429838,1017.4386421639383,1785.05598555461,782.8024272635485,0.5905998309945798,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,350mv0_converted.csv,350.0,267.07439601247086,327.0715254307726,329.200985248243,328.07167862111993,710.657784095842,1818.2425730488087,1116.982717290943,0.9770299341511609,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,400mv0_converted.csv,400.0,303.3911472089279,329.20433197304106,330.9684395948795,330.1108778947528,619.1284819792245,1703.064155805229,1089.1141011168866,1.03470685607676,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,450mv0_converted.csv,450.0,341.9425303334189,330.95998236344536,332.37317393644616,331.6793758457626,543.6395699102709,1582.7605959448483,1041.855614351169,1.0813393131818954,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,500mv0_converted.csv,500.0,381.06588239966646,333.09510934975367,334.1958065887241,333.64470990770604,488.35678896426754,1333.9320721012532,847.8811961028758,1.0129488772512802,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,50mv0_converted.csv,50.0,37.79944238139679,315.3054632981272,315.32906860905894,315.3184398997552,2317.522483844282,2511.188145401454,197.17469402136507,0.08196542325330555,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,550mv0_converted.csv,550.0,419.61731636118117,335.1308114848061,336.10562190953226,335.6346306371067,441.26149547968083,1025.9056559647663,587.1103473480122,0.849345182560032,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,600mv0_converted.csv,600.0,458.3699322834958,337.18991630393623,337.9948488450493,337.5771501601465,406.1416101751117,576.6434640412283,174.89921656093688,0.35930381997115535,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,650mv0_converted.csv,650.0,495.4173600492479,338.889742787613,339.4844672435729,339.2005613665095,371.735189396038,281.30047758498995,92.73807446076516,0.2863339428825402,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,700mv0_converted.csv,700.0,533.4180352284689,340.492255591698,341.0699723271631,340.77832801805744,340.71030709535864,134.52490642283223,206.5227811194917,0.9313018483230685,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,750mv0_converted.csv,750.0,570.4337430744487,342.30243820057,342.73873548563756,342.50236944494156,317.68002974620157,57.6504384409083,260.15232259550805,1.7072727360129791,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,800mv0_converted.csv,800.0,606.6551780288738,344.12967927006065,344.4018840562654,344.2542070196053,298.2000820842029,31.619133883183544,266.6104253709691,2.2440438839825743,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,850mv0_converted.csv,850.0,646.2233016263873,345.98270533971333,346.31935210336195,346.130656448405,279.40763672939227,22.62059991666586,256.79662611925266,2.513817031423555,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,900mv0_converted.csv,900.0,682.8259268820619,347.2624021627832,347.5585570600856,347.4249235327754,260.61732005286666,20.11931226749231,240.50394125212728,2.561368795615124,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,0.5,0.5,950mv0_converted.csv,950.0,722.372921341621,348.9199089000669,349.3918325708315,349.164219631939,245.0081761998012,18.88572555013222,226.12933594743006,2.5628730231012753,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,1000mv0_converted.csv,1000.0,759.2191989197131,350.22075568380944,350.67529487787806,350.49817787470556,230.5542164888722,18.424052550060914,212.14033433395218,2.526803761204056,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,100mv0_converted.csv,100.0,76.17083384633712,317.92674556302546,317.9805152721002,317.9495267794199,2245.7264357654694,2350.589686629796,107.84951512232031,0.04705428075181718,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,1100mv0_converted.csv,1100.0,834.7865599618726,353.9690157507033,354.38060152748113,354.2034500317539,209.96068445973128,18.231749506279975,191.74871149986072,2.443704883653514,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,1200mv0_converted.csv,1200.0,908.6058899457871,356.7847170456187,357.43604063115976,357.12182725558984,190.40696180854948,18.218313953664044,172.20740669642015,2.3466851787390044,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,150mv0_converted.csv,150.0,114.17150902555795,321.8189501843452,321.8863173517594,321.8554419786208,2105.308296464096,2135.097960821473,32.64580416074077,0.01543554662982171,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,200mv0_converted.csv,200.0,152.35217904164247,326.702018674466,326.775035693602,326.74480648665565,1957.2516462810129,1895.576170666383,62.560221830353235,0.03244982893040113,1.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,250mv0_converted.csv,250.0,189.60094286792295,330.8549945102252,330.9608631059185,330.91219434289866,1680.536009763378,1679.207738290919,5.7111853693772945,0.0033973372662091878,0.5445544554455446,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,300mv0_converted.csv,300.0,228.7136509323431,328.13180488598937,329.8420399934983,328.9585773429838,1017.4386421639383,1710.2237234587717,706.6765887854111,0.5473856629613423,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,350mv0_converted.csv,350.0,267.07439601247086,327.0715254307726,329.200985248243,328.07167862111993,710.657784095842,1742.5002526009437,1039.8128965451992,0.933993897208607,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,400mv0_converted.csv,400.0,303.3911472089279,329.20433197304106,330.9684395948795,330.1108778947528,619.1284819792245,1526.9558504312345,911.7477774187548,0.9243873021262639,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,450mv0_converted.csv,450.0,341.9425303334189,330.95998236344536,332.37317393644616,331.6793758457626,543.6395699102709,1340.3304781772122,799.5864486522784,0.9141219999070703,0.0,0.0,0.0,
0.0,0.047873236,0.0036751265,zero_electrical_C,2.0,0.5,500mv0_converted.csv,500.0,381.06588239966646,333.09510934975367,334.1958065887241,333.64470990770604,488.35678896426754,936.5159404490254,454.65849960055914,0.6595873188995235,0.0,0.0,0.0,
