source_file,nominal_drive_mV,time_ns,current_corrected_uA,voltage_corrected_mV,current_smoothed_uA,voltage_smoothed_mV,voltage_slew_mV_per_ns,capacitive_current_uA,resistive_current_uA,effective_resistance_ohm,power_mW,case,gamma,replay_step_ns,conditional_temperature_K,replayed_resistance_ohm
1000mv0_converted.csv,1000.0,56.0,753.076418372818,177.76003,754.2747196445938,177.478887142857,-1.1500828571428627,-0.4485323142857165,754.7232519588795,235.15757157635153,0.1339474428585,central,0.956269682,0.25,350.7736559820421,18.49546241760254
1000mv0_converted.csv,1000.0,57.0,751.32889568481,175.44003,752.7632146474166,175.5588728571427,-1.1272642857142898,-0.43963307142857305,753.2028477188452,233.08312413958785,0.13223144297831055,central,0.956269682,0.25,350.7616055316546,18.497575759887695
1000mv0_converted.csv,1000.0,58.0,758.3718887145781,174.50663,757.4640937988468,175.2243585714284,0.19502142857142246,0.07605835714285476,757.3880354417039,231.35348113762936,0.13271283269994685,central,0.956269682,0.25,350.73831611679253,18.49899673461914
1000mv0_converted.csv,1000.0,59.0,760.1194114025851,176.82663,758.6124658509661,175.94891571428553,0.4567742857142747,0.17814197142856714,758.4343238795376,231.9896531241795,0.1334456969271019,central,0.956269682,0.25,350.72898742954214,18.499116897583008
1000mv0_converted.csv,1000.0,60.0,753.076418372818,175.89333,754.0613743585078,176.13790714285696,-0.2590285714285727,-0.10102114285714336,754.1623955013649,233.55434876298892,0.13283658598945397,central,0.956269682,0.25,350.72141963027883,18.49922752380371
1000mv0_converted.csv,1000.0,61.0,751.32889568481,175.44003,752.6043580265468,175.4308585714284,0.4266685714285785,0.16640074285714562,752.4379572836897,233.14993199537136,0.13200083686800942,central,0.956269682,0.25,350.6998561171034,18.49948501586914
1000mv0_converted.csv,1000.0,62.0,757.471676231706,176.34663,756.7182034558956,176.99124428571412,1.6445628571428585,0.6413795142857148,756.0768239416099,234.09161434550566,0.13381897784501634,central,0.956269682,0.25,350.6901037804638,18.49964141845703
1000mv0_converted.csv,1000.0,63.0,759.2191989197131,179.60003,757.866575508015,178.7199842857141,0.878857142857143,0.3427542857142858,757.5238212223007,235.92655343476974,0.1353846454249037,central,0.956269682,0.25,350.715058478597,18.499298095703125
1000mv0_converted.csv,1000.0,64.0,753.076418372818,178.66663,753.902517737638,178.7489585714284,-0.5611357142857116,-0.21884292857142754,754.1213606662095,237.02943305241632,0.1347984078555535,central,0.956269682,0.25,350.7477389955705,18.498050689697266
1000mv0_converted.csv,1000.0,65.0,751.32889568481,177.28003,752.3138516705002,177.59771285714268,-0.030094285714284297,-0.011736771428570877,752.3255884419287,236.06496387415015,0.13361130383119058,central,0.956269682,0.25,350.7600991455298,18.49702262878418
1000mv0_converted.csv,1000.0,66.0,756.6243660265701,178.21333,756.687923653683,178.68876999999983,0.9523828571428652,0.37142931428571746,756.3164943393973,236.26189741647124,0.13514526410421873,central,0.956269682,0.25,350.77538300816855,18.49509048461914
1000mv0_converted.csv,1000.0,67.0,760.1194114025851,180.53333,757.6456477890708,179.5024785714284,-0.34551428571428744,-0.1347505714285721,757.7803983604994,236.87928449956235,0.136023459718554,central,0.956269682,0.25,350.8137035458314,18.488615036010742
1000mv0_converted.csv,1000.0,68.0,752.2291081676831,177.76003,754.1808822152682,177.99774142857126,-1.8346599999999995,-0.7155173999999999,754.8963996152681,235.790952929816,0.1343698541440779,central,0.956269682,0.25,350.8410712224795,18.484020233154297
1000mv0_converted.csv,1000.0,69.0,752.2291081676831,175.44003,752.3834303076031,175.8331585714284,-0.6644042857142836,-0.2591176714285706,752.6425479790317,233.62107157450663,0.132339516486401,central,0.956269682,0.25,350.8293318679557,18.485960006713867
1000mv0_converted.csv,1000.0,70.0,756.6243660265701,176.34663,756.9965679335252,176.6689328571427,1.0007300000000043,0.3902847000000017,756.6062832335251,233.50180506314163,0.13366882465187593,central,0.956269682,0.25,350.81184435854016,18.487308502197266
1000mv0_converted.csv,1000.0,71.0,760.1194114025851,178.66663,757.8589930751566,177.83461857142842,0.15428571428570592,0.06017142857142531,757.7988216465852,234.67259844112712,0.1347628644013984,central,0.956269682,0.25,350.8199817724444,18.487197875976562
1000mv0_converted.csv,1000.0,72.0,753.076418372818,176.82663,754.5924328863338,176.9775042857141,-1.3333014285714313,-0.5199875571428583,755.1124204434766,234.37239210258974,0.1336379116252313,central,0.956269682,0.25,350.8269216879106,18.486894607543945
1000mv0_converted.csv,1000.0,73.0,752.2291081676831,174.96003000000002,752.6013100746378,175.16801571428556,-0.4738799999999941,-0.1848131999999977,752.7861232746378,232.6929393335526,0.13186405147126784,central,0.956269682,0.25,350.80412232566977,18.488834381103516
1000mv0_converted.csv,1000.0,74.0,756.6243660265701,175.44003,757.2144477005602,176.02974428571412,0.9466571428571342,0.36919628571428237,756.8452514148458,232.58353534840083,0.13322727607041232,central,0.956269682,0.25,350.7792829176618,18.489137649536133
1000mv0_converted.csv,1000.0,75.0,760.9667216077211,178.21333,758.2705437462225,177.06132999999983,0.4373014285714305,0.1705475571428579,758.0999961890797,233.55933371596868,0.13423019359823324,central,0.956269682,0.25,350.78002050688707,18.489133834838867
1000mv0_converted.csv,1000.0,76.0,753.076418372818,176.34663,754.8103126533686,176.90434714285698,-0.29677571428571525,-0.11574252857142896,754.92605518194,234.33334421107293,0.1335497009330935,central,0.956269682,0.25,350.7837285493698,18.48908042907715
1000mv0_converted.csv,1000.0,77.0,752.2291081676831,176.34663,752.8191898416728,176.4677785714284,0.8122014285714272,0.3167585571428566,752.50243128453,234.50791816073732,0.13279243241837993,central,0.956269682,0.25,350.77269829031474,18.489240646362305
1000mv0_converted.csv,1000.0,78.0,757.471676231706,178.21333,757.5488373016658,178.52874999999983,1.556204285714287,0.606919671428572,756.9419176302372,235.85528273942194,0.13513589437712906,central,0.956269682,0.25,350.77882859467593,18.4891414642334
1000mv0_converted.csv,1000.0,79.0,760.9667216077211,180.53333,758.9468554520716,179.58018714285697,0.08001000000000147,0.031203900000000576,758.9156515520716,236.6273337169874,0.13628621473136424,central,0.956269682,0.25,350.81947690928513,18.487430572509766
1000mv0_converted.csv,1000.0,80.0,753.97663085569,178.21333,754.7891267776636,178.68876999999983,-1.0095157142857119,-0.39371112857142765,755.182837906235,236.61656625489442,0.13494269243057438,central,0.956269682,0.25,350.8548584164928,18.481739044189453
1000mv0_converted.csv,1000.0,81.0,751.32889568481,177.28003,752.9992323382468,177.56115571428555,-0.2788585714285574,-0.1087548428571374,753.1079871811039,235.77117589590307,0.13372272458153617,central,0.956269682,0.25,350.8618694424604,18.48058319091797
1000mv0_converted.csv,1000.0,82.0,758.3718887145781,178.21333,757.6002780149724,178.13105285714272,0.030090000000001282,0.011735100000000501,757.5885429149724,235.12902158175217,0.1349500447819527,central,0.956269682,0.25,350.8687510672571,18.479459762573242
1000mv0_converted.csv,1000.0,83.0,760.9667216077211,178.21333,759.2554997319135,177.62133571428555,-1.1100842857143078,-0.43293287142858006,759.688432603342,233.80813513982702,0.13493687412569758,central,0.956269682,0.25,350.88717098249174,18.47646713256836
1000mv0_converted.csv,1000.0,84.0,753.97663085569,175.44003,754.9479833985337,175.9108842857141,-1.249520000000004,-0.48731280000000154,755.4352961985337,232.86029282841912,0.1328892909749244,central,0.956269682,0.25,350.8832504654583,18.477079391479492
1000mv0_converted.csv,1000.0,85.0,752.2291081676831,174.96003000000002,753.7269847574028,175.12229571428554,0.2773200000000031,0.10815480000000122,753.6188299574028,232.3751593682765,0.13197545959565415,central,0.956269682,0.25,350.84999312508194,18.4785099029541
1000mv0_converted.csv,1000.0,86.0,759.2191989197131,176.34663,758.2478463768684,176.4655242857141,0.6034228571428599,0.23533491428571537,758.0125114625828,232.80027917378888,0.13376307525037553,central,0.956269682,0.25,350.82832531768986,18.478792190551758
1000mv0_converted.csv,1000.0,87.0,760.9667216077211,177.28003,759.7593513740459,176.32914142857126,-0.849517142857124,-0.3313116857142784,760.0906630597601,231.98435397003138,0.13402613402520094,central,0.956269682,0.25,350.82867886877915,18.478790283203125
1000mv0_converted.csv,1000.0,88.0,754.8239410608261,174.05333000000002,755.2869074805882,174.76648999999986,-1.021342857142855,-0.3983237142857135,755.685231194874,231.26889713546828,0.1320684554007665,central,0.956269682,0.25,350.81168393982165,18.479013442993164
1000mv0_converted.csv,1000.0,89.0,752.2291081676831,174.05333000000002,753.940330043489,174.28645571428555,0.6552285714285659,0.25553914285714074,753.6847909006318,231.24581763951772,0.13135705093183353,central,0.956269682,0.25,350.769271727484,18.479507446289062
1000mv0_converted.csv,1000.0,90.0,759.2191989197131,176.34663,758.5564906567104,176.076947142857,1.3150514285714223,0.5128700571428547,758.0436205995675,232.2781200949763,0.13347400651629,central,0.956269682,0.25,350.74448794902247,18.479841232299805
1000mv0_converted.csv,1000.0,91.0,761.8669340905931,177.28003,759.7563034221364,176.9165585714284,0.3554357142857043,0.1386199285714247,759.617683493565,232.90210643566084,0.13438894639368204,central,0.956269682,0.25,350.7518618981306,18.479734420776367
1000mv0_converted.csv,1000.0,92.0,753.97663085569,176.34663,755.7059906552917,176.7878185714284,0.15999857142857365,0.06239944285714373,755.6435912124346,233.95661741505847,0.13358858210792648,central,0.956269682,0.25,350.75962220675945,18.479660034179688
1000mv0_converted.csv,1000.0,93.0,753.97663085569,177.28003,754.7301036314985,177.23655571428554,1.0205685714285693,0.39802174285714204,754.3320818886414,234.95826303785682,0.1336952200587292,central,0.956269682,0.25,350.7599513982644,18.479625701904297
1000mv0_converted.csv,1000.0,94.0,760.1194114025851,178.66663,759.7426750146799,178.82895571428554,0.8422999999999945,0.3284969999999979,759.4141780146799,235.48277197272537,0.13580524440898775,central,0.956269682,0.25,350.7827989765301,18.47933578491211
1000mv0_converted.csv,1000.0,95.0,761.8669340905931,179.60003,759.5338891741527,178.92115571428553,-0.47389714285714035,-0.18481988571428473,759.718709059867,235.50974009274566,0.13592974944275646,central,0.956269682,0.25,350.8261675238025,18.4782772064209
1000mv0_converted.csv,1000.0,96.0,753.076418372818,177.28003,755.3323022192965,177.88116142857126,-1.1706828571428503,-0.4565663142857116,755.7888685335822,235.35827111836778,0.13444060172953937,central,0.956269682,0.25,350.8524044708482,18.477048873901367
1000mv0_converted.csv,1000.0,97.0,754.8239410608261,176.82663,755.3550200142405,176.57978999999983,-0.563839999999999,-0.2198975999999996,755.5749176142405,233.70255666712433,0.13341926028158974,central,0.956269682,0.25,350.8515237938064,18.477087020874023
1000mv0_converted.csv,1000.0,98.0,761.8669340905931,176.34663,761.1905406823844,176.75348142857126,-0.2571514285714329,-0.10028905714285884,761.2908297395272,232.17602856065767,0.13456080453610714,central,0.956269682,0.25,350.8521948287535,18.47705078125
1000mv0_converted.csv,1000.0,99.0,762.7669082749171,176.82663,760.7290267490112,176.06548714285697,-0.8045685714285753,-0.3137817428571444,761.0428084918683,231.34767870911196,0.13399337281368878,central,0.956269682,0.25,350.8583682692237,18.476688385009766
1000mv0_converted.csv,1000.0,100.0,753.97663085569,174.50663,756.1598268363873,175.1443442857141,-0.9382871428571349,-0.3659319857142826,756.5257588221016,231.5114088889862,0.13250120796414927,central,0.956269682,0.25,350.8432605912792,18.47752571105957
1000mv0_converted.csv,1000.0,101.0,755.7241535436981,174.50663,756.3323322903036,174.1889128571427,-0.06171000000000504,-0.024066900000001966,756.3563991903036,230.30004511578906,0.13174889890750202,central,0.956269682,0.25,350.806799812454,18.47798728942871
1000mv0_converted.csv,1000.0,102.0,762.7669082749171,174.50663,761.8591542103659,175.0209242857141,0.4579185714285643,0.1785882428571401,761.6805659675088,229.78257829566317,0.1333100366660992,central,0.956269682,0.25,350.78146235596205,18.478288650512695
1000mv0_converted.csv,1000.0,103.0,762.7669082749171,175.89333,760.9604282565332,175.10474999999983,-0.329511428571422,-0.12850945714285458,761.088937713676,230.0713376888875,0.13327028816611866,central,0.956269682,0.25,350.77308648277625,18.4783992767334
1000mv0_converted.csv,1000.0,104.0,753.97663085569,174.05333000000002,756.0826861920167,174.36190142857126,-0.6422771428571394,-0.2504880857142844,756.333174277731,230.5358370602746,0.13187569038057212,central,0.956269682,0.25,350.750735200353,18.478652954101562
1000mv0_converted.csv,1000.0,105.0,755.7241535436981,173.57333,756.259685275702,173.82019571428555,0.6373485714285607,0.24856594285713868,756.0111193328449,229.91751214939296,0.13141000072461118,central,0.956269682,0.25,350.7114527888104,18.479164123535156
1000mv0_converted.csv,1000.0,106.0,762.7669082749171,175.44003,762.0771156797601,175.63659857142838,1.569909999999993,0.6122648999999973,761.4648507797601,230.65621268213744,0.13374109632265732,central,0.956269682,0.25,350.6941865875956,18.47935676574707
1000mv0_converted.csv,1000.0,107.0,763.614456778601,177.76003,761.5854399586945,176.96001571428553,0.6155957142857318,0.2400823285714354,761.345357630123,232.43067543633242,0.1347276864502249,central,0.956269682,0.25,350.7113774446508,18.479164123535156
1000mv0_converted.csv,1000.0,108.0,754.8239410608261,176.34663,757.0934692013305,176.86778999999984,-0.4049814285714177,-0.1579427571428529,757.2514119584735,233.56548064079277,0.13393338370747465,central,0.956269682,0.25,350.72900207250535,18.47893714904785
1000mv0_converted.csv,1000.0,109.0,756.6243660265701,176.34663,756.9147906802565,176.1500528571427,0.374845714285712,0.14618982857142768,756.768600851685,232.7660696531269,0.13330482904065025,central,0.956269682,0.25,350.7310410566781,18.478925704956055
1000mv0_converted.csv,1000.0,110.0,762.7669082749171,176.82663,762.3131333705903,177.61748142857127,0.7645828571428552,0.29818731428571355,762.0149460563046,233.08923577917236,0.13534717552944941,central,0.956269682,0.25,350.74748634014384,18.478670120239258
1000mv0_converted.csv,1000.0,111.0,763.614456778601,179.14663000000002,761.5854399586945,177.6792185714284,-0.5550171428571389,-0.21645668571428417,761.8018966444088,233.23546364753264,0.13535636570201062,central,0.956269682,0.25,350.783079861392,18.477983474731445
