source_setting_mV,current_uA,legacy_detected,legacy_frequency_MHz,late_frequency_MHz,late_peak_frequency_MHz,late_peak_period_cv,late_mean_mV,late_vpp_mV,late_robust_vpp_mV,late_periodic_vpp_mV,late_coherence,minimum_window_periodic_vpp_mV,amplitude_retention,sustained,amplitude_ratio,frequency_relative_error,frequency_comparable,mean_error_mV,retention_log_error,feature_score,candidate,dt_ns
1100.0,834.7865599618726,False,,13.062617181298096,,,88.79265111297609,1.1919377161630678,0.8781264987310351,0.20497144696340844,0.06589494944806484,0.08676103952274204,0.9189192709089256,False,0.11162719583187584,1.0,False,-86.45645512464763,0.29106614555713084,37.699892288234366,reference,0.0125
1200.0,906.8051472486442,False,,18.112012388852886,,,83.0689170048531,1.1358933538345468,0.933117184360114,0.10319114165166222,0.010281512537053672,0.08578419482967335,0.9195902422403435,False,0.11861608862167275,1.0,False,-89.81161071791918,-0.17731990270668926,37.82521747421569,reference,0.0125
50.0,37.99008122008859,False,,10.78786247875966,,,95.8380576288327,0.5943263815775168,0.5440360864952396,0.16231638605944357,0.4521037715863011,0.3227474849052371,0.12586272748524938,False,0.15815002514396512,1.0,False,7.362018519921833,-1.9292946034465248,29.653517372482337,reference,0.00625
100.0,76.17083384633712,False,,11.17327971391723,,,178.8386153594593,0.4281704386905574,0.347405866308776,0.14892085828969645,0.4433889447949987,0.26273004327304583,0.057820165855453985,False,0.06750070264611797,1.0,False,7.695648032726638,-3.407229579962504,37.02733841788493,reference,0.00625
150.0,114.17150902555795,False,,21.154271081034324,,,243.62402278957543,0.47187541285219936,0.3595489931095699,0.10977502941113328,0.34808003919362795,0.025072955111812175,0.08888901860994149,False,0.0884151362586855,1.0,False,3.3615828588823717,-3.006660523568,33.86921303974093,reference,0.00625
200.0,152.16154020295048,False,,21.374823873682285,,,291.8002165959658,0.9181812689770368,0.830561549708591,0.2819190099180598,0.8397265004652766,0.0413901503079733,0.03985833207192172,False,0.21553992570420571,1.0,False,-6.291799908984672,-2.696253520936965,31.35265924745905,reference,0.00625
250.0,189.60094286792295,False,,16.52526653657061,,,321.17928239875414,0.5414790034341195,0.44518624423125175,0.18561333746844252,0.4918956256236382,0.17537593133737503,0.008182973562047051,False,0.18970735255092344,1.0,False,1.7045589631106282,-3.329638249518642,32.22331533542408,reference,0.00625
300.0,228.15229898524512,True,33.333333333333336,33.244619971006415,34.48275862068966,0.10344827586206896,226.4635698668232,291.21054228647483,241.58439944999108,181.43637415734347,0.743016463270274,134.421919794983,0.6627501664940786,True,2.6512774303115796,-0.19257333255221531,True,-6.2493010935728535,-0.5034134235799235,7.942399661942674,reference,0.00625
350.0,266.70376233691485,True,40.0,42.52343651709372,38.46153846153846,0.09686394262829419,228.82834090151653,292.64265753820075,268.96356567517176,213.9660452310918,0.7368204266683803,165.11811104352498,0.8134742729768483,True,2.6810562766663852,-0.0017091079267668174,True,38.889859386664995,-0.05925168682233062,7.991960887044033,reference,0.00625
400.0,303.2005083702369,True,43.47826086956522,42.02535703470171,41.666666666666664,0.034020690871988585,220.25531103109105,367.01983746549,347.13891080889914,262.2223089751482,0.6112904709585092,248.72857222064417,0.9676604812874472,True,4.38823653127863,-0.08216523358279082,True,32.2702328132693,0.02979475425693757,16.63934379361231,reference,0.00625
450.0,341.5718172250129,True,50.0,47.28228114395216,47.61904761904762,0.09523809523809523,217.55799369189168,370.79653719218305,356.13343815069436,267.43131818234343,0.6271870514389287,251.97829240004185,0.9846137956101382,True,6.063569357599428,-0.03359986153319128,True,31.538718117634232,0.04208492200234867,23.970304451622567,reference,0.00625
500.0,380.88580812995247,False,,66.40741973529093,66.66666666666667,0.11925695879998878,175.10271629387998,309.5362713663338,266.83701450686635,215.53868199074853,0.7424667962790544,208.26185405011955,0.7356177473081441,True,6.013445318746513,0.2895744450186786,True,-11.154709448694291,-0.18322840017826275,24.955187522727602,reference,0.00625
550.0,419.0559644140832,True,66.66666666666667,67.38250388906559,66.66666666666667,0.025124359297750445,159.70531811970375,287.8866877067213,281.2570591644018,262.0470558699472,0.8153123928636511,254.34477403327486,1.0136231478193716,True,8.14765524809971,0.2569264074990003,True,-25.41019409485068,0.08538862512480808,32.89774501323605,reference,0.00625
600.0,457.8085803363978,True,76.92307692307692,78.11727047247958,76.92307692307692,0.035531209664813254,146.78666134082204,258.5547366991526,253.17123617129096,240.68271190281516,0.838463571468184,241.37939714427895,0.9910339699057705,True,9.843360659848015,0.4011914287725682,True,-39.34231427006904,0.10350791671357225,41.00978195942009,reference,0.00625
