window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,source_setting_mV,current_uA,candidate_id,C_pF,tau_th_ns,C_th_pJ_per_K,gamma
0,50.0,100.0,153.5880497709854,1.002281974092682,0.9453224787536953,0.10331246531936575,0.012537668690448367,800.0,606.2950294894458,1,0.39,6.0,0.0222765722605632,0.1569637099004186
1,100.0,150.0,153.40936876770854,1.0026825069843142,0.7749386675860137,0.13448083377330775,0.025341133592300724,800.0,606.2950294894458,1,0.39,6.0,0.0222765722605632,0.1569637099004186
2,150.0,200.0,153.31393258268693,1.067028886307611,0.8924510230473004,0.17381327388942283,0.03826361914075549,800.0,606.2950294894458,1,0.39,6.0,0.0222765722605632,0.1569637099004186
3,200.0,250.0,153.40740400435797,1.0882915663311508,0.912965098410865,0.12041504987593822,0.017804871628862684,800.0,606.2950294894458,1,0.39,6.0,0.0222765722605632,0.1569637099004186
0,50.0,100.0,318.4087546468961,6.662757659047259,3.4862697505187157,0.3354820566883994,0.012530088328920996,300.0,228.15229898524512,2,2.0,6.0,0.0222765722605632,0.1569637099004186
1,100.0,150.0,318.1906108331953,0.6382470687658497,0.49533799654562927,0.046845283847532664,0.008559083831877645,300.0,228.15229898524512,2,2.0,6.0,0.0222765722605632,0.1569637099004186
2,150.0,200.0,318.037752514904,0.9147821868111237,0.7313235992658065,0.33909375740693676,0.25527342945667897,300.0,228.15229898524512,2,2.0,6.0,0.0222765722605632,0.1569637099004186
3,200.0,250.0,317.88381775187185,0.9333747792012446,0.7241512474114984,0.2586638557893314,0.19174433774086042,300.0,228.15229898524512,2,2.0,6.0,0.0222765722605632,0.1569637099004186
0,50.0,100.0,167.7984349146484,108.27047479924983,87.88381147903839,81.19918417277772,0.8843496294672485,500.0,380.88580812995247,2,2.0,6.0,0.0222765722605632,0.1569637099004186
1,100.0,150.0,167.4421741838936,56.107169288915316,47.72879396883894,46.336678983341336,0.9594217513282919,500.0,380.88580812995247,2,2.0,6.0,0.0222765722605632,0.1569637099004186
2,150.0,200.0,168.07576576643567,31.47814543566045,26.489876715473912,24.770761916711198,0.9469485083866829,500.0,380.88580812995247,2,2.0,6.0,0.0222765722605632,0.1569637099004186
3,200.0,250.0,167.34758775495146,15.701880622709837,12.25637352395512,11.211970671401627,0.9144267110192815,500.0,380.88580812995247,2,2.0,6.0,0.0222765722605632,0.1569637099004186
0,50.0,100.0,116.17156863169302,1.4938637796308853,1.3444459161917308,0.07444770351633882,0.002730699843576878,800.0,606.2950294894458,2,2.0,6.0,0.0222765722605632,0.1569637099004186
1,100.0,150.0,116.03770303430827,1.4198266090088936,1.2087295373437144,0.09710094585799357,0.005767973463292386,800.0,606.2950294894458,2,2.0,6.0,0.0222765722605632,0.1569637099004186
2,150.0,200.0,115.98381959129865,1.467716328628427,1.3376868552084176,0.10670390318847332,0.006919148289001642,800.0,606.2950294894458,2,2.0,6.0,0.0222765722605632,0.1569637099004186
3,200.0,250.0,116.03851000273646,1.589290937679877,1.4679823365338507,0.08232116638488858,0.0036786110210187406,800.0,606.2950294894458,2,2.0,6.0,0.0222765722605632,0.1569637099004186
0,50.0,100.0,251.67999782742427,265.456298161285,217.11097118892687,101.78584055621717,0.2655042226968034,300.0,228.15229898524512,3,4.0,6.0,0.0222765722605632,0.1569637099004186
1,100.0,150.0,268.42585943006344,279.11102694519775,239.34348972142746,135.88166940709013,0.5549614287930282,300.0,228.15229898524512,3,4.0,6.0,0.0222765722605632,0.1569637099004186
