window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,source_setting_mV,current_uA,candidate,dt_ns
2,150.0,200.0,243.56008934100763,0.31031675459931307,0.26182034903297335,0.22210967315333968,0.6627343992879391,150.0,114.17150902555795,reference,0.00625
3,200.0,250.0,243.68381532838742,0.32036097866603086,0.2716596837021541,0.025072955111812175,0.08528609141922716,150.0,114.17150902555795,reference,0.00625
0,50.0,100.0,296.67909327613233,12.893050754691217,12.751315437769051,3.3080899253451492,0.9494108168210356,200.0,152.16154020295048,reference,0.00625
1,100.0,150.0,291.32129072335243,0.47996651281687264,0.4323465678085654,0.0413901503079733,0.0768223462312505,200.0,152.16154020295048,reference,0.00625
2,150.0,200.0,291.60325935832077,0.5735760517882795,0.49935132877311617,0.27670236682592614,0.8338990979908737,200.0,152.16154020295048,reference,0.00625
3,200.0,250.0,291.98795688447854,0.5773901812070221,0.5082461641122791,0.29144079777331017,0.8384553517529528,200.0,152.16154020295048,reference,0.00625
0,50.0,100.0,327.39794234562646,35.73131587573505,33.85041763926915,18.351819647824392,0.9957621206388996,250.0,189.60094286792295,reference,0.00625
1,100.0,150.0,321.1165023421148,1.91477010364639,1.430113715578102,1.3997206453915607,0.9604911446274224,250.0,189.60094286792295,reference,0.00625
2,150.0,200.0,321.1001895018397,0.4612201493916359,0.37615842600047245,0.295205421587472,0.4562123628348773,250.0,189.60094286792295,reference,0.00625
3,200.0,250.0,321.25370371669965,0.3052060839906403,0.27699707161457354,0.17537593133737503,0.4346247898183222,250.0,189.60094286792295,reference,0.00625
0,50.0,100.0,208.83970187178275,358.30825077482024,306.9940862416343,252.1718783543924,0.6863289025240323,300.0,228.15229898524512,reference,0.00625
1,100.0,150.0,255.11867946035704,265.34064385227464,244.56660869159504,216.62912048334707,0.7908150354276192,300.0,228.15229898524512,reference,0.00625
2,150.0,200.0,211.3008287232341,263.7978024763372,247.48039539782286,214.34587640088904,0.8343515820344155,300.0,228.15229898524512,reference,0.00625
3,200.0,250.0,241.92089859608416,210.9408365270382,203.46038176900342,134.421919794983,0.7610896024841104,300.0,228.15229898524512,reference,0.00625
0,50.0,100.0,244.76805682766337,347.34372993259177,331.76086166522856,165.11811104352498,0.5301179132405648,350.0,266.70376233691485,reference,0.00625
1,100.0,150.0,201.05022648541728,334.4028147071171,295.29278456664474,226.57379819607897,0.6461320868998853,350.0,266.70376233691485,reference,0.00625
2,150.0,200.0,233.1445272983693,287.5439793499954,254.41642430956185,221.12196274788522,0.8043500086594751,350.0,266.70376233691485,reference,0.00625
3,200.0,250.0,224.97608845201995,290.7085285385772,269.878925745108,209.87844808245868,0.6873984932515971,350.0,266.70376233691485,reference,0.00625
0,50.0,100.0,220.61063372603218,369.874811075143,353.6128995661841,277.2959027584169,0.6561056553849467,400.0,303.2005083702369,reference,0.00625
1,100.0,150.0,218.74915507522218,368.1671668208675,345.357592208191,271.7312819776802,0.6454906511923928,400.0,303.2005083702369,reference,0.00625
2,150.0,200.0,220.63289769311257,365.9371578502246,350.58653260834194,263.18626920895434,0.6020187127401484,400.0,303.2005083702369,reference,0.00625
3,200.0,250.0,220.0678794917261,366.5590048875062,342.1772285836311,248.72857222064417,0.5686451122019893,400.0,303.2005083702369,reference,0.00625
0,50.0,100.0,206.54019679180038,376.547889561538,354.3959654768631,251.97829240004185,0.5906222565498551,450.0,341.5718172250129,reference,0.00625
1,100.0,150.0,214.71955926936346,372.38536242268225,351.6493870470782,291.85816301305357,0.6935595460483033,450.0,341.5718172250129,reference,0.00625
2,150.0,200.0,206.54076547360083,370.79653719218305,349.0802845447991,252.43461652871252,0.5898764101290257,450.0,341.5718172250129,reference,0.00625
3,200.0,250.0,230.44787149363592,369.71045919651004,348.9431567170783,288.7082626063478,0.7224110165758997,450.0,341.5718172250129,reference,0.00625
0,50.0,100.0,201.18825169239645,390.1001787336164,366.7498577233906,227.88283872941517,0.4617670809819926,500.0,380.88580812995247,reference,0.00625
1,100.0,150.0,194.84035167621062,365.8338545454491,340.6803631156732,256.32760668327734,0.6591256333542279,500.0,380.88580812995247,reference,0.00625
2,150.0,200.0,168.55776099936222,297.8530335061636,255.36856268174301,208.26185405011955,0.7407063561766878,500.0,380.88580812995247,reference,0.00625
3,200.0,250.0,178.9257200959083,305.90836606912075,269.7877041637986,214.46497207799575,0.7490164800484143,500.0,380.88580812995247,reference,0.00625
0,50.0,100.0,168.72101621782036,293.83709011550474,274.7401341298932,254.34477403327486,0.8114609502515204,550.0,419.0559644140832,reference,0.00625
1,100.0,150.0,149.35192797223112,287.599895014828,280.76200539947854,265.2577928326206,0.8140413714605301,550.0,419.0559644140832,reference,0.00625
2,150.0,200.0,154.31754191425216,287.8866877067213,274.06759191657954,255.3556303041667,0.8116426376047535,550.0,419.0559644140832,reference,0.00625
3,200.0,250.0,167.84624880375654,286.60453500876184,278.4829595890723,264.8706301894954,0.8240214565691184,550.0,419.0559644140832,reference,0.00625
0,50.0,100.0,145.41624326003094,262.78760216628484,255.17107856168354,245.20606812322526,0.8317907856775052,600.0,457.8085803363978,reference,0.00625
1,100.0,150.0,145.12830326100473,258.1164376785046,254.20736282226127,241.7722053051131,0.8361805811245578,600.0,457.8085803363978,reference,0.00625
2,150.0,200.0,147.40917655710768,258.5547366991526,252.2174052597197,241.37939714427895,0.8419415124063309,600.0,457.8085803363978,reference,0.00625
3,200.0,250.0,147.9225747407429,256.87373534187446,252.88320699211354,242.21241194222796,0.8314818277216358,600.0,457.8085803363978,reference,0.00625
0,50.0,100.0,137.24982225307213,222.37041663613502,212.59564454343518,209.66547935961364,0.8614144516990554,650.0,494.4853744265939,reference,0.00625
1,100.0,150.0,134.24064651144644,213.74428943026234,208.4082604813816,197.77696889959302,0.8740507733355938,650.0,494.4853744265939,reference,0.00625
2,150.0,200.0,142.31374792342177,212.82730003224907,208.9617316313712,203.9002948428031,0.866253056992738,650.0,494.4853744265939,reference,0.00625
3,200.0,250.0,130.6897914411248,211.49243217851011,207.55776778376674,199.47233554777924,0.8804739386865619,650.0,494.4853744265939,reference,0.00625
0,50.0,100.0,128.72893984972927,170.41098404371905,155.6290791300552,153.9212581866497,0.9029699369604915,700.0,532.8566832813709,reference,0.00625
1,100.0,150.0,129.46749348037267,149.87185843364423,148.73995933777965,148.41229464263873,0.9284921788551697,700.0,532.8566832813709,reference,0.00625
2,150.0,200.0,129.49689736815802,149.53954240467394,146.6440931168102,146.69129072506468,0.9251779917392808,700.0,532.8566832813709,reference,0.00625
3,200.0,250.0,129.2199490855216,148.03872960298776,145.6495609182844,145.1768453639826,0.9299444034015079,700.0,532.8566832813709,reference,0.00625
0,50.0,100.0,119.84117792809607,90.1813368664288,76.69475476662224,74.1115996117704,0.9330334039387617,750.0,570.0736739678696,reference,0.00625
1,100.0,150.0,122.53353391233527,55.93917749738577,47.57914533327681,48.94910129124204,0.9746849814941326,750.0,570.0736739678696,reference,0.00625
2,150.0,200.0,121.69016692542468,37.08427240377087,33.18554897628583,32.16883229143525,0.9809029873581142,750.0,570.0736739678696,reference,0.00625
3,200.0,250.0,121.0358641675294,22.84491889332952,20.693686710480634,20.52419575456201,0.9814934899714525,750.0,570.0736739678696,reference,0.00625
0,50.0,100.0,115.53782452369974,39.713074278721095,25.799527934784052,12.72707814552171,0.005281020905446465,800.0,606.2950294894458,reference,0.00625
1,100.0,150.0,115.3348675756053,3.4371096672704198,1.9981582271086182,1.2229244496596439,0.012899413928001091,800.0,606.2950294894458,reference,0.00625
2,150.0,200.0,115.30602546018338,0.7405736269256948,0.47947434156334623,0.9755789057175169,0.12188010735317623,800.0,606.2950294894458,reference,0.00625
3,200.0,250.0,115.36046751491385,0.5926659895171014,0.46040119464059615,0.7372283762504264,0.04786485031821608,800.0,606.2950294894458,reference,0.00625
0,50.0,100.0,109.9178417118287,10.688356601159839,5.904485933737078,3.177743912786197,0.39136663789477755,850.0,645.4819548424252,reference,0.00625
1,100.0,150.0,109.65552372079493,0.6253580983842824,0.4391411221460402,0.135040129773236,0.10642416319872983,850.0,645.4819548424252,reference,0.00625
2,150.0,200.0,109.61975869674221,0.6452424710704605,0.30742417510178655,0.07227294771534756,0.051652137023690314,850.0,645.4819548424252,reference,0.00625
3,200.0,250.0,109.56736795040392,0.4969324821612986,0.39247301427178627,0.11451077675328811,0.1090786390110412,850.0,645.4819548424252,reference,0.00625
0,50.0,100.0,104.83974598013523,2.643048168580023,1.0723168821188551,0.6779351390501931,0.3188195638323241,900.0,682.444649204679,reference,0.00625
1,100.0,150.0,104.74624522678303,0.5742453667925957,0.4060987266635294,0.09833460546330852,0.09445547334553961,900.0,682.444649204679,reference,0.00625
2,150.0,200.0,104.73292034837486,0.5063918653258241,0.30727311667114066,0.09328494106233878,0.08305719095815389,900.0,682.444649204679,reference,0.00625
3,200.0,250.0,104.67821096451172,0.5562625120921467,0.410536615096035,0.08746711357803937,0.05464470305249458,900.0,682.444649204679,reference,0.00625
0,50.0,100.0,100.21032789056645,0.8398458696110822,0.5133612440805706,0.09174198095918495,0.030486233247233985,950.0,721.2714260182299,reference,0.00625
1,100.0,150.0,100.02214102635666,0.5999359705379703,0.4973140921895407,0.07173488478563621,0.022383606435148362,950.0,721.2714260182299,reference,0.00625
2,150.0,200.0,99.99870009881872,0.5934590644664439,0.4561237506974578,0.0571051898454226,0.02464563929356456,950.0,721.2714260182299,reference,0.00625
3,200.0,250.0,100.01835434675593,0.5845253797394037,0.43902338288529563,0.07056109977227208,0.021275245522446418,950.0,721.2714260182299,reference,0.00625
0,50.0,100.0,96.2674241551746,1.4521325010374113,1.300210630251371,0.09295872140900933,0.005219547534087821,1000.0,756.6243660265701,reference,0.00625
1,100.0,150.0,96.02406769625313,1.5797099396911563,1.3664055875018448,0.1963576069074479,0.024768750459392752,1000.0,756.6243660265701,reference,0.00625
2,150.0,200.0,96.02338815391069,1.430757124183856,1.1411913208153237,0.13423479875384603,0.013614691706334225,1000.0,756.6243660265701,reference,0.00625
3,200.0,250.0,95.99942354406045,1.3566540886940572,1.1954454922480267,0.11013776293049755,0.005187580574843809,1000.0,756.6243660265701,reference,0.00625
0,50.0,100.0,88.96531087479941,0.9992428994076334,0.8564025429776905,0.08545451368702361,0.005480925813612592,1100.0,834.7865599618726,reference,0.00625
1,100.0,150.0,88.82517004426607,1.002840612562295,0.8738851722489187,0.32642174681058966,0.02094562969802538,1100.0,834.7865599618726,reference,0.00625
2,150.0,200.0,88.87889019611409,0.9243233661932351,0.7546013509656575,0.11955594990330773,0.011081919281565211,1100.0,834.7865599618726,reference,0.00625
3,200.0,250.0,88.69157911493787,0.9388205489819512,0.759321152357316,0.2525822449212285,0.036150589231516705,1100.0,834.7865599618726,reference,0.00625
0,50.0,100.0,83.2502953661846,1.1463382313496169,1.0303376548387178,0.26431222176739777,0.029259401491401937,1200.0,906.8051472486442,reference,0.00625
1,100.0,150.0,83.13815201717273,1.0200142194700987,0.9029798989292743,0.132967423110687,0.010353401353447533,1200.0,906.8051472486442,reference,0.00625
2,150.0,200.0,83.08041350524155,1.0970075877661145,0.9541827839580606,0.252156331798256,0.023414511067020305,1200.0,906.8051472486442,reference,0.00625
3,200.0,250.0,83.04542064534081,1.0995052735036381,0.9359869883648315,0.07530493829682752,0.001732267546153854,1200.0,906.8051472486442,reference,0.00625
0,50.0,100.0,93.24466622496226,6.133385194506971,5.260847739917239,4.336594836344973,0.9683080735917716,50.0,37.99008122008859,best_features,0.025
1,100.0,150.0,95.61413557223645,0.7131923680015007,0.5883843826022286,0.9397665000839415,0.628848100748564,50.0,37.99008122008859,best_features,0.025
2,150.0,200.0,95.65122254936868,0.19754537015039375,0.16573671626959197,0.38850518930013556,0.16276045663702954,50.0,37.99008122008859,best_features,0.025
3,200.0,250.0,95.90766001678014,0.441030330299057,0.4058873801614311,0.3125495822812949,0.3264281949432857,50.0,37.99008122008859,best_features,0.025
0,50.0,100.0,175.58188602364925,12.601450459110936,10.454678989833553,12.487102763955999,0.9920664661852442,100.0,76.17083384633712,best_features,0.025
1,100.0,150.0,178.6906216985347,0.36548113698790985,0.33554076066715766,0.4418498456719021,0.4479110169387547,100.0,76.17083384633712,best_features,0.025
2,150.0,200.0,178.71900071979292,0.21800369697066913,0.18061581218645983,0.2518840539834979,0.05564945185801051,100.0,76.17083384633712,best_features,0.025
3,200.0,250.0,178.7874484907032,0.35950559023100936,0.31648899805702513,0.429657214758053,0.14391673366177316,100.0,76.17083384633712,best_features,0.025
0,50.0,100.0,244.7375590564695,10.302112142775968,7.590917393898053,5.494199906523413,0.8441347702092551,150.0,114.17150902555795,best_features,0.025
1,100.0,150.0,243.730563543833,0.8482639586878236,0.6878149037813444,0.39892987530668633,0.7468851490045023,150.0,114.17150902555795,best_features,0.025
2,150.0,200.0,243.60652287216743,0.28567021243404156,0.24344564170033323,0.1998432717678505,0.7053621374811299,150.0,114.17150902555795,best_features,0.025
3,200.0,250.0,243.72767510581625,0.2709038574714384,0.2308282498526637,0.012888327305301742,0.03483229751718564,150.0,114.17150902555795,best_features,0.025
0,50.0,100.0,298.1237541985187,11.394232473875775,11.01305915972921,5.47285327652696,0.808081894648364,200.0,152.16154020295048,best_features,0.025
1,100.0,150.0,291.3479971815583,0.7157029768744678,0.5166498930437342,0.4653280622813635,0.8381778944177819,200.0,152.16154020295048,best_features,0.025
2,150.0,200.0,291.6191863305006,0.47865555106125157,0.4222007228366351,0.21919983821622546,0.7837107569122995,200.0,152.16154020295048,best_features,0.025
3,200.0,250.0,291.9095988150725,0.5724418887245406,0.49783144422087844,0.31371315160127206,0.8985828318296625,200.0,152.16154020295048,best_features,0.025
0,50.0,100.0,331.42447686102366,35.27772413892495,34.86196240901063,14.433740847192487,0.9819050163372633,250.0,189.60094286792295,best_features,0.025
1,100.0,150.0,320.53451779650237,4.0853923796790355,3.5840719652317716,1.8349238538099313,0.9820832688368196,250.0,189.60094286792295,best_features,0.025
2,150.0,200.0,321.05551525310636,0.43103156519310915,0.32602966936360644,0.35249749679419007,0.6848454290077105,250.0,189.60094286792295,best_features,0.025
3,200.0,250.0,321.12968911867864,0.28696786723253354,0.2649717664332343,0.16674055628365808,0.5291218668483317,250.0,189.60094286792295,best_features,0.025
0,50.0,100.0,238.45442773073484,384.33065655872224,358.48723380128047,260.8927152192378,0.610401804899209,300.0,228.15229898524512,best_features,0.025
1,100.0,150.0,218.98867437775348,200.90465252252318,192.6831616869029,167.00630025812717,0.8840907014126324,300.0,228.15229898524512,best_features,0.025
2,150.0,200.0,259.6481029200088,207.9242821334935,197.91946956461499,162.0218087104419,0.8023244219251623,300.0,228.15229898524512,best_features,0.025
3,200.0,250.0,231.37992076758954,282.47258370603436,270.2045165925372,200.11588653823156,0.8238743350188908,300.0,228.15229898524512,best_features,0.025
0,50.0,100.0,202.93670872374642,357.09103482261247,349.88103741147086,224.2755838604534,0.8611587212937374,350.0,266.70376233691485,best_features,0.025
1,100.0,150.0,244.6515541585233,351.11805999833535,330.77200040839296,315.1100107753233,0.8057299799001596,350.0,266.70376233691485,best_features,0.025
2,150.0,200.0,220.8639429450873,353.79767663956073,337.19318468013364,276.2555974152227,0.7901955500462923,350.0,266.70376233691485,best_features,0.025
3,200.0,250.0,275.73791069673786,353.96946125647656,282.1409663208547,195.37558955462183,0.5423965171522583,350.0,266.70376233691485,best_features,0.025
0,50.0,100.0,234.32041028469718,381.2976205093915,365.1579713147027,207.71690052011982,0.8088742474854129,400.0,303.2005083702369,best_features,0.025
1,100.0,150.0,204.51249597183903,376.6932537529723,347.9525861852404,250.44805282492035,0.6859882163836446,400.0,303.2005083702369,best_features,0.025
2,150.0,200.0,211.00870893789562,381.5503240008941,369.0004406944292,313.7321426232277,0.7117736870908542,400.0,303.2005083702369,best_features,0.025
3,200.0,250.0,222.37061071474412,381.8636622280762,369.4208856453977,334.25445296660195,0.7309460829431071,400.0,303.2005083702369,best_features,0.025
0,50.0,100.0,206.08844768397384,393.01426426095236,380.619879642573,306.8615944203601,0.6889705389755427,450.0,341.5718172250129,best_features,0.025
1,100.0,150.0,202.8100834567751,393.55077276195044,380.98878932190996,306.0013542447637,0.6851655496219812,450.0,341.5718172250129,best_features,0.025
2,150.0,200.0,205.4975549801568,393.4386177437679,383.57754033840166,308.2702081748739,0.6967208533955866,450.0,341.5718172250129,best_features,0.025
3,200.0,250.0,204.478308414199,392.90204671552,380.8115175764407,307.83046348726737,0.6741223649679224,450.0,341.5718172250129,best_features,0.025
0,50.0,100.0,179.7977057516998,391.5267742107285,376.5343286340127,280.56633891492294,0.5689727065111551,500.0,380.88580812995247,best_features,0.025
1,100.0,150.0,203.98390316074975,389.8776925268312,375.45343001647893,271.6928887153867,0.6243900707325707,500.0,380.88580812995247,best_features,0.025
2,150.0,200.0,191.15818303471846,390.2283940479265,376.64360388543713,300.9046312894039,0.6260859996320625,500.0,380.88580812995247,best_features,0.025
3,200.0,250.0,192.9452304071603,388.30164426051186,375.95390690679096,264.23049885959114,0.5583304580741713,500.0,380.88580812995247,best_features,0.025
0,50.0,100.0,177.8322882194477,333.08690879545816,295.01673994933606,166.63865671016237,0.35514509377012415,550.0,419.0559644140832,best_features,0.025
1,100.0,150.0,182.20369364256175,300.66119708460735,292.4983361368935,214.47800900945194,0.6206187035943084,550.0,419.0559644140832,best_features,0.025
2,150.0,200.0,183.30487129364442,366.4102076964778,343.99534508435295,206.74044673753824,0.37937907170771856,550.0,419.0559644140832,best_features,0.025
3,200.0,250.0,169.24611159672182,363.4939399427584,343.0264385384278,238.16849629818594,0.5618831997502798,550.0,419.0559644140832,best_features,0.025
0,50.0,100.0,145.3789132755385,278.50136669514137,264.25156048935804,246.2000629935149,0.7974644557240362,600.0,457.8085803363978,best_features,0.025
1,100.0,150.0,151.7936492912181,274.71605747890237,267.2859158836054,246.5120147406206,0.8268067525574215,600.0,457.8085803363978,best_features,0.025
2,150.0,200.0,153.16996933608908,274.0086187806128,268.4458742394211,257.25233577958323,0.8139234598156072,600.0,457.8085803363978,best_features,0.025
3,200.0,250.0,137.05143067951983,274.22799802230674,268.742179581432,253.70790590202327,0.8149445572944266,600.0,457.8085803363978,best_features,0.025
0,50.0,100.0,144.63783443608142,247.54196350399343,240.65998415998146,230.85798553236066,0.8227721726421502,650.0,494.4853744265939,best_features,0.025
1,100.0,150.0,132.75073295001167,243.3445766925108,237.34113655183532,220.8030202591284,0.8489912585245396,650.0,494.4853744265939,best_features,0.025
2,150.0,200.0,131.80134977220078,242.66951204854735,238.96380931045135,231.13345276029443,0.8372258852545895,650.0,494.4853744265939,best_features,0.025
3,200.0,250.0,140.1728951182214,242.3696009111816,238.3397327170778,230.4627336742173,0.8418565600584532,650.0,494.4853744265939,best_features,0.025
0,50.0,100.0,129.21560972363878,205.94656501340916,194.03266144701695,188.99491699033007,0.8653829509450943,700.0,532.8566832813709,best_features,0.025
1,100.0,150.0,133.14137577066708,196.35183013683394,193.12080588800205,185.7124502541774,0.8854347936165348,700.0,532.8566832813709,best_features,0.025
2,150.0,200.0,129.08211109060593,194.99677973167445,190.8476488997972,189.96383336118458,0.8724112444616674,700.0,532.8566832813709,best_features,0.025
3,200.0,250.0,123.84763944173875,194.96469535057642,190.71022385803047,184.27264584616876,0.8878578825449374,700.0,532.8566832813709,best_features,0.025
0,50.0,100.0,124.8307393435476,142.66455145183005,135.66163926545192,135.11771292656297,0.9294401693668817,750.0,570.0736739678696,best_features,0.025
1,100.0,150.0,119.30068068019223,135.3319052675299,133.40713088918062,131.60875699610872,0.9339393507548488,750.0,570.0736739678696,best_features,0.025
2,150.0,200.0,119.90409088793913,134.22232749745984,131.53365248414406,133.33392950313,0.9371307140017731,750.0,570.0736739678696,best_features,0.025
3,200.0,250.0,122.56828308932535,133.52201305541422,131.08152678179619,132.11665459366247,0.938209208245353,750.0,570.0736739678696,best_features,0.025
0,50.0,100.0,116.29534750817078,85.80372019774723,70.79554342519832,68.52106624602327,0.9349172367752843,800.0,606.2950294894458,best_features,0.025
1,100.0,150.0,116.55037043796126,49.0910455967645,41.46398515517512,40.229583941538095,0.966565496790396,800.0,606.2950294894458,best_features,0.025
2,150.0,200.0,115.1681248953894,27.33112494683209,23.65296149515848,22.867292517173247,0.9684568725405228,800.0,606.2950294894458,best_features,0.025
3,200.0,250.0,115.2086513089155,15.589769690844932,13.272386129541417,12.12994289863831,0.9560202397676091,800.0,606.2950294894458,best_features,0.025
0,50.0,100.0,110.57433822787777,40.35908406313612,27.92338091536068,12.546385709116663,0.26398652343149864,850.0,645.4819548424252,best_features,0.025
1,100.0,150.0,109.59692467090578,3.961994953671052,2.570600575062386,1.6122301077703811,0.5394768955988087,850.0,645.4819548424252,best_features,0.025
2,150.0,200.0,109.58827823540483,0.5426713673672623,0.42138534363033386,0.30046344506467804,0.5339939528145772,850.0,645.4819548424252,best_features,0.025
3,200.0,250.0,109.53617197649517,0.5512409460372538,0.46896107873276094,0.14195561939685927,0.13352372286030967,850.0,645.4819548424252,best_features,0.025
0,50.0,100.0,105.0912014759289,18.296720446605875,10.947789753058274,5.555036114252046,0.40678105825693334,900.0,682.444649204679,best_features,0.025
1,100.0,150.0,104.74799069212432,0.5522215518577411,0.4441699999922548,0.12255273760602639,0.13618183747740598,900.0,682.444649204679,best_features,0.025
2,150.0,200.0,104.72628229241843,0.3788609870166084,0.2508075884045411,0.06399201715267727,0.06326586973273285,900.0,682.444649204679,best_features,0.025
3,200.0,250.0,104.67716125880776,0.39857041613029764,0.2869263790010024,0.06678485750709641,0.05569142995261511,900.0,682.444649204679,best_features,0.025
0,50.0,100.0,100.25281721737319,7.443615112373166,2.989807730614089,0.4138522753308099,0.01691323018014934,950.0,721.2714260182299,best_features,0.025
1,100.0,150.0,100.02452352022577,0.3880114452779111,0.34019031338640104,0.06159487263683899,0.03894505486452238,950.0,721.2714260182299,best_features,0.025
2,150.0,200.0,100.00421783390577,0.4142804325850449,0.3051635659129488,0.05634511642263168,0.03931172203224953,950.0,721.2714260182299,best_features,0.025
3,200.0,250.0,100.0339491191721,0.4064041703741168,0.33737702587028195,0.04052133134423886,0.013819809554414753,950.0,721.2714260182299,best_features,0.025
0,50.0,100.0,96.30522068154006,3.3275108617433062,1.3852670739372002,0.3782886151255724,0.02259454556756979,1000.0,756.6243660265701,best_features,0.025
1,100.0,150.0,96.0224197537355,1.3447343708229056,1.0891060909673769,0.1869705009814453,0.03650427278044632,1000.0,756.6243660265701,best_features,0.025
2,150.0,200.0,96.02224813871362,1.2075450283195721,0.8876721416840212,0.10770981008223694,0.012320972057584756,1000.0,756.6243660265701,best_features,0.025
3,200.0,250.0,96.00192700777035,1.0959661796518105,0.8789440440975511,0.11929165293595007,0.00992303334833422,1000.0,756.6243660265701,best_features,0.025
0,50.0,100.0,88.99725542306281,0.8254206779495092,0.6874409334961626,0.1914264807666236,0.02499505804533564,1100.0,834.7865599618726,best_features,0.025
1,100.0,150.0,88.85170325673322,0.8768582686928852,0.6976348593068735,0.34055393905660536,0.029139885052489434,1100.0,834.7865599618726,best_features,0.025
2,150.0,200.0,88.90045392233293,0.8054258417294733,0.6401846805206048,0.10589176559387282,0.014394732705666047,1100.0,834.7865599618726,best_features,0.025
3,200.0,250.0,88.71423986077416,0.7967235649977908,0.6419975825983784,0.30508979597108,0.06466955050124812,1100.0,834.7865599618726,best_features,0.025
0,50.0,100.0,83.02411525270485,1.1410414014136165,1.009507428350858,0.19625629652154858,0.05043846357796733,1200.0,906.8051472486442,best_features,0.025
1,100.0,150.0,82.90013588614256,0.9884767191390864,0.7972843687899882,0.08525719513900797,0.01254148479729067,1200.0,906.8051472486442,best_features,0.025
2,150.0,200.0,82.84657101638776,1.0106638924957139,0.8846845672006793,0.13516479386726707,0.027627459881082506,1200.0,906.8051472486442,best_features,0.025
3,200.0,250.0,82.81030539760917,1.0373083000126542,0.9255830460328411,0.05569435513934735,0.004377732504369236,1200.0,906.8051472486442,best_features,0.025
0,50.0,100.0,93.24997833969013,6.135635270619545,5.2618677255344295,4.287764672296721,0.9680623692278599,50.0,37.99008122008859,best_features,0.0125
1,100.0,150.0,95.62381074800001,0.719801043526644,0.5965438945016643,0.9508379382775252,0.6371970849279703,50.0,37.99008122008859,best_features,0.0125
2,150.0,200.0,95.66930615253919,0.19638308620571365,0.16598561970492653,0.3820693810213965,0.16057292734651551,50.0,37.99008122008859,best_features,0.0125
3,200.0,250.0,95.92672500780651,0.4414326634964425,0.40579096097333434,0.30872357487606156,0.32641183018589237,50.0,37.99008122008859,best_features,0.0125
0,50.0,100.0,175.58222070417563,12.598708645429923,10.453847505732199,11.77843867365314,0.9914262900077638,100.0,76.17083384633712,best_features,0.0125
1,100.0,150.0,178.695055688539,0.3631714785771578,0.33601978108632125,0.36460484138964666,0.4187642004152514,100.0,76.17083384633712,best_features,0.0125
2,150.0,200.0,178.7468351929165,0.20265551552932948,0.17574024004912303,0.2404146027306562,0.0573640205108491,100.0,76.17083384633712,best_features,0.0125
3,200.0,250.0,178.8201928975888,0.35703200498400633,0.31440433476890917,0.4002221291371319,0.14427347112997635,100.0,76.17083384633712,best_features,0.0125
0,50.0,100.0,244.73265895722525,10.297984519499124,7.588608455130924,5.579609950659983,0.8538584499248147,150.0,114.17150902555795,best_features,0.0125
1,100.0,150.0,243.7240553143132,0.8704666947573685,0.7144059519434052,0.3888734203103421,0.7437671872692642,150.0,114.17150902555795,best_features,0.0125
2,150.0,200.0,243.57432444102582,0.2859682547888269,0.2457024307259701,0.20600497660475078,0.7118247440725217,150.0,114.17150902555795,best_features,0.0125
3,200.0,250.0,243.70815160347271,0.2972491303804645,0.2526583944353433,0.024681422794290496,0.11379819901666943,150.0,114.17150902555795,best_features,0.0125
0,50.0,100.0,298.1146191894796,11.375218592181113,10.995031731924257,5.337831620863999,0.8024910072906195,200.0,152.16154020295048,best_features,0.0125
1,100.0,150.0,291.35457753459605,0.7023813430052428,0.5054635865168962,0.44510428585020584,0.8282458763002063,200.0,152.16154020295048,best_features,0.0125
2,150.0,200.0,291.61315016708136,0.47883437903999493,0.4278110134162034,0.2205673284291679,0.7850373333747716,200.0,152.16154020295048,best_features,0.0125
3,200.0,250.0,291.9195241799979,0.559328870059403,0.4901351926826578,0.2956883592836756,0.8811003566762937,200.0,152.16154020295048,best_features,0.0125
0,50.0,100.0,331.41912555500994,35.22679197379455,34.810149580894745,14.827002307753943,0.9806443723038614,250.0,189.60094286792295,best_features,0.0125
1,100.0,150.0,320.5425781330614,4.0733522569502725,3.5793915095139255,1.8606275808043076,0.984215072180754,250.0,189.60094286792295,best_features,0.0125
2,150.0,200.0,321.0562168017829,0.43144881036056404,0.354030435790321,0.3583865218532271,0.7087498733095201,250.0,189.60094286792295,best_features,0.0125
3,200.0,250.0,321.1648886409387,0.27018922294075765,0.24513682940431636,0.1505498118781587,0.4754222591792274,250.0,189.60094286792295,best_features,0.0125
0,50.0,100.0,238.72924528637424,383.621434940004,356.5558131983558,262.73518881347997,0.6275551070885492,300.0,228.15229898524512,best_features,0.0125
1,100.0,150.0,219.0037466639981,183.17369279516055,177.1855089955887,158.31721807319263,0.8911503994140861,300.0,228.15229898524512,best_features,0.0125
2,150.0,200.0,256.2769797805218,261.9481298953187,203.95818254729136,175.05393089631121,0.7780771850441282,300.0,228.15229898524512,best_features,0.0125
3,200.0,250.0,233.42652362636153,293.88908990387847,282.243073772139,200.0465292417885,0.8237239707080365,300.0,228.15229898524512,best_features,0.0125
0,50.0,100.0,204.42551203384951,356.40803253071925,348.17111580529485,216.98051487054164,0.7892917937852773,350.0,266.70376233691485,best_features,0.0125
1,100.0,150.0,243.3313210805832,350.0691933999914,324.05154525825634,305.3129282533645,0.7479214636348629,350.0,266.70376233691485,best_features,0.0125
