window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,source_setting_mV,current_uA,candidate,dt_ns
3,200.0,250.0,83.04877729346896,1.1024930148650185,0.9545081374585749,0.08578419482967335,0.0020869125913647313,1200.0,906.8051472486442,reference,0.0125
0,50.0,100.0,94.25517269013056,4.095621566540117,3.439859114353453,3.34220493973818,0.9352381270104358,50.0,37.99008122008859,reference,0.00625
1,100.0,150.0,95.75931818542416,0.5569985743755268,0.44552436836225695,1.0824911046446228,0.5867831213495626,50.0,37.99008122008859,reference,0.00625
2,150.0,200.0,95.69854219568448,0.22995552797542018,0.18966965302389838,0.41283585736623657,0.15100497905214982,50.0,37.99008122008859,reference,0.00625
3,200.0,250.0,95.97231613360776,0.4783056906219798,0.43295004942338267,0.3227474849052371,0.33137636277304217,50.0,37.99008122008859,reference,0.00625
0,50.0,100.0,177.2529174905038,7.516324656264857,6.002270026328574,8.743033748600546,0.9869920489105174,100.0,76.17083384633712,reference,0.00625
1,100.0,150.0,178.70644283237914,0.4414163003306726,0.39979868232700255,0.5086342954401368,0.3561532435792709,100.0,76.17083384633712,reference,0.00625
2,150.0,200.0,178.79509645811254,0.22834530652448848,0.20148767076295826,0.26273004327304583,0.05993624937799635,100.0,76.17083384633712,reference,0.00625
3,200.0,250.0,178.87877235502467,0.395447230706111,0.3470522474893585,0.42358220219266524,0.14238583597846122,100.0,76.17083384633712,reference,0.00625
0,50.0,100.0,245.40918605778023,4.52284540896116,3.0561669918457426,3.1234002653059014,0.8014895522096956,150.0,114.17150902555795,reference,0.00625
1,100.0,150.0,243.49369290368085,0.436186889337705,0.33252666941248776,0.2851407486919875,0.6010000820160248,150.0,114.17150902555795,reference,0.00625
