window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,fit_mode,source_setting_mV
2,150.0,200.0,220.15381618231422,373.3761185879501,358.6348832668843,273.61713170446797,0.617900300577425,relaxed,400.0
3,200.0,250.0,219.65156878510615,374.4566307735951,354.8585282361788,263.2607010132119,0.5983712573548272,relaxed,400.0
0,50.0,100.0,202.33862259064517,382.01496067705733,364.58834349134565,259.28316548350404,0.5668344358759135,relaxed,450.0
1,100.0,150.0,219.59048715591095,381.5935915190982,368.4237378025383,298.3304966505958,0.6882193314795164,relaxed,450.0
2,150.0,200.0,199.83771259730315,380.71975217627914,365.4822468450347,257.8784248813994,0.5718551346310836,relaxed,450.0
3,200.0,250.0,224.96925822046407,381.6184229407452,368.6070386228764,299.0870452210344,0.694999023082163,relaxed,450.0
0,50.0,100.0,189.8658446212098,344.41448025519514,317.31469063876807,116.31603933463676,0.15134873327709197,relaxed,500.0
1,100.0,150.0,182.9434743107556,319.8064540083554,289.00384172347526,237.00832775262003,0.8002612741527545,relaxed,500.0
2,150.0,200.0,172.35681843273377,277.6957242614278,253.99326388539492,184.96384761442266,0.6701075006879168,relaxed,500.0
3,200.0,250.0,200.74249785474333,315.11921914679345,294.67189432525396,251.05143980338997,0.8070675254987949,relaxed,500.0
0,50.0,100.0,167.68216517928934,294.32750876714795,265.63530904227923,220.48519303771238,0.7617725619409558,relaxed,550.0
1,100.0,150.0,153.60612177397627,287.8285595499598,277.6541739065612,265.0485315716357,0.7874078437611555,relaxed,550.0
2,150.0,200.0,150.8940276023366,292.84525053244795,272.5684903761156,244.97240695573865,0.8024175196964723,relaxed,550.0
3,200.0,250.0,165.3148668147744,289.28898936802415,273.3663116638289,242.00902329902976,0.8163535471561282,relaxed,550.0
