window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,fit_mode,source_setting_mV
0,50.0,100.0,144.92953432426785,266.0482200920828,260.6386872718008,249.13535205777117,0.826776979953801,relaxed,600.0
1,100.0,150.0,146.4239508314763,261.95845706824844,260.1118238089052,248.519637660099,0.8193404760108337,relaxed,600.0
2,150.0,200.0,148.45129617844378,260.6340338785993,259.23354892956365,243.85742866418622,0.8343474469578204,relaxed,600.0
3,200.0,250.0,147.1298601386023,258.68881238728613,256.2062670847659,238.74828075248112,0.8583106547457036,relaxed,600.0
0,50.0,100.0,141.12773842930795,227.68555746311424,219.40646647790345,213.88058847526918,0.8473556498592509,relaxed,650.0
1,100.0,150.0,129.80619759578715,220.4772512847529,215.31427249566926,206.92019581764126,0.8733317640787984,relaxed,650.0
2,150.0,200.0,140.85695843456907,219.31634839050253,214.87738780715011,204.90095040523516,0.8727866803441674,relaxed,650.0
3,200.0,250.0,134.5956022271481,219.2024327800488,216.08086539916314,213.1691463930492,0.8621695344389465,relaxed,650.0
0,50.0,100.0,127.81859560918856,184.8240874585497,164.15693052582668,163.24313464277174,0.8944148642460095,relaxed,700.0
1,100.0,150.0,128.33315783063617,162.77471063371686,162.30761636032292,158.64036109332324,0.912286704032362,relaxed,700.0
2,150.0,200.0,128.21179357369178,162.04683417765014,160.8958727350259,157.40681215560292,0.9171808984860497,relaxed,700.0
3,200.0,250.0,128.2548698869233,159.9717220277849,159.3839553330252,156.732281793479,0.9211434256071369,relaxed,700.0
0,50.0,100.0,119.18070187344308,101.19341838088768,90.28304759228627,90.28224836060745,0.9451668190697587,relaxed,750.0
1,100.0,150.0,123.95030198826247,75.54319136464733,71.11849159105162,73.56789262881787,0.9778145888274659,relaxed,750.0
2,150.0,200.0,119.99233635889188,65.4400024032492,62.14442013419617,63.52154806675246,0.9838746778376212,relaxed,750.0
3,200.0,250.0,122.56177275275093,57.713090422375615,55.05162570150806,56.97292830820953,0.9872652788405039,relaxed,750.0
0,50.0,100.0,115.17761300991711,50.15195376326656,34.84145907121899,26.682870734051118,0.7781717165324604,relaxed,800.0
1,100.0,150.0,115.26550326239477,7.150790772818141,4.938615356350198,3.5902668751243176,0.7532149074127651,relaxed,800.0
2,150.0,200.0,115.2804216946117,1.265176613487398,0.8398309384136695,0.5433724392917164,0.507004251909658,relaxed,800.0
3,200.0,250.0,115.34825496899603,0.49426553890511116,0.43578611970163195,0.07424185715502257,0.03251197589010446,relaxed,800.0
0,50.0,100.0,109.7896102090056,16.905868275795044,9.296209729489007,2.7900298752985355,0.13032543988895662,relaxed,850.0
1,100.0,150.0,109.64443127342408,0.6456982508846068,0.4188447742620127,0.09416718329731247,0.053019068675385084,relaxed,850.0
2,150.0,200.0,109.59168357099473,0.4566161083238285,0.3259949051677893,0.02727037327149801,0.008050954226384466,relaxed,850.0
3,200.0,250.0,109.53755147742253,0.44244267525436953,0.3148968049574705,0.07008904404869108,0.05107275343129103,relaxed,850.0
0,50.0,100.0,104.84011313115825,4.243591063741789,2.002123466723191,0.633005169057098,0.11612360265421051,relaxed,900.0
1,100.0,150.0,104.7421848209203,0.40432761915911897,0.3525595077513941,0.020051162350210483,0.0050943589640291,relaxed,900.0
2,150.0,200.0,104.72471680201078,0.391005086492612,0.32059850464209205,0.04889779724398171,0.02389418158470491,relaxed,900.0
3,200.0,250.0,104.67461662583165,0.5022018558366454,0.36878167083618507,0.02730100604944004,0.005903381660945617,relaxed,900.0
0,50.0,100.0,100.22134997537964,1.1247036937200363,0.5360557915492876,0.11382943548170438,0.05044772959025057,relaxed,950.0
1,100.0,150.0,100.03488136130946,0.4887210549422747,0.43951047618510586,0.06913570672921215,0.030567269553242182,relaxed,950.0
2,150.0,200.0,100.017171464393,0.4706361248902624,0.37991804655629835,0.05389492666871215,0.023101096779747254,relaxed,950.0
3,200.0,250.0,100.04528478544027,0.5224767666162791,0.4102521553515004,0.03658727544390707,0.007055001355499413,relaxed,950.0
0,50.0,100.0,96.27029501138324,1.4751771215681089,1.2948742335611456,0.11253998205422182,0.005408460732778897,relaxed,1000.0
1,100.0,150.0,96.0193769571098,1.705110444722763,1.371379515388199,0.2017272442925131,0.025935959931144392,relaxed,1000.0
2,150.0,200.0,96.02232998750915,1.4099624014074124,1.126665878968737,0.13289428521361638,0.010804605265140932,relaxed,1000.0
3,200.0,250.0,95.9990621968679,1.3598284273273578,1.1596708613165845,0.11737611730429885,0.005689047196560715,relaxed,1000.0
0,50.0,100.0,88.9757090419028,1.007013490389454,0.8619755233109316,0.09323041687684858,0.005710318984579299,relaxed,1100.0
1,100.0,150.0,88.83495948696769,1.010656048591855,0.8668413406156361,0.3663532025019856,0.021385867881780873,relaxed,1100.0
2,150.0,200.0,88.88714495723474,0.9530381109442061,0.7662408003211993,0.09765901205420371,0.006912525566150518,relaxed,1100.0
3,200.0,250.0,88.69966376360739,0.9458165953508342,0.796346505544193,0.28414093513408617,0.039209885654571286,relaxed,1100.0
0,50.0,100.0,83.24791877920259,1.1785469808904878,1.056929529504572,0.18128636374292403,0.03244778972511442,relaxed,1200.0
1,100.0,150.0,83.13224874817233,1.0327772047172772,0.9233824136436226,0.07584302370592454,0.006935013414201774,relaxed,1200.0
2,150.0,200.0,83.07595428714978,1.1182787042422007,0.9840671052788537,0.13181200748371366,0.01847794120861257,relaxed,1200.0
3,200.0,250.0,83.04279403338772,1.1295683308358093,0.9820166946260542,0.055480307216800744,0.003020626288761985,relaxed,1200.0
