T0_K,T_switch_K,Delta_T_K,I_pre_switch_uA,V_pre_switch_mV,P_pre_switch_mW,S_e_mW_per_K
298.0,336.96151787443847,38.96151787443847,194.64872889229736,315.1766053302828,0.061348725604128816,0.0015745979353740207
325.0,336.96151787443847,11.96151787443847,194.64872889229736,315.1766053302828,0.061348725604128816,0.005128841192908288
330.0,336.96151787443847,6.961517874438471,194.64872889229736,315.1766053302828,0.061348725604128816,0.008812550180958533
333.0,336.96151787443847,3.9615178744384707,194.64872889229736,315.1766053302828,0.061348725604128816,0.015486166552466901
