frame_index,current_inferred_uA,v_slope_0_30_mV_per_ns,C_slope_pF
1.0,78.37800732082337,3.1372679178644804,24.982886184032
2.0,117.13491451131469,5.526067966267009,21.19679222665119
3.0,155.891821701806,7.4715976211143325,20.864590092654897
4.0,194.64872889229736,8.022437048971076,24.26304222820448
