source_mV,dt_ns,current_uA,measured_legacy_detected,measured_legacy_frequency_MHz,measured_late_frequency_MHz,measured_late_peak_frequency_MHz,measured_late_peak_period_cv,measured_late_mean_mV,measured_late_vpp_mV,measured_late_robust_vpp_mV,measured_late_periodic_vpp_mV,measured_late_coherence,measured_minimum_window_periodic_vpp_mV,measured_amplitude_retention,measured_sustained,predicted_legacy_detected,predicted_legacy_frequency_MHz,predicted_late_frequency_MHz,predicted_late_peak_frequency_MHz,predicted_late_peak_period_cv,predicted_late_mean_mV,predicted_late_vpp_mV,predicted_late_robust_vpp_mV,predicted_late_periodic_vpp_mV,predicted_late_coherence,predicted_minimum_window_periodic_vpp_mV,predicted_amplitude_retention,predicted_sustained,temperature_min_K,temperature_max_K
550.0,0.05,419.4989779312343,True,52.63157894736842,53.6089491692211,54.054054054054056,0.02702702702702703,185.11551221455443,37.293300000000016,34.51999999999998,35.18410234898925,0.9954051704281021,35.056765659189,0.9306635634943242,True,False,,18.166383619114413,,,208.0852336586563,1.9203575729564193,1.6362089584802675,0.19175568022000195,0.013427964003776327,0.07531575954517296,0.7684784985009833,False,314.3999938964844,338.1765441894531
600.0,0.05,458.28537876787465,True,55.55555555555556,55.75060542649025,55.55555555555556,0.03928371006591931,186.12897561089108,28.293299999999988,25.72,26.314903057035917,0.9904797389307746,26.32945985427494,0.8935844941062119,True,False,,15.968221764558413,,,193.91136226139446,0.9383245909521065,0.8252260098163902,0.05880938355924096,0.004675291380691782,0.042378135773684676,0.4116592088982026,False,314.3999938964844,338.5960693359375
650.0,0.05,495.23953506616215,True,58.8235294117647,57.816988117809586,58.8235294117647,0.028155054514749176,184.09623894059408,21.226699999999994,19.079999999999984,18.960364167404826,0.9819604662361988,18.871919643331037,0.8980715178338963,True,False,,15.65863107264134,,,181.27746788970254,1.2477032445041232,0.9730145593767645,0.06921833935033378,0.005752857423354296,0.06874791700308028,0.6893509066421565,False,314.3999938964844,338.8345642089844
700.0,0.05,533.3182345380714,True,58.8235294117647,59.54885392572425,58.8235294117647,0.025851504590580256,181.7120795346535,17.586600000000004,13.933400000000006,13.73426576294101,0.957064813754709,13.400827320726998,0.747723863660392,True,False,,10.000004808022947,,,170.36568307513872,1.2118386685986593,1.085222874002966,0.07235223816651855,0.0027610163249668362,0.1362664914070594,0.6739537658304005,False,314.3999938964844,339.1292724609375
750.0,0.05,570.0413856942617,True,62.5,61.042671449716536,62.5,0.04819277108433734,181.08356366336628,17.14670000000001,13.893399999999986,11.560285297594564,0.8747801353899631,11.629398297798542,0.9574870621121345,True,False,,28.754201136159704,,,161.33186297961876,1.500772251233741,1.32297099398221,0.11461492030118954,0.007816381991549992,0.02433330106470945,0.6922423271310058,False,314.3999938964844,339.4548034667969
800.0,0.05,606.5775556192157,True,62.5,62.714561113294,62.5,0.282842712474619,180.88158613861387,11.093400000000003,9.253300000000024,6.232899194540934,0.6671750617132046,6.121509014013745,1.0284815188905327,True,False,,28.10416990502126,,,153.30715902859652,1.1108972382042168,0.9471169161668627,0.11041183549403803,0.013999245184294296,0.0983522684054371,0.8924878118364299,False,314.3999938964844,339.7303466796875
850.0,0.05,645.8072064076357,False,,63.789460782478756,62.5,0.051948051948051945,180.43775940594062,7.866600000000005,5.5467000000000155,2.9187351327310216,0.38335851225851936,2.7061719780214726,0.9674353448327867,False,False,,13.774676072815597,,,145.1896205057538,1.1474624551940167,1.0443174054143185,0.07574912665745816,0.005323357067264278,0.01037824859907396,0.7889234991052012,False,314.3999938964844,339.9389953613281
900.0,0.05,682.5830920101763,False,,12.636292359846257,71.42857142857143,0.2999423243289873,177.8838326732673,6.960000000000008,5.546599999999984,1.8441523911635787,0.1687017236880799,2.5628899687979594,1.1727903149983379,False,False,,12.503412974096412,,,138.36803330083907,1.2623259668441165,1.0810427941860894,0.09858068794806583,0.009092521027029066,0.11220462807979929,0.9297123432172829,False,314.3999938964844,340.12078857421875
950.0,0.05,721.6667853309548,False,,66.23904210948616,74.07407407407408,0.3796013991310125,176.8031636633663,7.866700000000009,5.546599999999984,2.12122556036776,0.2057113460442389,1.4862732646115808,0.9525870434091936,False,False,,24.050829575539602,,,131.86313598927765,1.4864828885881138,1.1535731702358305,0.13892256918430904,0.01405459876023829,0.06381697802579273,0.9184742695174937,False,314.3999938964844,340.3322448730469
1000.0,0.05,758.4127832621615,False,,67.18766825547392,62.5,0.11291995079911113,174.85517851485147,7.866600000000005,6.026700000000005,3.479000333324883,0.4856249503723351,3.425418834092218,0.9134739298740897,False,False,,19.211277189731135,,,127.16466654262318,1.5368019965411008,1.2821863189066107,0.11970081134542497,0.006416662899295655,0.07642100177023775,0.8355910521056746,False,314.3999938964844,340.6824645996094
1100.0,0.05,834.6274425945287,False,,68.63636974440715,71.42857142857143,0.10393492741038725,175.24910623762372,10.640000000000015,7.866600000000005,5.727896623735151,0.6582521354496025,5.287546713467708,0.6868611275228014,False,False,,14.29182956952637,,,117.08962097032999,1.869829700580695,1.6593241221802515,0.15888097042554872,0.009931261426304738,0.19072564229034203,0.9728751032183096,False,314.3999938964844,341.0481872558594
1200.0,0.05,907.9133220095645,False,,68.81585721818458,66.66666666666667,0.112833866731055,172.88052772277229,10.640000000000015,7.866700000000009,5.987257355671958,0.7618945955799794,5.878409586669303,1.098002703933764,False,False,,32.173714429226514,,,109.0636111135484,1.1350428601436846,0.9464490913919974,0.11493367205080171,0.011499537920799607,0.0653790719222003,1.048721557439909,False,314.3999938964844,341.3704528808594
50.0,0.025,38.18303147605306,False,,16.59288819174028,,,88.47603910891087,4.506659999999982,3.4399999999999977,2.184103007371274,0.6691407284022073,0.7776928352686754,0.8665210934158273,False,False,,19.837278279686007,,,95.71715409809755,2.9312577239928572,2.5889661346690502,0.25049885130108646,0.012054411974736112,0.21046508422712462,0.8572532318226386,False,314.3999938964844,315.4015808105469
100.0,0.025,76.21473630358447,False,,21.226003790039126,,,171.14296732673267,6.653399999999976,5.14670000000001,4.090358672546572,0.8901813973975933,0.9150656917441401,1.7451000792986253,False,False,,46.21749820689187,,,178.4660219923952,3.0550367993427585,2.4762054930198474,0.2343295573741599,0.009871954334008448,0.23377712404112508,1.1194348472186633,False,314.3999938964844,318.12158203125
150.0,0.025,114.11799802479607,False,,17.027854461752234,,,240.26243993069306,4.719999999999999,4.066599999999994,2.4065785784750178,0.48714844380656364,2.324111649678154,1.797314945514776,False,False,,32.67170975146815,,,243.1168974596899,1.8964216092740003,1.5535096525816812,0.281164552404284,0.0394275697435873,0.12807338064960133,0.5185911835773939,False,314.3999938964844,321.98101806640625
200.0,0.025,152.29578486438515,False,,14.121006797082291,,,298.0920165049505,4.706700000000012,3.853400000000022,1.687863099515576,0.3631280196148142,0.7070865646397237,0.590863478684687,False,False,,21.208868760235337,,,290.851285435406,2.413066925238013,1.9225237566084843,0.5322923689659763,0.08572104903122857,0.028252821013487806,0.6924247567794537,False,314.3999938964844,326.4949645996094
250.0,0.025,190.10363798124942,False,,13.909729776249218,,,319.4747234356435,3.213300000000004,2.3466999999999985,1.3934696545783074,0.43757227699848544,0.8715493461067155,0.22853602355318778,False,False,,46.0490373933203,,,319.30755829963556,2.5955027159884025,2.1563718024015657,0.17779871064012365,0.00835962907394594,0.027224826127975627,0.40523153058695754,False,314.3999938964844,330.9646301269531
300.0,0.025,228.72329533860898,True,41.666666666666664,41.17354716074733,41.666666666666664,0.019372788525658838,232.71287096039606,94.32,91.11999999999998,91.62934044189902,0.9973613379044338,85.70107620440322,1.0964264844510925,True,False,,26.835654433617453,,,314.8394383188933,2.5037066451885153,2.1389723745650144,0.3942186939730319,0.044322565937796043,0.13547893300935493,0.7297128253600136,False,314.3999938964844,334.0290222167969
350.0,0.025,267.26884762793657,True,41.666666666666664,42.59623808525568,43.47826086956522,0.020203050891044214,189.93848151485153,103.75999999999999,100.32,101.37800303546058,0.9992535093816439,99.01077989235284,0.8631305790098773,True,False,,41.70549189614044,,,292.1897860803785,2.3131071426160474,1.8908085709797433,0.16349767347460983,0.008852491812292085,0.11215435450050817,0.7832182798664321,False,314.3999938964844,335.7242736816406
400.0,0.025,303.62831796812344,True,45.45454545454545,45.78749745855536,45.45454545454545,0.0,187.98507821782175,82.5333,79.10669999999999,79.67126040317783,0.999171608496318,79.51329549565885,0.9392545502728201,True,False,,18.810020771579936,,,267.7162423754918,1.8130201066719565,1.4877653959417785,0.19735252776534748,0.01891448100683779,0.1152492759329924,0.7795555155209216,False,314.3999938964844,336.5563659667969
450.0,0.025,342.1738513744537,True,50.0,48.92619450465454,50.0,0.021383343303319473,186.01927557425745,61.746700000000004,58.733299999999986,59.13906117380684,0.997776131632384,58.781232719878886,0.9440362412932626,True,False,,10.000003498264658,,,245.02094207329466,1.6677793552034927,1.385242894933981,0.11593150804173637,0.006898683148666929,0.29691224019914614,0.7556995313750499,False,314.3999938964844,337.2572326660156
500.0,0.025,381.3971118766464,True,52.63157894736842,51.495607711371065,51.282051282051285,0.02564102564102564,186.25742574257427,46.52000000000001,44.373399999999975,45.29791292626471,0.9988201902291101,45.34319193015342,0.8835421679522869,True,False,,12.251138643400976,,,225.04159951402877,1.309570602392938,1.101478070398855,0.10920873980810315,0.008114949401915261,0.10047890715301364,0.5369222825857828,False,314.3999938964844,337.7937927246094
550.0,0.025,419.4989779312343,True,52.63157894736842,53.6089491692211,54.054054054054056,0.02702702702702703,185.11551221455443,37.293300000000016,34.51999999999998,35.18410234898925,0.9954051704281021,35.056765659189,0.9306635634943242,True,False,,18.876548907335504,,,207.82569480423734,1.7505199800905302,1.525434540396617,0.0667641893451445,0.0018900430208296237,0.029465154683350172,0.7978449912295232,False,314.3999938964844,338.130615234375
600.0,0.025,458.28537876787465,True,55.55555555555556,55.75060542649025,55.55555555555556,0.03928371006591931,186.12897561089108,28.293299999999988,25.72,26.314903057035917,0.9904797389307746,26.32945985427494,0.8935844941062119,True,False,,21.174116015132313,,,193.74422098477208,0.8979888793212183,0.7853045887326005,0.06993838455085215,0.0062619718624020715,0.07246995316058526,0.41548679393384946,False,314.3999938964844,338.5728454589844
650.0,0.025,495.23953506616215,True,58.8235294117647,57.816988117809586,58.8235294117647,0.028155054514749176,184.09623894059408,21.226699999999994,19.079999999999984,18.960364167404826,0.9819604662361988,18.871919643331037,0.8980715178338963,True,False,,15.391262507097336,,,181.27803754841432,1.2000644456241787,0.9406051521106349,0.07100059179889909,0.006523988122390856,0.06574441833783451,0.6772898595942423,False,314.3999938964844,338.83447265625
700.0,0.025,533.3182345380714,True,58.8235294117647,59.54885392572425,58.8235294117647,0.025851504590580256,181.7120795346535,17.586600000000004,13.933400000000006,13.73426576294101,0.957064813754709,13.400827320726998,0.747723863660392,True,False,,10.000004154396374,,,170.36619914007372,1.1656002117959474,1.0427396263971218,0.07243087120011131,0.0029707914547610903,0.11726006658405538,0.6576319281401042,False,314.3999938964844,339.1291198730469
750.0,0.025,570.0413856942617,True,62.5,61.042671449716536,62.5,0.04819277108433734,181.08356366336628,17.14670000000001,13.893399999999986,11.560285297594564,0.8747801353899631,11.629398297798542,0.9574870621121345,True,False,,30.492938311091315,,,161.82986263825035,1.5129916385315596,1.3172206907990187,0.15700819489328469,0.014336660522889844,0.049164560628541784,0.8760248394029241,False,314.3999938964844,339.5312805175781
800.0,0.025,606.5775556192157,True,62.5,62.714561113294,62.5,0.282842712474619,180.88158613861387,11.093400000000003,9.253300000000024,6.232899194540934,0.6671750617132046,6.121509014013745,1.0284815188905327,True,False,,27.021175834894546,,,153.0811758145569,1.0988735541680796,0.9593355974751319,0.12890215228170604,0.019051685748245006,0.12359018380771782,0.8427916135529328,False,314.3999938964844,339.68975830078125
850.0,0.025,645.8072064076357,False,,63.789460782478756,62.5,0.051948051948051945,180.43775940594062,7.866600000000005,5.5467000000000155,2.9187351327310216,0.38335851225851936,2.7061719780214726,0.9674353448327867,False,False,,45.246616617839926,,,145.2893115656863,1.1301145738022171,1.0080129727800227,0.06568310346693312,0.004097470707148054,0.06259583499293338,0.8384937618288401,False,314.3999938964844,339.9482116699219
900.0,0.025,682.5830920101763,False,,12.636292359846257,71.42857142857143,0.2999423243289873,177.8838326732673,6.960000000000008,5.546599999999984,1.8441523911635787,0.1687017236880799,2.5628899687979594,1.1727903149983379,False,False,,10.000005215999492,,,138.33486344782222,1.265321750795465,1.108923468717137,0.1468519716198217,0.00968269863707949,0.18991587828642137,1.0115898044738685,False,314.3999938964844,340.1092224121094
950.0,0.025,721.6667853309548,False,,66.23904210948616,74.07407407407408,0.3796013991310125,176.8031636633663,7.866700000000009,5.546599999999984,2.12122556036776,0.2057113460442389,1.4862732646115808,0.9525870434091936,False,False,,23.756549265664137,,,131.86154203496707,1.457723716634888,1.1255001855262492,0.132002561142095,0.013582521330904651,0.06364227413523692,0.9250309964275034,False,314.3999938964844,340.3302917480469
1000.0,0.025,758.4127832621615,False,,67.18766825547392,62.5,0.11291995079911113,174.85517851485147,7.866600000000005,6.026700000000005,3.479000333324883,0.4856249503723351,3.425418834092218,0.9134739298740897,False,False,,19.275382730374655,,,126.96387988629068,1.5535806821382039,1.2794297436479667,0.12102066556880037,0.006454493625164592,0.07632808394089886,0.8264816313780462,False,314.3999938964844,340.64105224609375
1100.0,0.025,834.6274425945287,False,,68.63636974440715,71.42857142857143,0.10393492741038725,175.24910623762372,10.640000000000015,7.866600000000005,5.727896623735151,0.6582521354496025,5.287546713467708,0.6868611275228014,False,False,,14.254239789025542,,,117.11054353679674,1.9100256505282545,1.7049828850495174,0.158067696857785,0.009381600138180901,0.19446552861252833,0.9823703599779186,False,314.3999938964844,341.0525817871094
1200.0,0.025,907.9133220095645,False,,68.81585721818458,66.66666666666667,0.112833866731055,172.88052772277229,10.640000000000015,7.866700000000009,5.987257355671958,0.7618945955799794,5.878409586669303,1.098002703933764,False,False,,32.22267337615331,,,108.89931009862696,1.1484464153659246,0.9606716623805909,0.11433458124493216,0.011186463214837628,0.0668193557132463,0.9936077798193661,False,314.3999938964844,341.32965087890625
50.0,0.0125,38.18303147605306,False,,16.59288819174028,,,88.47603910891087,4.506659999999982,3.4399999999999977,2.184103007371274,0.6691407284022073,0.7776928352686754,0.8665210934158273,False,False,,19.825648965932476,,,95.7174587674963,2.93657743614213,2.5960069969306545,0.2483368902031909,0.011805871756905173,0.20564904340724327,0.855773507671247,False,314.3999938964844,315.40203857421875
100.0,0.0125,76.21473630358447,False,,21.226003790039126,,,171.14296732673267,6.653399999999976,5.14670000000001,4.090358672546572,0.8901813973975933,0.9150656917441401,1.7451000792986253,False,False,,10.000005342320495,,,178.46568707046893,3.061891342361065,2.4885138516427503,0.27022182632496416,0.008573080578777259,0.8256347970273389,1.1186502754075158,False,314.3999938964844,318.1223449707031
150.0,0.0125,114.11799802479607,False,,17.027854461752234,,,240.26243993069306,4.719999999999999,4.066599999999994,2.4065785784750178,0.48714844380656364,2.324111649678154,1.797314945514776,False,False,,32.62606639864494,,,243.11674563496163,1.923329280689103,1.5594865773888387,0.28167568685604816,0.03873563513869227,0.12971170675034854,0.5194559631409981,False,314.3999938964844,321.9815673828125
200.0,0.0125,152.29578486438515,False,,14.121006797082291,,,298.0920165049505,4.706700000000012,3.853400000000022,1.687863099515576,0.3631280196148142,0.7070865646397237,0.590863478684687,False,False,,21.223211000770362,,,290.8514226369901,2.4384584863078658,1.9548890718740495,0.5277854762333433,0.08299809188381047,0.02735932021416212,0.6986857822430785,False,314.3999938964844,326.4947204589844
250.0,0.0125,190.10363798124942,False,,13.909729776249218,,,319.4747234356435,3.213300000000004,2.3466999999999985,1.3934696545783074,0.43757227699848544,0.8715493461067155,0.22853602355318778,False,False,,46.57945056598066,,,319.33647421993254,2.568233613946518,2.2094200754697795,0.18681737424321848,0.009091313940615242,0.024700615150557152,0.40644597826864515,False,314.3999938964844,330.9659118652344
300.0,0.0125,228.72329533860898,True,41.666666666666664,41.17354716074733,41.666666666666664,0.019372788525658838,232.71287096039606,94.32,91.11999999999998,91.62934044189902,0.9973613379044338,85.70107620440322,1.0964264844510925,True,False,,25.49634594764169,,,314.899791593024,2.4094308892367167,2.1648747338215912,0.42391291059754793,0.052525243321872805,0.15588430511857754,0.7538697959913786,False,314.3999938964844,334.04974365234375
350.0,0.0125,267.26884762793657,True,41.666666666666664,42.59623808525568,43.47826086956522,0.020203050891044214,189.93848151485153,103.75999999999999,100.32,101.37800303546058,0.9992535093816439,99.01077989235284,0.8631305790098773,True,False,,41.84353348970234,,,292.1849542654446,2.303481209363042,1.8968286426741088,0.15666848050606857,0.00812281526280767,0.11230603058293936,0.773329382668301,False,314.3999938964844,335.7235107421875
400.0,0.0125,303.62831796812344,True,45.45454545454545,45.78749745855536,45.45454545454545,0.0,187.98507821782175,82.5333,79.10669999999999,79.67126040317783,0.999171608496318,79.51329549565885,0.9392545502728201,True,False,,195.8237655096775,,,267.889973695726,1.9087476211144008,1.480398902953766,0.11102665676677931,0.006727241422287644,0.032952313298512,0.7908999979011825,False,314.3999938964844,336.57012939453125
450.0,0.0125,342.1738513744537,True,50.0,48.92619450465454,50.0,0.021383343303319473,186.01927557425745,61.746700000000004,58.733299999999986,59.13906117380684,0.997776131632384,58.781232719878886,0.9440362412932626,True,False,,44.9405891860434,,,244.965351054339,1.712870181790521,1.4156975438820893,0.10725650379670024,0.0064703079991776935,0.0597605655866758,0.7760542493357783,False,314.3999938964844,337.2477722167969
500.0,0.0125,381.3971118766464,True,52.63157894736842,51.495607711371065,51.282051282051285,0.02564102564102564,186.25742574257427,46.52000000000001,44.373399999999975,45.29791292626471,0.9988201902291101,45.34319193015342,0.8835421679522869,True,False,,15.052303903650401,,,225.3076382647695,1.220698990247456,1.0408524434741935,0.09246734102603794,0.00632393667315212,0.08183376660224544,0.6065995886093029,False,314.3999938964844,337.82208251953125
550.0,0.0125,419.4989779312343,True,52.63157894736842,53.6089491692211,54.054054054054056,0.02702702702702703,185.11551221455443,37.293300000000016,34.51999999999998,35.18410234898925,0.9954051704281021,35.056765659189,0.9306635634943242,True,False,,14.013048596809872,,,207.8773109456509,1.654273069874563,1.4653218951816314,0.12201709160433118,0.0074431638025782565,0.058548140161542854,0.7413207605361974,False,314.3999938964844,338.146484375
600.0,0.0125,458.28537876787465,True,55.55555555555556,55.75060542649025,55.55555555555556,0.03928371006591931,186.12897561089108,28.293299999999988,25.72,26.314903057035917,0.9904797389307746,26.32945985427494,0.8935844941062119,True,False,,10.000003498264658,,,193.682071236142,1.2194052814999168,0.9693934851655399,0.17229563482878732,0.0327640398584772,0.13835575312070908,0.5070065678338379,False,314.3999938964844,338.5586242675781
650.0,0.0125,495.23953506616215,True,58.8235294117647,57.816988117809586,58.8235294117647,0.028155054514749176,184.09623894059408,21.226699999999994,19.079999999999984,18.960364167404826,0.9819604662361988,18.871919643331037,0.8980715178338963,True,False,,38.43949235286156,,,181.28012490417615,1.199393913128091,0.9153030320124458,0.07177199845976026,0.006899720849389501,0.027678415303401958,0.6724458450684958,False,314.3999938964844,338.8507385253906
700.0,0.0125,533.3182345380714,True,58.8235294117647,59.54885392572425,58.8235294117647,0.025851504590580256,181.7120795346535,17.586600000000004,13.933400000000006,13.73426576294101,0.957064813754709,13.400827320726998,0.747723863660392,True,False,,10.000003875733912,,,170.3656675731525,1.1505500564049953,1.0306252392128954,0.07299227002695219,0.0031982062685212975,0.11728778142847598,0.6508522107858358,False,314.3999938964844,339.1290588378906
750.0,0.0125,570.0413856942617,True,62.5,61.042671449716536,62.5,0.04819277108433734,181.08356366336628,17.14670000000001,13.893399999999986,11.560285297594564,0.8747801353899631,11.629398297798542,0.9574870621121345,True,False,,30.069241853033116,,,161.77923824311085,1.5280415319861618,1.338752807709227,0.15265123736158828,0.013317266477795187,0.04366566700683225,0.8398625631680168,False,314.3999938964844,339.52362060546875
800.0,0.0125,606.5775556192157,True,62.5,62.714561113294,62.5,0.282842712474619,180.88158613861387,11.093400000000003,9.253300000000024,6.232899194540934,0.6671750617132046,6.121509014013745,1.0284815188905327,True,False,,27.327040948180144,,,153.01264446846818,1.1657333489982022,0.9585678295983655,0.13658159160312616,0.021022231701553706,0.08197328251252661,0.799106937463357,False,314.3999938964844,339.67584228515625
850.0,0.0125,645.8072064076357,False,,63.789460782478756,62.5,0.051948051948051945,180.43775940594062,7.866600000000005,5.5467000000000155,2.9187351327310216,0.38335851225851936,2.7061719780214726,0.9674353448327867,False,False,,43.15244674963111,,,145.19998315760233,1.158371885897651,1.024660814146415,0.08062365193900925,0.006332815550202375,0.061995439577193806,0.831855701713104,False,314.3999938964844,339.9358825683594
900.0,0.0125,682.5830920101763,False,,12.636292359846257,71.42857142857143,0.2999423243289873,177.8838326732673,6.960000000000008,5.546599999999984,1.8441523911635787,0.1687017236880799,2.5628899687979594,1.1727903149983379,False,False,,11.808779588343558,,,138.56249064739993,1.182619041097979,1.0609019363054415,0.10069685244943621,0.008156663981717882,0.08941099937430184,1.0679031429571504,False,314.3999938964844,340.15234375
950.0,0.0125,721.6667853309548,False,,66.23904210948616,74.07407407407408,0.3796013991310125,176.8031636633663,7.866700000000009,5.546599999999984,2.12122556036776,0.2057113460442389,1.4862732646115808,0.9525870434091936,False,False,,30.096974593576252,,,131.8888696650655,1.2102155661428071,1.0985996287481328,0.047552724011404535,0.0019128272328614582,0.043202174676499255,0.8821121921871554,False,314.3999938964844,340.3042297363281
1000.0,0.0125,758.4127832621615,False,,67.18766825547392,62.5,0.11291995079911113,174.85517851485147,7.866600000000005,6.026700000000005,3.479000333324883,0.4856249503723351,3.425418834092218,0.9134739298740897,False,False,,19.219994488656454,,,127.16834033436123,1.5654568360298668,1.2843470177267307,0.12065060911945986,0.006333929979449038,0.07626385510747156,0.8348929342357649,False,314.3999938964844,340.68408203125
1100.0,0.0125,834.6274425945287,False,,68.63636974440715,71.42857142857143,0.10393492741038725,175.24910623762372,10.640000000000015,7.866600000000005,5.727896623735151,0.6582521354496025,5.287546713467708,0.6868611275228014,False,False,,14.285781414098928,,,116.89867026633449,1.9240104059370111,1.7201597993909985,0.1586630487501576,0.00926599545055129,0.19104698762588257,0.9670513197679115,False,314.3999938964844,341.0044860839844
1200.0,0.0125,907.9133220095645,False,,68.81585721818458,66.66666666666667,0.112833866731055,172.88052772277229,10.640000000000015,7.866700000000009,5.987257355671958,0.7618945955799794,5.878409586669303,1.098002703933764,False,False,,32.21675246550901,,,108.80040055235887,1.1509498016779958,0.9718252736209223,0.11441691236814404,0.011119699543918116,0.06560168148835838,0.9525272755999411,False,314.3999938964844,341.3049621582031
