Temperature,Resistance,Time,Current,V+,V-,T+,T-,model_resistance_ohm,log10_residual
358.561,17.7762,1337.804,2e-06,4.92062e-05,-2.189861e-05,358.436,358.686,18.217539028600005,0.010650780743840071
359.1665,17.6365,1342.393,2e-06,4.92769e-05,-2.126909e-05,359.041,359.292,18.216830689940767,0.014060419239638744
359.776,17.73198,1346.967,2e-06,4.983332e-05,-2.109462e-05,359.65,359.902,18.21634086207331,0.011703911367087816
360.375,17.63179,1351.537,2e-06,5.028603e-05,-2.024112e-05,360.248,360.502,18.216009571979388,0.01415684119350269
360.9915,17.64888,1356.123,2e-06,5.048409e-05,-2.011144e-05,360.864,361.119,18.215775290045823,0.013730509960411474
361.61,17.52097,1360.707,2e-06,5.075991e-05,-1.932396e-05,361.482,361.738,18.2156148027008,0.016885687867482124
362.2285,17.59111,1365.296,2e-06,5.107348e-05,-1.929095e-05,362.101,362.356,18.215505288914496,0.01514797852697769
362.845,17.52627,1369.865,2e-06,5.160162e-05,-1.850346e-05,362.718,362.972,18.215430754055728,0.016749947880393856
363.4455,17.47853,1374.435,2e-06,5.163462e-05,-1.827948e-05,363.319,363.572,18.215380917068277,0.01793335328196588
364.0565,17.50858,1379.024,2e-06,5.240084e-05,-1.763346e-05,363.93,364.183,18.215346029623465,0.017186500888653367
364.667,17.43489,1383.611,2e-06,5.255172e-05,-1.718784e-05,364.541,364.793,18.215322124727386,0.01901764415290641
365.277,17.44019,1388.178,2e-06,5.312226e-05,-1.663849e-05,365.151,365.403,18.215305739382924,0.018885253174113936
365.8755,17.4732,1392.752,2e-06,5.331561e-05,-1.657719e-05,365.749,366.002,18.215294671895776,0.018063753371792002
366.49,17.50148,1397.33,2e-06,5.382484e-05,-1.618109e-05,366.363,366.617,18.21528685546342,0.017361238890106767
367.105,17.46258,1401.912,2e-06,5.402054e-05,-1.582978e-05,366.978,367.232,18.21528150318052,0.018327478590006052
367.7205,17.37652,1406.501,2e-06,5.413842e-05,-1.536767e-05,367.593,367.848,18.215277839206973,0.020472995403205463
368.336,17.37828,1411.074,2e-06,5.474197e-05,-1.477116e-05,368.209,368.463,18.215275333337573,0.020428949889233383
368.937,17.44253,1415.643,2e-06,5.530076e-05,-1.446937e-05,368.81,369.064,18.215273652793996,0.01882622153625002
369.5505,17.49852,1420.229,2e-06,5.568739e-05,-1.430668e-05,369.424,369.677,18.215272473166127,0.01743435379249325
370.1625,17.51208,1424.813,2e-06,5.62674e-05,-1.378091e-05,370.036,370.289,18.21527166692953,0.01709792025718082
